"Date","CANCPICORMINMEI"
1961-01-01,13.2081288836427
1961-02-01,13.2081288836427
1961-03-01,13.2081288836427
1961-04-01,13.2081288836427
1961-05-01,13.2411569233611
1961-06-01,13.2369062858104
1961-07-01,13.203878246092
1961-08-01,13.1957026578864
1961-09-01,13.2329813351554
1961-10-01,13.220555109399
1961-11-01,13.220555109399
1961-12-01,13.224480060054
1962-01-01,13.1957026578864
1962-02-01,13.1957026578864
1962-03-01,13.2081288836427
1962-04-01,13.2937574999139
1962-05-01,13.3186099514265
1962-06-01,13.396062979492
1962-07-01,13.3712105279793
1962-08-01,13.4610897818012
1962-09-01,13.3836367537357
1962-10-01,13.4816915957632
1962-11-01,13.4816915957632
1962-12-01,13.4816915957632
1963-01-01,13.4650147324561
1963-02-01,13.4444129184941
1963-03-01,13.4650147324561
1963-04-01,13.4568391442505
1963-05-01,13.4692653700068
1963-06-01,13.4444129184941
1963-07-01,13.6362719649984
1963-08-01,13.7098000424089
1963-09-01,13.6323470143434
1963-10-01,13.6571994658561
1963-11-01,13.747078719678
1963-12-01,13.747078719678
1964-01-01,13.747078719678
1964-02-01,13.747078719678
1964-03-01,13.7389031314723
1964-04-01,13.8412086110504
1964-05-01,13.8412086110504
1964-06-01,13.8163561595377
1964-07-01,13.8689567360905
1964-08-01,13.8813829618469
1964-09-01,13.9186616391159
1964-10-01,13.9641159045906
1964-11-01,13.9516896788343
1964-12-01,14.0291427068998
1965-01-01,14.0333933444504
1965-02-01,14.0209671186941
1965-03-01,14.0291427068998
1965-04-01,14.1314481864779
1965-05-01,14.0984201467596
1965-06-01,14.2533262028905
1965-07-01,14.2242231138271
1965-08-01,14.2615017910962
1965-09-01,14.2781786544032
1965-10-01,14.2906048801595
1965-11-01,14.3556316824687
1965-12-01,14.4206584847778
1966-01-01,14.4206584847778
1966-02-01,14.4981115128433
1966-03-01,14.5631383151524
1966-04-01,14.6572682065249
1966-05-01,14.6572682065249
1966-06-01,14.7471474603467
1966-07-01,14.7471474603467
1966-08-01,14.7873218111432
1966-09-01,14.8246004884122
1966-10-01,14.8412773517192
1966-11-01,14.8537035774756
1966-12-01,14.9560090570537
1967-01-01,14.9560090570537
1967-02-01,14.9808615085664
1967-03-01,15.0874176256953
1967-04-01,15.1651963406564
1967-05-01,15.2593262320289
1967-06-01,15.3367792600944
1967-07-01,15.3769536108908
1967-08-01,15.4501560014056
1967-09-01,15.499860904431
1967-10-01,15.5247133559437
1967-11-01,15.5122871301874
1967-12-01,15.6021663840092
1968-01-01,15.6590175981126
1968-02-01,15.671443823869
1968-03-01,15.7904261667542
1968-04-01,15.7573981270358
1968-05-01,15.7740749903428
1968-06-01,15.8639542441646
1968-07-01,16.0312865260519
1968-08-01,16.0881377401554
1968-09-01,16.1005639659117
1968-10-01,16.1254164174244
1968-11-01,16.3051749250681
1968-12-01,16.2803224735554
1969-01-01,16.2721468853497
1969-02-01,16.2969993368624
1969-03-01,16.3993048164406
1969-04-01,16.6813688036624
1969-05-01,16.6813688036624
1969-06-01,16.7215431544588
1969-07-01,16.823848634037
1969-08-01,16.8682736223841
1969-09-01,16.9098029372038
1969-10-01,16.9346553887165
1969-11-01,16.9098029372038
1969-12-01,17.1019876706038
1970-01-01,17.2042931501819
1970-02-01,17.1670144729129
1970-03-01,17.1673401598086
1970-04-01,17.2323669621177
1970-05-01,17.2820718651431
1970-06-01,17.2572194136304
1970-07-01,17.4494041470304
1970-08-01,17.4369779212741
1970-09-01,17.3968035704776
1970-10-01,17.4216560219903
1970-11-01,17.4507591110537
1970-12-01,17.3733060829882
1971-01-01,17.4550097486043
1971-02-01,17.5367134142205
1971-03-01,17.5242871884641
1971-04-01,17.6589171175288
1971-05-01,17.6464908917724
1971-06-01,17.7487963713506
1971-07-01,17.8912762017252
1971-08-01,18.0337560320998
1971-09-01,17.981155455547
1971-10-01,18.0958871608815
1971-11-01,18.0877115726758
1971-12-01,18.152738374985
1972-01-01,18.2220158148448
1972-02-01,18.2994688429102
1972-03-01,18.4184511857954
1972-04-01,18.4959042138609
1972-05-01,18.5207566653736
1972-06-01,18.5207566653736
1972-07-01,18.715837072301
1972-08-01,18.8458906769193
1972-09-01,18.9481961564974
1972-10-01,18.9730486080101
1972-11-01,18.9730486080101
1972-12-01,19.0505016360756
1973-01-01,19.1602791136275
1973-02-01,19.2988339933471
1973-03-01,19.2988339933471
1973-04-01,19.5311930775436
1973-05-01,19.5922949291977
1973-06-01,19.718423583161
1973-07-01,19.9468577167024
1973-08-01,20.1216619965634
1973-09-01,20.2033656621796
1973-10-01,20.3017461911028
1973-11-01,20.4651535223351
1973-12-01,20.5265810608849
1974-01-01,20.6814871170158
1974-02-01,20.8115407216341
1974-03-01,21.0687522573432
1974-04-01,21.2733632164995
1974-05-01,21.6037249262829
1974-06-01,21.7301792671418
1974-07-01,21.8975115490291
1974-08-01,22.1547230847383
1974-09-01,22.3593340438946
1974-10-01,22.6165455796037
1974-11-01,22.783877861491
1974-12-01,23.0204875832381
1975-01-01,22.9959608186211
1975-02-01,23.2655985800865
1975-03-01,23.3476279325984
1975-04-01,23.5316370777927
1975-05-01,23.7930992510525
1975-06-01,23.9509009807108
