"Date","CANCP080000IXNBM"
2014-12-01,100
2015-01-01,100.0652309
2015-02-01,100.9753544
2015-03-01,100.9764999
2015-04-01,100.9906242
2015-05-01,101.004107
2015-06-01,101.0047156
2015-07-01,100.9786991
2015-08-01,101.6180369
2015-09-01,101.6742227
2015-10-01,101.5794652
2015-11-01,99.23092694
2015-12-01,99.50897788
2016-01-01,99.56982988
2016-02-01,100.8574374
2016-03-01,100.9035908
2016-04-01,100.9091486
2016-05-01,101.921945
2016-06-01,101.9691553
2016-07-01,101.9898922
2016-08-01,100.8111787
2016-09-01,100.6649462
2016-10-01,101.0156686
2016-11-01,99.42169842
2016-12-01,99.1
2017-01-01,100.4
2017-02-01,99.5
2017-03-01,98.9
2017-04-01,101.3
2017-05-01,101.7
2017-06-01,102.3
2017-07-01,101.1
2017-08-01,99.7
2017-09-01,98.2
2017-10-01,100.7
2017-11-01,100.9
2017-12-01,95.7
2018-01-01,100
2018-02-01,101
2018-03-01,99.4
2018-04-01,102.1
2018-05-01,99
2018-06-01,98.2
2018-07-01,99.7
2018-08-01,98.6
2018-09-01,99
2018-10-01,100.6
2018-11-01,100.3
2018-12-01,100.2
2019-01-01,99.6
2019-02-01,98.4
2019-03-01,97.3
2019-04-01,97.8
2019-05-01,97.8
2019-06-01,96.9
2019-07-01,97.8
2019-08-01,97
2019-09-01,97.8
2019-10-01,96.8
2019-11-01,95.6
2019-12-01,95
2020-01-01,95
2020-02-01,94.5
2020-03-01,94.1
2020-04-01,93.5
2020-05-01,92.2
2020-06-01,92.2
2020-07-01,91.8771938726305
2020-08-01,90.6
2020-09-01,90.6
2020-10-01,89.7
2020-11-01,88.9
2020-12-01,87.8
2021-01-01,90.1
2021-02-01,87.4
2021-03-01,83.3
2021-04-01,86.3
2021-05-01,85.5
2021-06-01,83.3
2021-07-01,84.6
2021-08-01,83.7
2021-09-01,83.8
2021-10-01,85.9
2021-11-01,83
2021-12-01,82.5
2022-01-01,83.9
2022-02-01,83.2
2022-03-01,82.2
2022-04-01,82.5
2022-05-01,83.1
2022-06-01,82.4
2022-07-01,82.7
2022-08-01,81.6
2022-09-01,82.5
2022-10-01,83.2
2022-11-01,82.2
2022-12-01,82.5
2023-01-01,80.1
2023-02-01,82.9
2023-03-01,82.3
2023-04-01,82.8
2023-05-01,80.3
2023-06-01,76.3
2023-07-01,76.1
2023-08-01,75.3
2023-09-01,74.1
2023-10-01,75
