"Date","XTNTVA01CAM664S"
1970-05-01,196675440.391991
1970-06-01,195726202.215702
1970-07-01,267197561.711936
1970-08-01,230087557.369569
1970-09-01,198674798.921554
1970-10-01,327754684.128782
1970-11-01,302628405.085376
1970-12-01,276100619.197186
1971-01-01,315723579.805339
1971-02-01,209581731.887043
1971-03-01,203710893.581189
1971-04-01,198127490.251793
1971-05-01,165762510.763432
1971-06-01,184776088.486233
1971-07-01,157576450.361392
1971-08-01,241053170.060993
1971-09-01,198786110.255121
1971-10-01,88816682.1813254
1971-11-01,86412624.5130672
1971-12-01,173545677.849119
1972-01-01,12131186.8820224
1972-02-01,173506838.530471
1972-03-01,94901085.9380362
1972-04-01,42838127.5817852
1972-05-01,152737149.219278
1972-06-01,162825449.709958
1972-07-01,3399335.12080455
1972-08-01,115882692.043282
1972-09-01,64630063.3523386
1972-10-01,204323525.441854
1972-11-01,216019548.527412
1972-12-01,166398112.198555
1973-01-01,196699899.794561
1973-02-01,152255009.002349
1973-03-01,165733457.991609
1973-04-01,280887385.478077
1973-05-01,138371593.446742
1973-06-01,180389736.521127
1973-07-01,187153938.493998
1973-08-01,126770958.350753
1973-09-01,127261819.107729
1973-10-01,156360108.144827
1973-11-01,244228849.299371
1973-12-01,113744797.909171
1974-01-01,203116100.351189
1974-02-01,81631800.8005052
1974-03-01,92377062.7448964
1974-04-01,221084419.865177
1974-05-01,181779302.718408
1974-06-01,-73867540.1153798
1974-07-01,43812167.4820833
1974-08-01,109869960.220709
1974-09-01,40892479.9009585
1974-10-01,26146750.1629181
1974-11-01,-57439655.1886578
1974-12-01,-158932362.515903
1975-01-01,-111172473.660983
1975-02-01,-75137163.3196144
1975-03-01,-258860420.652929
1975-04-01,-129122575.674537
1975-05-01,-71500268.7315054
1975-06-01,-226089347.266161
1975-07-01,-24194330.3101149
1975-08-01,-312014545.823129
1975-09-01,-94017382.0130849
1975-10-01,-65385890.2009711
1975-11-01,-91350180.1397419
1975-12-01,43993424.7503934
1976-01-01,-43582808.5550275
1976-02-01,-59843944.4306726
1976-03-01,-55740838.459136
1976-04-01,71492463.3417993
1976-05-01,68407592.9356518
1976-06-01,63689435.7616196
1976-07-01,146914182.823863
1976-08-01,251879630.498989
1976-09-01,206229875.113143
1976-10-01,219865119.957851
1976-11-01,-52316359.216682
1976-12-01,180484976.568975
1977-01-01,100759147.893749
1977-02-01,35916452.004024
1977-03-01,342033953.071182
1977-04-01,133630149.584634
1977-05-01,2127891.89311123
1977-06-01,148220113.755837
1977-07-01,292199057.514337
1977-08-01,229485429.857796
1977-09-01,45960426.4065256
1977-10-01,384961622.478768
1977-11-01,63637136.9763355
1977-12-01,447275205.739048
1978-01-01,286380650.966747
1978-02-01,153853361.066908
1978-03-01,615964873.056651
1978-04-01,182937964.604671
1978-05-01,341125678.465785
1978-06-01,126889372.205248
1978-07-01,93155612.1879525
1978-08-01,263656427.655347
1978-09-01,454524378.407017
1978-10-01,77171482.4598046
1978-11-01,324225516.665952
1978-12-01,32816616.794507
1979-01-01,263023222.906137
1979-02-01,42566953.6905346
1979-03-01,74962588.9084692
1979-04-01,242023088.967323
1979-05-01,182564676.350889
1979-06-01,188649487.808035
1979-07-01,237668401.334722
1979-08-01,-107817945.804579
1979-09-01,608687931.677444
1979-10-01,285656945.452745
1979-11-01,95557243.6295071
1979-12-01,678883318.128357
1980-01-01,423158106.910794
1980-02-01,671074493.818284
1980-03-01,619438714.182706
1980-04-01,277388284.73016
1980-05-01,339970175.438223
1980-06-01,656471097.109947
1980-07-01,729351726.251747
1980-08-01,828999613.836868
1980-09-01,704924163.008266
1980-10-01,464781480.293446
1980-11-01,689760454.396983
1980-12-01,531531069.437949
1981-01-01,640409579.227588
1981-02-01,339468971.205493
1981-03-01,355873417.053379
1981-04-01,297959933.480975
1981-05-01,105613363.859001
1981-06-01,333446151.429762
1981-07-01,216848212.172913
1981-08-01,330957847.281765
1981-09-01,32232724.7669554
1981-10-01,340474615.300661
1981-11-01,821581897.0693
1981-12-01,451027654.447213
1982-01-01,986923516.28881
1982-02-01,993585144.806265
1982-03-01,1137931509.69079
1982-04-01,1290333936.32947
1982-05-01,1436836132.66152
1982-06-01,1565166084.18567
1982-07-01,1527849340.06084
1982-08-01,1418708064.1923
1982-09-01,2009762256.50645
1982-10-01,1342641067.14857
1982-11-01,1250128842.58599
1982-12-01,1739447257.37312
1983-01-01,1104904778.9274
1983-02-01,1537928295.69249
1983-03-01,1493212725.72223
1983-04-01,1491789696.78466
1983-05-01,1363273787.35096
1983-06-01,1507551996.27144
1983-07-01,1230998402.06466
1983-08-01,1280514063.20432
1983-09-01,954315142.605681
1983-10-01,604500942.438114
1983-11-01,1097535555.5833
1983-12-01,1241746235.21923
1984-01-01,1481486592.47564
1984-02-01,1104919836.31073
1984-03-01,1158257953.35773
1984-04-01,1304117278.19984
1984-05-01,1292732425.92603
1984-06-01,1472134397.2719
1984-07-01,1789431342.61165
1984-08-01,1279841479.3105
1984-09-01,1452289705.64299
1984-10-01,1359215416.52942
1984-11-01,1729703728.61611
1984-12-01,1348748143.22052
1985-01-01,1450309215.67732
1985-02-01,1678298216.75853
1985-03-01,2161422068.1385
1985-04-01,1492129206.9974
1985-05-01,1362703955.23644
1985-06-01,1160300332.11929
1985-07-01,51789700.183794
1985-08-01,1090725653.66735
1985-09-01,1344610851.28682
1985-10-01,1307099375.36506
1985-11-01,745331172.30053
1985-12-01,1123128192.8958
1986-01-01,1052400000
1986-02-01,153900000
1986-03-01,907900000
1986-04-01,656300000
1986-05-01,689300000
1986-06-01,531400000
1986-07-01,-96700000
1986-08-01,295900000
1986-09-01,1221900000
1986-10-01,1164900000
1986-11-01,693100000
1986-12-01,887900000
1987-01-01,659600000
1987-02-01,1.312e+09
1987-03-01,989100000
1987-04-01,938700000
1987-05-01,933700000
1987-06-01,173900000
1987-07-01,253600000
1987-08-01,946500000
1987-09-01,623800000
1987-10-01,1025200000
1987-11-01,655100000
1987-12-01,336800000
1988-01-01,-2186100000
1988-02-01,1010600000
1988-03-01,732600000
1988-04-01,914600000
1988-05-01,538600000
1988-06-01,1.507e+09
1988-07-01,944700000
1988-08-01,419100000
1988-09-01,738900000
1988-10-01,1051500000
1988-11-01,1025700000
1988-12-01,530300000
1989-01-01,912600000
1989-02-01,417700000
1989-03-01,171300000
1989-04-01,-137300000
1989-05-01,36900000
1989-06-01,32500000
1989-07-01,584700000
1989-08-01,98300000
1989-09-01,579900000
1989-10-01,-64900000
1989-11-01,746600000
1989-12-01,132100000
1990-01-01,677200000
1990-02-01,2.47e+08
1990-03-01,575700000
1990-04-01,8.75e+08
1990-05-01,1479300000
1990-06-01,937900000
1990-07-01,1674100000
1990-08-01,1122600000
1990-09-01,1783300000
1990-10-01,1741600000
1990-11-01,1047200000
1990-12-01,594300000
1991-01-01,492900000
1991-02-01,997200000
1991-03-01,887600000
1991-04-01,1130900000
1991-05-01,1406600000
1991-06-01,1055900000
1991-07-01,1060200000
1991-08-01,1121700000
1991-09-01,521100000
1991-10-01,488600000
1991-11-01,214400000
1991-12-01,1168700000
1992-01-01,725100000
1992-02-01,1204700000
1992-03-01,978600000
1992-04-01,1.407e+09
1992-05-01,1655700000
1992-06-01,734200000
1992-07-01,1088200000
1992-08-01,1501300000
1992-09-01,1221300000
1992-10-01,1.618e+09
1992-11-01,1408400000
1992-12-01,1267100000
1993-01-01,1825600000
1993-02-01,1243300000
1993-03-01,1307500000
1993-04-01,1300400000
1993-05-01,1791100000
1993-06-01,1754400000
1993-07-01,1.451e+09
1993-08-01,1090600000
1993-09-01,1802300000
1993-10-01,1664700000
1993-11-01,1366700000
1993-12-01,966700000
1994-01-01,1168700000
1994-02-01,1397300000
1994-03-01,1523800000
1994-04-01,1687100000
1994-05-01,1.091e+09
1994-06-01,2207200000
1994-07-01,3085400000
1994-08-01,1583300000
1994-09-01,2049900000
1994-10-01,2218100000
1994-11-01,2759400000
1994-12-01,2169800000
1995-01-01,2683600000
1995-02-01,3100200000
1995-03-01,2490900000
1995-04-01,3121200000
1995-05-01,1978600000
1995-06-01,2923200000
1995-07-01,2236200000
1995-08-01,3311100000
1995-09-01,3780700000
1995-10-01,3473100000
1995-11-01,3634800000
1995-12-01,3980600000
1996-01-01,3221900000
1996-02-01,2857400000
1996-03-01,3366400000
1996-04-01,3857300000
1996-05-01,4719200000
1996-06-01,4192500000
1996-07-01,3880700000
1996-08-01,4213600000
1996-09-01,3833300000
1996-10-01,2678700000
1996-11-01,2842600000
1996-12-01,3590100000
1997-01-01,2979400000
1997-02-01,2.91e+09
1997-03-01,3237400000
1997-04-01,1961900000
1997-05-01,2386400000
1997-06-01,1520100000
1997-07-01,2286800000
1997-08-01,1654900000
1997-09-01,1416900000
1997-10-01,1026700000
1997-11-01,1.766e+09
1997-12-01,1976300000
1998-01-01,1046100000
1998-02-01,1386500000
1998-03-01,1419300000
1998-04-01,1811400000
1998-05-01,1604200000
1998-06-01,903900000
1998-07-01,2145200000
1998-08-01,2042200000
1998-09-01,2079800000
1998-10-01,1608600000
1998-11-01,1941200000
1998-12-01,2040500000
1999-01-01,2762100000
1999-02-01,2617900000
1999-03-01,2394200000
1999-04-01,2397900000
1999-05-01,2336500000
1999-06-01,2912600000
1999-07-01,3503700000
1999-08-01,3.639e+09
1999-09-01,3115400000
1999-10-01,3.05e+09
1999-11-01,3434200000
1999-12-01,2848900000
2000-01-01,4396600000
2000-02-01,3612600000
2000-03-01,4330600000
2000-04-01,3794300000
2000-05-01,4058700000
2000-06-01,5129400000
2000-07-01,4915700000
2000-08-01,4883900000
2000-09-01,4569900000
2000-10-01,5.581e+09
2000-11-01,4917100000
2000-12-01,6033500000
2001-01-01,8053500000
2001-02-01,6336900000
2001-03-01,5943100000
2001-04-01,5738900000
2001-05-01,5864500000
2001-06-01,4199100000
2001-07-01,4242600000
2001-08-01,3431300000
2001-09-01,4390800000
2001-10-01,3385200000
2001-11-01,5181300000
2001-12-01,4.208e+09
2002-01-01,4138700000
2002-02-01,4741600000
2002-03-01,3681600000
2002-04-01,4606700000
2002-05-01,4517300000
2002-06-01,2598800000
2002-07-01,3663900000
2002-08-01,3434600000
2002-09-01,4336500000
2002-10-01,4384700000
2002-11-01,4111100000
2002-12-01,3209500000
2003-01-01,3894500000
2003-02-01,3758800000
2003-03-01,5.194e+09
2003-04-01,2687300000
2003-05-01,2854300000
2003-06-01,2505400000
2003-07-01,4057200000
2003-08-01,4397200000
2003-09-01,4273300000
2003-10-01,4065600000
2003-11-01,3758900000
2003-12-01,3584600000
2004-01-01,4289200000
2004-02-01,4711500000
2004-03-01,5185300000
2004-04-01,5399400000
2004-05-01,4250100000
2004-06-01,7016300000
2004-07-01,4792700000
2004-08-01,5311600000
2004-09-01,4043900000
2004-10-01,3591600000
2004-11-01,4402500000
2004-12-01,3409700000
2005-01-01,3387200000
2005-02-01,3.743e+09
2005-03-01,3228800000
2005-04-01,3960500000
2005-05-01,3803700000
2005-06-01,3181700000
2005-07-01,4332300000
2005-08-01,4881700000
2005-09-01,5670900000
2005-10-01,7.306e+09
2005-11-01,5819600000
2005-12-01,6177200000
2006-01-01,5041800000
2006-02-01,5141200000
2006-03-01,3778400000
2006-04-01,3333500000
2006-05-01,3148400000
2006-06-01,3285100000
2006-07-01,3099500000
2006-08-01,2648700000
2006-09-01,2969800000
2006-10-01,3.022e+09
2006-11-01,3.428e+09
2006-12-01,4424800000
2007-01-01,4761900000
2007-02-01,3674100000
2007-03-01,4338600000
2007-04-01,4532400000
2007-05-01,4735800000
2007-06-01,4.489e+09
2007-07-01,2956100000
2007-08-01,3160500000
2007-09-01,2395200000
2007-10-01,2894700000
2007-11-01,3013500000
2007-12-01,2067800000
2008-01-01,2.693e+09
2008-02-01,4135800000
2008-03-01,4322900000
2008-04-01,5831400000
2008-05-01,4671900000
2008-06-01,4.452e+09
2008-07-01,6786100000
2008-08-01,5897600000
2008-09-01,4353200000
2008-10-01,4302100000
2008-11-01,2085200000
2008-12-01,-4.2e+07
2009-01-01,-1185900000
2009-02-01,-132600000
2009-03-01,671400000
2009-04-01,-788600000
2009-05-01,-1097900000
2009-06-01,-333100000
2009-07-01,1.23e+08
2009-08-01,-1016900000
2009-09-01,-800900000
2009-10-01,256100000
2009-11-01,-937800000
2009-12-01,-362800000
2010-01-01,473300000
2010-02-01,187900000
2010-03-01,-249500000
2010-04-01,-6.4e+07
2010-05-01,-426300000.000004
2010-06-01,-873400000
2010-07-01,-1608300000
2010-08-01,-995100000
2010-09-01,-2050200000
2010-10-01,-1411200000
2010-11-01,-302300000.000004
2010-12-01,2474700000
2011-01-01,-112800000
2011-02-01,-475600000
2011-03-01,-373600000
2011-04-01,-996500000
2011-05-01,-852800000
2011-06-01,-1054600000
2011-07-01,21300000
2011-08-01,616600000
2011-09-01,1537300000
2011-10-01,-754800000
2011-11-01,1009500000
2011-12-01,1.477e+09
2012-01-01,102100000
2012-02-01,40300000
2012-03-01,-291100000
2012-04-01,267700000
2012-05-01,-539200000
2012-06-01,-1886900000
2012-07-01,-1406300000
2012-08-01,-967900000
2012-09-01,-1438700000
2012-10-01,102900000
2012-11-01,-534100000
2012-12-01,-349800000
2013-01-01,-54700000
2013-02-01,-12800000
2013-03-01,-468200000
2013-04-01,-118200000
2013-05-01,947500000
2013-06-01,-1338100000
2013-07-01,-843700000
2013-08-01,-1021200000
2013-09-01,-495600000
2013-10-01,391100000
2013-11-01,-46600000
2013-12-01,-653400000
2014-01-01,226900000
2014-02-01,559500000
2014-03-01,1.865e+09
2014-04-01,942800000
2014-05-01,1477900000
2014-06-01,1822400000
2014-07-01,2.43e+09
2014-08-01,685900000
2014-09-01,1765600000
2014-10-01,889100000
2014-11-01,533100000
2014-12-01,1374600000
2015-01-01,-2.12e+08
2015-02-01,-585900000
2015-03-01,-2227400000
2015-04-01,-1846900000
2015-05-01,-2844600000
2015-06-01,605900000
2015-07-01,304600000
2015-08-01,194800000
2015-09-01,-384400000
2015-10-01,-2063600000
2015-11-01,-2154700000
2015-12-01,-871500000
2016-01-01,-278300000
2016-02-01,-1699600000
2016-03-01,-2403800000
2016-04-01,-2647800000
2016-05-01,-3274400000
2016-06-01,-2839300000
2016-07-01,-1205300000
2016-08-01,-6.9e+08
2016-09-01,-3285800000
2016-10-01,-559200000
2016-11-01,1934900000
2016-12-01,468700000
2017-01-01,574800000
2017-02-01,3.77e+08
2017-03-01,286900000
2017-04-01,-37600000
2017-05-01,-694900000
2017-06-01,-2686700000
2017-07-01,-2238600000
2017-08-01,-2709400000
2017-09-01,-2954600000
2017-10-01,-1255100000
2017-11-01,-2177500000
2017-12-01,-2426600000
2018-01-01,-1369800000
2018-02-01,-1729400000
2018-03-01,-2591600000
2018-04-01,-1053700000
2018-05-01,-1800300000
2018-06-01,331800000
2018-07-01,486100000
2018-08-01,150900000
2018-09-01,-247200000
2018-10-01,95600000
2018-11-01,-690200000
2018-12-01,-3173100000
2019-01-01,-4755900000
2019-02-01,-4030400000
2019-03-01,-1930800000
2019-04-01,-682500000
2019-05-01,1114400000
2019-06-01,294500000
2019-07-01,124200000
2019-08-01,-4.21e+08
2019-09-01,-72600000
2019-10-01,-456200000
2019-11-01,-426500000
2019-12-01,1362800000
2020-01-01,-882500000
2020-02-01,-44400000
2020-03-01,-939300000
2020-04-01,-2725300000
2020-05-01,-899300000
2020-06-01,-2709600000
2020-07-01,-2834800000
2020-08-01,-2165200000
2020-09-01,-1971400000
2020-10-01,-2399300000
2020-11-01,-2311700000
2020-12-01,-1210100000
2021-01-01,1910900000
2021-02-01,1655400000
2021-03-01,-887400000
2021-04-01,4.6e+08
2021-05-01,-1562400000
2021-06-01,2568500000
2021-07-01,851900000
2021-08-01,2.546e+09
2021-09-01,1.875e+09
2021-10-01,1.896e+09
2021-11-01,3928900000
2021-12-01,109900000
2022-01-01,3878300000
2022-02-01,3079500000
2022-03-01,1914300000
2022-04-01,2237600000
2022-05-01,5818700000
2022-06-01,4736800000
2022-07-01,4431300000
2022-08-01,2266200000
2022-09-01,1953500000.00001
2022-10-01,2492800000.00001
2022-11-01,1370100000
2022-12-01,3249200000
2023-01-01,3544900000
2023-02-01,978900000
2023-03-01,1595300000
2023-04-01,2570500000
2023-05-01,-1192500000
2023-06-01,-3921700000
2023-07-01,2.11e+08
2023-08-01,560700000
2023-09-01,1555500000
