"Date","LRINTTTTCAM156S"
1995-01-01,34.7533484957658
1995-02-01,34.9861672219057
1995-03-01,34.8059675280659
1995-04-01,35.1890465908521
1995-05-01,35.1659765071021
1995-06-01,35.2269600112031
1995-07-01,35.1384283409734
1995-08-01,35.2541010626445
1995-09-01,35.3524127505673
1995-10-01,35.2983138331069
1995-11-01,35.5895258594751
1995-12-01,35.3498623512859
1996-01-01,35.2313934007494
1996-02-01,35.1898823007591
1996-03-01,35.3350831869554
1996-04-01,35.3962362792097
1996-05-01,35.4775684632299
1996-06-01,35.3316072129656
1996-07-01,35.2792512330012
1996-08-01,35.4061735875213
1996-09-01,35.3132863649836
1996-10-01,35.3486427514661
1996-11-01,35.3565385125952
1996-12-01,35.3795099596771
1997-01-01,35.3230372721215
1997-02-01,35.2802326417188
1997-03-01,35.3528419510959
1997-04-01,35.2805103397807
1997-05-01,35.1946127802766
1997-06-01,35.0006897823882
1997-07-01,35.214416991568
1997-08-01,34.9820678389123
1997-09-01,34.986562548158
1997-10-01,34.9320901390633
1997-11-01,34.9469318290833
1997-12-01,35.151815123665
1998-01-01,35.0956119705298
1998-02-01,35.0281131499846
1998-03-01,35.0800095296084
1998-04-01,34.9943846527395
1998-05-01,35.0445771972583
1998-06-01,34.8988060132991
1998-07-01,34.8694319954268
1998-08-01,34.870898996065
1998-09-01,34.6684973299805
1998-10-01,34.7377502218413
1998-11-01,34.6495730376612
1998-12-01,34.6010006822443
1999-01-01,34.5880728651159
1999-02-01,34.5845119067398
1999-03-01,34.6461980198849
1999-04-01,34.2805140057839
1999-05-01,34.3672644415119
1999-06-01,34.5009220696129
1999-07-01,34.3529500908306
1999-08-01,34.476391018424
1999-09-01,34.4185830460719
1999-10-01,34.4666487583334
1999-11-01,34.5717266119416
1999-12-01,34.4898825360586
2000-01-01,34.5322869009382
2000-02-01,34.3295748506469
2000-03-01,34.3298651239654
2000-04-01,34.3542691901553
2000-05-01,34.3189001591806
2000-06-01,34.3488483708762
2000-07-01,34.3066010135959
2000-08-01,34.1843349541638
2000-09-01,34.1326710749009
2000-10-01,34.038072146933
2000-11-01,34.035334200219
2000-12-01,34.037075834139
2001-01-01,34.094224821485
2001-02-01,34.1648756573247
2001-03-01,34.1002060117563
2001-04-01,34.0178298590815
2001-05-01,34.0925668772644
2001-06-01,34.1880461767566
2001-07-01,34.2274505031808
2001-08-01,34.1499843119948
2001-09-01,34.158330212288
2001-10-01,34.1139141410075
2001-11-01,34.0162169784302
2001-12-01,33.8866520881388
2002-01-01,33.6235089003005
2002-02-01,33.7205482847113
2002-03-01,33.5070775775528
2002-04-01,33.4620329249462
2002-05-01,33.2920690565687
2002-06-01,33.2761810911767
2002-07-01,33.0482837364235
2002-08-01,32.8560603649569
2002-09-01,32.8316107282491
2002-10-01,32.8421571941305
2002-11-01,32.7334814585026
2002-12-01,32.6125183124876
2003-01-01,32.6769001660763
2003-02-01,32.5342039460615
2003-03-01,32.5787972276104
2003-04-01,32.5579354620101
2003-05-01,32.5081492995547
2003-06-01,32.4177729891602
2003-07-01,32.4166136789065
2003-08-01,32.3379557904171
2003-09-01,32.3332602890105
2003-10-01,32.3868074019156
2003-11-01,32.339900888539
2003-12-01,32.3326177712865
2004-01-01,32.4680365536363
2004-02-01,32.5289243937012
2004-03-01,32.5639692916987
2004-04-01,32.5110910204331
2004-05-01,32.5164870898956
2004-06-01,32.3765756043419
2004-07-01,32.5080175285354
2004-08-01,32.6353795594995
2004-09-01,32.6136043516646
2004-10-01,32.5639000143784
2004-11-01,32.4646833707647
2004-12-01,32.5445113947618
2005-01-01,32.7836422754956
2005-02-01,32.6928072476111
2005-03-01,32.8693838684857
2005-04-01,32.9177657997533
2005-05-01,32.796358396896
2005-06-01,32.8764495137495
2005-07-01,32.8718445685847
2005-08-01,32.8242909086027
2005-09-01,32.9207852750761
2005-10-01,32.833415871164
2005-11-01,33.009943267271
2005-12-01,32.9733094265229
2006-01-01,32.7826975317283
2006-02-01,32.929060620066
2006-03-01,32.8717947193192
2006-04-01,32.8480965217289
2006-05-01,32.7304397118618
2006-06-01,32.8441376525587
2006-07-01,32.6504640364274
2006-08-01,32.8493277006754
2006-09-01,32.8257388383875
2006-10-01,32.8808201557869
2006-11-01,32.8145865195052
2006-12-01,32.7739836162087
2007-01-01,32.6227598172448
2007-02-01,32.6792175692064
2007-03-01,32.6010032353405
2007-04-01,32.6902149696183
2007-05-01,32.7017754734881
2007-06-01,32.6558566578156
2007-07-01,32.5018789921341
2007-08-01,32.5258005300761
2007-09-01,32.5154763603843
2007-10-01,32.3999715039693
2007-11-01,32.3410601716419
2007-12-01,32.3777571163215
2008-01-01,32.4027837417959
2008-02-01,32.3632670867878
2008-03-01,32.3600105049659
2008-04-01,32.4436646956013
2008-05-01,32.3853635004488
2008-06-01,32.375946126817
2008-07-01,32.5659681002863
2008-08-01,32.5115338018174
2008-09-01,32.3912939961318
2008-10-01,32.2796535405814
2008-11-01,32.4915345371939
2008-12-01,32.4368031415053
2009-01-01,32.6768710798446
2009-02-01,32.537916141031
2009-03-01,32.5424407762129
2009-04-01,32.6269302048828
2009-05-01,32.543618959451
2009-06-01,32.684289158707
2009-07-01,32.796003136335
2009-08-01,32.8060350974953
2009-09-01,32.9566574336856
2009-10-01,33.0053030783798
2009-11-01,32.7455825972294
2009-12-01,32.9280058379308
2010-01-01,32.9604129579087
2010-02-01,33.0550713936401
2010-03-01,33.0432905174869
2010-04-01,32.9625380228528
2010-05-01,32.9799227223632
2010-06-01,32.8828782222916
2010-07-01,32.8169470011036
2010-08-01,32.7051576494194
2010-09-01,32.8669989810134
2010-10-01,33.0434245577968
2010-11-01,33.0829261243859
2010-12-01,33.0835729748896
2011-01-01,32.8678830968007
2011-02-01,32.9102145716142
2011-03-01,33.0096492637242
2011-04-01,32.9391295602094
2011-05-01,33.119886434461
2011-06-01,33.0361211877281
2011-07-01,33.083876884522
2011-08-01,33.141517174919
2011-09-01,33.2308985703397
2011-10-01,33.2937974438466
2011-11-01,33.2950233062859
2011-12-01,33.3866995261131
2012-01-01,33.2933412033034
2012-02-01,33.4137336628583
2012-03-01,33.3500887894792
2012-04-01,33.0417067034424
2012-05-01,33.0993149002835
2012-06-01,33.283471273713
2012-07-01,33.3228236472522
2012-08-01,33.086465941478
2012-09-01,33.0605025664161
2012-10-01,33.0433509245792
2012-11-01,33.0338264445212
2012-12-01,33.0250169175855
2013-01-01,33.0495590070314
2013-02-01,32.9809725863978
2013-03-01,33.1286926063135
2013-04-01,33.1443923757216
2013-05-01,33.120425129593
2013-06-01,33.182752127069
2013-07-01,33.2091982432181
2013-08-01,33.1506287117755
2013-09-01,33.3032945483362
2013-10-01,33.2991350899572
2013-11-01,33.3584383149107
2013-12-01,33.4009975565336
2014-01-01,33.4644190244068
2014-02-01,33.5475029967041
2014-03-01,33.594946076454
2014-04-01,33.6976505215706
2014-05-01,33.6404294655002
2014-06-01,33.6073581013398
2014-07-01,33.6367428611518
2014-08-01,33.8506284878282
2014-09-01,33.7631976885929
2014-10-01,33.8380647057708
2014-11-01,33.8749264408926
2014-12-01,33.9394748817578
2015-01-01,33.9142470075063
2015-02-01,33.8248591726676
2015-03-01,33.7735719693943
2015-04-01,33.8413185704861
2015-05-01,33.8321315445617
2015-06-01,33.8814484147792
2015-07-01,33.8798605560987
2015-08-01,33.7438484654194
2015-09-01,33.7733535305756
2015-10-01,33.7980137901264
2015-11-01,33.8991671996056
2015-12-01,33.8993123478607
2016-01-01,33.9822589203928
2016-02-01,33.9335656848878
2016-03-01,33.9959532721517
2016-04-01,33.953318354221
2016-05-01,34.0820771218292
2016-06-01,34.181461175316
2016-07-01,34.2384117470233
2016-08-01,34.24093446796
2016-09-01,34.1356132193659
2016-10-01,34.1167126062675
2016-11-01,34.1989365003514
2016-12-01,34.0894037078853
2017-01-01,33.856544789383
2017-02-01,34.0686764748003
2017-03-01,34.0007543918834
2017-04-01,34.1535056477011
2017-05-01,33.9202868040385
2017-06-01,33.8841786851479
2017-07-01,33.8838221014088
2017-08-01,34.0084214279512
2017-09-01,34.1099734819866
2017-10-01,33.9756046208571
2017-11-01,33.9672992293258
2017-12-01,33.8827747732649
2018-01-01,34.1384480350735
2018-02-01,34.2859143437399
2018-03-01,34.2803210784824
2018-04-01,34.3339729792803
2018-05-01,34.2942777989129
2018-06-01,34.1990748759189
2018-07-01,34.1614395798123
2018-08-01,34.2376221500354
2018-09-01,34.2358128669539
2018-10-01,34.2587112328903
2018-11-01,34.1322881246194
2018-12-01,34.0919950934257
2019-01-01,33.9758481209513
2019-02-01,33.9436143181938
2019-03-01,34.0357726914423
2019-04-01,33.7964449320388
2019-05-01,33.8793546208571
2019-06-01,33.9441460723319
2019-07-01,34.0233472676173
2019-08-01,33.8935685796927
2019-09-01,33.9446698915094
2019-10-01,34.0199198160203
2019-11-01,34.0709944059469
2019-12-01,34.1224084659021
2020-01-01,34.1750751011753
2020-02-01,34.2135063440522
2020-03-01,36.4007276133684
