"Date","CANMABMM301IXOBSAM"
1970-01-01,1.97645661232814
1970-02-01,1.99475665785855
1970-03-01,2.0025626094831
1970-04-01,1.99444648759532
1970-05-01,2.02055248475028
1970-06-01,2.03461353668326
1970-07-01,2.03802540957876
1970-08-01,2.06723310936599
1970-09-01,2.09520012810032
1970-10-01,2.1006281077068
1970-11-01,2.14674008683992
1970-12-01,2.16266216035225
1971-01-01,2.19388596685047
1971-02-01,2.19378257676272
1971-03-01,2.21471906953057
1971-04-01,2.21792416225058
1971-05-01,2.23363945558743
1971-06-01,2.23984286085198
1971-07-01,2.26388105625209
1971-08-01,2.30916591468327
1971-09-01,2.3105616808678
1971-10-01,2.35346856728091
1971-11-01,2.36432452649386
1971-12-01,2.3730609889081
1972-01-01,2.45597983927752
1972-02-01,2.45473915822461
1972-03-01,2.48467058862605
1972-04-01,2.534866476225
1972-05-01,2.5659351975916
1972-06-01,2.60951411957503
1972-07-01,2.61974973826153
1972-08-01,2.60036409680983
1972-09-01,2.64931930335587
1972-10-01,2.70897538398325
1972-11-01,2.68400667779345
1972-12-01,2.7467644610531
1973-01-01,2.7830543818507
1973-02-01,2.8281324601064
1973-03-01,2.84689776103165
1973-04-01,2.88804701595313
1973-05-01,2.89761059906931
1973-06-01,2.95282090592377
1973-07-01,3.02374650611507
1973-08-01,3.02953635102865
1973-09-01,3.0869178497257
1973-10-01,3.15355276127569
1973-11-01,3.24505298892774
1973-12-01,3.33464049995655
1974-01-01,3.38819656540713
1974-02-01,3.46723828748622
1974-03-01,3.54519441364401
1974-04-01,3.59823352865588
1974-05-01,3.70229565196863
1974-06-01,3.73010758557134
1974-07-01,3.82636375725955
1974-08-01,3.88834611486113
1974-09-01,3.95343017509499
1974-10-01,3.96511325500988
1974-11-01,4.00160995598296
1974-12-01,4.03950242314056
1975-01-01,4.0933169638105
1975-02-01,4.13865351728555
1975-03-01,4.17359936694249
1975-04-01,4.18600617747158
1975-05-01,4.20048078975552
1975-06-01,4.28386489551979
1975-07-01,4.3124005597367
1975-08-01,4.37247020071505
1975-09-01,4.4469110638896
1975-10-01,4.49855441271695
1975-11-01,4.50589510894666
1975-12-01,4.61564368708525
1976-01-01,4.66397855310483
1976-02-01,4.74793130435168
1976-03-01,4.86052310990319
1976-04-01,4.97146067405082
1976-05-01,5.06130666029899
1976-06-01,5.12044579048766
1976-07-01,5.18594341107248
1976-08-01,5.28700722184071
1976-09-01,5.28804112271813
1976-10-01,5.39608376440897
1976-11-01,5.46302884622219
1976-12-01,5.54046802194127
1977-01-01,5.61258260814162
1977-02-01,5.67663276749805
1977-03-01,5.75593296479649
1977-04-01,5.82882297665491
1977-05-01,5.96576314786975
1977-06-01,5.96157584931618
1977-07-01,6.02970991713844
1977-08-01,6.1133008030782
1977-09-01,6.20924680450317
1977-10-01,6.27934528399254
1977-11-01,6.29867923040037
1977-12-01,6.37280992331169
1978-01-01,6.4345855007378
1978-02-01,6.48509155859997
1978-03-01,6.57669517633976
1978-04-01,6.70670821167587
1978-05-01,6.7597990217316
1978-06-01,6.84013311990747
1978-07-01,6.9079570174665
1978-08-01,6.99930215998694
1978-09-01,7.13841352304438
1978-10-01,7.21879931626412
1978-11-01,7.41953117161604
1978-12-01,7.50456951878419
1979-01-01,7.63318678793577
1979-02-01,7.75255064423441
1979-03-01,7.8138092712218
1979-04-01,7.94046212870627
1979-05-01,8.07538619321014
1979-06-01,8.19609412064942
1979-07-01,8.35443604002696
1979-08-01,8.42913537842086
1979-09-01,8.51432881072062
1979-10-01,8.61994178534951
1979-11-01,8.81819227859562
1979-12-01,8.92406372844386
1980-01-01,9.0028469753036
1980-02-01,9.15632956055723
1980-03-01,9.29058158949078
1980-04-01,9.4094284953507
1980-05-01,9.54383560941586
1980-06-01,9.67555458119971
1980-07-01,9.79109300425187
1980-08-01,9.77646330683632
1980-09-01,9.84625161606246
1980-10-01,9.96168664902688
1980-11-01,10.0782589729565
1980-12-01,10.196071977939
1981-01-01,10.4129843820226
1981-02-01,10.6580188899721
1981-03-01,10.6211086286481
1981-04-01,10.684176582171
1981-05-01,10.6952393215594
1981-06-01,10.8926109990597
1981-07-01,11.0371503417236
1981-08-01,11.2720009260306
1981-09-01,11.3347587092902
1981-10-01,11.3224552888489
1981-11-01,11.1633896388571
1981-12-01,11.3106171238023
1982-01-01,11.2409838997078
1982-02-01,11.1961642966715
1982-03-01,11.2864238432706
1982-04-01,11.3370849862644
1982-05-01,11.3600892807871
1982-06-01,11.4066665153151
1982-07-01,11.4276547031268
1982-08-01,11.5242727401221
1982-09-01,11.5479490702151
1982-10-01,11.5820161041262
1982-11-01,11.6129297403612
1982-12-01,11.594164439436
1983-01-01,11.6701044588828
1983-02-01,11.7000875843281
1983-03-01,11.6761010839718
1983-04-01,11.6387772622968
1983-05-01,11.6042966680347
1983-06-01,11.5733830317997
1983-07-01,11.594939865094
1983-08-01,11.6548027258969
1983-09-01,11.709340997181
1983-10-01,11.7286749435889
1983-11-01,11.7268656170534
1983-12-01,11.7674462264923
1984-01-01,11.7742699722833
1984-02-01,11.7761826889065
1984-03-01,11.8449370972552
1984-04-01,11.9158110024027
1984-05-01,12.0114985286083
1984-06-01,12.1309657749946
1984-07-01,12.2371473951061
1984-08-01,12.2497609858107
1984-09-01,12.299801788278
1984-10-01,12.4292461781316
1984-11-01,12.3817901278578
1984-12-01,12.5423032390779
1985-01-01,12.5973584608007
1985-02-01,12.6833273187586
1985-03-01,12.7056078826671
1985-04-01,12.789147073563
1985-05-01,12.8757362720472
1985-06-01,12.9147143351261
1985-07-01,12.9801085656232
1985-08-01,13.0478807681384
1985-09-01,13.1342114914033
1985-10-01,13.2107201563327
1985-11-01,13.3021686889409
1985-12-01,13.3789875241335
1986-01-01,13.5482887928117
1986-02-01,13.6237635568637
1986-03-01,13.7843800581716
1986-04-01,13.9421533320665
1986-05-01,13.8230996460311
1986-06-01,13.850032763888
1986-07-01,13.9499592836911
1986-08-01,14.0683926292
1986-09-01,14.1659928720289
1986-10-01,14.3558687681678
1986-11-01,14.5458480543946
1986-12-01,14.7673096223388
1987-01-01,14.8711649654761
1987-02-01,15.0953146757017
1987-03-01,15.2039259628751
1987-04-01,15.3562712571636
1987-05-01,15.5003970394765
1987-06-01,15.6396117926217
1987-07-01,15.7362815246609
1987-08-01,15.7781028151527
1987-09-01,15.8710505040331
1987-10-01,15.9978584466492
1987-11-01,15.8351741435865
1987-12-01,15.9645151433523
1988-01-01,16.0202424006455
1988-02-01,16.1078138049633
1988-03-01,16.2834735640377
1988-04-01,16.4719536939921
1988-05-01,16.6343278267916
1988-06-01,16.9005056076845
1988-07-01,17.0966882991758
1988-08-01,17.3735152591061
1988-09-01,17.4915350442641
1988-10-01,17.5917200392865
1988-11-01,17.7469085609879
1988-12-01,17.8535554364942
1989-01-01,18.0204270381105
1989-02-01,18.1178205007639
1989-03-01,18.3949576309574
1989-04-01,18.5295198301542
1989-05-01,18.7613721019166
1989-06-01,18.9644819292866
1989-07-01,19.1034382072124
1989-08-01,19.3298624993684
1989-09-01,19.499008682915
1989-10-01,19.677201499139
1989-11-01,19.9515470969636
1989-12-01,20.1662883092046
1990-01-01,20.330316683408
1990-02-01,20.4477161280395
1990-03-01,20.537407029156
1990-04-01,20.7309532734099
1990-05-01,20.8975663998068
1990-06-01,20.9704047166213
1990-07-01,21.1201135636724
1990-08-01,21.2535901669478
1990-09-01,21.3951311970672
1990-10-01,21.5142365781465
1990-11-01,21.6341690799277
1990-12-01,21.7986627095259
1991-01-01,21.9517834294725
1991-02-01,22.0827269755983
1991-03-01,22.2063298254943
1991-04-01,22.2858368029683
1991-05-01,22.4354422599316
1991-06-01,22.4144540721198
1991-07-01,22.392328593343
1991-08-01,22.3490598416228
1991-09-01,22.4734381171769
1991-10-01,22.6356054698009
1991-11-01,22.7054454740709
1991-12-01,22.8140567612443
1992-01-01,22.9091239469235
1992-02-01,23.0198547308956
1992-03-01,23.2023899308049
1992-04-01,23.2101441873856
1992-05-01,23.2487603851574
1992-06-01,23.3763954484754
1992-07-01,23.545955192373
1992-08-01,23.6405054276134
1992-09-01,23.7220285117983
1992-10-01,23.8633627617422
1992-11-01,24.0983167361369
1992-12-01,24.1055540422789
1993-01-01,24.1811321964186
1993-02-01,24.3174003320631
1993-03-01,24.4176887171733
