"Date","LRIN64MACAM156N"
1976-01-01,17.7119659257287
1976-02-01,17.6703413467924
1976-03-01,17.2916086789402
1976-04-01,16.7502149328748
1976-05-01,15.1949526147673
1976-06-01,13.0099184657332
1976-07-01,10.8403328206948
1976-08-01,12.0415551707855
1976-09-01,15.880457843317
1976-10-01,15.9965480720198
1976-11-01,16.4590840252755
1976-12-01,16.8922090112641
1977-01-01,17.7118985958017
1977-02-01,17.4736595949229
1977-03-01,17.1090526971277
1977-04-01,16.8713086726764
1977-05-01,14.6388127617767
1977-06-01,13.3393571705176
1977-07-01,11.230697842283
1977-08-01,11.8428839770476
1977-09-01,15.7307845479888
1977-10-01,15.9142516260632
1977-11-01,16.2759415833974
1977-12-01,16.823816895462
1978-01-01,17.9587718401962
1978-02-01,17.4170842737462
1978-03-01,16.5382607256103
1978-04-01,16.4812248063987
1978-05-01,14.2387510312877
1978-06-01,12.5833438965648
1978-07-01,10.5118563814299
1978-08-01,11.0524053896908
1978-09-01,15.0525146435064
1978-10-01,15.1815431164902
1978-11-01,15.5888796555111
1978-12-01,16.2170998855648
1979-01-01,16.7461832061069
1979-02-01,16.8697505327817
1979-03-01,16.0554880873387
1979-04-01,15.6275779316551
1979-05-01,13.5298082684242
1979-06-01,12.2386906171701
1979-07-01,10.3126400159307
1979-08-01,10.7595172696653
1979-09-01,14.5229554791545
1979-10-01,14.5495992170175
1979-11-01,15.08362610718
1979-12-01,15.9300343404897
1980-01-01,16.3688604441814
1980-02-01,16.2529245166851
1980-03-01,15.8552930905156
1980-04-01,15.6502418305468
1980-05-01,14.0090460022309
1980-06-01,11.6094696274546
1980-07-01,10.5530032745223
1980-08-01,10.7657954462259
1980-09-01,14.4626891124808
1980-10-01,14.6807294137684
1980-11-01,14.9511590610876
1980-12-01,15.6718319601014
1981-01-01,16.1416177967334
1981-02-01,15.8576130093892
1981-03-01,15.1779563719862
1981-04-01,15.2417164584465
1981-05-01,13.4025341483116
1981-06-01,11.283255086072
1981-07-01,10.0297007082477
1981-08-01,10.622657826463
1981-09-01,14.1133288551962
1981-10-01,14.5166121514923
1981-11-01,15.3862725151098
1981-12-01,16.0960214231064
1982-01-01,17.3438078296064
1982-02-01,17.384719953256
1982-03-01,16.4584102631297
1982-04-01,16.6738059541658
1982-05-01,14.8626644639101
1982-06-01,13.0597856405265
1982-07-01,11.4102716166528
1982-08-01,12.7515903948444
1982-09-01,15.9884959522795
1982-10-01,15.9148684599468
1982-11-01,16.7928651585848
1982-12-01,17.2150494488635
1983-01-01,18.0783966990864
1983-02-01,17.7549842787663
1983-03-01,16.7231438992823
1983-04-01,16.7562039333702
1983-05-01,14.5859752947255
1983-06-01,13.013128101646
1983-07-01,11.5392731535756
1983-08-01,12.2583062995538
1983-09-01,15.7258536357041
1983-10-01,16.2695536277971
1983-11-01,16.7863942717641
1983-12-01,17.3515235683359
1984-01-01,18.403012567911
1984-02-01,17.9332191980248
1984-03-01,17.1676266945948
1984-04-01,16.9382962894076
1984-05-01,14.6957026713124
1984-06-01,13.2650219323694
1984-07-01,11.6752269538904
1984-08-01,12.4054357774251
1984-09-01,15.4704574921282
1984-10-01,15.8083430672974
1984-11-01,16.5251054486624
1984-12-01,17.3447117105673
1985-01-01,17.6664013014434
1985-02-01,17.657028223575
1985-03-01,16.4402815700642
1985-04-01,16.5147329650092
1985-05-01,14.5508913168488
1985-06-01,13.2856042933153
1985-07-01,11.6449679685886
1985-08-01,12.2391621066639
1985-09-01,16.0449685426479
1985-10-01,15.9399546568347
1985-11-01,16.1381109280615
1985-12-01,16.7647899399828
1986-01-01,17.1986888840667
1986-02-01,17.0649593718616
1986-03-01,16.3437524945547
1986-04-01,15.8407382091593
1986-05-01,14.3650685243364
1986-06-01,12.5949511030248
1986-07-01,11.4602272727273
1986-08-01,12.0133557443329
1986-09-01,15.4693812701439
1986-10-01,15.6939025496779
1986-11-01,16.0402167259867
1986-12-01,16.6277752605347
1987-01-01,17.3156155204419
1987-02-01,16.9509160823343
1987-03-01,16.1204285520546
1987-04-01,16.0760665808433
1987-05-01,14.2409026798307
1987-06-01,12.6210309185387
1987-07-01,11.4237123968059
1987-08-01,11.8658564033311
1987-09-01,15.106239460371
1987-10-01,15.0825123291057
1987-11-01,15.7172202453781
1987-12-01,16.0594503645541
1988-01-01,16.8530888550166
