"Date","LFIN55TTCAM647N"
1976-01-01,901500
1976-02-01,904900
1976-03-01,898900
1976-04-01,892000
1976-05-01,900900
1976-06-01,899100
1976-07-01,896200
1976-08-01,892000
1976-09-01,884000
1976-10-01,894300
1976-11-01,910800
1976-12-01,914100
1977-01-01,926700
1977-02-01,936900
1977-03-01,934900
1977-04-01,937800
1977-05-01,934100
1977-06-01,945100
1977-07-01,943700
1977-08-01,942700
1977-09-01,940100
1977-10-01,936400
1977-11-01,946100
1977-12-01,961400
1978-01-01,984500
1978-02-01,975600
1978-03-01,966600
1978-04-01,967500
1978-05-01,960800
1978-06-01,961700
1978-07-01,962900
1978-08-01,958900
1978-09-01,949300
1978-10-01,957300
1978-11-01,968800
1978-12-01,975900
1979-01-01,973300
1979-02-01,966800
1979-03-01,953200
1979-04-01,947800
1979-05-01,950100
1979-06-01,947700
1979-07-01,970200
1979-08-01,974300
1979-09-01,973000
1979-10-01,977300
1979-11-01,983100
1979-12-01,995600
1980-01-01,984900
1980-02-01,986900
1980-03-01,982200
1980-04-01,992700
1980-05-01,977500
1980-06-01,995000
1980-07-01,994800
1980-08-01,1000700
1980-09-01,1004600
1980-10-01,995200
1980-11-01,1011800
1980-12-01,1020500
1981-01-01,1038400
1981-02-01,1023300
1981-03-01,1022900
1981-04-01,1029200
1981-05-01,1020700
1981-06-01,1024900
1981-07-01,1032000
1981-08-01,1024000
1981-09-01,1003700
1981-10-01,1018800
1981-11-01,1025000
1981-12-01,1035800
1982-01-01,1051300
1982-02-01,1057400
1982-03-01,1054500
1982-04-01,1054400
1982-05-01,1046300
1982-06-01,1052700
1982-07-01,1065000
1982-08-01,1067200
1982-09-01,1059100
1982-10-01,1064800
1982-11-01,1068000
1982-12-01,1080200
1983-01-01,1093200
1983-02-01,1091300
1983-03-01,1084900
1983-04-01,1073700
1983-05-01,1077400
1983-06-01,1088700
1983-07-01,1110700
1983-08-01,1106400
1983-09-01,1098400
1983-10-01,1097000
1983-11-01,1118100
1983-12-01,1116100
1984-01-01,1125000
1984-02-01,1122700
1984-03-01,1106000
1984-04-01,1119600
1984-05-01,1118600
1984-06-01,1116800
1984-07-01,1141600
1984-08-01,1152500
1984-09-01,1132800
1984-10-01,1130900
1984-11-01,1141700
1984-12-01,1156800
1985-01-01,1152100
1985-02-01,1144300
1985-03-01,1131900
1985-04-01,1132000
1985-05-01,1141200
1985-06-01,1144300
1985-07-01,1149300
1985-08-01,1157500
1985-09-01,1155000
1985-10-01,1144700
1985-11-01,1138900
1985-12-01,1152300
1986-01-01,1172700
1986-02-01,1163800
1986-03-01,1154200
1986-04-01,1160600
1986-05-01,1154600
1986-06-01,1166100
1986-07-01,1179000
1986-08-01,1189400
1986-09-01,1185300
1986-10-01,1188900
1986-11-01,1194000
1986-12-01,1199300
1987-01-01,1203300
1987-02-01,1190500
1987-03-01,1179500
1987-04-01,1170700
1987-05-01,1178700
1987-06-01,1204900
1987-07-01,1201000
1987-08-01,1205500
1987-09-01,1183100
1987-10-01,1188900
1987-11-01,1197400
1987-12-01,1185900
1988-01-01,1206300
1988-02-01,1201400
1988-03-01,1198100
1988-04-01,1195700
1988-05-01,1184900
1988-06-01,1194900
1988-07-01,1201500
1988-08-01,1193900
1988-09-01,1173700
1988-10-01,1190300
1988-11-01,1210800
1988-12-01,1208500
1989-01-01,1206100
1989-02-01,1196500
1989-03-01,1194000
1989-04-01,1193200
1989-05-01,1206300
1989-06-01,1193600
1989-07-01,1232600
1989-08-01,1233900
1989-09-01,1198200
1989-10-01,1203100
1989-11-01,1206700
1989-12-01,1213700
1990-01-01,1205400
1990-02-01,1215600
1990-03-01,1216300
1990-04-01,1207300
1990-05-01,1211500
1990-06-01,1205600
1990-07-01,1220300
1990-08-01,1209400
1990-09-01,1191700
1990-10-01,1203100
1990-11-01,1212900
1990-12-01,1218800
1991-01-01,1238700
1991-02-01,1236200
1991-03-01,1220900
1991-04-01,1222800
1991-05-01,1227700
1991-06-01,1213800
1991-07-01,1237300
1991-08-01,1230000
1991-09-01,1224900
1991-10-01,1222700
1991-11-01,1242200
1991-12-01,1262300
1992-01-01,1264600
1992-02-01,1264200
1992-03-01,1256300
1992-04-01,1260900
1992-05-01,1245800
1992-06-01,1235700
1992-07-01,1252300
1992-08-01,1239000
1992-09-01,1223900
1992-10-01,1210500
1992-11-01,1212500
1992-12-01,1235800
1993-01-01,1254300
1993-02-01,1239200
1993-03-01,1234300
1993-04-01,1237700
1993-05-01,1252100
1993-06-01,1252200
1993-07-01,1264000
1993-08-01,1270100
1993-09-01,1266400
1993-10-01,1273700
