"Date","LRUNTTFECAM156N"
1960-01-01,4.24050632911392
1960-02-01,4.08805031446541
1960-03-01,3.79353233830846
1960-04-01,3.73181530676787
1960-05-01,3.16494217894096
1960-06-01,3.25890162945082
1960-07-01,3.18509615384615
1960-08-01,3.35491465567981
1960-09-01,3.47467608951708
1960-10-01,3.59004053271569
1960-11-01,3.85288966725044
1960-12-01,3.65853658536585
1961-01-01,5.12065921130076
1961-02-01,4.6235921754594
1961-03-01,4.46960667461263
1961-04-01,4.18118466898955
1961-05-01,3.42270393610953
1961-06-01,3.40522133938706
1961-07-01,3.55129650507328
1961-08-01,3.20182961692396
1961-09-01,3.31239291833238
1961-10-01,3.18543799772469
1961-11-01,3.28798185941043
1961-12-01,3.26944757609921
1962-01-01,3.99768250289687
1962-02-01,4.1958041958042
1962-03-01,3.42465753424658
1962-04-01,3.30108138873079
1962-05-01,2.9229904440697
1962-06-01,3.19609967497291
1962-07-01,3.34773218142549
1962-08-01,2.81537628586898
1962-09-01,2.84463894967177
1962-10-01,3.0820033021464
1962-11-01,3.54223433242507
1962-12-01,3.15614617940199
1963-01-01,4.19026047565119
1963-02-01,4.12662521198417
1963-03-01,3.66817155756208
1963-04-01,3.37647720877884
1963-05-01,3.03030303030303
1963-06-01,3.50504514073287
1963-07-01,3.25413223140496
1963-08-01,3.1023784901758
1963-09-01,3.04752066115702
1963-10-01,3.01174068402246
1963-11-01,3.03654143077715
1963-12-01,2.67352185089974
1964-01-01,3.74077976817703
1964-02-01,3.41925302472383
1964-03-01,3.15898498187468
1964-04-01,3.01142263759086
1964-05-01,3.00101729399797
1964-06-01,3.55533299949925
1964-07-01,3.07082714214958
1964-08-01,3.04695304695305
1964-09-01,2.8
1964-10-01,2.98953662182362
1964-11-01,2.77915632754342
1964-12-01,2.99550673989016
1965-01-01,3.54789660415611
1965-02-01,3.04568527918782
1965-03-01,3.14528207688467
1965-04-01,2.9513034923758
1965-05-01,2.56410256410256
1965-06-01,3.06459217350306
1965-07-01,2.89449112978525
1965-08-01,2.28331780055918
1965-09-01,2.20729366602687
1965-10-01,2.12064090480679
1965-11-01,2.46212121212121
1965-12-01,2.33754090696587
1966-01-01,3.70201096892139
1966-02-01,3.58927760109041
1966-03-01,3.32434860736748
1966-04-01,3.04770318021201
1966-05-01,3.35365853658537
1966-06-01,3.45554150863885
1966-07-01,3.51966873706004
1966-08-01,3.73256767842494
1966-09-01,3.34148329258354
1966-10-01,3.33333333333333
1966-11-01,3.43970161624534
1966-12-01,2.88065843621399
1967-01-01,4.00862068965517
1967-02-01,4.13502109704641
1967-03-01,3.68530020703934
1967-04-01,3.84937238493724
1967-05-01,3.70521172638436
1967-06-01,4.17651694247439
1967-07-01,3.95655546935609
1967-08-01,3.52526439482961
1967-09-01,3.43873517786561
1967-10-01,3.48376880443389
1967-11-01,3.42679127725857
1967-12-01,3.4856700232378
1968-01-01,4.46538303973781
1968-02-01,4.28629195309341
1968-03-01,4.06173842404549
1968-04-01,4.22705314009662
1968-05-01,4.36161776367962
1968-06-01,5.21739130434783
1968-07-01,5.12341062079282
1968-08-01,4.81746330447874
1968-09-01,4.00449101796407
1968-10-01,4.15430267062315
1968-11-01,3.90510948905109
1968-12-01,3.82331106161841
1969-01-01,5.29953917050691
1969-02-01,4.71164719185827
1969-03-01,4.26991993900114
1969-04-01,4.45269016697588
1969-05-01,4.84581497797357
1969-06-01,5.02873563218391
1969-07-01,4.70252939080869
1969-08-01,4.79624954922467
1969-09-01,4.24682395644283
1969-10-01,4.78245235526789
1969-11-01,4.61427541456381
1969-12-01,4.11700975081257
1970-01-01,5.39622641509434
1970-02-01,5.39434523809524
1970-03-01,4.94607660840461
1970-04-01,5.11611030478955
1970-05-01,5.67700987306065
1970-06-01,6.48685558210994
1970-07-01,6.92699490662139
1970-08-01,6.25
1970-09-01,5.41958041958042
1970-10-01,5.9190031152648
1970-11-01,6.18769336541767
1970-12-01,5.88235294117647
1971-01-01,7.51322751322751
1971-02-01,7.2
1971-03-01,6.33356790992259
1971-04-01,7.04521556256572
1971-05-01,6.54720882150241
1971-06-01,6.84840425531915
1971-07-01,6.6601689408707
1971-08-01,6.29580279813458
1971-09-01,6.02329450915141
1971-10-01,6.94893341952166
1971-11-01,6.56697009102731
1971-12-01,5.63106796116505
1972-01-01,8.04172274562584
1972-02-01,7.17896865520728
1972-03-01,7.08793045804079
1972-04-01,6.40377485675767
1972-05-01,6.96517412935323
1972-06-01,7.19492868462758
1972-07-01,6.93839452395768
1972-08-01,6.79886685552408
1972-09-01,6.6474912112496
1972-10-01,7.0275403608737
1972-11-01,7.09396390790292
1972-12-01,6.28659476117103
1973-01-01,8.42373962986599
1973-02-01,7.44215134459037
1973-03-01,6.59133709981168
1973-04-01,6.60641944531006
1973-05-01,6.58938377059182
1973-06-01,6.68621700879765
1973-07-01,6.54039656703167
1973-08-01,6.43534994068802
1973-09-01,6.48762824381412
1973-10-01,6.90984578884935
