"Date","CANCP080000CTGYM"
2015-12-01,-0.0183204579150283
2016-01-01,-0.0185135791322733
2016-02-01,-0.00436800879280626
2016-03-01,-0.00268153213384857
2016-04-01,-0.00299897490311938
2016-05-01,0.0335976600186884
2016-06-01,0.0352202623717009
2016-07-01,0.0368986360420766
2016-08-01,-0.0294424151622129
2016-09-01,-0.0368866512486566
2016-10-01,-0.0205892231274525
2016-11-01,0.00697224303840416
2016-12-01,-0.015018062686905
2017-01-01,0.0294816384173644
2017-02-01,-0.0480925750223357
2017-03-01,-0.070541104505102
2017-04-01,0.0137179364485658
2017-05-01,-0.00775949171299327
2017-06-01,0.0115398911026151
2017-07-01,-0.0310876757725549
2017-08-01,-0.0388784669911551
2017-09-01,-0.0861777900465205
2017-10-01,-0.0110105474517646
2017-11-01,0.0517637634041719
2017-12-01,-0.119238818567079
2018-01-01,-0.0139089387272433
2018-02-01,0.0520780907433886
2018-03-01,0.0173326363084873
2018-04-01,0.0276258829015031
2018-05-01,-0.0931659085436901
2018-06-01,-0.141582649870203
2018-07-01,-0.04834529507763
2018-08-01,-0.0379564812585403
2018-09-01,0.027541400079174
2018-10-01,-0.0034400450060699
2018-11-01,-0.0205773903104882
2018-12-01,0.154920375445355
2019-01-01,-0.0141632861285649
2019-02-01,-0.091505517663079
2019-03-01,-0.0736858548641314
2019-04-01,-0.15042780509129
2019-05-01,-0.0419483834287557
2019-06-01,-0.0453760519848728
2019-07-01,-0.0659731773631944
2019-08-01,-0.0555977580665276
2019-09-01,-0.041854258409843
2019-10-01,-0.132143142727472
2019-11-01,-0.164174765556562
2019-12-01,-0.181776328191274
2020-01-01,-0.160561414715703
2020-02-01,-0.135217261230758
2020-03-01,-0.110210031499675
2020-04-01,-0.147441370725507
2020-05-01,-0.19117325742202
2020-06-01,-0.160802136476897
2020-07-01,-0.201602894141347
2020-08-01,-0.218164302120702
2020-09-01,-0.246516050634185
2020-10-01,-0.242380379945776
2020-11-01,-0.22906052138901
2020-12-01,-0.246154590149384
2021-01-01,-0.167032043811163
2021-02-01,-0.240969140470109
2021-03-01,-0.36869128217104
2021-04-01,-0.247424363274694
2021-05-01,-0.229565430694056
2021-06-01,-0.22131614271715
2021-07-01,-0.180961851426457
2021-08-01,-0.171832662993087
2021-09-01,-0.169466032377765
2021-10-01,-0.0942883629556798
2021-11-01,-0.146182460818323
2021-12-01,-0.131603164988799
2022-01-01,-0.153059694987655
2022-02-01,-0.103163066209892
2022-03-01,-0.026883416711368
2022-04-01,-0.0924066279857874
2022-05-01,-0.0716731520054667
2022-06-01,-0.02751529155075
2022-07-01,-0.0568231202480078
2022-08-01,-0.0651141452762056
2022-09-01,-0.0390131651322919
2022-10-01,-0.078953361985506
2022-11-01,-0.0244378438787373
2022-12-01,0
2023-01-01,-0.131314319659619
2023-02-01,-0.00757797634656428
2023-03-01,0.00219121028837863
2023-04-01,0.0105484876446871
2023-05-01,-0.0944522206499157
2023-06-01,-0.210574275860934
2023-07-01,-0.226191787001798
2023-08-01,-0.221394379069548
2023-09-01,-0.289748373129516
2023-10-01,-0.277785551078863
