"Date","CANCP080000GYM"
2015-12-01,-0.491022119999995
2016-01-01,-0.495078076115255
2016-02-01,-0.11677800063261
2016-03-01,-0.0722040277413061
2016-04-01,-0.0806764000573459
2016-05-01,0.908713543697787
2016-06-01,0.954846211160459
2016-07-01,1.00139248080293
2016-08-01,-0.794010812070722
2016-09-01,-0.992657207695575
2016-10-01,-0.555030092834167
2016-11-01,0.192250023135777
2016-12-01,-0.410995961081221
2017-01-01,0.833756692163182
2017-02-01,-1.34589717426233
2017-03-01,-1.98564866137548
2017-04-01,0.387329994775114
2017-05-01,-0.217759776856682
2017-06-01,0.324455664094335
2017-07-01,-0.872529797614611
2017-08-01,-1.10223758349926
2017-09-01,-2.44866390243
2017-10-01,-0.312494689561442
2017-11-01,1.48690034820671
2017-12-01,-3.43087790110998
2018-01-01,-0.398406374501992
2018-02-01,1.50753768844221
2018-03-01,0.505561172901922
2018-04-01,0.789733464955578
2018-05-01,-2.65486725663718
2018-06-01,-4.00782013685238
2018-07-01,-1.38476755687437
2018-08-01,-1.10330992978937
2018-09-01,0.814663951120152
2018-10-01,-0.0993048659384421
2018-11-01,-0.594648166501509
2018-12-01,4.70219435736676
2019-01-01,-0.4
2019-02-01,-2.57425742574257
2019-03-01,-2.11267605633804
2019-04-01,-4.21155729676787
2019-05-01,-1.21212121212121
2019-06-01,-1.32382892057027
2019-07-01,-1.90571715145436
2019-08-01,-1.62271805273834
2019-09-01,-1.21212121212121
2019-10-01,-3.77733598409543
2019-11-01,-4.68594217347956
2019-12-01,-5.18962075848303
2020-01-01,-4.61847389558232
2020-02-01,-3.96341463414634
2020-03-01,-3.28879753340185
2020-04-01,-4.39672801635991
2020-05-01,-5.72597137014314
2020-06-01,-4.85036119711043
2020-07-01,-6.05603898504038
2020-08-01,-6.5979381443299
2020-09-01,-7.36196319018406
2020-10-01,-7.33471074380165
2020-11-01,-7.0083682008368
2020-12-01,-7.57894736842106
2021-01-01,-5.15789473684212
2021-02-01,-7.51322751322751
2021-03-01,-11.4771519659936
2021-04-01,-7.7005347593583
2021-05-01,-7.26681127982647
2021-06-01,-9.65292841648591
2021-07-01,-7.920566101223
2021-08-01,-7.61589403973508
2021-09-01,-7.5055187637969
2021-10-01,-4.23634336677814
2021-11-01,-6.63667041619798
2021-12-01,-6.03644646924828
2022-01-01,-6.88124306326302
2022-02-01,-4.80549199084669
2022-03-01,-1.3205282112845
2022-04-01,-4.40324449594437
2022-05-01,-2.80701754385965
2022-06-01,-1.08043217286914
2022-07-01,-2.24586288416075
2022-08-01,-2.50896057347672
2022-09-01,-1.55131264916467
2022-10-01,-3.14318975552969
2022-11-01,-0.963855421686748
2022-12-01,0
2023-01-01,-4.52920143027415
2023-02-01,-0.360576923076923
2023-03-01,0.121654501216532
2023-04-01,0.36363636363635
2023-05-01,-3.36943441636583
2023-06-01,-7.40291262135923
2023-07-01,-7.98065296251512
2023-08-01,-7.72058823529411
2023-09-01,-10.1818181818182
2023-10-01,-9.85576923076924
