"Date","LRINTTFECAM156N"
1976-01-01,55.7814903084166
1976-02-01,55.4925750690964
1976-03-01,55.1448166279165
1976-04-01,55.1087488635569
1976-05-01,54.32049955231
1976-06-01,53.5058004640371
1976-07-01,52.576878117658
1976-08-01,52.7682519888693
1976-09-01,54.1855399190899
1976-10-01,54.2577059818439
1976-11-01,54.2121344391096
1976-12-01,54.3343386965447
1977-01-01,54.9215978024494
1977-02-01,54.378148668563
1977-03-01,54.1151512386514
1977-04-01,54.1215985426392
1977-05-01,53.38862693859
1977-06-01,52.7756352087114
1977-07-01,51.9211387545721
1977-08-01,52.0995773724772
1977-09-01,53.4085396807491
1977-10-01,53.2725122486907
1977-11-01,53.5001405678943
1977-12-01,53.7250586689723
1978-01-01,54.3230217440036
1978-02-01,53.6618111029066
1978-03-01,52.9726529335538
1978-04-01,53.1173321436538
1978-05-01,52.1616206589492
1978-06-01,51.3548057259714
1978-07-01,50.2946562343932
1978-08-01,50.3904735530324
1978-09-01,51.5959917711859
1978-10-01,51.5566157550056
1978-11-01,51.5824180671342
1978-12-01,51.7717532539036
1979-01-01,52.3159954273655
1979-02-01,51.8054839311382
1979-03-01,51.2983455680947
1979-04-01,51.4375075183448
1979-05-01,50.8910242411007
1979-06-01,50.0201694231545
1979-07-01,49.1120203712974
1979-08-01,49.0482605766932
1979-09-01,50.6546334161342
1979-10-01,50.0438401835875
1979-11-01,50.2469335926946
1979-12-01,50.6225454231583
1980-01-01,50.6843414492317
1980-02-01,50.627862472316
1980-03-01,49.9688707599828
1980-04-01,49.9057189997643
1980-05-01,49.2935148837856
1980-06-01,48.3241893132378
1980-07-01,48.0906348918755
1980-08-01,48.1287576483107
1980-09-01,49.3171052911064
1980-10-01,49.1129656532666
1980-11-01,49.4912059636379
1980-12-01,49.8630687405496
1981-01-01,49.9625238844258
1981-02-01,49.2469514444409
1981-03-01,48.831187967709
1981-04-01,49.0156921686304
1981-05-01,47.7056131659599
1981-06-01,46.5219350174453
1981-07-01,46.6172730982953
1981-08-01,46.698926641653
1981-09-01,47.4125246538032
1981-10-01,47.5164147993747
1981-11-01,47.7708266105947
1981-12-01,48.5116912552114
1982-01-01,49.1216777408638
1982-02-01,48.8979202521409
1982-03-01,48.2339052905177
1982-04-01,48.4500894676417
1982-05-01,47.5609000185954
1982-06-01,46.8213279968641
1982-07-01,46.3668675629733
1982-08-01,46.6949928498678
1982-09-01,48.133760841863
1982-10-01,47.8971410973669
1982-11-01,48.0075881870386
1982-12-01,48.270881563582
1983-01-01,48.6918976436764
1983-02-01,48.343978335292
1983-03-01,47.5120975151602
1983-04-01,47.6222043180729
1983-05-01,46.675426266577
1983-06-01,45.7740602804404
1983-07-01,45.5985360646571
1983-08-01,45.6201451997766
1983-09-01,46.8965237414159
1983-10-01,46.9400784361414
1983-11-01,47.2990483903624
1983-12-01,47.4134007585335
1984-01-01,48.1204602624587
1984-02-01,47.4602437843074
1984-03-01,46.874401443592
1984-04-01,47.1172822103186
1984-05-01,45.7910459771271
1984-06-01,45.3880471042161
1984-07-01,44.9403925661301
1984-08-01,45.0066164086936
1984-09-01,45.7483350858745
1984-10-01,45.956731779038
1984-11-01,45.9712230215827
1984-12-01,46.3748440229598
1985-01-01,46.9267893823664
1985-02-01,46.3662718297652
1985-03-01,45.6680766359791
1985-04-01,45.6766805177247
1985-05-01,44.8533719971797
1985-06-01,44.3115079365079
1985-07-01,43.8313136017281
1985-08-01,43.8135962307479
1985-09-01,44.8696150728534
1985-10-01,44.7569297006922
1985-11-01,44.7574798023142
1985-12-01,45.048782891495
1986-01-01,45.3918162041913
1986-02-01,45.0681509745688
1986-03-01,44.6071014521232
1986-04-01,44.6216194999411
1986-05-01,44.0314454311984
1986-06-01,43.0574046518913
1986-07-01,42.9397152022533
1986-08-01,43.0824246687771
1986-09-01,44.5305409440904
1986-10-01,44.3940723408404
1986-11-01,44.6735562546875
1986-12-01,44.9657964132455
1987-01-01,45.1423850714355
1987-02-01,44.8153684864487
1987-03-01,44.0989090909091
1987-04-01,44.1996977798442
1987-05-01,43.2642161178895
1987-06-01,42.4659651970588
1987-07-01,42.1966991603127
1987-08-01,42.3042807558812
1987-09-01,43.5830035529622
1987-10-01,43.3485311940902
1987-11-01,43.5160716859655
1987-12-01,43.5840325646589
1988-01-01,44.0780199652861
1988-02-01,43.6580996810131
1988-03-01,43.1421899821999
1988-04-01,43.2444576159384
1988-05-01,42.2706789887726
1988-06-01,41.7002040855252
1988-07-01,41.1816259264199
1988-08-01,41.2389178493969
1988-09-01,42.575207616731
1988-10-01,42.4232357268283
1988-11-01,42.5905733546986
1988-12-01,42.876086915339
1989-01-01,42.7283733424134
1989-02-01,42.6804493872422
1989-03-01,42.1821613968853
1989-04-01,42.3320228903282
1989-05-01,41.5025604337676
1989-06-01,41.2047875591158
1989-07-01,40.8119377195124
1989-08-01,40.7638713065331
1989-09-01,42.2259895472341
1989-10-01,42.0505242286217
1989-11-01,42.1110654359281
1989-12-01,42.1088981389879
1990-01-01,42.4059659752971
1990-02-01,42.1061454074743
1990-03-01,42.1864389436181
1990-04-01,42.0712394928714
1990-05-01,41.1808905380334
1990-06-01,40.5803277777263
1990-07-01,40.2228901734104
1990-08-01,40.2763283061038
1990-09-01,41.6395347764732
1990-10-01,41.4252297717938
1990-11-01,41.7620926574874
1990-12-01,42.1652657204538
1991-01-01,42.5435498518525
1991-02-01,42.3499445681354
1991-03-01,41.7492519285146
1991-04-01,42.0965119041093
1991-05-01,41.0793795620438
1991-06-01,40.4435818229864
1991-07-01,40.0922959295128
1991-08-01,40.1524454025341
1991-09-01,41.8837748193921
1991-10-01,41.7104044458166
1991-11-01,42.1669040469559
1991-12-01,42.569214735602
1992-01-01,43.0367828787152
1992-02-01,42.6970154789799
1992-03-01,42.5135091175248
1992-04-01,42.8481149790553
1992-05-01,41.9458123635839
1992-06-01,41.2179631548128
1992-07-01,40.8253248389303
1992-08-01,40.9354832910892
1992-09-01,42.5205543388504
1992-10-01,42.5159150004483
1992-11-01,42.1948335781592
1992-12-01,42.7061802628871
1993-01-01,43.5491366675008
1993-02-01,43.3846043974683
1993-03-01,42.7734479499206
1993-04-01,42.9150446734783
1993-05-01,41.8964734776689
1993-06-01,41.2619288798848
1993-07-01,40.9355583170602
1993-08-01,41.1547258124568
1993-09-01,42.3933546461686
1993-10-01,42.4551004158188
1993-11-01,42.475028728012
1993-12-01,42.8730394234845
1994-01-01,43.5054966384924
1994-02-01,43.4079832191992
1994-03-01,43.1529643781585
1994-04-01,43.219735279891
1994-05-01,42.047021420479
1994-06-01,41.563511628519
1994-07-01,41.2710096920623
1994-08-01,41.2115271858509
1994-09-01,42.404902826469
1994-10-01,42.4783166941802
1994-11-01,42.6932072046914
1994-12-01,42.8333522246733
1995-01-01,43.0604176463417
1995-02-01,43.0681828068313
1995-03-01,42.7039242101604
1995-04-01,43.2539200194482
1995-05-01,42.1872696846468
1995-06-01,41.5670581713613
1995-07-01,41.1782519164547
1995-08-01,41.3282411087685
1995-09-01,42.6928853823179
1995-10-01,42.7313649063502
1995-11-01,43.1486905582357
1995-12-01,43.3254725100699
1996-01-01,43.5903606174155
1996-02-01,43.2439857822347
1996-03-01,43.1693426650199
1996-04-01,43.3449292250745
1996-05-01,42.2872203871365
1996-06-01,41.4864968838963
1996-07-01,41.1597964550391
1996-08-01,41.2713982309943
1996-09-01,42.390526495144
1996-10-01,42.5605801394173
1996-11-01,42.7940913845447
1996-12-01,43.1324400336474
1997-01-01,43.3838135175973
1997-02-01,43.1898759945037
1997-03-01,42.9969662559531
1997-04-01,42.8525480968624
1997-05-01,41.8009013808207
1997-06-01,40.9158474375866
1997-07-01,40.9594127077884
1997-08-01,40.7857022424549
1997-09-01,42.2228397244817
1997-10-01,42.2288031498713
1997-11-01,42.3204633529199
1997-12-01,42.8770632953925
1998-01-01,43.0396320480755
1998-02-01,42.6872630908054
1998-03-01,42.5268573918581
1998-04-01,42.3705539553888
