"Date","M0521AUSM391NNBR"
1873-12-01,5.15
1874-01-01,5.41
1874-02-01,6.16
1874-03-01,6.22
1874-04-01,7.83
1874-05-01,6.24
1874-06-01,7.47
1874-07-01,6.87
1874-08-01,7.28
1874-09-01,5.73
1874-10-01,4.68
1874-11-01,3.17
1874-12-01,4.24
1875-01-01,6.13
1875-02-01,6.85
1875-03-01,8.06
1875-04-01,9.26
1875-05-01,8.14
1875-06-01,7.76
1875-07-01,8.91
1875-08-01,7.69
1875-09-01,6.63
1875-10-01,4.59
1875-11-01,3.44
1875-12-01,3.6
1876-01-01,4.25
1876-02-01,6.24
1876-03-01,5.41
1876-04-01,5.14
1876-05-01,5.29
1876-06-01,8.14
1876-07-01,7.54
1876-08-01,8.48
1876-09-01,9.67
1876-10-01,9.65
1876-11-01,6.33
1876-12-01,8.49
1877-01-01,12.82
1877-02-01,12.21
1877-03-01,8.91
1877-04-01,8.88
1877-05-01,9.45
1877-06-01,9.84
1877-07-01,9.63
1877-08-01,12.04
1877-09-01,11.24
1877-10-01,8.56
1877-11-01,6.75
1877-12-01,6.01
1878-01-01,5.56
1878-02-01,5.38
1878-03-01,7.03
1878-04-01,9.53
1878-05-01,10.4
1878-06-01,8.98
1878-07-01,6.59
1878-08-01,11.85
1878-09-01,11.13
1878-10-01,9.8
1878-11-01,7.53
1878-12-01,9.01
1879-01-01,10.54
1879-02-01,13.8
1879-03-01,13.01
1879-04-01,11.84
1879-05-01,11.19
1879-06-01,11.46
1879-07-01,11.1
1879-08-01,13.16
1879-09-01,10.94
1879-10-01,11.62
1879-11-01,10.3
1879-12-01,11.48
1880-01-01,13.06
1880-02-01,15.62
1880-03-01,15.16
1880-04-01,12.16
1880-05-01,15.78
1880-06-01,16.73
1880-07-01,16.74
1880-08-01,19.61
1880-09-01,19.81
1880-10-01,19.36
1880-11-01,15.75
1880-12-01,16.4
1881-01-01,16.72
1881-02-01,15.54
1881-03-01,14.27
1881-04-01,13.04
1881-05-01,10.5
1881-06-01,14.51
1881-07-01,15.93
1881-08-01,22.66
1881-09-01,27.38
1881-10-01,26.45
1881-11-01,18.82
1881-12-01,16.86
1882-01-01,18.31
1882-02-01,14.2
1882-03-01,9.69
1882-04-01,8.41
1882-05-01,9.94
1882-06-01,6.97
1882-07-01,6.27
1882-08-01,6.25
1882-09-01,6.65
1882-10-01,4
1882-11-01,6.46
1882-12-01,9.1
1883-01-01,10.7
1883-02-01,13.65
1883-03-01,17.79
1883-04-01,16.89
1883-05-01,13.79
1883-06-01,13.07
1883-07-01,10.92
1883-08-01,11.34
1883-09-01,14.07
1883-10-01,10.34
1883-11-01,8.62
1883-12-01,9.7
1884-01-01,12.77
1884-02-01,15.35
1884-03-01,17.77
1884-04-01,12.13
1884-05-01,7.95
1884-06-01,7.75
1884-07-01,4.36
1884-08-01,4.49
1884-09-01,6.8
1884-10-01,5.45
1884-11-01,5.15
1884-12-01,4.75
1885-01-01,6.34
1885-02-01,6.51
1885-03-01,9.56
1885-04-01,8.36
1885-05-01,5.53
1885-06-01,6.6
1885-07-01,5.76
1885-08-01,6.82
1885-09-01,6.18
1885-10-01,5.29
1885-11-01,4.95
1885-12-01,10.26
1886-01-01,7.19
1886-02-01,11.5
1886-03-01,16.29
1886-04-01,11.8
1886-05-01,7.91
1886-06-01,9.19
1886-07-01,9.24
1886-08-01,11.77
1886-09-01,13.43
1886-10-01,13.1
1886-11-01,11.43
1886-12-01,13.78
1887-01-01,16.25
1887-02-01,16.13
1887-03-01,18.78
1887-04-01,18.65
1887-05-01,13.07
1887-06-01,10.18
1887-07-01,7.54
1887-08-01,6.84
1887-09-01,7.09
1887-10-01,8.16
1887-11-01,5.24
1887-12-01,6.03
1888-01-01,7.13
1888-02-01,9.14
1888-03-01,9.17
1888-04-01,8.53
1888-05-01,9.21
1888-06-01,11.31
1888-07-01,8.37
1888-08-01,8.5
1888-09-01,10.05
1888-10-01,10.77
1888-11-01,7.06
1888-12-01,8.5
1889-01-01,13.32
1889-02-01,15.82
1889-03-01,16.83
1889-04-01,12.53
1889-05-01,11.61
1889-06-01,9.49
1889-07-01,6.99
1889-08-01,11.76
1889-09-01,12.93
1889-10-01,7.79
1889-11-01,6.2
1889-12-01,8.1
