"Date","LRIN55TTCAM156S"
1995-01-01,51.5195389882144
1995-02-01,52.1317464008446
1995-03-01,52.3130411263066
1995-04-01,53.1835136093164
1995-05-01,53.4622616664206
1995-06-01,53.1080760134696
1995-07-01,52.9223899400162
1995-08-01,52.9734839634022
1995-09-01,53.2955650592153
1995-10-01,53.1083667491463
1995-11-01,53.2487848364267
1995-12-01,53.5001039541872
1996-01-01,53.1432093377054
1996-02-01,53.0369719298646
1996-03-01,53.1657720420608
1996-04-01,53.3241752298429
1996-05-01,53.1822907892676
1996-06-01,52.3585880465504
1996-07-01,52.1779799781213
1996-08-01,52.4533323448477
1996-09-01,53.0372265860742
1996-10-01,52.9238059292408
1996-11-01,52.609936398967
1996-12-01,52.790070600919
1997-01-01,52.7509192590712
1997-02-01,52.0073256337764
1997-03-01,52.0367329704827
1997-04-01,52.142149218386
1997-05-01,51.733070076395
1997-06-01,51.642162987448
1997-07-01,51.5213063930498
1997-08-01,51.5822955136434
1997-09-01,51.9129980065787
1997-10-01,51.6413673237216
1997-11-01,51.3354656771325
1997-12-01,51.8133660118774
1998-01-01,51.862923707983
1998-02-01,51.1897690544988
1998-03-01,51.5828151962397
1998-04-01,52.3732888479457
1998-05-01,52.5310054464323
1998-06-01,51.6451284803403
1998-07-01,50.9620082888924
1998-08-01,50.9718520336677
1998-09-01,50.5874343936133
1998-10-01,50.8049910458388
1998-11-01,50.6553820375035
1998-12-01,51.0186887793234
1999-01-01,50.7280595717846
1999-02-01,51.0972806285808
1999-03-01,50.9540038206683
1999-04-01,50.0618338368713
1999-05-01,50.5070372112402
1999-06-01,50.6164562294575
1999-07-01,50.2592159316043
1999-08-01,49.8604236208745
1999-09-01,49.8570687272003
1999-10-01,50.0765252362049
1999-11-01,49.9646084772749
1999-12-01,49.4606081452171
2000-01-01,49.0572335740217
2000-02-01,49.1339237397067
2000-03-01,49.817118272999
2000-04-01,49.3651602452
2000-05-01,49.2896226332743
2000-06-01,49.1820257584031
2000-07-01,49.263742455215
2000-08-01,48.3252382725902
2000-09-01,49.2143935163394
2000-10-01,49.0707677330412
2000-11-01,48.9652640758897
2000-12-01,48.7147500560739
2001-01-01,49.2398025386423
2001-02-01,49.3700245010094
2001-03-01,48.5290154292691
2001-04-01,49.0176406375489
2001-05-01,49.142813878651
2001-06-01,48.6542384625074
2001-07-01,48.8004959408777
2001-08-01,48.7877961412661
2001-09-01,48.8647240461622
2001-10-01,49.0318998712265
2001-11-01,48.8389389560487
2001-12-01,47.7115709320325
2002-01-01,47.1408086552632
2002-02-01,47.6564685407865
2002-03-01,47.7666908085075
2002-04-01,47.6451150875458
2002-05-01,47.4758616051947
2002-06-01,47.279425954111
2002-07-01,47.2582899910967
2002-08-01,46.4927866076827
2002-09-01,46.2230623932136
2002-10-01,45.6594642321726
2002-11-01,44.7197660811597
2002-12-01,44.2129649979413
2003-01-01,43.8956613086012
2003-02-01,43.7148419062845
2003-03-01,43.8314023561217
2003-04-01,43.6505548293194
2003-05-01,43.7799659705007
2003-06-01,43.7299305096578
2003-07-01,43.9101238085304
2003-08-01,43.4457816428031
2003-09-01,43.0658626972691
2003-10-01,43.0680220682776
2003-11-01,42.6064542402123
2003-12-01,42.3393538879801
2004-01-01,42.5497976549898
2004-02-01,42.513800493061
2004-03-01,43.4316319501571
2004-04-01,43.0573743377848
2004-05-01,42.6323930291622
2004-06-01,42.9222043990882
2004-07-01,43.2725483883332
2004-08-01,43.0492845458493
2004-09-01,42.6766925919132
2004-10-01,42.387595300244
2004-11-01,41.753948919019
2004-12-01,42.0975168685899
2005-01-01,42.154348991879
2005-02-01,42.1265014137738
2005-03-01,42.4325814907094
2005-04-01,42.2675404500455
2005-05-01,41.75205962968
2005-06-01,42.0085501128865
2005-07-01,42.0343796610956
2005-08-01,41.9463964090668
2005-09-01,41.8825110526223
2005-10-01,41.9027148323892
2005-11-01,42.168333682086
2005-12-01,42.3248767780712
2006-01-01,42.2660527793923
