"Date","LRIN55FECAM156S"
1995-01-01,62.679613028995
1995-02-01,63.7878698432461
1995-03-01,63.9104141251098
1995-04-01,64.6534641711158
1995-05-01,64.5356808091846
1995-06-01,63.7040312107623
1995-07-01,63.7054841850736
1995-08-01,63.4137310634366
1995-09-01,63.1482224826469
1995-10-01,63.5225207862466
1995-11-01,63.9649695594973
1995-12-01,64.3834039741421
1996-01-01,63.8761972924114
1996-02-01,63.9754315269786
1996-03-01,64.0020248638146
1996-04-01,63.8513675414473
1996-05-01,63.3329061619781
1996-06-01,62.5454816827714
1996-07-01,62.8443673862261
1996-08-01,62.7413610915067
1996-09-01,63.5120055460649
1996-10-01,63.9482136822392
1996-11-01,64.2987172811454
1996-12-01,64.9477351159406
1997-01-01,64.4004259824804
1997-02-01,63.6939293067846
1997-03-01,63.3500450333756
1997-04-01,63.3711482948473
1997-05-01,62.995245722954
1997-06-01,63.0536968375192
1997-07-01,62.5767479088412
1997-08-01,62.9412678639735
1997-09-01,63.153114301995
1997-10-01,62.7619877578606
1997-11-01,62.0341815234134
1997-12-01,62.2238828735561
1998-01-01,62.4995241996009
1998-02-01,60.981896040059
1998-03-01,61.1111823177261
1998-04-01,61.8114876174744
1998-05-01,62.5985047443085
1998-06-01,61.4236595690938
1998-07-01,60.9291618817497
1998-08-01,61.3587186860909
1998-09-01,60.5786300593784
1998-10-01,60.5573983430668
1998-11-01,60.4966659403389
1998-12-01,60.9747852821923
1999-01-01,61.3179919868209
1999-02-01,61.2164971597455
1999-03-01,60.780431355284
1999-04-01,60.2338856634356
1999-05-01,60.6947677860527
1999-06-01,61.451988470117
1999-07-01,60.4787384188261
1999-08-01,60.4639060560298
1999-09-01,60.3073728845076
1999-10-01,60.9057935564305
1999-11-01,60.4754795476032
1999-12-01,59.3602202533133
2000-01-01,58.7891510358122
2000-02-01,58.6913499512308
2000-03-01,59.6877928834794
2000-04-01,59.0484514724326
2000-05-01,59.09034102352
2000-06-01,59.2289205504869
2000-07-01,58.4858307646941
2000-08-01,57.432539870192
2000-09-01,58.6996489130424
2000-10-01,57.8142695970048
2000-11-01,58.2518196514629
2000-12-01,58.5194990911626
2001-01-01,58.6625882813067
2001-02-01,58.8176633069083
2001-03-01,58.1206459884276
2001-04-01,58.4997631089472
2001-05-01,58.969269380331
2001-06-01,58.2898451114608
2001-07-01,58.2980949097682
2001-08-01,58.8732243502262
2001-09-01,58.3627031458945
2001-10-01,58.2949202255764
2001-11-01,57.8780368970614
2001-12-01,56.5906976249778
2002-01-01,56.6221257285772
2002-02-01,57.6186217822788
2002-03-01,57.6321215250602
2002-04-01,57.9256150265674
2002-05-01,57.8140002400039
2002-06-01,57.2709156657169
2002-07-01,56.976914480065
2002-08-01,55.4770605335928
2002-09-01,55.6863951422144
2002-10-01,54.4059253529559
2002-11-01,53.7555216974311
2002-12-01,52.5733610030738
2003-01-01,52.5008169735773
2003-02-01,52.2879941600194
2003-03-01,51.8798671283736
2003-04-01,52.4771882347476
2003-05-01,52.2340138459314
2003-06-01,52.3739903633087
2003-07-01,52.3218009798871
2003-08-01,52.1298641540905
2003-09-01,51.9223927092193
2003-10-01,52.1590439804641
2003-11-01,50.9491507666179
2003-12-01,50.4186223340596
2004-01-01,50.6898001377712
2004-02-01,51.3500154296121
2004-03-01,52.1946935233712
2004-04-01,51.4590883225894
2004-05-01,50.8835349865472
2004-06-01,51.6292462767066
2004-07-01,51.4572403825115
2004-08-01,51.2336844119402
2004-09-01,50.6401419129445
2004-10-01,50.5748387914275
2004-11-01,50.1053405962865
2004-12-01,50.5636512224852
2005-01-01,51.3160428471949
2005-02-01,50.6716202583045
2005-03-01,50.9410551563534
2005-04-01,50.8501944430212
2005-05-01,50.0885198791568
2005-06-01,50.326134924937
2005-07-01,50.5603519945077
2005-08-01,50.4059568871431
2005-09-01,50.4228918149287
2005-10-01,50.3419283071256
2005-11-01,50.6322119126321
2005-12-01,50.4241092308867
2006-01-01,50.5717904382241
2006-02-01,49.949910016769
2006-03-01,49.7891740741121
2006-04-01,50.1213502239661
2006-05-01,49.2749882990711
2006-06-01,49.7123402733704
2006-07-01,48.6004086681493
2006-08-01,49.1590760506451
2006-09-01,49.0924112020451
2006-10-01,49.9635351153313
2006-11-01,49.6693813111931
2006-12-01,49.3651220208243
2007-01-01,49.1187838292068
2007-02-01,48.8272738769731
2007-03-01,48.2823628624672
2007-04-01,47.8254778494476
2007-05-01,48.3360678350619
2007-06-01,48.2594164218343
2007-07-01,48.0030601130138
2007-08-01,47.4345881933456
2007-09-01,47.4343890371606
2007-10-01,46.9249311222677
2007-11-01,47.3318442519052
2007-12-01,47.4833753581004
2008-01-01,46.9578919780134
2008-02-01,47.2452075398721
2008-03-01,45.9895074801908
2008-04-01,46.7625181270254
2008-05-01,46.1096138144895
2008-06-01,46.4771307856327
2008-07-01,47.0812309095507
2008-08-01,47.6040491520926
2008-09-01,47.0467114613592
2008-10-01,46.5583420793927
2008-11-01,46.4253795253662
2008-12-01,46.2934675384077
2009-01-01,45.53999645379
2009-02-01,45.3499419316377
2009-03-01,44.6796229399296
2009-04-01,44.4919558338994
2009-05-01,44.4947065650855
2009-06-01,44.1652560575461
2009-07-01,44.631889893476
2009-08-01,44.5316704343031
2009-09-01,44.5470982422649
2009-10-01,44.4522059927457
2009-11-01,44.900712324042
2009-12-01,45.397924032677
2010-01-01,45.6298161555823
2010-02-01,45.6778200158456
2010-03-01,45.8606640017096
2010-04-01,45.7783648598383
2010-05-01,45.3274274178956
2010-06-01,44.4165257124392
2010-07-01,43.6940475017957
2010-08-01,43.8114917455094
2010-09-01,43.4648927906734
2010-10-01,42.944714973792
2010-11-01,42.8900675945104
2010-12-01,43.3201547793909
2011-01-01,42.610933052998
2011-02-01,42.7715781668419
2011-03-01,43.8033868341688
2011-04-01,42.7644395820676
2011-05-01,42.9445917841618
2011-06-01,43.4512566244877
2011-07-01,44.2125543538038
2011-08-01,44.2986741833731
2011-09-01,44.8805215634561
2011-10-01,44.9547466885527
2011-11-01,44.5070824466298
2011-12-01,43.3897501987471
2012-01-01,43.0163765914999
2012-02-01,43.2567128651611
2012-03-01,42.3852576991136
2012-04-01,42.1135529551831
2012-05-01,42.5015296609502
2012-06-01,42.7651283441755
2012-07-01,43.337427451735
2012-08-01,42.701445876399
2012-09-01,42.6742309560099
2012-10-01,43.1854699627512
2012-11-01,43.0350139461843
2012-12-01,42.6629936015562
2013-01-01,42.0338217596087
2013-02-01,41.2744602310339
2013-03-01,41.9821998022391
2013-04-01,41.833512753954
2013-05-01,41.2012613639484
2013-06-01,41.7718076577712
2013-07-01,41.5243989685221
2013-08-01,41.1577567283316
2013-09-01,41.3319980972006
2013-10-01,41.4839870291628
2013-11-01,41.2480864833567
2013-12-01,40.9867566693502
2014-01-01,40.7858255062865
2014-02-01,41.0759689921921
2014-03-01,41.7970908664077
2014-04-01,40.9419153740608
2014-05-01,41.1418625490368
2014-06-01,41.1400559501109
2014-07-01,41.2867190494164
2014-08-01,41.9835245916852
2014-09-01,42.1268610127108
2014-10-01,42.3134222567501
2014-11-01,42.2495073330107
2014-12-01,42.5075795691635
2015-01-01,42.0498004864806
2015-02-01,41.5437555169004
2015-03-01,40.7509722273739
2015-04-01,41.5883824636416
2015-05-01,41.6311893793586
2015-06-01,41.6281187625636
2015-07-01,42.1237605751328
2015-08-01,41.8517598978737
2015-09-01,42.1439381348688
2015-10-01,41.5708963446684
2015-11-01,41.5322601466306
2015-12-01,41.2982706495976
2016-01-01,41.1576396255497
2016-02-01,40.97501449035
2016-03-01,40.7353034673312
2016-04-01,40.4590694732274
2016-05-01,39.9156407873535
2016-06-01,40.3950985190076
2016-07-01,40.4357940074606
2016-08-01,39.8614557497822
2016-09-01,39.6709006901913
2016-10-01,39.7437292344923
2016-11-01,40.6494530530952
2016-12-01,40.4695782452996
2017-01-01,40.227685719631
2017-02-01,40.2993381788481
2017-03-01,40.614190000951
2017-04-01,40.637056199951
2017-05-01,40.6503518921189
2017-06-01,39.6168471237668
2017-07-01,39.6742102755613
2017-08-01,39.215500506361
2017-09-01,39.7449276488422
2017-10-01,39.577253554388
