"Date","XFORUS01CAM189N"
1978-02-01,3698800000
1978-03-01,3970100000
1978-04-01,4582800000
1978-05-01,4.74e+09
1978-06-01,4740100000
1978-07-01,4588400000
1978-08-01,4189900000
1978-09-01,3664100000
1978-10-01,5097600000
1978-11-01,4484400000
1978-12-01,4566200000
1979-01-01,4400200000
1979-02-01,4113700000
1979-03-01,5421800000
1979-04-01,5142900000
1979-05-01,4078700000
1979-06-01,4179500000
1979-07-01,4239500000
1979-08-01,4276200000
1979-09-01,4511200000
1979-10-01,3919900000
1979-11-01,3971500000
1979-12-01,3886900000
1980-01-01,4065900000
1980-02-01,4467200000
1980-03-01,3669300000
1980-04-01,3971600000
1980-05-01,4221300000
1980-06-01,4306900000
1980-07-01,4018700000
1980-08-01,4269300000
1980-09-01,3949500000
1980-10-01,3.679e+09
1980-11-01,3468900000
1980-12-01,4029600000
1981-01-01,3.436e+09
1981-02-01,3341400000
1981-03-01,3715500000
1981-04-01,3164600000
1981-05-01,3178200000
1981-06-01,3054600000
1981-07-01,2307400000
1981-08-01,3292100000
1981-09-01,2997100000
1981-10-01,2807300000
1981-11-01,4555100000
1981-12-01,4371100000
1982-01-01,4297700000
1982-02-01,3500500000
1982-03-01,2968700000
1982-04-01,3521200000
1982-05-01,2870300000
1982-06-01,2926300000
1982-07-01,3.27e+09
1982-08-01,3863200000
1982-09-01,3.79e+09
1982-10-01,3597500000
1982-11-01,3665800000
1982-12-01,3793200000
1983-01-01,4109500000
1983-02-01,4622900000
1983-03-01,4251900000
1983-04-01,4477200000
1983-05-01,4233300000
1983-06-01,4380300000
1983-07-01,4364400000
1983-08-01,4515400000
1983-09-01,4586300000
1983-10-01,4748500000
1983-11-01,4528200000
1983-12-01,4205400000
1984-01-01,4276500000
1984-02-01,4164500000
1984-03-01,3652600000
1984-04-01,3.279e+09
1984-05-01,3670800000
1984-06-01,2883700000
1984-07-01,4193400000
1984-08-01,3632700000
1984-09-01,3365200000
1984-10-01,3532600000
1984-11-01,3084300000
1984-12-01,3182100000
1985-01-01,2977700000
1985-02-01,2766600000
1985-03-01,3769500000
1985-04-01,3407600000
1985-05-01,3106100000
1985-06-01,3036400000
1985-07-01,3.53e+09
1985-08-01,3247900000
1985-09-01,3213500000
1985-10-01,3123500000
1985-11-01,3400100000
1985-12-01,3275600000
1986-01-01,3234700000
1986-02-01,4484400000
1986-03-01,3280100000
1986-04-01,3466900000
1986-05-01,3446200000
1986-06-01,3323200000
1986-07-01,3469300000
1986-08-01,3232600000
1986-09-01,3105400000
1986-10-01,3707300000
1986-11-01,3885300000
1986-12-01,4095600000
1987-01-01,6070800000
1987-02-01,6545200000
1987-03-01,7771900000
1987-04-01,6171300000
1987-05-01,5718700000
1987-06-01,6336200000
1987-07-01,6414400000
1987-08-01,7235900000
1987-09-01,7537200000
1987-10-01,7936400000
1987-11-01,7906600000
1987-12-01,8203200000
1988-01-01,9533200000
1988-02-01,10467300000
1988-03-01,12582600000
1988-04-01,13646900000
1988-05-01,13401800000
1988-06-01,16244200000
1988-07-01,15392800000
1988-08-01,13885900000
1988-09-01,14729900000
1988-10-01,16218400000
1988-11-01,16086100000
1988-12-01,16197600000
1989-01-01,16604100000
1989-02-01,16171500000
1989-03-01,1.6194e+10
1989-04-01,16137600000
1989-05-01,15507800000
1989-06-01,15875700000
1989-07-01,16172200000
1989-08-01,16676600000
1989-09-01,16442300000
1989-10-01,16408300000
1989-11-01,16274500000
1989-12-01,16795800000
1990-01-01,15650600000
1990-02-01,13672400000
1990-03-01,14513300000
1990-04-01,14969200000
1990-05-01,13975100000
1990-06-01,14606500000
1990-07-01,16019700000
1990-08-01,18473300000
1990-09-01,18292900000
1990-10-01,18129700000
1990-11-01,18455400000
1990-12-01,18580500000
1991-01-01,18874500000
1991-02-01,17511500000
1991-03-01,17633100000
1991-04-01,16516100000
1991-05-01,17882800000
1991-06-01,17133300000
1991-07-01,17396800000
1991-08-01,18658700000
1991-09-01,18740700000
1991-10-01,17556800000
1991-11-01,17984300000
1991-12-01,16901400000
1992-01-01,1.6739e+10
1992-02-01,1.6627e+10
1992-03-01,1.5273e+10
1992-04-01,1.5481e+10
1992-05-01,1.5397e+10
1992-06-01,1.5233e+10
1992-07-01,1.5652e+10
1992-08-01,1.5685e+10
1992-09-01,1.2777e+10
1992-10-01,1.3145e+10
1992-11-01,1.0295e+10
1992-12-01,1.1909e+10
1993-01-01,1.1687e+10
1993-02-01,1.1509e+10
1993-03-01,1.315e+10
1993-04-01,1.2258e+10
1993-05-01,1.2914e+10
1993-06-01,1.2062e+10
1993-07-01,1.21e+10
1993-08-01,1.0836e+10
1993-09-01,1.1081e+10
1993-10-01,1.2893e+10
1993-11-01,1.2077e+10
1993-12-01,1.2776e+10
1994-01-01,1.3076e+10
1994-02-01,1.2726e+10
1994-03-01,1.1226e+10
1994-04-01,1.0887e+10
1994-05-01,1.1211e+10
1994-06-01,1.1893e+10
1994-07-01,1.4819e+10
1994-08-01,1.485e+10
1994-09-01,1.579e+10
1994-10-01,1.4979e+10
1994-11-01,1.3478e+10
1994-12-01,1.2475e+10
1995-01-01,1.3399e+10
1995-02-01,1.453e+10
1995-03-01,1.4807e+10
1995-04-01,1.4957e+10
1995-05-01,1.522e+10
1995-06-01,1.5007e+10
1995-07-01,1.68e+10
1995-08-01,1.6861e+10
1995-09-01,1.6193e+10
1995-10-01,1.572e+10
1995-11-01,1.5061e+10
1995-12-01,1.5227e+10
1996-01-01,1.498e+10
1996-02-01,1.4741e+10
1996-03-01,1.7004e+10
1996-04-01,1.7363e+10
1996-05-01,1.8394e+10
1996-06-01,1.8731e+10
1996-07-01,1.8691e+10
1996-08-01,1.9603e+10
1996-09-01,1.9493e+10
1996-10-01,2.0029e+10
1996-11-01,2.0116e+10
1996-12-01,2.0578e+10
1997-01-01,2.0889e+10
1997-02-01,2.1044e+10
1997-03-01,2.1638e+10
1997-04-01,1.9856e+10
1997-05-01,2.1025e+10
1997-06-01,2.1258e+10
1997-07-01,1.9553e+10
1997-08-01,2.0081e+10
1997-09-01,2.0094e+10
1997-10-01,1.9536e+10
1997-11-01,1.8774e+10
1997-12-01,1.7969e+10
1998-01-01,1.8001e+10
1998-02-01,2.131e+10
1998-03-01,2.2422e+10
1998-04-01,2.1786e+10
1998-05-01,2.0564e+10
1998-06-01,1.9974e+10
1998-07-01,2.252e+10
1998-08-01,1.7965e+10
1998-09-01,1.9543e+10
1998-10-01,2.0115e+10
1998-11-01,2.3342e+10
1998-12-01,2.3427e+10
1999-01-01,2.3445e+10
1999-02-01,2.2355e+10
1999-03-01,2.4958e+10
1999-04-01,2.5317e+10
1999-05-01,2.5201e+10
1999-06-01,2.5806e+10
1999-07-01,2.5612e+10
1999-08-01,2.5713e+10
1999-09-01,2.6236e+10
1999-10-01,2.6768e+10
1999-11-01,2.8897e+10
1999-12-01,2.8646e+10
2000-01-01,2.8969e+10
2000-02-01,2.9887e+10
2000-03-01,3.1107e+10
2000-04-01,3.0434e+10
2000-05-01,2.9483e+10
2000-06-01,3.016e+10
2000-07-01,3.0222e+10
2000-08-01,3.0578e+10
2000-09-01,3.0697e+10
2000-10-01,3.0544e+10
2000-11-01,3.1077e+10
2000-12-01,3.2424e+10
2001-01-01,3.2838e+10
2001-02-01,3.2911e+10
2001-03-01,3.3512e+10
2001-04-01,3.3207e+10
2001-05-01,3.3261e+10
2001-06-01,3.3015e+10
2001-07-01,3.3804e+10
2001-08-01,3.503e+10
2001-09-01,3.4219e+10
2001-10-01,3.4955e+10
2001-11-01,3.4585e+10
2001-12-01,3.4248e+10
2002-01-01,3.3644e+10
2002-02-01,3.418e+10
2002-03-01,3.4029e+10
2002-04-01,3.4956e+10
2002-05-01,3.5676e+10
2002-06-01,3.719e+10
2002-07-01,3.641e+10
2002-08-01,3.7096e+10
2002-09-01,3.6615e+10
2002-10-01,3.7256e+10
2002-11-01,3.6501e+10
2002-12-01,3.7169e+10
2003-01-01,3.7635e+10
2003-02-01,3.5901e+10
2003-03-01,3.5926e+10
2003-04-01,3.6263e+10
2003-05-01,3.7423e+10
2003-06-01,3.6699e+10
2003-07-01,3.5765e+10
2003-08-01,3.529e+10
2003-09-01,3.6678e+10
2003-10-01,3.5856e+10
2003-11-01,3.6093e+10
2003-12-01,3.6268e+10
2004-01-01,3.6366e+10
2004-02-01,3.6083e+10
2004-03-01,3.6412e+10
2004-04-01,3.5113e+10
2004-05-01,3.5978e+10
2004-06-01,3.5418e+10
2004-07-01,3.5281e+10
2004-08-01,3.5891e+10
2004-09-01,3.6265e+10
2004-10-01,3.646e+10
2004-11-01,3.4071e+10
2004-12-01,3.4467e+10
2005-01-01,3.459e+10
2005-02-01,3.5561e+10
2005-03-01,3.625e+10
2005-04-01,3.5602e+10
2005-05-01,3.5034e+10
2005-06-01,3.4924e+10
2005-07-01,3.3328e+10
2005-08-01,3.4299e+10
2005-09-01,3.3599e+10
2005-10-01,3.4214e+10
2005-11-01,3.4199e+10
2005-12-01,3.3018e+10
2006-01-01,3.2959e+10
2006-02-01,3.2684e+10
2006-03-01,3.6034e+10
2006-04-01,3.5716e+10
2006-05-01,3.5685e+10
2006-06-01,3.5916e+10
2006-07-01,3.6395e+10
2006-08-01,3.5853e+10
2006-09-01,3.6017e+10
2006-10-01,3.5643e+10
2006-11-01,3.6477e+10
2006-12-01,3.5063e+10
2007-01-01,3.5908e+10
2007-02-01,3.631e+10
2007-03-01,3.9309e+10
2007-04-01,4.0183e+10
2007-05-01,4.0096e+10
2007-06-01,3.9413e+10
2007-07-01,4.0303e+10
2007-08-01,4.0301e+10
2007-09-01,4.0982e+10
2007-10-01,4.0797e+10
2007-11-01,4.0852e+10
2007-12-01,4.1081e+10
2008-01-01,4.2261e+10
2008-02-01,4.3613e+10
2008-03-01,4.3057e+10
2008-04-01,4.3602e+10
2008-05-01,4.3588e+10
2008-06-01,4.3855e+10
2008-07-01,4.2659e+10
2008-08-01,4.2594e+10
2008-09-01,4.298e+10
2008-10-01,4.1402e+10
2008-11-01,4.1565e+10
2008-12-01,4.3872e+10
2009-01-01,4.2729e+10
2009-02-01,4.3193e+10
2009-03-01,4.3524e+10
2009-04-01,4.2624e+10
2009-05-01,4.487e+10
2009-06-01,4.4662e+10
2009-07-01,4.5414e+10
2009-08-01,5.3571e+10
2009-09-01,5.8162e+10
2009-10-01,5.6236e+10
2009-11-01,5.642e+10
2009-12-01,5.4357e+10
2010-01-01,5.6977e+10
2010-02-01,5.7342e+10
2010-03-01,5.6669e+10
2010-04-01,5.6843e+10
2010-05-01,5.6027e+10
2010-06-01,5.5393e+10
2010-07-01,5.7311e+10
2010-08-01,5.7925e+10
2010-09-01,5.9546e+10
2010-10-01,5.8948e+10
2010-11-01,5.6571e+10
2010-12-01,5.7151e+10
2011-01-01,5.8707e+10
2011-02-01,6.0332e+10
2011-03-01,6.0606e+10
2011-04-01,6.3018e+10
2011-05-01,6.4002e+10
2011-06-01,6.2488e+10
2011-07-01,6.3238e+10
2011-08-01,6.4493e+10
2011-09-01,6.3718e+10
2011-10-01,6.5428e+10
2011-11-01,6.574e+10
2011-12-01,6.5819e+10
2012-01-01,6.6376e+10
2012-02-01,6.9795e+10
2012-03-01,6.935e+10
2012-04-01,6.9544e+10
2012-05-01,6.8699e+10
2012-06-01,6.6218e+10
2012-07-01,6.6321e+10
2012-08-01,6.7182e+10
2012-09-01,6.8141e+10
2012-10-01,6.8053e+10
2012-11-01,6.8222e+10
2012-12-01,6.8546e+10
2013-01-01,6.889e+10
2013-02-01,6.9358e+10
2013-03-01,7.0208e+10
2013-04-01,7.1635e+10
2013-05-01,7.0695e+10
2013-06-01,6.8886e+10
2013-07-01,6.9757e+10
2013-08-01,6.9928e+10
2013-09-01,7.1392e+10
2013-10-01,7.1497e+10
2013-11-01,7.2038e+10
2013-12-01,7.1937e+10
