"Date","GEPUCURRENT"
1997-01-01,77.0617959954708
1997-02-01,79.9412705897201
1997-03-01,68.9175094221409
1997-04-01,73.9129414834807
1997-05-01,72.345987218103
1997-06-01,78.8065418025927
1997-07-01,63.91748447644
1997-08-01,63.3529491110955
1997-09-01,66.5743723536889
1997-10-01,81.8294590764697
1997-11-01,96.3173948272474
1997-12-01,106.056592060179
1998-01-01,99.0769027317557
1998-02-01,86.7610359480148
1998-03-01,88.0906713144946
1998-04-01,79.3463311486386
1998-05-01,85.8772147841769
1998-06-01,84.8939458950783
1998-07-01,100.751958429022
1998-08-01,114.576049287114
1998-09-01,141.883969793904
1998-10-01,118.896074195231
1998-11-01,97.1028188150113
1998-12-01,91.021957014683
1999-01-01,97.1110902809632
1999-02-01,80.8820363116673
1999-03-01,65.1576413118208
1999-04-01,63.367535033119
1999-05-01,71.0613703101074
1999-06-01,72.0289551544556
1999-07-01,72.1516466290154
1999-08-01,62.0895442577778
1999-09-01,66.7343948453528
1999-10-01,65.5086997812893
1999-11-01,68.442452577361
1999-12-01,60.2670459672812
2000-01-01,63.7386930621036
2000-02-01,58.8208866774544
2000-03-01,61.2899831823257
2000-04-01,64.5572137465828
2000-05-01,87.1645948025364
2000-06-01,88.4294875059389
2000-07-01,65.1239342285832
2000-08-01,54.2401620347845
2000-09-01,61.0000654933295
2000-10-01,68.9438941796571
2000-11-01,109.420867902838
2000-12-01,102.670805076089
2001-01-01,100.559571774572
2001-02-01,100.721209367156
2001-03-01,113.300211633559
2001-04-01,109.79229281569
2001-05-01,84.7648400704696
2001-06-01,73.929051041295
2001-07-01,100.016988424762
2001-08-01,85.4519493892201
2001-09-01,179.715174549573
2001-10-01,170.493063844362
2001-11-01,126.2802206005
2001-12-01,107.964806157053
2002-01-01,107.127041464437
2002-02-01,89.9851934207877
2002-03-01,78.6673558581977
2002-04-01,83.6308105453218
2002-05-01,79.2012429422135
2002-06-01,94.5308895875224
2002-07-01,100.584485999867
2002-08-01,107.565423762503
2002-09-01,123.020320227758
2002-10-01,117.365809165351
2002-11-01,122.483900936675
2002-12-01,118.91262666108
2003-01-01,127.23753209914
2003-02-01,134.994836198758
2003-03-01,167.585340341242
2003-04-01,134.681979033618
2003-05-01,105.518379504995
2003-06-01,89.8174488791961
2003-07-01,79.8264322088991
2003-08-01,69.0138317437999
2003-09-01,81.5074996493272
2003-10-01,76.1922772221352
2003-11-01,72.8774634527752
2003-12-01,70.9193720417239
2004-01-01,72.4073018128229
2004-02-01,71.089918448273
2004-03-01,78.1451367891216
2004-04-01,75.704001495426
2004-05-01,90.5607615655933
2004-06-01,76.6511812710785
