"Date","GEPUCURRENT"
2004-07-01,73.7633561140091
2004-08-01,68.7417561382247
2004-09-01,79.0755211088278
2004-10-01,88.533416491652
2004-11-01,84.1843753451605
2004-12-01,65.0105012023316
2005-01-01,57.6336188656896
2005-02-01,54.248688275721
2005-03-01,54.1510051501681
2005-04-01,68.2751520567678
2005-05-01,69.2677835710296
2005-06-01,70.3336329260447
2005-07-01,61.3413943972602
2005-08-01,61.7801152986823
2005-09-01,93.380011356249
2005-10-01,64.2929929176972
2005-11-01,67.1763572833828
2005-12-01,61.1205102996905
2006-01-01,68.6696983629952
2006-02-01,57.7262298206183
2006-03-01,58.5321200255087
2006-04-01,72.7804672237962
2006-05-01,63.0269860213692
2006-06-01,73.170510233663
2006-07-01,67.510760078178
2006-08-01,57.5504053079365
2006-09-01,59.2823487775648
2006-10-01,59.9903156771546
2006-11-01,57.3202612940234
2006-12-01,56.5580872750729
2007-01-01,64.8678900239412
2007-02-01,54.5082380833006
2007-03-01,63.7096651920426
2007-04-01,59.9362489722835
2007-05-01,55.9286292396358
2007-06-01,56.710755908829
2007-07-01,48.951303593719
2007-08-01,76.5519758325591
2007-09-01,99.128443511014
2007-10-01,79.2085655241454
2007-11-01,83.9232349191413
2007-12-01,94.4160821913309
2008-01-01,134.251600390832
2008-02-01,101.743203170881
2008-03-01,117.044952076189
2008-04-01,91.7245287523688
2008-05-01,77.389452290947
2008-06-01,87.9917980155253
2008-07-01,93.7487397252171
2008-08-01,90.0048966622388
2008-09-01,167.606105215807
2008-10-01,204.751112424926
2008-11-01,143.238478742329
2008-12-01,146.344585548897
2009-01-01,146.615782020317
2009-02-01,149.569012996154
2009-03-01,132.766579484514
2009-04-01,104.206091583747
2009-05-01,103.772841722023
2009-06-01,109.315196766432
2009-07-01,101.249738812772
2009-08-01,98.2854705792052
2009-09-01,100.055628060108
2009-10-01,86.3608515113125
2009-11-01,99.5297433812632
2009-12-01,98.7852927612836
2010-01-01,112.953821279926
2010-02-01,111.314539713782
2010-03-01,106.740961443359
2010-04-01,103.396104042863
2010-05-01,147.463069019995
2010-06-01,133.459607082348
2010-07-01,140.93872482162
2010-08-01,120.874756327067
2010-09-01,133.070838258512
2010-10-01,122.160604506906
2010-11-01,127.287050150653
2010-12-01,129.410841852122
2011-01-01,110.249904124328
2011-02-01,93.2865098092913
2011-03-01,125.973695676354
2011-04-01,114.688331505562
2011-05-01,88.6652862053408
2011-06-01,116.899461425165
2011-07-01,155.215850169808
2011-08-01,214.538587357708
2011-09-01,190.841958535545
2011-10-01,165.045375699156
2011-11-01,197.382246973661
2011-12-01,181.285056377145
2012-01-01,161.015370430905
2012-02-01,141.610416357262
2012-03-01,134.273360090317
2012-04-01,126.430534896407
2012-05-01,159.419650923069
2012-06-01,187.989452437075
2012-07-01,158.760227358312
2012-08-01,122.547864929557
2012-09-01,151.794848655336
2012-10-01,158.453116771598
2012-11-01,173.7343404557
2012-12-01,168.443448469707
2013-01-01,167.83031644028
2013-02-01,125.631284962924
2013-03-01,141.647432766509
2013-04-01,134.513988410743
2013-05-01,106.414012462444
2013-06-01,120.386600472432
2013-07-01,107.922552844946
2013-08-01,118.720461814141
2013-09-01,132.729989394375
2013-10-01,157.467093835696
2013-11-01,95.9499878993627
2013-12-01,118.237828623164
2014-01-01,110.91580003173
2014-02-01,97.9484162050422
2014-03-01,113.258878080363
2014-04-01,101.10832748907
2014-05-01,103.696489026262
2014-06-01,86.2831747759401
2014-07-01,92.8407719866577
2014-08-01,98.9720635414297
2014-09-01,122.981774263248
2014-10-01,118.763094815418
2014-11-01,113.141903424054
2014-12-01,111.531654486423
2015-01-01,135.721945628602
2015-02-01,112.236484531321
2015-03-01,103.667944156025
2015-04-01,101.315462908437
2015-05-01,106.040938845349
2015-06-01,117.476495885082
2015-07-01,128.806464140314
2015-08-01,130.935031127651
2015-09-01,173.714753892537
2015-10-01,124.612400405617
2015-11-01,101.499038902762
2015-12-01,113.240810753271
2016-01-01,149.725337731252
2016-02-01,154.926202934441
2016-03-01,165.723012118606
2016-04-01,143.928314471132
2016-05-01,131.884182820807
2016-06-01,242.08581906755
2016-07-01,234.484875571209
2016-08-01,143.122786761633
2016-09-01,148.4347383829
2016-10-01,133.453931538283
2016-11-01,249.393075266126
2016-12-01,220.957465438639
2017-01-01,263.981993098058
2017-02-01,200.615233341432
2017-03-01,233.90325970968
2017-04-01,179.640483123763
2017-05-01,164.478528451356
2017-06-01,169.04688041657
2017-07-01,147.242089674804
2017-08-01,140.114199854188
2017-09-01,156.357957531091
2017-10-01,148.627239440602
2017-11-01,155.135865045193
2017-12-01,148.603009719703
2018-01-01,150.540322256365
2018-02-01,123.827944089233
2018-03-01,167.365419541174
2018-04-01,155.747153514509
2018-05-01,174.626975177052
2018-06-01,176.691219172573
2018-07-01,220.98321453275
2018-08-01,178.870894617466
2018-09-01,194.237156979613
2018-10-01,219.520313322943
2018-11-01,244.506196119346
2018-12-01,268.472028179848
2019-01-01,260.679331343912
2019-02-01,204.45372126919
2019-03-01,248.647086385643
2019-04-01,190.007622774253
2019-05-01,238.503632702031
2019-06-01,312.983272140455
2019-07-01,258.887558735458
2019-08-01,314.890672268101
2019-09-01,271.89118695758
2019-10-01,256.384922810902
2019-11-01,251.28556500059
2019-12-01,263.866134690017
2020-01-01,225.538944011489
2020-02-01,227.808218365729
2020-03-01,355.331642084206
2020-04-01,356.14982329416
2020-05-01,428.103663447472
2020-06-01,326.486873982834
2020-07-01,349.477660972283
2020-08-01,299.235646206812
2020-09-01,288.889967455594
2020-10-01,305.341726412746
2020-11-01,364.902649367001
2020-12-01,293.548239429727
2021-01-01,278.602817610503
2021-02-01,214.227368371718
2021-03-01,213.699564891638
2021-04-01,197.521941016596
2021-05-01,189.152263738911
2021-06-01,177.424212815357
2021-07-01,204.234548144268
2021-08-01,214.052852831633
2021-09-01,204.116325905846
2021-10-01,193.506797319629
2021-11-01,226.47158628434
2021-12-01,263.866419267256
2022-01-01,230.455031130525
2022-02-01,190.629328735763
2022-03-01,327.352398190822
2022-04-01,299.3165321912
2022-05-01,287.922706701696
2022-06-01,272.392055520322
2022-07-01,313.727533123423
2022-08-01,254.982580109221
2022-09-01,279.900334165286
2022-10-01,298.584220225752
2022-11-01,329.366414505092
2022-12-01,260.573974971895
2023-01-01,249.263691243134
2023-02-01,245.293618091841
2023-03-01,314.668026595156
2023-04-01,233.5589371511
2023-05-01,228.814278549796
2023-06-01,231.43880631794
2023-07-01,228.340938418767
2023-08-01,213.460433558579
2023-09-01,246.491249092828
2023-10-01,226.055159306839
2023-11-01,246.628107109678
