"Date","MAM1A3CAM189N"
1968-01-01,2.3331e+10
1968-02-01,2.2854e+10
1968-03-01,2.2825e+10
1968-04-01,2.3212e+10
1968-05-01,2.3542e+10
1968-06-01,2.352e+10
1968-07-01,2.3969e+10
1968-08-01,2.4277e+10
1968-09-01,2.4413e+10
1968-10-01,2.4616e+10
1968-11-01,2.478e+10
1968-12-01,2.4989e+10
1969-01-01,2.5017e+10
1969-02-01,2.4385e+10
1969-03-01,2.454e+10
1969-04-01,2.5131e+10
1969-05-01,2.5312e+10
1969-06-01,2.5402e+10
1969-07-01,2.5757e+10
1969-08-01,2.554e+10
1969-09-01,2.5765e+10
1969-10-01,2.6024e+10
1969-11-01,2.611e+10
1969-12-01,2.6262e+10
1970-01-01,2.5634e+10
1970-02-01,2.5432e+10
1970-03-01,2.5653e+10
1970-04-01,2.6183e+10
1970-05-01,2.6307e+10
1970-06-01,2.6474e+10
1970-07-01,2.6908e+10
1970-08-01,2.6889e+10
1970-09-01,2.7231e+10
1970-10-01,2.7275e+10
1970-11-01,2.7444e+10
1970-12-01,2.7927e+10
1971-01-01,2.7527e+10
1971-02-01,2.7346e+10
1971-03-01,2.7758e+10
1971-04-01,2.853e+10
1971-05-01,2.9448e+10
1971-06-01,3.0453e+10
1971-07-01,3.1037e+10
1971-08-01,3.1383e+10
1971-09-01,3.1866e+10
1971-10-01,3.2008e+10
1971-11-01,3.1656e+10
1971-12-01,3.1913e+10
1972-01-01,3.1901e+10
1972-02-01,3.1875e+10
1972-03-01,3.2403e+10
1972-04-01,3.2912e+10
1972-05-01,3.3354e+10
1972-06-01,3.3564e+10
1972-07-01,3.4437e+10
1972-08-01,3.4475e+10
1972-09-01,3.5031e+10
1972-10-01,3.5482e+10
1972-11-01,3.5791e+10
1972-12-01,3.6094e+10
1973-01-01,3.6039e+10
1973-02-01,3.5784e+10
1973-03-01,3.5982e+10
1973-04-01,3.6859e+10
1973-05-01,3.7552e+10
1973-06-01,3.7789e+10
1973-07-01,3.876e+10
1973-08-01,3.8891e+10
1973-09-01,3.9188e+10
1973-10-01,3.9484e+10
1973-11-01,3.9326e+10
1973-12-01,3.9874e+10
1974-01-01,3.9753e+10
1974-02-01,3.9378e+10
1974-03-01,3.9939e+10
1974-04-01,4.0964e+10
1974-05-01,4.2433e+10
1974-06-01,4.1761e+10
1974-07-01,4.2546e+10
1974-08-01,4.2188e+10
1974-09-01,4.2649e+10
1974-10-01,4.2909e+10
1974-11-01,4.2897e+10
1974-12-01,4.3308e+10
1975-01-01,4.3734e+10
1975-02-01,4.5216e+10
1975-03-01,4.6564e+10
1975-04-01,4.8232e+10
