"Date","CANCP040200GPM"
1960-01-01,0
1960-02-01,0
1960-03-01,0
1960-04-01,1.7391304347826
1960-05-01,0
1960-06-01,0
1960-07-01,0
1960-08-01,0
1960-09-01,0
1960-10-01,0
1960-11-01,0.854700854700867
1960-12-01,0
1961-01-01,0
1961-02-01,0
1961-03-01,0
1961-04-01,0.847457627118645
1961-05-01,0
1961-06-01,0
1961-07-01,0
1961-08-01,0
1961-09-01,0.84033613445377
1961-10-01,0
1961-11-01,0
1961-12-01,0
1962-01-01,0
1962-02-01,0
1962-03-01,0
1962-04-01,0.833333333333334
1962-05-01,1.65289256198348
1962-06-01,0
1962-07-01,0
1962-08-01,0.813008130081301
1962-09-01,0
1962-10-01,0
1962-11-01,0
1962-12-01,0
1963-01-01,0.806451612903215
1963-02-01,0
1963-03-01,0
1963-04-01,0
1963-05-01,0
1963-06-01,0
1963-07-01,0
1963-08-01,0.800000000000001
1963-09-01,0.793650793650794
1963-10-01,0.78740157480315
1963-11-01,0
1963-12-01,0
1964-01-01,0
1964-02-01,0.781250000000001
1964-03-01,0.775193798449613
1964-04-01,0
1964-05-01,0.76923076923077
1964-06-01,0
1964-07-01,0.763358778625955
1964-08-01,0
1964-09-01,0
1964-10-01,0.757575757575758
1964-11-01,0.751879699248121
1964-12-01,0
1965-01-01,0
1965-02-01,1.49253731343284
1965-03-01,0
1965-04-01,0
1965-05-01,0.735294117647039
1965-06-01,0
1965-07-01,0
1965-08-01,0.729927007299291
1965-09-01,0
1965-10-01,0
1965-11-01,0
1965-12-01,0.724637681159421
1966-01-01,0.719424460431655
1966-02-01,0.714285714285695
1966-03-01,0
1966-04-01,0
1966-05-01,0.709219858156029
1966-06-01,0
1966-07-01,0
1966-08-01,0.704225352112696
1966-09-01,0
1966-10-01,0.6993006993007
1966-11-01,0.694444444444426
1966-12-01,0.689655172413794
1967-01-01,0.684931506849316
1967-02-01,0
1967-03-01,0.680272108843557
1967-04-01,1.35135135135133
1967-05-01,0.666666666666667
1967-06-01,0
1967-07-01,0
1967-08-01,0.66225165562914
1967-09-01,0.657894736842106
1967-10-01,0
1967-11-01,0
1967-12-01,0
1968-01-01,1.96078431372549
1968-02-01,0.641025641025642
1968-03-01,1.27388535031847
1968-04-01,0.628930817610064
1968-05-01,1.25
1968-06-01,0
1968-07-01,0
1968-08-01,0
1968-09-01,1.23456790123455
1968-10-01,1.21951219512197
1968-11-01,0
1968-12-01,0
1969-01-01,1.80722891566264
1969-02-01,0.591715976331378
1969-03-01,1.17647058823528
1969-04-01,1.74418604651165
1969-05-01,1.14285714285713
1969-06-01,0
1969-07-01,0
1969-08-01,0
1969-09-01,0.564971751412446
1969-10-01,1.12359550561796
1969-11-01,0
1969-12-01,1.66666666666668
1970-01-01,1.09289617486337
1970-02-01,0.540540540540556
1970-03-01,0.537634408602136
1970-04-01,1.06951871657754
1970-05-01,0.52910052910053
1970-06-01,0
1970-07-01,1.05263157894737
1970-08-01,0.520833333333334
1970-09-01,0
1970-10-01,2.07253886010363
1970-11-01,0.50761421319797
1970-12-01,0.505050505050491
1971-01-01,1.00502512562816
1971-02-01,0.995024875621891
1971-03-01,0
1971-04-01,0.985221674876848
1971-05-01,0
1971-06-01,0
1971-07-01,0.975609756097548
1971-08-01,0.483091787439627
1971-09-01,0
1971-10-01,1.92307692307691
1971-11-01,1.41509433962264
1971-12-01,0
1972-01-01,0.465116279069781
1972-02-01,0.46296296296295
1972-03-01,0.460829493087558
1972-04-01,0.458715596330276
