"Date","CANCP090000IXNBM"
2014-12-01,100
2015-01-01,99.38915158
2015-02-01,102.199643
2015-03-01,103.2177255
2015-04-01,101.866622
2015-05-01,102.4527437
2015-06-01,102.3141871
2015-07-01,102.4991239
2015-08-01,102.7539323
2015-09-01,102.9338296
2015-10-01,103.198956
2015-11-01,102.1760726
2015-12-01,101.4975684
2016-01-01,101.2892731
2016-02-01,103.404053
2016-03-01,104.8205747
2016-04-01,103.894775
2016-05-01,103.9264263
2016-06-01,103.7572223
2016-07-01,104.6344956
2016-08-01,103.8295693
2016-09-01,104.1579748
2016-10-01,104.3858328
2016-11-01,103.7616589
2016-12-01,103.6
2017-01-01,104.5
2017-02-01,106.3
2017-03-01,108.8
2017-04-01,106.9
2017-05-01,105.9
2017-06-01,105.9
2017-07-01,105.7
2017-08-01,105.2
2017-09-01,106.2
2017-10-01,105.6
2017-11-01,105.4
2017-12-01,104.2
2018-01-01,104.8
2018-02-01,107.6
2018-03-01,110.2
2018-04-01,106.4
2018-05-01,108.4
2018-06-01,106
2018-07-01,108.4
2018-08-01,107.8
2018-09-01,108.4
2018-10-01,108
2018-11-01,107.2
2018-12-01,106.6
2019-01-01,107
2019-02-01,109.1
2019-03-01,111.2
2019-04-01,109.9
2019-05-01,111.5
2019-06-01,110
2019-07-01,112.2
2019-08-01,111.2
2019-09-01,111.5
2019-10-01,111.8
2019-11-01,109.6
2019-12-01,108.8
2020-01-01,108.1
2020-02-01,112.2
2020-03-01,112.6
2020-04-01,112.4
2020-05-01,113.1
2020-06-01,113.6
2020-07-01,113.674805961392
2020-08-01,113.5
2020-09-01,113.2
2020-10-01,114
2020-11-01,114
2020-12-01,114
2021-01-01,114.9
2021-02-01,114.8
2021-03-01,115.2
2021-04-01,115.5
2021-05-01,116.3
2021-06-01,116.8
2021-07-01,118.1
2021-08-01,115.8
2021-09-01,116.1
2021-10-01,117.9
2021-11-01,115.9
2021-12-01,115.3
2022-01-01,117.5
2022-02-01,119.3
2022-03-01,121.5
2022-04-01,119.6
2022-05-01,120.9
2022-06-01,121.3
2022-07-01,122.6
2022-08-01,121.2
2022-09-01,121.8
2022-10-01,122.4
2022-11-01,121.9
2022-12-01,120.6
2023-01-01,122
2023-02-01,123
2023-03-01,124.8
2023-04-01,124.9
2023-05-01,126.4
2023-06-01,124.2
2023-07-01,126.8
2023-08-01,125.3
2023-09-01,124.6
2023-10-01,127.2
