"Date","LRIN24FECAM156S"
1995-01-01,37.8339305012149
1995-02-01,38.598885947236
1995-03-01,38.5068494185726
1995-04-01,38.3346900986336
1995-05-01,38.3119221957652
1995-06-01,38.4341979121248
1995-07-01,38.0326147865383
1995-08-01,38.979003898412
1995-09-01,39.284317226386
1995-10-01,38.7911940733104
1995-11-01,39.3247003879692
1995-12-01,39.3587110994908
1996-01-01,39.4876080840711
1996-02-01,38.9685823031902
1996-03-01,39.6029036309584
1996-04-01,39.4698992765064
1996-05-01,39.4980276889439
1996-06-01,39.6609894412096
1996-07-01,39.7419893271127
1996-08-01,39.9575182930753
1996-09-01,39.6666106143073
1996-10-01,39.9275241312535
1996-11-01,39.7606923846933
1996-12-01,40.157134201015
1997-01-01,40.1189018999776
1997-02-01,39.9658503341697
1997-03-01,40.1767046762558
1997-04-01,40.3154473753819
1997-05-01,41.4240394275236
1997-06-01,39.593078225171
1997-07-01,41.6316343836787
1997-08-01,40.2394995227732
1997-09-01,41.0551370579696
1997-10-01,41.6434878141591
1997-11-01,41.5931546314952
1997-12-01,42.0239342565501
1998-01-01,41.296092862164
1998-02-01,41.3194313938606
1998-03-01,40.9264342230738
1998-04-01,40.5275700732173
1998-05-01,40.3121511024486
1998-06-01,40.5795393938125
1998-07-01,40.7015866633253
1998-08-01,39.6262404754025
1998-09-01,38.8761613458634
1998-10-01,38.5119191619699
1998-11-01,38.4416343607202
1998-12-01,38.0449333724618
1999-01-01,37.9861073269231
1999-02-01,38.5124928726562
1999-03-01,38.758366202761
1999-04-01,37.8860369245533
1999-05-01,37.9502090213882
1999-06-01,38.2959836093071
1999-07-01,38.2839107728702
1999-08-01,39.6388923041344
1999-09-01,38.423894713544
1999-10-01,38.6314042050985
1999-11-01,38.8451551353941
1999-12-01,38.5207513877128
2000-01-01,38.6652977123461
2000-02-01,37.5726151842376
2000-03-01,37.402583323674
2000-04-01,38.1841339701312
2000-05-01,37.5043955957892
2000-06-01,37.5180228868967
2000-07-01,37.1338589118079
2000-08-01,36.8002118531528
2000-09-01,35.9688405372194
2000-10-01,36.1333640533436
