"Date","MABMBM01CAM659S"
1971-01-01,10.6339845189827
1971-02-01,10.1356639707801
1971-03-01,11.3049146134793
1971-04-01,10.3158437540286
1971-05-01,10.6414667967747
1971-06-01,11.7359475785809
1971-07-01,10.4040861513688
1971-08-01,10.7400766970467
1971-09-01,10.84950918887
1971-10-01,11.4393494023124
1971-11-01,10.0931152602885
1971-12-01,9.4247913505311
1972-01-01,12.0939530234882
1972-02-01,12.6661139405425
1972-03-01,13.2814879014312
1972-04-01,14.4159304445379
1972-05-01,15.3762242955949
1972-06-01,15.2154491100268
1972-07-01,15.2806581736138
1972-08-01,14.4408715792314
1972-09-01,13.5539427835852
1972-10-01,14.3755220468633
1972-11-01,15.4016389850563
1972-12-01,14.8144135555026
1973-01-01,13.7846846273061
1973-02-01,14.601993187839
1973-03-01,13.4447178511611
1973-04-01,13.6740613637292
1973-05-01,13.5080766832291
1973-06-01,13.4406998707625
1973-07-01,14.7378617744741
1973-08-01,16.0061305091073
1973-09-01,17.0002345399109
1973-10-01,17.5654379828574
1973-11-01,19.3175992557009
1973-12-01,21.5105306861931
1974-01-01,22.4382416598254
1974-02-01,22.7732217880272
1974-03-01,24.3424530193391
1974-04-01,24.7466216216216
1974-05-01,27.2941551766916
1974-06-01,26.5357987906406
1974-07-01,27.5607780974862
1974-08-01,27.5766865969952
1974-09-01,27.3946744178277
1974-10-01,26.1434596397162
1974-11-01,23.5260419153101
1974-12-01,20.6799614823098
1975-01-01,20.7445673706988
1975-02-01,19.4799760908548
1975-03-01,18.3455979360286
1975-04-01,16.8383295639522
1975-05-01,13.1315522018183
1975-06-01,14.2516794791883
1975-07-01,13.0911055581819
1975-08-01,12.1402018056293
1975-09-01,12.5883479104654
1975-10-01,13.3062060207083
1975-11-01,12.8888888888889
1975-12-01,15.0281206162083
1976-01-01,13.7338297469553
1976-02-01,15.079543749062
1976-03-01,16.1990759664573
1976-04-01,18.5148197465108
1976-05-01,20.1454608104948
1976-06-01,20.3360651762766
1976-07-01,19.7618450440121
1976-08-01,20.4335574919492
1976-09-01,19.8390421728142
1976-10-01,19.346943443701
1976-11-01,20.7212141960516
1976-12-01,20.1693929154826
1977-01-01,20.312482661429
1977-02-01,19.3092280438634
1977-03-01,18.7600601208813
1977-04-01,17.311833550065
1977-05-01,17.4855831771298
1977-06-01,16.5649116444015
1977-07-01,16.2007718927328
1977-08-01,16.2156051237183
1977-09-01,16.5576558627727
1977-10-01,16.4042510373643
1977-11-01,16.0065413846561
1977-12-01,14.7590894278665
1978-01-01,14.4306506059656
1978-02-01,14.2612497722718
1978-03-01,14.4699757651916
1978-04-01,14.7535604703545
1978-05-01,13.7550130775937
1978-06-01,14.104580812446
1978-07-01,14.7118900084107
1978-08-01,14.7337968837233
1978-09-01,15.0593669746189
1978-10-01,14.7445027126263
1978-11-01,17.811947425461
1978-12-01,17.6557923687904
1979-01-01,19.1709385175871
1979-02-01,19.5980420294014
1979-03-01,18.3970956081267
1979-04-01,18.3048306453482
1979-05-01,19.7023230147842
1979-06-01,19.9524310894644
1979-07-01,20.6733502917851
1979-08-01,20.2770650859654
1979-09-01,19.2980803374084
1979-10-01,19.843017958229
1979-11-01,18.218287453313
1979-12-01,18.9671698191271
1980-01-01,18.1146138394216
1980-02-01,18.2443557149428
1980-03-01,18.9757141059519
1980-04-01,18.9372264680907
1980-05-01,18.0152896583517
1980-06-01,17.8896185905532
1980-07-01,17.695855963098
1980-08-01,15.7025603932842
1980-09-01,15.3247116138085
1980-10-01,15.627170190857
1980-11-01,14.3306810203604
1980-12-01,14.4379075496305
1981-01-01,15.4183558945464
1981-02-01,16.2924420341735
1981-03-01,14.1595925297114
1981-04-01,13.7625562249768
1981-05-01,12.0794700549585
1981-06-01,12.6069955541272
1981-07-01,12.6099644952959
1981-08-01,15.2964673970629
1981-09-01,15.4289416437101
1981-10-01,13.4369547320842
1981-11-01,10.4506330150347
1981-12-01,11.0852234164328
1982-01-01,7.85118226649865
1982-02-01,4.9837607251927
