"Date","CCUSMA02CAM661N"
1960-01-01,74.5536712764966
1960-02-01,74.4754407714845
1960-03-01,74.3972102664724
1960-04-01,75.3359763266172
1960-05-01,76.5094339017982
1960-06-01,76.5876644068102
1960-07-01,76.5094339017982
1960-08-01,75.8835898617017
1960-09-01,76.0400508717258
1960-10-01,76.5876644068102
1960-11-01,76.4312033967861
1960-12-01,76.8223559218464
1961-01-01,77.6828914769791
1961-02-01,77.4481999619429
1961-03-01,77.2135084469068
1961-04-01,77.3699694569309
1961-05-01,77.2917389519188
1961-06-01,78.6216575371239
1961-07-01,80.8903421824738
1961-08-01,80.6556506674376
1961-09-01,80.6556506674376
1961-10-01,80.5774201624255
1961-11-01,81.0468031924979
1961-12-01,81.5944167275823
1962-01-01,81.7508777376064
1962-02-01,82.0637997576547
1962-03-01,82.0637997576547
1962-04-01,82.1420302626668
1962-05-01,84.6704401846566
1962-06-01,85.1155717581753
1962-07-01,84.43261944942
1962-08-01,84.3207498272527
1962-09-01,84.2566008131428
1962-10-01,84.1963633242835
1962-11-01,84.2558185080927
1962-12-01,84.1877579687322
1963-01-01,84.2792876595963
1963-02-01,84.3207498272527
1963-03-01,84.348912809057
1963-04-01,84.2534715929424
1963-05-01,84.2910222353481
1963-06-01,84.3708173504604
1963-07-01,84.4842515827279
1963-08-01,84.7338068937164
1963-09-01,84.491292328179
1963-10-01,84.3395251484556
1963-11-01,84.3199675222026
1963-12-01,84.4560886009236
1964-01-01,84.5272783604846
1964-02-01,84.5053738190812
1964-03-01,84.5421421564369
1964-04-01,84.5749989685419
1964-05-01,84.5742166634918
1964-06-01,84.5742166634918
1964-07-01,84.5984681200455
1964-08-01,84.400544942365
1964-09-01,84.1979279343838
1964-10-01,84.1329966152238
1964-11-01,84.0281677385076
1964-12-01,84.0837113970662
1965-01-01,84.0203446880064
1965-02-01,84.1705472576296
1965-03-01,84.5914273745944
1965-04-01,84.43261944942
1965-05-01,84.4576532110238
1965-06-01,84.6821747604084
1965-07-01,84.7752690613728
1965-08-01,84.3786404009616
1965-09-01,84.2206147808373
1965-10-01,84.1196974293717
1965-11-01,84.1103097687703
1965-12-01,84.17367647783
1966-01-01,84.0868406172666
1966-02-01,84.2135740353862
1966-03-01,84.2080979000354
1966-04-01,84.2675530838445
1966-05-01,84.2433016272908
1966-06-01,84.2307847464888
1966-07-01,84.1032690233192
1966-08-01,84.1259558697727
1966-09-01,84.205750984885
1966-10-01,84.4537416857732
1966-11-01,84.666528659406
1966-12-01,84.7392830290672
1967-01-01,84.4615647362744
1967-02-01,84.5468359867376
1967-03-01,84.6516648634538
1967-04-01,84.6853039806089
1967-05-01,84.6649640493058
1967-06-01,84.5335368008855
1967-07-01,84.3309197929043
1967-08-01,84.1760233929804
1967-09-01,84.1290850899732
1967-10-01,83.9843586557008
1967-11-01,84.115003599071
1967-12-01,84.5194553099834
1968-01-01,84.8660164471868
1968-02-01,85.068633455168
1968-03-01,84.8754041077882
1968-04-01,84.5116322594822
1968-05-01,84.3363959282551
1968-06-01,84.2581654232431
1968-07-01,84.0078278072045
1968-08-01,83.9264680819919
1968-09-01,83.9546310637962
1968-10-01,83.9366380476435
1968-11-01,83.959324894097
1968-12-01,83.959324894097
1969-01-01,83.9327265223929
1969-02-01,84.0649360758633
1969-03-01,84.2433016272908
