"Date","LRHUADMACAM156N"
1976-01-01,5.36256877720292
1976-02-01,5.40435379164875
1976-03-01,5.20061255742726
1976-04-01,5.1982753385559
1976-05-01,4.06139362729321
1976-06-01,3.54425830155149
1976-07-01,3.58238081962643
1976-08-01,3.43351910828026
1976-09-01,3.31750730050259
1976-10-01,3.86016603292787
1976-11-01,4.1165763206849
1976-12-01,4.80889031791327
1977-01-01,5.87901854401166
1977-02-01,6.22810196931255
1977-03-01,6.58545869813476
1977-04-01,6.40317466648055
1977-05-01,5.00867644738918
1977-06-01,4.31893687707641
1977-07-01,4.15618613425562
1977-08-01,4.09458691691319
1977-09-01,4.06877799730052
1977-10-01,4.00164531672347
1977-11-01,4.55706148104498
1977-12-01,5.47099877765072
1978-01-01,6.38589384642878
1978-02-01,6.56856556730314
1978-03-01,7.05045530933677
1978-04-01,6.91854568151674
1978-05-01,5.54676342301309
1978-06-01,4.74293157612444
1978-07-01,4.40003842828322
1978-08-01,4.50500343747613
1978-09-01,4.33728962332557
1978-10-01,4.28734974241557
1978-11-01,4.68591157571689
1978-12-01,5.28864706336343
1979-01-01,6.42394978271366
1979-02-01,6.13026079223616
1979-03-01,6.42124598193785
1979-04-01,6.09226077011056
1979-05-01,4.83058996549579
1979-06-01,4.08485076027783
1979-07-01,3.61626663163623
1979-08-01,3.73866786543793
1979-09-01,3.52132461743056
1979-10-01,3.54871987245616
1979-11-01,4.18516289218268
1979-12-01,4.75053531161768
1980-01-01,5.98156017605099
1980-02-01,6.15224978775587
1980-03-01,6.06978845140405
1980-04-01,6.0236220472441
1980-05-01,5.19164281200045
1980-06-01,4.19490038957922
1980-07-01,4.15905189123332
1980-08-01,4.14507772020725
1980-09-01,4.0209758154715
1980-10-01,4.02419295536436
1980-11-01,4.48806307548106
1980-12-01,4.88856804383237
1981-01-01,5.87951449463643
1981-02-01,5.80036552271594
1981-03-01,6.05193661971831
1981-04-01,5.54793141937018
1981-05-01,4.85605964409454
1981-06-01,4.23705942678253
1981-07-01,4.1375207326747
1981-08-01,3.95576732895802
1981-09-01,4.48037034378813
1981-10-01,4.65450624494564
1981-11-01,4.95416493391433
1981-12-01,6.3424294175357
1982-01-01,7.28605460875939
1982-02-01,7.38439042222628
1982-03-01,8.11975094121054
1982-04-01,8.23940221816142
1982-05-01,7.62988176280903
1982-06-01,7.58962691740282
1982-07-01,7.88945526881338
1982-08-01,8.29955195220824
1982-09-01,8.58159814913686
1982-10-01,9.15771119493274
1982-11-01,10.0164703354936
1982-12-01,10.7678205542974
1983-01-01,11.790866688361
1983-02-01,11.6228859301907
1983-03-01,11.7229350940576
1983-04-01,11.1176136766688
