"Date","LREM55FECAM156N"
1976-01-01,29.2116353170932
1976-02-01,29.4334596865075
1976-03-01,29.3955482948744
1976-04-01,29.8290250356198
1976-05-01,30.2799756542909
1976-06-01,29.9160853300981
1976-07-01,30.2257609352953
1976-08-01,31.2839059674503
1976-09-01,31.3658683234793
1976-10-01,30.9776089564174
1976-11-01,30.3220660085751
1976-12-01,30.6812531079065
1977-01-01,30.1606186793575
1977-02-01,29.1052891744933
1977-03-01,29.3984220907298
1977-04-01,29.5101318119221
1977-05-01,29.6822906452246
1977-06-01,29.0814829306466
1977-07-01,29.5472287275566
1977-08-01,29.8598949211909
1977-09-01,30.5571733643953
1977-10-01,30.6992058880496
1977-11-01,29.6482412060302
1977-12-01,29.0123456790124
1978-01-01,28.4298633827208
1978-02-01,28.5028790786948
1978-03-01,28.2498323594214
1978-04-01,28.8718929254302
1978-05-01,29.0510252742012
1978-06-01,29.5002379819134
1978-07-01,29.6342042755344
1978-08-01,29.9014031095942
1978-09-01,30.1315415917479
1978-10-01,29.8601927073493
1978-11-01,30.2904564315353
1978-12-01,29.9849369233666
1979-01-01,30.2170440665226
1979-02-01,31.3642756680731
1979-03-01,31.8415878663047
1979-04-01,31.9693572496263
1979-05-01,31.7974069583061
1979-06-01,32.2376385138281
1979-07-01,31.4434426991356
1979-08-01,30.35813694563
1979-09-01,31.526774133778
1979-10-01,31.2436430883033
1979-11-01,31.4963537339611
1979-12-01,31.0996405198636
1980-01-01,31.3034679422317
1980-02-01,30.9239529757531
1980-03-01,30.9244314013206
1980-04-01,30.9811458905363
1980-05-01,31.9780721790772
1980-06-01,31.1240769441152
1980-07-01,30.9365613907345
1980-08-01,29.7356227855001
1980-09-01,30.5049406218838
1980-10-01,31.2036199095023
1980-11-01,30.8338603306532
1980-12-01,30.3516681695221
1981-01-01,29.7336213102952
1981-02-01,30.5612932195779
1981-03-01,30.7485432541462
1981-04-01,30.663205942898
1981-05-01,31.7458899213724
1981-06-01,31.2828742087902
1981-07-01,30.7315770736917
1981-08-01,31.1977963390794
1981-09-01,32.1688242596205
1981-10-01,31.3473796033995
1981-11-01,31.3831197525408
1981-12-01,31.1975995057806
1982-01-01,30.8613704421349
1982-02-01,30.9626373626374
1982-03-01,30.8758995962787
1982-04-01,31.0226973972483
1982-05-01,31.6332779284402
1982-06-01,30.4731145251397
1982-07-01,29.7742525930445
1982-08-01,30.3644428981473
1982-09-01,30.6450212692074
1982-10-01,30.7625649913345
1982-11-01,30.8391003460208
1982-12-01,29.9853182485534
