"Date","CANPRINTO01MLM"
1969-02-01,11828167401.3347
1969-03-01,12006084125.4774
1969-04-01,11941836419.537
1969-05-01,11923715271.7076
1969-06-01,11752388055.8666
1969-07-01,10829856893.6455
1969-08-01,11179100833.6292
1969-09-01,11941836419.537
1969-10-01,11912183632.1799
1969-11-01,12246601178.485
1969-12-01,11618950512.7596
1970-01-01,11488807723.8034
1970-02-01,12098337241.6995
1970-03-01,11854525434.541
1970-04-01,11740856416.3388
1970-05-01,11727677399.7356
1970-06-01,11325717393.3393
1970-07-01,10599224103.0902
1970-08-01,11058842307.1253
1970-09-01,11686492972.8508
1970-10-01,11704614120.6801
1970-11-01,12052210683.5884
1970-12-01,11459154936.4463
1971-01-01,11060489684.2007
1971-02-01,12172469210.0922
1971-03-01,12185648226.6954
1971-04-01,12129637406.132
1971-05-01,12136226914.4335
1971-06-01,12408044131.8737
1971-07-01,10839741156.0978
1971-08-01,11940189042.4616
1971-09-01,13134537422.1228
1971-10-01,13086763486.9363
1971-11-01,13266327588.1544
1971-12-01,12197179866.2232
1972-01-01,12076921339.7193
1972-02-01,13080173978.6348
1972-03-01,13177369226.0831
1972-04-01,13445891689.3724
1972-05-01,13146069061.6506
1972-06-01,13421181033.2415
1972-07-01,11729324776.811
1972-08-01,12495355116.8696
1972-09-01,14155911208.8676
1972-10-01,14389838753.5736
1972-11-01,14832983186.8548
1972-12-01,13500255132.8604
1973-01-01,13361875458.5273
1973-02-01,15167400733.16
1973-03-01,15315664669.9455
1973-04-01,14981247123.6404
1973-05-01,14842867449.3072
1973-06-01,15137747945.8029
1973-07-01,13505197264.0866
1973-08-01,13745714317.0943
1973-09-01,15370028113.4336
1973-10-01,15597366149.838
1973-11-01,16027331566.5161
1973-12-01,14600703019.2242
1974-01-01,14541397444.51
1974-02-01,15953199598.1233
1974-03-01,15933431073.2186
1974-04-01,15444160081.8263
1974-05-01,15437570573.5247
1974-06-01,15452396967.2033
1974-07-01,13457423328.9002
1974-08-01,14075189732.1732
1974-09-01,15286011882.5884
1974-10-01,15345317457.3026
1974-11-01,15365085982.2074
1974-12-01,13959873336.8956
1975-01-01,13300922506.7377
1975-02-01,14663303348.0892
1975-03-01,14297585637.3515
1975-04-01,14202037766.9786
1975-05-01,13688056119.4554
1975-06-01,14160853340.0938
1975-07-01,12416281017.2507
1975-08-01,12964857583.3571
1975-09-01,14261343341.6928
1975-10-01,14294290883.2007
1975-11-01,14897230892.7952
1975-12-01,13808314645.9593
1976-01-01,13684761365.3047
1976-02-01,15117979420.8981
1976-03-01,15256359095.2313
1976-04-01,15154221716.5568
1976-05-01,15117979420.8981
1976-06-01,15386501884.1875
1976-07-01,12961562829.2063
1976-08-01,14126258421.5105
1976-09-01,15399680900.7907
1976-10-01,15167400733.16
1976-11-01,15859299104.8258
1976-12-01,14600703019.2242
1977-01-01,14760498595.5375
1977-02-01,16068515993.4009
1977-03-01,15931783696.1432
1977-04-01,15399680900.7907
1977-05-01,15320606801.1717
1977-06-01,15859299104.8258
1977-07-01,13548029068.0469
1977-08-01,14376659736.9705
1977-09-01,15686324511.9094
1977-10-01,15870830744.3536
1977-11-01,16360101735.7458
1977-12-01,14908762532.323
1978-01-01,14849456957.6088
1978-02-01,16613797805.3566
1978-03-01,16473770753.9481
1978-04-01,16188774519.9048
1978-05-01,15742335332.4728
1978-06-01,16518249934.9837
1978-07-01,13889036122.6536
1978-08-01,14753909087.2359
1978-09-01,16773593381.6699
1978-10-01,16799951414.8762
1978-11-01,17317227816.5502
1978-12-01,15918604679.54
1979-01-01,15940020581.5202
1979-02-01,17804851430.8671
1979-03-01,17701066675.1172
1979-04-01,16847725350.0627
1979-05-01,16824662071.0072
1979-06-01,17465491753.3357
1979-07-01,14928531057.2277
1979-08-01,15712682545.1157
1979-09-01,17411128309.8477
1979-10-01,17414423063.9985
1979-11-01,17564334377.8594
1979-12-01,15562771231.2547
1980-01-01,15989441893.782
1980-02-01,17401244047.3953
1980-03-01,17669766510.6847
1980-04-01,16444117966.591
1980-05-01,15745630086.6236
1980-06-01,16472123376.8727
1980-07-01,13963168091.0464
1980-08-01,14752261710.1605
1980-09-01,16699461413.2772
1980-10-01,16938331089.2094
1980-11-01,17256274864.7606
1980-12-01,15536413198.0484
1981-01-01,15869183367.2782
1981-02-01,17379850356.906
1981-03-01,17276458699.8212
1981-04-01,16766680390.5837
1981-05-01,16126226514.7529
1981-06-01,16914587900.0244
1981-07-01,14660075377.481
1981-08-01,15060718048.6846
1981-09-01,16630260843.0412
1981-10-01,16297109947.9902
1981-11-01,16447889447.9056
1981-12-01,15333557143.7695
1982-01-01,15334993139.0068
1982-02-01,16637440819.2277
1982-03-01,16355985752.7191
1982-04-01,15090873948.6677
1982-05-01,14885526629.7354
1982-06-01,15217241529.5491
1982-07-01,12971344978.4294
1982-08-01,14091421263.5147
1982-09-01,14996098263.0066
1982-10-01,14650023410.82
1982-11-01,15425460838.9559
1982-12-01,14199120906.3113
1983-01-01,14695975258.4133
1983-02-01,15830411495.8714
1983-03-01,15833283486.346
1983-04-01,15301965248.5491
1983-05-01,15151185748.6338
1983-06-01,16236798148.0241
1983-07-01,14078497306.3791
1983-08-01,15343609110.4305
1983-09-01,16812632238.1769
1983-10-01,16601540938.2954
1983-11-01,17333898509.3127
1983-12-01,16434965490.7699
1984-01-01,16897355957.1769
1984-02-01,18010252266.0757
1984-03-01,18247191480.2284
1984-04-01,17672793385.3129
1984-05-01,17690025328.1603
1984-06-01,18356327118.2623
1984-07-01,16169306371.8715
1984-08-01,17118499223.7194
1984-09-01,18123695889.8215
1984-10-01,18583214365.754
1984-11-01,18927853222.7033
1984-12-01,17510525923.4992
1985-01-01,18139491837.4317
1985-02-01,19734882546.0595
1985-03-01,19694674679.4155
1985-04-01,18515722589.6014
1985-05-01,18428126880.1268
1985-06-01,19062836775.0084
1985-07-01,16590052976.3971
1985-08-01,17608173599.6349
1985-09-01,19015448932.1779
1985-10-01,19325623903.4322
1985-11-01,19734882546.0595
1985-12-01,18288835342.1098
1986-01-01,18856053460.8388
1986-02-01,20122601260.1275
1986-03-01,19503687312.856
1986-04-01,18995344998.8558
1986-05-01,18316119251.6182
1986-06-01,18817281589.432
1986-07-01,16456505419.3293
1986-08-01,17273586709.3466
1986-09-01,18548750480.059
1986-10-01,18777073722.7879
1986-11-01,18993909003.6185
1986-12-01,17789108999.5333
1987-01-01,18485566689.6183
1987-02-01,20151321164.8733
1987-03-01,19882790055.5003
1987-04-01,19130328551.161
1987-05-01,18749789813.2794
1987-06-01,19604206979.4663
1987-07-01,17253482776.0245
1987-08-01,18547314484.8217
1987-09-01,19917253941.1952
1987-10-01,20221684931.5004
1987-11-01,20698435350.2803
1987-12-01,19118840589.2627
1988-01-01,20102497326.8055
1988-02-01,21874515449.6198
1988-03-01,21719427963.9926
1988-04-01,20844906864.4838
1988-05-01,20592171702.7209
1988-06-01,21209649654.7551
1988-07-01,18363507094.4488
1988-08-01,19661646788.9578
1988-09-01,20992814373.9245
1988-10-01,21004302335.8228
1988-11-01,21146465864.3144
1988-12-01,19632926884.212
1989-01-01,20042185526.8393
1989-02-01,22009499001.925
1989-03-01,21570084459.3146
1989-04-01,21064614135.7889
1989-05-01,20513191964.6701
1989-06-01,21017226292.9584
1989-07-01,18199803637.3978
1989-08-01,19536715203.3137
1989-09-01,20829110916.8736
1989-10-01,20698435350.2803
1989-11-01,21216829630.9416
1989-12-01,19681750722.2799
1990-01-01,19441939517.6526
1990-02-01,21222573611.8907
1990-03-01,21226881597.6026
1990-04-01,20362412464.7547
1990-05-01,20201580998.1784
1990-06-01,20946862526.3313
1990-07-01,18255807451.6521
1990-08-01,19212180279.6864
1990-09-01,20062289460.1614
1990-10-01,20069469436.3478
1990-11-01,20161373131.5343
1990-12-01,18433870861.0759
1991-01-01,18755533794.2286
1991-02-01,19914381950.7206
1991-03-01,19855506145.9918
1991-04-01,19220796251.1102
1991-05-01,19151868479.7203
1991-06-01,19887098041.2121
1991-07-01,17431546185.4484
1991-08-01,18761277775.1778
1991-09-01,19907201974.5342
1991-10-01,19808118303.1613
1991-11-01,20096753345.8563
1991-12-01,18274475389.7369
1992-01-01,18700965975.2116
1992-02-01,20273380760.0428
1992-03-01,20161373131.5343
1992-04-01,19645850841.3476
1992-05-01,19261004117.7542
1992-06-01,19963205788.7884
1992-07-01,17224762871.2788
1992-08-01,18903441303.6693
1992-09-01,19967513774.5003
1992-10-01,20134089222.0258
1992-11-01,20727155255.0261
1992-12-01,19031244879.788
1993-01-01,19331367884.3814
1993-02-01,21313041311.8399
1993-03-01,21364737140.3823
1993-04-01,20490216040.8734
1993-05-01,20159937136.297
1993-06-01,20872190773.9922
1993-07-01,18053332123.1944
1993-08-01,20000541664.958
1993-09-01,21244113540.45
1993-10-01,21139285888.128
1993-11-01,21689272064.0096
1993-12-01,19632926884.212
1994-01-01,20368156445.7039
1994-02-01,21992267059.0775
1994-03-01,22098530706.6368
1994-04-01,21413560978.4501
1994-05-01,21471000787.9417
1994-06-01,22352701863.637
1994-07-01,19378755727.2119
1994-08-01,21575828440.2637
1994-09-01,22637028920.6201
1994-10-01,22543689230.1964
1994-11-01,23268866825.0272
1994-12-01,21509772659.3485
1995-01-01,22402961696.9421
1995-02-01,24140099973.699
1995-03-01,23779152739.9822
1995-04-01,22883799531.2573
1995-05-01,22706514494.2021
1995-06-01,23206483807.3362
1995-07-01,20256409773.4605
1995-08-01,22201443453.3829
1995-09-01,23026647906.4385
1995-10-01,23033025066.0448
1995-11-01,23562329313.3679
1995-12-01,21372412704.5635
1996-01-01,22306028870.9263
1996-02-01,23950060617.4312
1996-03-01,23513862900.36
1996-04-01,22854464597.0683
1996-05-01,22828955958.6431
1996-06-01,23319997248.3284
1996-07-01,20821426114.579
1996-08-01,22591725621.2886
1996-09-01,23615897454.0609
1996-10-01,23673291890.5176
1996-11-01,24484466592.4393
1996-12-01,21851975106.9575
1997-01-01,2.3028e+10
1997-02-01,2.4804e+10
1997-03-01,2.4429e+10
1997-04-01,2.4387e+10
1997-05-01,2.4031e+10
1997-06-01,2.4363e+10
1997-07-01,2.2321e+10
1997-08-01,2.378e+10
1997-09-01,2.4895e+10
1997-10-01,2.5186e+10
1997-11-01,2.5585e+10
1997-12-01,2.3325e+10
1998-01-01,2.3969e+10
1998-02-01,2.585e+10
1998-03-01,2.6093e+10
1998-04-01,2.5117e+10
1998-05-01,2.4844e+10
1998-06-01,2.5376e+10
1998-07-01,2.2296e+10
1998-08-01,2.4481e+10
1998-09-01,2.5639e+10
1998-10-01,2.5659e+10
1998-11-01,2.615e+10
1998-12-01,2.4036e+10
1999-01-01,2.5357e+10
1999-02-01,2.6894e+10
1999-03-01,2.6826e+10
1999-04-01,2.6197e+10
1999-05-01,2.605e+10
1999-06-01,2.6929e+10
1999-07-01,2.3921e+10
1999-08-01,2.6182e+10
1999-09-01,2.7437e+10
1999-10-01,2.7348e+10
1999-11-01,2.832e+10
1999-12-01,2.5766e+10
2000-01-01,2.7065e+10
2000-02-01,2.8575e+10
2000-03-01,2.9013e+10
2000-04-01,2.7904e+10
2000-05-01,2.8461e+10
2000-06-01,2.9182e+10
2000-07-01,2.5807e+10
2000-08-01,2.8297e+10
2000-09-01,2.9148e+10
2000-10-01,2.9313e+10
2000-11-01,2.9968e+10
2000-12-01,2.6829e+10
2001-01-01,2.7252e+10
2001-02-01,2.9001e+10
2001-03-01,2.8829e+10
2001-04-01,2.7682e+10
2001-05-01,2.7998e+10
2001-06-01,2.8392e+10
2001-07-01,2.4834e+10
2001-08-01,2.7089e+10
2001-09-01,2.7383e+10
2001-10-01,2.7534e+10
2001-11-01,2.8118e+10
2001-12-01,2.4772e+10
2002-01-01,2.6621e+10
2002-02-01,2.8895e+10
2002-03-01,2.845e+10
2002-04-01,2.8363e+10
2002-05-01,2.8037e+10
2002-06-01,2.8419e+10
2002-07-01,2.5948e+10
2002-08-01,2.7903e+10
2002-09-01,2.8452e+10
2002-10-01,2.8717e+10
2002-11-01,2.9114e+10
2002-12-01,2.6212e+10
2003-01-01,2.7213e+10
2003-02-01,2.9104e+10
2003-03-01,2.8737e+10
2003-04-01,2.778e+10
2003-05-01,2.7635e+10
2003-06-01,2.8123e+10
2003-07-01,2.5729e+10
2003-08-01,2.7178e+10
2003-09-01,2.868e+10
2003-10-01,2.8901e+10
2003-11-01,2.9508e+10
2003-12-01,2.6856e+10
2004-01-01,2.7506e+10
2004-02-01,2.916e+10
2004-03-01,2.9411e+10
2004-04-01,2.8364e+10
2004-05-01,2.8197e+10
2004-06-01,2.9268e+10
2004-07-01,2.6233e+10
2004-08-01,2.861e+10
2004-09-01,2.9381e+10
2004-10-01,2.9365e+10
2004-11-01,2.9956e+10
2004-12-01,2.7347e+10
2005-01-01,2.8539e+10
2005-02-01,3.0084e+10
2005-03-01,2.9185e+10
2005-04-01,2.9178e+10
2005-05-01,2.8908e+10
2005-06-01,2.9503e+10
2005-07-01,2.6876e+10
2005-08-01,2.9365e+10
2005-09-01,2.9877e+10
2005-10-01,3.0004e+10
2005-11-01,3.0783e+10
2005-12-01,2.8293e+10
2006-01-01,2.8872e+10
2006-02-01,3.0759e+10
2006-03-01,3.0423e+10
2006-04-01,2.9111e+10
2006-05-01,2.8849e+10
2006-06-01,2.9592e+10
2006-07-01,2.715e+10
2006-08-01,2.9124e+10
2006-09-01,2.9182e+10
2006-10-01,2.9291e+10
2006-11-01,2.9875e+10
2006-12-01,2.7655e+10
2007-01-01,2.848e+10
2007-02-01,3.0251e+10
2007-03-01,2.9744e+10
2007-04-01,2.8644e+10
2007-05-01,2.8514e+10
2007-06-01,2.9012e+10
2007-07-01,2.7079e+10
2007-08-01,2.8554e+10
2007-09-01,2.8904e+10
2007-10-01,2.894e+10
2007-11-01,2.9485e+10
2007-12-01,2.7292e+10
2008-01-01,2.7811e+10
2008-02-01,2.9112e+10
2008-03-01,2.8165e+10
2008-04-01,2.7821e+10
2008-05-01,2.7342e+10
2008-06-01,2.794e+10
2008-07-01,2.6984e+10
2008-08-01,2.7862e+10
2008-09-01,2.7992e+10
2008-10-01,2.8169e+10
2008-11-01,2.8289e+10
2008-12-01,2.5992e+10
2009-01-01,2.603e+10
2009-02-01,2.663e+10
2009-03-01,2.5652e+10
2009-04-01,2.4228e+10
2009-05-01,2.38e+10
2009-06-01,2.4103e+10
2009-07-01,2.3263e+10
2009-08-01,2.3817e+10
2009-09-01,2.4651e+10
2009-10-01,2.4922e+10
2009-11-01,2.5952e+10
2009-12-01,2.4501e+10
2010-01-01,2.5335e+10
2010-02-01,2.6605e+10
2010-03-01,2.6434e+10
2010-04-01,2.5328e+10
2010-05-01,2.5659e+10
2010-06-01,2.6389e+10
2010-07-01,2.5309e+10
2010-08-01,2.626e+10
2010-09-01,2.6425e+10
2010-10-01,2.7011e+10
2010-11-01,2.7701e+10
2010-12-01,2.6936e+10
2011-01-01,2.736e+10
2011-02-01,2.8221e+10
2011-03-01,2.8103e+10
2011-04-01,2.7001e+10
2011-05-01,2.622e+10
2011-06-01,2.6879e+10
2011-07-01,2.6325e+10
2011-08-01,2.7476e+10
2011-09-01,2.8042e+10
2011-10-01,2.8226e+10
2011-11-01,2.8877e+10
2011-12-01,2.7685e+10
2012-01-01,2.8255e+10
2012-02-01,2.8726e+10
2012-03-01,2.8417e+10
2012-04-01,2.7192e+10
2012-05-01,2.6955e+10
2012-06-01,2.7328e+10
2012-07-01,2.6231e+10
2012-08-01,2.6958e+10
2012-09-01,2.7215e+10
2012-10-01,2.7425e+10
2012-11-01,2.8448e+10
2012-12-01,2.6808e+10
2013-01-01,2.7732e+10
2013-02-01,2.9105e+10
2013-03-01,2.8598e+10
2013-04-01,2.7342e+10
2013-05-01,2.6807e+10
2013-06-01,2.7271e+10
2013-07-01,2.6458e+10
2013-08-01,2.7681e+10
2013-09-01,2.8302e+10
2013-10-01,2.8921e+10
2013-11-01,2.9616e+10
2013-12-01,2.7808e+10
2014-01-01,2.8728e+10
2014-02-01,3.0314e+10
2014-03-01,2.999e+10
2014-04-01,2.8588e+10
2014-05-01,2.8312e+10
2014-06-01,2.9245e+10
2014-07-01,2.825e+10
2014-08-01,2.8775e+10
2014-09-01,2.9745e+10
2014-10-01,3.0153e+10
2014-11-01,3.0938e+10
2014-12-01,2.9276e+10
2015-01-01,2.9942e+10
2015-02-01,3.0708e+10
2015-03-01,3.0155e+10
2015-04-01,2.8379e+10
2015-05-01,2.7864e+10
2015-06-01,2.868e+10
2015-07-01,2.8141e+10
2015-08-01,2.9424e+10
2015-09-01,2.9138e+10
2015-10-01,2.9257e+10
2015-11-01,3.0296e+10
2015-12-01,2.8658e+10
2016-01-01,2.9639e+10
2016-02-01,3.0254e+10
2016-03-01,2.956e+10
2016-04-01,2.8433e+10
2016-05-01,2.7246e+10
2016-06-01,2.8293e+10
2016-07-01,2.7987e+10
2016-08-01,2.9088e+10
2016-09-01,2.9694e+10
2016-10-01,2.9616e+10
2016-11-01,3.1024e+10
2016-12-01,2.9353e+10
2017-01-01,3.0159e+10
2017-02-01,3.1092e+10
2017-03-01,3.0897e+10
2017-04-01,2.9497e+10
2017-05-01,2.9619e+10
2017-06-01,3.0331e+10
2017-07-01,2.924e+10
2017-08-01,3.0077e+10
2017-09-01,3.0402e+10
2017-10-01,3.0162e+10
2017-11-01,3.1622e+10
2017-12-01,2.9982e+10
2018-01-01,3.0764e+10
2018-02-01,3.1982e+10
2018-03-01,3.2057e+10
2018-04-01,3.0369e+10
2018-05-01,3.0129e+10
2018-06-01,3.1201e+10
2018-07-01,3.0355e+10
2018-08-01,3.1509e+10
2018-09-01,3.1761e+10
2018-10-01,3.174e+10
2018-11-01,3.2786e+10
2018-12-01,3.0675e+10
2019-01-01,3.1244e+10
2019-02-01,3.213e+10
2019-03-01,3.2183e+10
2019-04-01,3.076e+10
2019-05-01,3.0755e+10
2019-06-01,3.1351e+10
2019-07-01,2.9832e+10
2019-08-01,3.1156e+10
2019-09-01,3.1399e+10
2019-10-01,3.1268e+10
2019-11-01,3.2413e+10
2019-12-01,3.057e+10
2020-01-01,3.1422e+10
2020-02-01,3.2614e+10
2020-03-01,3.003e+10
2020-04-01,2.3932e+10
2020-05-01,2.5181e+10
2020-06-01,2.7552e+10
2020-07-01,2.7527e+10
2020-08-01,2.8588e+10
2020-09-01,2.9167e+10
2020-10-01,2.9284e+10
2020-11-01,3.1023e+10
2020-12-01,2.9713e+10
2021-01-01,3.0438e+10
2021-02-01,3.0981e+10
2021-03-01,3.1053e+10
2021-04-01,2.8782e+10
2021-05-01,2.8697e+10
2021-06-01,3.0023e+10
2021-07-01,2.9163e+10
2021-08-01,3.0219e+10
2021-09-01,3.0361e+10
2021-10-01,3.0814e+10
2021-11-01,3.1988e+10
2021-12-01,3.045e+10
2022-01-01,3.1268e+10
2022-02-01,3.2093e+10
2022-03-01,3.2271e+10
2022-04-01,3.0685e+10
2022-05-01,3.0333e+10
2022-06-01,3.1534e+10
2022-07-01,3.0546e+10
2022-08-01,3.1638e+10
2022-09-01,3.1897e+10
2022-10-01,3.1396e+10
2022-11-01,3.2759e+10
2022-12-01,3.0643e+10
2023-01-01,3.1458e+10
2023-02-01,3.2595e+10
2023-03-01,3.2675e+10
2023-04-01,3.0607e+10
2023-05-01,3.0386e+10
2023-06-01,3.1628e+10
2023-07-01,3.0521e+10
2023-08-01,3.1431e+10
2023-09-01,3.1706e+10
