"Date","CANCP060000IXNBM"
2014-12-01,100
2015-01-01,100.1387839
2015-02-01,100.2066272
2015-03-01,99.73076853
2015-04-01,100.6593317
2015-05-01,101.2724367
2015-06-01,101.1756796
2015-07-01,101.1380134
2015-08-01,100.9844667
2015-09-01,100.9565131
2015-10-01,100.8976978
2015-11-01,101.1481693
2015-12-01,101.1265374
2016-01-01,101.1275394
2016-02-01,101.3476454
2016-03-01,101.1319458
2016-04-01,102.0907592
2016-05-01,102.2812037
2016-06-01,102.2868588
2016-07-01,101.8940122
2016-08-01,102.307103
2016-09-01,102.7959317
2016-10-01,102.5569624
2016-11-01,102.7153257
2016-12-01,102.5
2017-01-01,102.7
2017-02-01,102.8
2017-03-01,102.9
2017-04-01,104.2
2017-05-01,104
2017-06-01,104.3
2017-07-01,104.6
2017-08-01,104.5
2017-09-01,104.6
2017-10-01,104.7
2017-11-01,104.3
2017-12-01,104.5
2018-01-01,104.5
2018-02-01,104.6
2018-03-01,104.8
2018-04-01,105.3
2018-05-01,105.1
2018-06-01,105.1
2018-07-01,105.1
2018-08-01,105.2
2018-09-01,105.1
2018-10-01,104.9
2018-11-01,104.3
2018-12-01,104.6
2019-01-01,104.6
2019-02-01,104.8
2019-03-01,105.1
2019-04-01,106
2019-05-01,106.2
2019-06-01,106.5
2019-07-01,106.8
2019-08-01,106.5
2019-09-01,106.2
2019-10-01,106.6
2019-11-01,106.9
2019-12-01,106.9
2020-01-01,107
2020-02-01,107.3
2020-03-01,107.2
2020-04-01,107.8
2020-05-01,107.5
2020-06-01,107.7
2020-07-01,108.171591519105
2020-08-01,107.5
2020-09-01,107.7
2020-10-01,107.9
2020-11-01,108.1
2020-12-01,107.9
2021-01-01,107.9
2021-02-01,108
2021-03-01,108.1
2021-04-01,110.1
2021-05-01,110
2021-06-01,110.3
2021-07-01,110.7
2021-08-01,110.5
2021-09-01,110.7
2021-10-01,110.6
2021-11-01,110.5
2021-12-01,110.5
2022-01-01,110.1
2022-02-01,110.3
2022-03-01,110.2
2022-04-01,112.5
2022-05-01,112.4
2022-06-01,112.6
2022-07-01,113.5
2022-08-01,113.7
2022-09-01,114.4
2022-10-01,114.5
2022-11-01,115.1
2022-12-01,115
2023-01-01,115.3
2023-02-01,115.5
2023-03-01,115.6
2023-04-01,118.5
2023-05-01,118.5
2023-06-01,118.7
2023-07-01,119
2023-08-01,119.3
2023-09-01,118.9
2023-10-01,118.9
