"Date","PIEAMP01CAM661N"
1960-01-01,14.8306214990664
1960-02-01,14.7239263803681
1960-03-01,14.7239263803681
1960-04-01,14.8306214990664
1960-05-01,14.7239263803681
1960-06-01,14.8306214990664
1960-07-01,14.8306214990664
1960-08-01,14.8306214990664
1960-09-01,14.8306214990664
1960-10-01,14.8306214990664
1960-11-01,14.7239263803681
1960-12-01,14.8306214990664
1961-01-01,14.8306214990664
1961-02-01,14.8306214990664
1961-03-01,14.7239263803681
1961-04-01,14.8306214990664
1961-05-01,14.7239263803681
1961-06-01,14.9373166177647
1961-07-01,14.8306214990664
1961-08-01,14.8306214990664
1961-09-01,14.8306214990664
1961-10-01,14.8306214990664
1961-11-01,14.8306214990664
1961-12-01,14.9373166177647
1962-01-01,14.9373166177647
1962-02-01,14.9373166177647
1962-03-01,14.9373166177647
1962-04-01,14.9373166177647
1962-05-01,15.0440117364631
1962-06-01,15.0440117364631
1962-07-01,15.1507068551614
1962-08-01,15.1507068551614
1962-09-01,15.1507068551614
1962-10-01,15.1507068551614
1962-11-01,15.1507068551614
1962-12-01,15.1507068551614
1963-01-01,15.1507068551614
1963-02-01,15.1507068551614
1963-03-01,15.1507068551614
1963-04-01,15.1507068551614
1963-05-01,15.1507068551614
1963-06-01,15.2574019738597
1963-07-01,15.2574019738597
1963-08-01,15.2574019738597
1963-09-01,15.2574019738597
1963-10-01,15.2574019738597
1963-11-01,15.364097092558
1963-12-01,15.2574019738597
1964-01-01,15.364097092558
1964-02-01,15.364097092558
1964-03-01,15.364097092558
1964-04-01,15.364097092558
1964-05-01,15.364097092558
1964-06-01,15.364097092558
1964-07-01,15.364097092558
1964-08-01,15.364097092558
1964-09-01,15.364097092558
1964-10-01,15.364097092558
1964-11-01,15.364097092558
1964-12-01,15.364097092558
1965-01-01,15.364097092558
1965-02-01,15.4707922112563
1965-03-01,15.4707922112563
1965-04-01,15.4707922112563
1965-05-01,15.4707922112563
1965-06-01,15.684182448653
1965-07-01,15.684182448653
1965-08-01,15.684182448653
1965-09-01,15.684182448653
1965-10-01,15.684182448653
1965-11-01,15.684182448653
1965-12-01,15.684182448653
1966-01-01,15.7908775673513
1966-02-01,15.8975726860496
1966-03-01,16.0042678047479
1966-04-01,15.8975726860496
1966-05-01,16.0042678047479
1966-06-01,16.0042678047479
1966-07-01,16.0042678047479
1966-08-01,16.0042678047479
1966-09-01,16.1109629234463
1966-10-01,16.0042678047479
1966-11-01,16.1109629234463
1966-12-01,16.1109629234463
1967-01-01,16.1109629234463
1967-02-01,16.2176580421446
1967-03-01,16.3243531608429
1967-04-01,16.3243531608429
1967-05-01,16.4310482795412
1967-06-01,16.4310482795412
1967-07-01,16.4310482795412
1967-08-01,16.4310482795412
1967-09-01,16.4310482795412
1967-10-01,16.4310482795412
1967-11-01,16.4310482795412
1967-12-01,16.4310482795412
1968-01-01,16.5377433982395
1968-02-01,16.5377433982395
