"Date","XTNTVA01CAM667S"
1969-05-01,60412189.0123637
1969-06-01,25557489.6638555
1969-07-01,32492547.8010254
1969-08-01,43276590.1176741
1969-09-01,58296905.9081251
1969-10-01,73446087.7898484
1969-11-01,43180054.9040796
1969-12-01,105875167.827748
1970-01-01,309045845.291052
1970-02-01,165957143.679641
1970-03-01,126381422.505174
1970-04-01,210953956.466994
1970-05-01,183291495.398027
1970-06-01,188560888.454433
1970-07-01,258912365.999938
1970-08-01,225355100.264024
1970-09-01,195546061.930663
1970-10-01,321013402.672656
1970-11-01,296694514.789585
1970-12-01,271485367.942169
1971-01-01,311979821.942034
1971-02-01,207918384.808574
1971-03-01,202495918.072752
1971-04-01,196555049.85297
1971-05-01,164283955.16693
1971-06-01,180975600.868004
1971-07-01,154335406.81821
1971-08-01,237959694.038493
1971-09-01,196235054.546023
1971-10-01,88462830.8578939
1971-11-01,86068351.1086327
1971-12-01,173719397.246365
1972-01-01,12058833.8787499
1972-02-01,172643620.428329
1972-03-01,95091268.4749862
1972-04-01,43010168.2548044
1972-05-01,154435944.609988
1972-06-01,166318130.449395
1972-07-01,3454608.86260625
1972-08-01,118006814.708027
1972-09-01,65747775.5364584
1972-10-01,207857096.075131
1972-11-01,218864790.807915
1972-12-01,166898808.624429
1973-01-01,196920594.065942
1973-02-01,152960840.306757
1973-03-01,166323070.08468
1973-04-01,280659192.354295
1973-05-01,138321088.941101
1973-06-01,180712522.811267
1973-07-01,187305186.316631
1973-08-01,126304949.49053
1973-09-01,126303146.385639
1973-10-01,156190360.861306
1973-11-01,244570256.236985
1973-12-01,113848157.837996
1974-01-01,204899020.276379
1974-02-01,83613925.695515
1974-03-01,95061122.5528767
1974-04-01,228595307.309235
1974-05-01,188958505.758208
1974-06-01,-76453350.8090349
1974-07-01,44928134.2380589
1974-08-01,112152639.999657
1974-09-01,41464291.0745732
1974-10-01,26601761.1947625
1974-11-01,-58206119.3159208
1974-12-01,-160906736.244163
1975-01-01,-111801491.97343
1975-02-01,-75102618.214354
1975-03-01,-258811614.587193
1975-04-01,-127725952.886985
1975-05-01,-69533455.0891638
1975-06-01,-220361336.010816
1975-07-01,-23479091.8227157
1975-08-01,-301438547.942454
1975-09-01,-91593679.4936049
1975-10-01,-63807191.07257
1975-11-01,-90105634.1778385
1975-12-01,43400660.270419
1976-01-01,-43279144.0146694
1976-02-01,-60238182.5836286
1976-03-01,-56551230.5380607
1976-04-01,72720645.106837
1976-05-01,69817391.6001405
1976-06-01,65419539.5857567
1976-07-01,151170782.268188
1976-08-01,255630621.921357
1976-09-01,211556116.102766
1976-10-01,226094201.068248
1976-11-01,-53112175.9855596
1976-12-01,177194694.602061
1977-01-01,99720307.5112154
1977-02-01,34911427.6745495
1977-03-01,325442546.959061
1977-04-01,127145171.44737
1977-05-01,2029680.62022924
1977-06-01,140156593.250608
1977-07-01,275301209.845972
1977-08-01,213550609.211657
1977-09-01,42823052.9686474
1977-10-01,350238545.341724
1977-11-01,57397322.9670154
1977-12-01,407764639.447597
1978-01-01,260082088.87504
1978-02-01,138232701.176139
1978-03-01,547182319.663409
1978-04-01,160355525.374258
1978-05-01,305111292.701375
1978-06-01,113188916.161319
1978-07-01,82852972.5128499
1978-08-01,230442103.680684
1978-09-01,389701986.610381
1978-10-01,65325788.8377422
1978-11-01,276574742.700388
1978-12-01,27812840.6758589
1979-01-01,221106975.731321
1979-02-01,35660862.8168261
1979-03-01,63880035.4120278
1979-04-01,211218459.377345
1979-05-01,158015594.539336
1979-06-01,160986935.277549
1979-07-01,204202677.387277
1979-08-01,-92179699.4467409
1979-09-01,522449508.556135
1979-10-01,243004428.275458
1979-11-01,81020940.2546052
1979-12-01,580574981.617154
1980-01-01,363611727.965884
1980-02-01,580778684.6926
1980-03-01,527695141.064313
1980-04-01,233929711.898042
1980-05-01,289748483.516352
1980-06-01,570122040.52353
1980-07-01,632800716.853504
1980-08-01,715218553.639058
1980-09-01,605425271.773088
1980-10-01,397451404.013533
1980-11-01,581230956.245084
1980-12-01,444135332.204949
1981-01-01,537703154.054096
1981-02-01,283239614.989887
1981-03-01,298775971.778821
1981-04-01,250102268.134378
1981-05-01,87960192.7835835
1981-06-01,276922345.256815
1981-07-01,178859307.004337
1981-08-01,270713729.267675
1981-09-01,26844625.1216159
1981-10-01,283209630.755398
1981-11-01,691969152.28342
1981-12-01,380689992.810552
1982-01-01,827560252.528014
1982-02-01,818286622.34233
1982-03-01,932481508.129175
1982-04-01,1053387065.86621
1982-05-01,1165010148.31135
1982-06-01,1227695039.71832
1982-07-01,1203901378.85311
1982-08-01,1139919918.39435
1982-09-01,1628757165.67293
1982-10-01,1092070868.34472
1982-11-01,1019680934.30289
1982-12-01,1405021586.72077
1983-01-01,899382931.239788
1983-02-01,1253190265.90808
1983-03-01,1218049755.41831
1983-04-01,1210961883.05497
1983-05-01,1109098633.65315
1983-06-01,1223657825.82884
1983-07-01,998854602.175189
1983-08-01,1037971672.69884
1983-09-01,774332188.223984
1983-10-01,490706181.599532
1983-11-01,887331416.647487
1983-12-01,995969423.114079
1984-01-01,1186656419.60129
1984-02-01,885456994.46362
1984-03-01,912004356.087791
1984-04-01,1018984912.81422
1984-05-01,1000693637.89528
1984-06-01,1128566512.17394
1984-07-01,1351894058.26806
1984-08-01,982098962.453827
1984-09-01,1104531030.66832
1984-10-01,1030146354.54314
1984-11-01,1313177090.5481
1984-12-01,1021821475.56395
1985-01-01,1095711030.4945
1985-02-01,1239983600.83877
1985-03-01,1562441497.91615
1985-04-01,1092967183.47429
1985-05-01,990458233.820384
1985-06-01,848011576.927726
1985-07-01,38294415.4455878
1985-08-01,802449364.625005
1985-09-01,981199201.496873
1985-10-01,956552139.201443
1985-11-01,541366085.751565
1985-12-01,804793888.25765
1986-01-01,747904338.725602
1986-02-01,109945850.094295
1986-03-01,647813219.256957
1986-04-01,473036904.440795
1986-05-01,500795722.724924
1986-06-01,382337522.385385
1986-07-01,-70042010.8986454
1986-08-01,213122286.732396
1986-09-01,880642601.403225
1986-10-01,838952399.138754
1986-11-01,499931476.496542
1986-12-01,643470190.837625
1987-01-01,484994909.710113
1987-02-01,983364686.427322
1987-03-01,749733836.11577
1987-04-01,711035966.484193
1987-05-01,696022304.320918
1987-06-01,129911407.891642
1987-07-01,191251257.999185
1987-08-01,714249782.160518
1987-09-01,474106515.510224
1987-10-01,782769249.40368
1987-11-01,497565714.805972
1987-12-01,257524231.50158
1988-01-01,-1700603259.23535
1988-02-01,797862055.15296
1988-03-01,586014772.907196
1988-04-01,740221452.706339
1988-05-01,435066123.945916
1988-06-01,1238290876.89868
1988-07-01,782243633.80126
1988-08-01,342287670.831324
1988-09-01,602684975.602935
1988-10-01,868662983.985681
1988-11-01,842473948.890834
1988-12-01,443620734.336196
1989-01-01,765864092.470803
1989-02-01,351221217.60189
1989-03-01,143330925.327515
1989-04-01,-115552451.189627
1989-05-01,30928962.2945701
1989-06-01,27121344.391641
1989-07-01,491737100.654178
1989-08-01,83603890.1504146
1989-09-01,490393396.280971
1989-10-01,-55233401.1342212
1989-11-01,638054739.360958
1989-12-01,113774362.597281
1990-01-01,577869485.64998
1990-02-01,206429988.585839
1990-03-01,487548936.296815
1990-04-01,751805410.860222
1990-05-01,1259651192.89595
1990-06-01,799651661.29567
1990-07-01,1447181877.00024
1990-08-01,980075685.165235
1990-09-01,1540080718.21096
1990-10-01,1501424334.22263
1990-11-01,899638791.772279
1990-12-01,512201747.907451
1991-01-01,426285189.507262
1991-02-01,863664513.865973
1991-03-01,767083513.921988
1991-04-01,979928636.033614
1991-05-01,1223415752.45423
1991-06-01,923017749.749601
1991-07-01,922190056.212626
1991-08-01,979548818.812705
1991-09-01,458293204.208702
1991-10-01,433087584.938952
1991-11-01,189546802.807025
1991-12-01,1018999301.0291
1992-01-01,626542078.689352
1992-02-01,1018524454.73665
1992-03-01,820425664.738
1992-04-01,1184542842.40695
1992-05-01,1380135296.85626
1992-06-01,613870272.439494
1992-07-01,914209343.340246
1992-08-01,1260350911.04278
1992-09-01,999026193.128998
1992-10-01,1299290055.58358
1992-11-01,1109941899.93093
1992-12-01,996158485.233056
1993-01-01,1428666449.11078
1993-02-01,986305190.281524
1993-03-01,1048501157.91531
1993-04-01,1030280169.37164
1993-05-01,1410790150.91737
1993-06-01,1371409083.95571
1993-07-01,1131528392.72219
1993-08-01,833531354.0909
1993-09-01,1363810211.84857
1993-10-01,1255691418.06577
1993-11-01,1037783853.35265
1993-12-01,726300975.094
1994-01-01,886837655.914181
1994-02-01,1041094664.19349
1994-03-01,1116095250.17691
1994-04-01,1220537380.19303
1994-05-01,789950049.754839
1994-06-01,1595562761.77763
1994-07-01,2232453826.20634
1994-08-01,1148980400.14123
1994-09-01,1514246206.61112
1994-10-01,1642863186.47308
1994-11-01,2021362176.40287
1994-12-01,1561167641.2032
1995-01-01,1899066953.84363
1995-02-01,2214934831.88456
1995-03-01,1770078039.62168
1995-04-01,2268643696.64977
1995-05-01,1454109368.59706
1995-06-01,2121930198.42003
1995-07-01,1643044492.78877
1995-08-01,2442683513.55001
1995-09-01,2799564595.18942
1995-10-01,2580285891.48866
1995-11-01,2686020715.80891
1995-12-01,2906555197.6934
1996-01-01,2357077546.04536
1996-02-01,2077073259.97724
1996-03-01,2465031782.60463
1996-04-01,2836969650.02341
1996-05-01,3446649857.71932
1996-06-01,3070663757.0449
1996-07-01,2834228791.63152
1996-08-01,3070821642.35716
1996-09-01,2799214265.89359
1996-10-01,1983628092.06904
1996-11-01,2123561930.37502
1996-12-01,2633637945.12795
1997-01-01,2208569195.10486
1997-02-01,2145780334.03385
1997-03-01,2358057791.7596
1997-04-01,1406526584.72046
1997-05-01,1728899514.59828
1997-06-01,1098183231.79017
1997-07-01,1660120370.72246
1997-08-01,1189760141.66739
1997-09-01,1021612560.16007
1997-10-01,739793852.636201
1997-11-01,1249194397.72388
1997-12-01,1386210839.0002
1998-01-01,725470327.832852
1998-02-01,966464398.919934
1998-03-01,1002210186.63014
1998-04-01,1266993856.4484
1998-05-01,1110071929.34535
1998-06-01,616433551.672288
1998-07-01,1441904517.48516
1998-08-01,1331756807.776
1998-09-01,1367445530.17091
1998-10-01,1042012918.50974
1998-11-01,1260609524.05691
1998-12-01,1323077160.58912
1999-01-01,1818932811.38529
1999-02-01,1748162789.68825
1999-03-01,1577708442.56494
1999-04-01,1612338144.6996
1999-05-01,1597453918.94109
1999-06-01,1982457822.97562
1999-07-01,2352972967.78712
1999-08-01,2440526946.10778
1999-09-01,2109688948.56704
1999-10-01,2065021195.94854
1999-11-01,2340293309.4373
1999-12-01,1934601228.01376
2000-01-01,3035852159.64314
2000-02-01,2490862953.58002
2000-03-01,2965444457.54171
2000-04-01,2584136428.06578
2000-05-01,2715248094.43647
2000-06-01,3473553344.14585
2000-07-01,3325866870.13521
2000-08-01,3294900048.44158
2000-09-01,3076969927.96179
2000-10-01,3691223622.33794
2000-11-01,3187373300.67389
2000-12-01,3963037159.45678
2001-01-01,5358999583.54386
2001-02-01,4160534067.88498
2001-03-01,3813593009.99394
2001-04-01,3683084108.01264
2001-05-01,3805571795.99143
2001-06-01,2754474775.07679
2001-07-01,2774081940.85817
2001-08-01,2229714979.83498
2001-09-01,2802579054.30278
2001-10-01,2155093683.68665
2001-11-01,3258449937.13177
2001-12-01,2668342321.38784
2002-01-01,2588099129.45006
2002-02-01,2970402319.97227
2002-03-01,2321105396.43031
2002-04-01,2914132277.21569
2002-05-01,2914046061.18184
2002-06-01,1697506469.4237
2002-07-01,2371139735.33283
2002-08-01,2189313682.95062
2002-09-01,2753873454.88446
2002-10-01,2778719148.12123
2002-11-01,2615929792.9316
2002-12-01,2059057720.76726
2003-01-01,2528944349.03324
2003-02-01,2486059840.99964
2003-03-01,3520846900.71872
2003-04-01,1844251282.79816
2003-05-01,2063645068.81261
2003-06-01,1853470841.10583
2003-07-01,2940185524.1318
2003-08-01,3152163541.77032
2003-09-01,3134175616.17157
2003-10-01,3073653533.4466
2003-11-01,2865147419.35489
2003-12-01,2731834186.41847
2004-01-01,3309366439.1751
2004-02-01,3546203876.38744
2004-03-01,3904731270.69471
2004-04-01,4025977118.35748
2004-05-01,3085622412.84857
2004-06-01,5166459286.62664
2004-07-01,3624162839.36047
2004-08-01,4046242037.05015
2004-09-01,3140927255.30515
2004-10-01,2879150182.93548
2004-11-01,3681381638.5331
2004-12-01,2799557285.37306
2005-01-01,2765515148.99739
2005-02-01,3023712037.08095
2005-03-01,2656596628.63157
2005-04-01,3202627982.8627
2005-05-01,3033566434.45684
2005-06-01,2565164902.89911
2005-07-01,3530140238.98182
2005-08-01,4051295210.88796
2005-09-01,4814077807.5497
2005-10-01,6201662466.73804
2005-11-01,4926695609.43852
2005-12-01,5315745621.73132
2006-01-01,4357324395.80724
2006-02-01,4474659931.93873
2006-03-01,3264778957.30691
2006-04-01,2914286109.23334
2006-05-01,2838387228.30162
2006-06-01,2948677146.96404
2006-07-01,2745490722.312
2006-08-01,2367715445.11042
2006-09-01,2660844567.17163
2006-10-01,2678634154.0565
2006-11-01,3016558804.25196
2006-12-01,3837715560.14904
2007-01-01,4051394440.30812
2007-02-01,3138361802.69501
2007-03-01,3712376871.6198
2007-04-01,3993034629.33669
2007-05-01,4325829590.81058
2007-06-01,4210770191.30569
2007-07-01,2812079088.28554
2007-08-01,2986165411.94179
2007-09-01,2333705732.48669
2007-10-01,2966979722.537
2007-11-01,3114308608.83307
2007-12-01,2063887741.24794
2008-01-01,2662183379.93771
2008-02-01,4134893976.40557
2008-03-01,4310004559.33144
2008-04-01,5738442063.55679
2008-05-01,4675087559.69979
2008-06-01,4380247376.31185
2008-07-01,6685812807.88177
2008-08-01,5596963123.64423
2008-09-01,4111905886.39388
2008-10-01,3644236152.03301
2008-11-01,1710582444.62674
2008-12-01,-33950367.7956511
2009-01-01,-965677293.269818
2009-02-01,-106578788.731262
2009-03-01,531113588.148576
2009-04-01,-644233197.177868
2009-05-01,-953984607.745782
2009-06-01,-295780560.062641
2009-07-01,109506851.436092
2009-08-01,-935264748.390491
2009-09-01,-740856914.602871
2009-10-01,242968648.928372
2009-11-01,-885751551.677615
2009-12-01,-343985489.323111
2010-01-01,453911494.725303
2010-02-01,177842979.508779
2010-03-01,-243880152.996175
2010-04-01,-63652802.8933089
2010-05-01,-409810025.177388
2010-06-01,-841352132.410893
2010-07-01,-1541322530.0575
2010-08-01,-956116521.815082
2010-09-01,-1984966773.75346
2010-10-01,-1384822429.90654
2010-11-01,-298460709.958267
2010-12-01,2455801009.62161
2011-01-01,-113497197.067702
2011-02-01,-481473982.587568
2011-03-01,-382514245.014245
2011-04-01,-1040394749.92542
2011-05-01,-880536912.751678
2011-06-01,-1079175775.61747
2011-07-01,22284774.8106815
2011-08-01,628124723.181859
2011-09-01,1534509981.85118
2011-10-01,-739620176.38001
2011-11-01,985227575.192976
2011-12-01,1443536206.13061
2012-01-01,100785211.109616
2012-02-01,40450243.7625466
2012-03-01,-293017935.578331
2012-04-01,269651765.157329
2012-05-01,-533907353.194421
2012-06-01,-1835931056.85031
2012-07-01,-1387070163.64043
2012-08-01,-975150028.472557
2012-09-01,-1470612286.61965
2012-10-01,104310458.81264
2012-11-01,-535780402.170444
2012-12-01,-353486357.730619
2013-01-01,-55153215.5538994
2013-02-01,-12673267.3267327
2013-03-01,-457184041.662791
2013-04-01,-116037483.266399
2013-05-01,928444776.25869
2013-06-01,-1297457154.63118
2013-07-01,-811043170.428949
2013-08-01,-981472663.331953
2013-09-01,-478737057.089104
2013-10-01,377264243.92392
2013-11-01,-44424671.8993294
2013-12-01,-614362827.433231
2014-01-01,207501331.99736
2014-02-01,506025730.888371
2014-03-01,1679142871.84237
2014-04-01,857775002.377928
2014-05-01,1357479249.82047
2014-06-01,1683384504.40306
2014-07-01,2263128697.47609
2014-08-01,627990321.103915
2014-09-01,1604050264.91078
2014-10-01,792657684.19747
2014-11-01,470369210.272066
2014-12-01,1190779834.65472
2015-01-01,-175215168.283951
2015-02-01,-468834395.592525
2015-03-01,-1766089416.68318
2015-04-01,-1496512099.00188
2015-05-01,-2336043360.4336
2015-06-01,490304118.174995
2015-07-01,237079701.120797
2015-08-01,148247470.501261
2015-09-01,-289754369.374462
2015-10-01,-1579827955.79188
2015-11-01,-1623172757.17715
2015-12-01,-635340991.213722
2016-01-01,-195887380.593262
2016-02-01,-1232321349.03618
2016-03-01,-1819448512.35236
2016-04-01,-2065750269.34652
2016-05-01,-2528343342.09612
2016-06-01,-2203228059.28455
2016-07-01,-924336819.655851
2016-08-01,-530934370.891282
2016-09-01,-2508775278.59817
2016-10-01,-421892177.361989
2016-11-01,1439458137.90702
2016-12-01,350986952.955073
2017-01-01,435241720.646242
2017-02-01,287590873.376103
2017-03-01,214368786.953414
2017-04-01,-27980770.6618643
2017-05-01,-510794217.942531
2017-06-01,-2020372098.42868
2017-07-01,-1762333553.26295
2017-08-01,-2149256922.91244
2017-09-01,-2404478271.31596
2017-10-01,-995945838.713634
2017-11-01,-1705842345.34183
2017-12-01,-1900319960.62023
2018-01-01,-1101787737.63062
2018-02-01,-1374295727.07984
2018-03-01,-2004331013.14772
2018-04-01,-827562606.588279
2018-05-01,-1398688019.56485
2018-06-01,252821097.08928
2018-07-01,370169608.861197
2018-08-01,115732821.143824
2018-09-01,-189607630.326483
2018-10-01,73502570.65112
2018-11-01,-522853581.43891
2018-12-01,-2359741910.80908
2019-01-01,-3571614685.36949
2019-02-01,-3051345335.61468
2019-03-01,-1444324124.07563
2019-04-01,-510169410.901282
2019-05-01,827969389.502111
2019-06-01,221640212.834812
2019-07-01,94806013.7400019
2019-08-01,-317135304.671771
2019-09-01,-54821020.8374536
2019-10-01,-345864661.654136
2019-11-01,-322177417.904382
2019-12-01,1034747435.70275
2020-01-01,-674568621.716473
2020-02-01,-33423667.570009
2020-03-01,-673212685.898584
2020-04-01,-1938780723.62401
2020-05-01,-643477757.182579
2020-06-01,-1999657840.97656
2020-07-01,-2099209581.60949
2020-08-01,-1636495168.1693
2020-09-01,-1491025477.94788
2020-10-01,-1816119320.82093
2020-11-01,-1769280671.76663
2020-12-01,-944646202.720685
2021-01-01,1501757025.29442
2021-02-01,1303546680.10583
2021-03-01,-705756649.469563
2021-04-01,368028103.964301
2021-05-01,-1288754467.96811
2021-06-01,2102116736.72854
2021-07-01,680285590.873289
2021-08-01,2021152604.02196
2021-09-01,1480171089.83652
2021-10-01,1524238282.82016
2021-11-01,3126996071.16759
2021-12-01,85887673.5881044
2022-01-01,3073508989.0863
2022-02-01,2421609294.82769
2022-03-01,1512339805.79189
2022-04-01,1772115808.88592
2022-05-01,4527738772.73836
2022-06-01,3696686768.35756
2022-07-01,3424598501.46469
2022-08-01,1754373091.97882
2022-09-01,1465796268.06367
2022-10-01,1819549394.85997
2022-11-01,1019012975.07083
2022-12-01,2390363959.81862
2023-01-01,2640083412.60464
2023-02-01,727693073.943845
2023-03-01,1165973389.60053
2023-04-01,1906234473.14364
2023-05-01,-882066339.493033
2023-06-01,-2951349835.11897
2023-07-01,159657264.747849
2023-08-01,415958946.305716
2023-09-01,1149068869.2055
