"Date","CANLOLITOAASTSAM"
1960-01-01,99.6245308149176
1960-02-01,99.4255040331638
1960-03-01,99.2209697668783
1960-04-01,99.0412140291365
1960-05-01,98.9153912951818
1960-06-01,98.8556503671174
1960-07-01,98.8546999842701
1960-08-01,98.9042230772306
1960-09-01,98.9668443687117
1960-10-01,99.0406871854545
1960-11-01,99.1411300685348
1960-12-01,99.2851454878587
1961-01-01,99.4831740789784
1961-02-01,99.7428630344
1961-03-01,100.057571392018
1961-04-01,100.406151564122
1961-05-01,100.754611656758
1961-06-01,101.083441154266
1961-07-01,101.368353280023
1961-08-01,101.578495871309
1961-09-01,101.686541413673
1961-10-01,101.702521217943
1961-11-01,101.642360828251
1961-12-01,101.505397411983
1962-01-01,101.28584904065
1962-02-01,101.003128638957
1962-03-01,100.666371599296
1962-04-01,100.294027865422
1962-05-01,99.9264948978074
1962-06-01,99.6094592383111
1962-07-01,99.3818598058351
1962-08-01,99.2651083812729
1962-09-01,99.2646733140083
1962-10-01,99.3626138967932
1962-11-01,99.5204868746157
1962-12-01,99.6991467463678
1963-01-01,99.8754253392485
1963-02-01,100.044205039995
1963-03-01,100.211257878911
1963-04-01,100.375197820497
1963-05-01,100.496501903667
1963-06-01,100.54766066632
1963-07-01,100.559837913402
1963-08-01,100.570187557195
1963-09-01,100.611767304366
1963-10-01,100.673710334886
1963-11-01,100.755566399063
1963-12-01,100.863761365438
1964-01-01,100.9908859811
1964-02-01,101.10947803408
1964-03-01,101.211815800031
1964-04-01,101.278167381749
1964-05-01,101.316068283947
1964-06-01,101.340164849522
1964-07-01,101.356269286806
1964-08-01,101.372243457345
1964-09-01,101.387648958802
1964-10-01,101.39926237771
1964-11-01,101.415138721815
1964-12-01,101.434169496373
1965-01-01,101.449888846659
1965-02-01,101.455757178805
1965-03-01,101.446969858527
1965-04-01,101.401291404111
1965-05-01,101.318120200068
1965-06-01,101.2187668192
1965-07-01,101.137786843428
1965-08-01,101.086620582844
1965-09-01,101.066974186232
1965-10-01,101.082486492317
1965-11-01,101.123094194456
1965-12-01,101.167087344978
1966-01-01,101.174742490244
1966-02-01,101.109878403556
1966-03-01,100.957118069416
1966-04-01,100.723870115508
1966-05-01,100.44110368294
1966-06-01,100.15050119454
1966-07-01,99.8766947999908
1966-08-01,99.6351050987651
1966-09-01,99.4458676935511
1966-10-01,99.3134961202185
1966-11-01,99.2244274634288
1966-12-01,99.1754645980143
1967-01-01,99.161707148368
1967-02-01,99.1802781393053
1967-03-01,99.2251275742881
1967-04-01,99.2975186824462
1967-05-01,99.3961506951995
1967-06-01,99.5292619197912
1967-07-01,99.683659779695
1967-08-01,99.8356536306949
1967-09-01,99.9538362485185
1967-10-01,100.017052120943
