"Date","MAM3A3CAM189N"
1970-01-01,3.7982e+10
1970-02-01,3.833e+10
1970-03-01,3.8355e+10
1970-04-01,3.8785e+10
1970-05-01,3.8942e+10
1970-06-01,3.9068e+10
1970-07-01,3.9744e+10
1970-08-01,4.0158e+10
1970-09-01,4.0647e+10
1970-10-01,4.0824e+10
1970-11-01,4.1454e+10
1970-12-01,4.2176e+10
1971-01-01,4.2021e+10
1971-02-01,4.2215e+10
1971-03-01,4.2691e+10
1971-04-01,4.2786e+10
1971-05-01,4.3086e+10
1971-06-01,4.3653e+10
1971-07-01,4.3879e+10
1971-08-01,4.4471e+10
1971-09-01,4.5057e+10
1971-10-01,4.5494e+10
1971-11-01,4.5638e+10
1971-12-01,4.6151e+10
1972-01-01,4.7103e+10
1972-02-01,4.7562e+10
1972-03-01,4.8361e+10
1972-04-01,4.8954e+10
1972-05-01,4.9711e+10
1972-06-01,5.0295e+10
1972-07-01,5.0584e+10
1972-08-01,5.0893e+10
1972-09-01,5.1164e+10
1972-10-01,5.2034e+10
1972-11-01,5.2667e+10
1972-12-01,5.2988e+10
1973-01-01,5.3596e+10
1973-02-01,5.4507e+10
1973-03-01,5.4863e+10
1973-04-01,5.5648e+10
1973-05-01,5.6426e+10
1973-06-01,5.7055e+10
1973-07-01,5.8039e+10
1973-08-01,5.9039e+10
1973-09-01,5.9862e+10
1973-10-01,6.1174e+10
1973-11-01,6.2841e+10
1973-12-01,6.4386e+10
1974-01-01,6.5622e+10
1974-02-01,6.692e+10
1974-03-01,6.8218e+10
1974-04-01,6.9419e+10
1974-05-01,7.1827e+10
1974-06-01,7.2195e+10
1974-07-01,7.4035e+10
1974-08-01,7.532e+10
1974-09-01,7.6261e+10
1974-10-01,7.7167e+10
1974-11-01,7.7625e+10
1974-12-01,7.7701e+10
1975-01-01,7.9235e+10
1975-02-01,7.9956e+10
1975-03-01,8.0733e+10
1975-04-01,8.1108e+10
1975-05-01,8.1259e+10
1975-06-01,8.2484e+10
1975-07-01,8.3727e+10
1975-08-01,8.4464e+10
1975-09-01,8.5861e+10
1975-10-01,8.7435e+10
1975-11-01,8.763e+10
1975-12-01,8.9378e+10
1976-01-01,9.0117e+10
1976-02-01,9.2013e+10
1976-03-01,9.3811e+10
1976-04-01,9.6125e+10
1976-05-01,9.7629e+10
1976-06-01,9.9258e+10
1976-07-01,1.00273e+11
1976-08-01,1.01723e+11
1976-09-01,1.02895e+11
1976-10-01,1.04351e+11
1976-11-01,1.05788e+11
1976-12-01,1.07405e+11
1977-01-01,1.08422e+11
1977-02-01,1.0978e+11
1977-03-01,1.1141e+11
1977-04-01,1.12766e+11
1977-05-01,1.147e+11
1977-06-01,1.157e+11
1977-07-01,1.16518e+11
1977-08-01,1.18218e+11
1977-09-01,1.19932e+11
1977-10-01,1.21469e+11
1977-11-01,1.22721e+11
1977-12-01,1.23257e+11
1978-01-01,1.24068e+11
1978-02-01,1.25436e+11
1978-03-01,1.27531e+11
1978-04-01,1.29403e+11
1978-05-01,1.30477e+11
1978-06-01,1.32019e+11
1978-07-01,1.3366e+11
1978-08-01,1.35636e+11
1978-09-01,1.37993e+11
1978-10-01,1.39379e+11
1978-11-01,1.4458e+11
1978-12-01,1.45019e+11
1979-01-01,1.47853e+11
1979-02-01,1.50019e+11
1979-03-01,1.50993e+11
1979-04-01,1.5309e+11
1979-05-01,1.56184e+11
1979-06-01,1.5836e+11
1979-07-01,1.61292e+11
1979-08-01,1.63139e+11
1979-09-01,1.64623e+11
1979-10-01,1.67036e+11
1979-11-01,1.7092e+11
1979-12-01,1.72525e+11
1980-01-01,1.74636e+11
1980-02-01,1.77389e+11
1980-03-01,1.79645e+11
1980-04-01,1.82081e+11
1980-05-01,1.84321e+11
1980-06-01,1.8669e+11
1980-07-01,1.89834e+11
1980-08-01,1.88756e+11
1980-09-01,1.89851e+11
1980-10-01,1.93139e+11
1980-11-01,1.95414e+11
1980-12-01,1.97434e+11
1981-01-01,2.01562e+11
1981-02-01,2.0629e+11
1981-03-01,2.05082e+11
1981-04-01,2.0714e+11
1981-05-01,2.06586e+11
1981-06-01,2.10226e+11
1981-07-01,2.13772e+11
1981-08-01,2.17629e+11
1981-09-01,2.19143e+11
1981-10-01,2.19091e+11
1981-11-01,2.15836e+11
1981-12-01,2.1932e+11
1982-01-01,2.17387e+11
1982-02-01,2.16571e+11
1982-03-01,2.1848e+11
1982-04-01,2.19192e+11
1982-05-01,2.19624e+11
1982-06-01,2.20842e+11
1982-07-01,2.2116e+11
1982-08-01,2.22253e+11
1982-09-01,2.23578e+11
1982-10-01,2.23868e+11
1982-11-01,2.24355e+11
1982-12-01,2.24688e+11
1983-01-01,2.25731e+11
1983-02-01,2.26242e+11
1983-03-01,2.26447e+11
1983-04-01,2.25031e+11
1983-05-01,2.24101e+11
1983-06-01,2.24303e+11
1983-07-01,2.24274e+11
1983-08-01,2.25429e+11
1983-09-01,2.26135e+11
1983-10-01,2.26633e+11
1983-11-01,2.27179e+11
1983-12-01,2.27725e+11
1984-01-01,2.2736e+11
1984-02-01,2.28466e+11
1984-03-01,2.29073e+11
1984-04-01,2.30336e+11
1984-05-01,2.32889e+11
1984-06-01,2.34627e+11
1984-07-01,2.36351e+11
1984-08-01,2.37142e+11
1984-09-01,2.3793e+11
1984-10-01,2.40234e+11
1984-11-01,2.39318e+11
1984-12-01,2.42478e+11
1985-01-01,2.44141e+11
1985-02-01,2.45186e+11
1985-03-01,2.45615e+11
1985-04-01,2.47222e+11
1985-05-01,2.49509e+11
1985-06-01,2.50014e+11
1985-07-01,2.51241e+11
1985-08-01,2.52364e+11
1985-09-01,2.53746e+11
1985-10-01,2.55519e+11
1985-11-01,2.57229e+11
1985-12-01,2.58283e+11
1986-01-01,2.62407e+11
1986-02-01,2.63483e+11
1986-03-01,2.66822e+11
1986-04-01,2.69837e+11
1986-05-01,2.67614e+11
1986-06-01,2.67783e+11
1986-07-01,2.70223e+11
1986-08-01,2.71886e+11
1986-09-01,2.73735e+11
1986-10-01,2.77501e+11
1986-11-01,2.81392e+11
1986-12-01,2.85697e+11
1987-01-01,2.87827e+11
1987-02-01,2.92138e+11
1987-03-01,2.93565e+11
1987-04-01,2.97717e+11
1987-05-01,2.99839e+11
1987-06-01,3.0234e+11
1987-07-01,3.04531e+11
1987-08-01,3.04902e+11
1987-09-01,3.07322e+11
1987-10-01,3.09083e+11
1987-11-01,3.05888e+11
1987-12-01,3.09228e+11
1988-01-01,3.09929e+11
1988-02-01,3.12037e+11
1988-03-01,3.15411e+11
1988-04-01,3.18523e+11
1988-05-01,3.21425e+11
1988-06-01,3.27514e+11
1988-07-01,3.30404e+11
1988-08-01,3.35899e+11
1988-09-01,3.381e+11
1988-10-01,3.39857e+11
1988-11-01,3.4349e+11
1988-12-01,3.45526e+11
1989-01-01,3.48419e+11
1989-02-01,3.50881e+11
1989-03-01,3.56205e+11
1989-04-01,3.58411e+11
1989-05-01,3.63011e+11
1989-06-01,3.6661e+11
1989-07-01,3.69262e+11
1989-08-01,3.7398e+11
1989-09-01,3.77011e+11
1989-10-01,3.80063e+11
1989-11-01,3.86267e+11
1989-12-01,3.90115e+11
1990-01-01,3.93644e+11
1990-02-01,3.96018e+11
1990-03-01,3.97e+11
1990-04-01,4.0098e+11
1990-05-01,4.04542e+11
1990-06-01,4.0546e+11
1990-07-01,4.08015e+11
1990-08-01,4.11146e+11
1990-09-01,4.13817e+11
1990-10-01,4.16313e+11
1990-11-01,4.18115e+11
1990-12-01,4.21733e+11
1991-01-01,4.25138e+11
1991-02-01,4.27514e+11
1991-03-01,4.29404e+11
1991-04-01,4.30698e+11
1991-05-01,4.3417e+11
1991-06-01,4.33551e+11
1991-07-01,4.3328e+11
1991-08-01,4.32248e+11
1991-09-01,4.34303e+11
1991-10-01,4.38391e+11
1991-11-01,4.3894e+11
1991-12-01,4.41027e+11
1992-01-01,4.43396e+11
1992-02-01,4.46015e+11
1992-03-01,4.48057e+11
1992-04-01,4.49703e+11
1992-05-01,4.4953e+11
