"Date","MAM3A3CAM189N"
1992-06-01,4.5178e+11
1992-07-01,4.55847e+11
1992-08-01,4.57253e+11
1992-09-01,4.59187e+11
1992-10-01,4.61746e+11
1992-11-01,4.65614e+11
1992-12-01,4.66669e+11
1993-01-01,4.67503e+11
1993-02-01,4.70318e+11
1993-03-01,4.72207e+11
1993-04-01,4.72177e+11
1993-05-01,4.72731e+11
1993-06-01,4.7392e+11
1993-07-01,4.75098e+11
1993-08-01,4.74702e+11
1993-09-01,4.77597e+11
1993-10-01,4.7897e+11
1993-11-01,4.79034e+11
1993-12-01,4.80953e+11
1994-01-01,4.83873e+11
1994-02-01,4.83185e+11
1994-03-01,4.83652e+11
1994-04-01,4.8735e+11
1994-05-01,4.8893e+11
1994-06-01,4.93367e+11
1994-07-01,4.97053e+11
1994-08-01,5.00992e+11
1994-09-01,5.02283e+11
1994-10-01,5.02297e+11
1994-11-01,5.03281e+11
1994-12-01,5.04996e+11
1995-01-01,5.06162e+11
1995-02-01,5.06655e+11
1995-03-01,5.09869e+11
1995-04-01,5.12692e+11
1995-05-01,5.15516e+11
1995-06-01,5.18043e+11
1995-07-01,5.21771e+11
1995-08-01,5.24835e+11
1995-09-01,5.27047e+11
1995-10-01,5.2607e+11
1995-11-01,5.31837e+11
1995-12-01,5.31227e+11
1996-01-01,5.35425e+11
1996-02-01,5.40171e+11
1996-03-01,5.40754e+11
1996-04-01,5.42403e+11
1996-05-01,5.47076e+11
1996-06-01,5.48174e+11
1996-07-01,5.48769e+11
1996-08-01,5.50102e+11
1996-09-01,5.5032e+11
1996-10-01,5.54378e+11
1996-11-01,5.56671e+11
1996-12-01,5.57396e+11
1997-01-01,5.60525e+11
1997-02-01,5.6491e+11
1997-03-01,5.7047e+11
1997-04-01,5.70198e+11
1997-05-01,5.70355e+11
1997-06-01,5.70541e+11
1997-07-01,5.7138e+11
1997-08-01,5.75327e+11
1997-09-01,5.78455e+11
1997-10-01,5.81426e+11
1997-11-01,5.84672e+11
1997-12-01,5.89118e+11
1998-01-01,5.89816e+11
1998-02-01,5.88164e+11
1998-03-01,5.87047e+11
1998-04-01,5.88497e+11
1998-05-01,5.91939e+11
1998-06-01,5.95046e+11
1998-07-01,5.96555e+11
1998-08-01,5.96608e+11
1998-09-01,5.98354e+11
1998-10-01,6.0134e+11
1998-11-01,5.99383e+11
1998-12-01,6.07149e+11
1999-01-01,6.00658e+11
1999-02-01,6.01778e+11
1999-03-01,6.05084e+11
1999-04-01,6.10575e+11
1999-05-01,6.13503e+11
1999-06-01,6.16429e+11
1999-07-01,6.19437e+11
1999-08-01,6.22281e+11
1999-09-01,6.23258e+11
1999-10-01,6.29974e+11
1999-11-01,6.35185e+11
1999-12-01,6.35829e+11
2000-01-01,6.4061e+11
2000-02-01,6.49473e+11
2000-03-01,6.56288e+11
2000-04-01,6.61265e+11
2000-05-01,6.58709e+11
2000-06-01,6.57419e+11
2000-07-01,6.67376e+11
2000-08-01,6.78088e+11
2000-09-01,6.80945e+11
2000-10-01,6.81599e+11
2000-11-01,6.83739e+11
2000-12-01,6.8891e+11
2001-01-01,6.93311e+11
2001-02-01,6.92052e+11
2001-03-01,6.94538e+11
2001-04-01,6.94008e+11
2001-05-01,6.99703e+11
2001-06-01,7.00364e+11
2001-07-01,7.01942e+11
2001-08-01,7.0352e+11
2001-09-01,7.1304e+11
2001-10-01,7.11772e+11
2001-11-01,7.16138e+11
2001-12-01,7.20834e+11
2002-01-01,7.24609e+11
2002-02-01,7.2841e+11
2002-03-01,7.31518e+11
2002-04-01,7.31854e+11
2002-05-01,7.34324e+11
2002-06-01,7.37307e+11
2002-07-01,7.45995e+11
2002-08-01,7.50199e+11
2002-09-01,7.54611e+11
2002-10-01,7.5432e+11
2002-11-01,7.58358e+11
2002-12-01,7.59441e+11
2003-01-01,7.60385e+11
2003-02-01,7.55489e+11
2003-03-01,7.65119e+11
2003-04-01,7.73239e+11
2003-05-01,7.8222e+11
2003-06-01,7.89944e+11
2003-07-01,7.96959e+11
2003-08-01,7.93236e+11
2003-09-01,7.95907e+11
2003-10-01,7.99729e+11
2003-11-01,8.08047e+11
2003-12-01,8.1053e+11
2004-01-01,8.2415e+11
2004-02-01,8.2913e+11
2004-03-01,8.3531e+11
2004-04-01,8.43348e+11
2004-05-01,8.53751e+11
2004-06-01,8.5161e+11
2004-07-01,8.56271e+11
2004-08-01,8.64182e+11
2004-09-01,8.67807e+11
2004-10-01,8.76924e+11
2004-11-01,8.82933e+11
2004-12-01,8.93488e+11
2005-01-01,9.00208e+11
2005-02-01,9.13916e+11
2005-03-01,9.20806e+11
2005-04-01,9.27846e+11
2005-05-01,9.34699e+11
2005-06-01,9.41855e+11
2005-07-01,9.48756e+11
2005-08-01,9.50302e+11
2005-09-01,9.52845e+11
2005-10-01,9.57723e+11
2005-11-01,9.58683e+11
2005-12-01,9.61466e+11
2006-01-01,9.65414e+11
2006-02-01,9.79069e+11
2006-03-01,9.88342e+11
2006-04-01,9.87875e+11
2006-05-01,9.95554e+11
2006-06-01,1.001831e+12
2006-07-01,1.008267e+12
2006-08-01,1.01657e+12
2006-09-01,1.028911e+12
2006-10-01,1.035927e+12
2006-11-01,1.044568e+12
2006-12-01,1.056025e+12
2007-01-01,1.062758e+12
2007-02-01,1.071447e+12
2007-03-01,1.081498e+12
2007-04-01,1.088278e+12
2007-05-01,1.098744e+12
2007-06-01,1.104745e+12
2007-07-01,1.116573e+12
2007-08-01,1.137677e+12
2007-09-01,1.158883e+12
2007-10-01,1.159746e+12
2007-11-01,1.175494e+12
2007-12-01,1.184166e+12
2008-01-01,1.197792e+12
2008-02-01,1.203227e+12
2008-03-01,1.220924e+12
2008-04-01,1.227729e+12
2008-05-01,1.246773e+12
2008-06-01,1.261386e+12
2008-07-01,1.264991e+12
2008-08-01,1.272736e+12
2008-09-01,1.282829e+12
2008-10-01,1.292537e+12
2008-11-01,1.2997e+12
2008-12-01,1.301068e+12
2009-01-01,1.298973e+12
2009-02-01,1.292241e+12
2009-03-01,1.290681e+12
2009-04-01,1.293778e+12
2009-05-01,1.290125e+12
2009-06-01,1.29109e+12
2009-07-01,1.296563e+12
2009-08-01,1.296694e+12
2009-09-01,1.302796e+12
2009-10-01,1.306053e+12
2009-11-01,1.308387e+12
2009-12-01,1.313276e+12
2010-01-01,1.316791e+12
2010-02-01,1.330617e+12
2010-03-01,1.328809e+12
2010-04-01,1.341991e+12
2010-05-01,1.358387e+12
2010-06-01,1.367831e+12
2010-07-01,1.376657e+12
2010-08-01,1.388847e+12
2010-09-01,1.385088e+12
2010-10-01,1.394326e+12
2010-11-01,1.398144e+12
2010-12-01,1.405114e+12
2011-01-01,1.419168e+12
2011-02-01,1.428395e+12
2011-03-01,1.438196e+12
2011-04-01,1.446397e+12
2011-05-01,1.449117e+12
2011-06-01,1.455047e+12
2011-07-01,1.459113e+12
2011-08-01,1.478648e+12
2011-09-01,1.500223e+12
2011-10-01,1.503135e+12
2011-11-01,1.514733e+12
2011-12-01,1.524982e+12
2012-01-01,1.544731e+12
2012-02-01,1.547479e+12
2012-03-01,1.557233e+12
2012-04-01,1.561794e+12
2012-05-01,1.566833e+12
2012-06-01,1.57672e+12
2012-07-01,1.586206e+12
2012-08-01,1.588725e+12
2012-09-01,1.58962e+12
2012-10-01,1.599814e+12
2012-11-01,1.607274e+12
2012-12-01,1.615602e+12
2013-01-01,1.626251e+12
2013-02-01,1.640153e+12
2013-03-01,1.645848e+12
2013-04-01,1.652723e+12
2013-05-01,1.666214e+12
2013-06-01,1.676035e+12
2013-07-01,1.680106e+12
2013-08-01,1.694433e+12
2013-09-01,1.711387e+12
2013-10-01,1.726575e+12
2013-11-01,1.746143e+12
2013-12-01,1.761801e+12
2014-01-01,1.790144e+12
2014-02-01,1.786779e+12
2014-03-01,1.791782e+12
2014-04-01,1.801318e+12
2014-05-01,1.809132e+12
2014-06-01,1.816178e+12
2014-07-01,1.836579e+12
2014-08-01,1.852616e+12
2014-09-01,1.865018e+12
2014-10-01,1.875706e+12
2014-11-01,1.882804e+12
2014-12-01,1.894257e+12
2015-01-01,1.910943e+12
2015-02-01,1.926684e+12
2015-03-01,1.940305e+12
2015-04-01,1.94927e+12
2015-05-01,1.951237e+12
2015-06-01,1.958915e+12
2015-07-01,1.99326e+12
2015-08-01,2.014878e+12
2015-09-01,2.029542e+12
2015-10-01,2.033008e+12
2015-11-01,2.04434e+12
2015-12-01,2.070844e+12
2016-01-01,2.089349e+12
2016-02-01,2.102295e+12
2016-03-01,2.092628e+12
2016-04-01,2.114844e+12
2016-05-01,2.143182e+12
2016-06-01,2.162575e+12
2016-07-01,2.184254e+12
2016-08-01,2.190764e+12
2016-09-01,2.203834e+12
2016-10-01,2.221031e+12
2016-11-01,2.231302e+12
2016-12-01,2.24598e+12
2017-01-01,2.237401e+12
2017-02-01,2.242521e+12
2017-03-01,2.262338e+12
2017-04-01,2.293061e+12
