"Date","CANMANMM101IXOBSAM"
1960-01-01,1.23188069129673
1960-02-01,1.23188069129673
1960-03-01,1.23188069129673
1960-04-01,1.24458049223793
1960-05-01,1.24458049223793
1960-06-01,1.26998009412034
1960-07-01,1.24458049223793
1960-08-01,1.25728029317914
1960-09-01,1.26998009412034
1960-10-01,1.28267989506154
1960-11-01,1.28267989506154
1960-12-01,1.28267989506154
1961-01-01,1.29537969600275
1961-02-01,1.30807949694395
1961-03-01,1.32077929788515
1961-04-01,1.29537969600275
1961-05-01,1.29537969600275
1961-06-01,1.30807949694395
1961-07-01,1.32077929788515
1961-08-01,1.34617889976756
1961-09-01,1.33347909882636
1961-10-01,1.33347909882636
1961-11-01,1.35887870070876
1961-12-01,1.35887870070876
1962-01-01,1.34617889976756
1962-02-01,1.35887870070876
1962-03-01,1.34617889976756
1962-04-01,1.35887870070876
1962-05-01,1.35887870070876
1962-06-01,1.35887870070876
1962-07-01,1.34617889976756
1962-08-01,1.34617889976756
1962-09-01,1.37157850164997
1962-10-01,1.39697810353238
1962-11-01,1.39697810353238
1962-12-01,1.42237770541478
1963-01-01,1.40967790447358
1963-02-01,1.40967790447358
1963-03-01,1.40967790447358
1963-04-01,1.43507750635599
1963-05-01,1.46047710823839
1963-06-01,1.44777730729719
1963-07-01,1.46047710823839
1963-08-01,1.44777730729719
1963-09-01,1.46047710823839
1963-10-01,1.46047710823839
1963-11-01,1.46047710823839
1963-12-01,1.4731769091796
1964-01-01,1.498576511062
1964-02-01,1.4858767101208
1964-03-01,1.51127631200321
1964-04-01,1.51127631200321
1964-05-01,1.51127631200321
1964-06-01,1.52397611294441
1964-07-01,1.52397611294441
1964-08-01,1.52397611294441
1964-09-01,1.52397611294441
1964-10-01,1.53667591388561
1964-11-01,1.53667591388561
1964-12-01,1.56207551576802
1965-01-01,1.56207551576802
1965-02-01,1.56207551576802
1965-03-01,1.57477531670922
1965-04-01,1.60017491859163
1965-05-01,1.60017491859163
1965-06-01,1.62557452047404
1965-07-01,1.63827432141524
1965-08-01,1.66367392329765
1965-09-01,1.63827432141524
1965-10-01,1.63827432141524
1965-11-01,1.65097412235644
1965-12-01,1.66367392329765
1966-01-01,1.66367392329765
1966-02-01,1.68907352518005
1966-03-01,1.70177332612126
1966-04-01,1.70177332612126
1966-05-01,1.71447312706246
1966-06-01,1.71447312706246
1966-07-01,1.72717292800366
1966-08-01,1.72717292800366
1966-09-01,1.73987272894487
1966-10-01,1.76527233082727
1966-11-01,1.79067193270968
1966-12-01,1.79067193270968
1967-01-01,1.81607153459209
1967-02-01,1.8541709374157
1967-03-01,1.8795705392981
1967-04-01,1.89227034023931
1967-05-01,1.89227034023931
1967-06-01,1.89227034023931
1967-07-01,1.89227034023931
1967-08-01,1.89227034023931
1967-09-01,1.93036974306292
1967-10-01,1.95576934494533
1967-11-01,1.93036974306292
1967-12-01,1.93036974306292
1968-01-01,1.95576934494533
1968-02-01,1.94306954400412
1968-03-01,1.91766994212172
1968-04-01,1.93036974306292
1968-05-01,1.93036974306292
1968-06-01,1.93036974306292
1968-07-01,1.98116894682773
1968-08-01,2.04466795153375
1968-09-01,2.03196815059255
1968-10-01,2.03196815059255
1968-11-01,2.05736775247495
1968-12-01,2.07006755341616
1969-01-01,2.10816695623977
1969-02-01,2.08276735435736
1969-03-01,2.10816695623977
1969-04-01,2.13356655812217
1969-05-01,2.15896616000458
1969-06-01,2.14626635906338
1969-07-01,2.13356655812217
1969-08-01,2.10816695623977
1969-09-01,2.12086675718097
1969-10-01,2.14626635906338
1969-11-01,2.12086675718097
1969-12-01,2.13356655812217
1970-01-01,2.13356655812217
1970-02-01,2.14626635906338
1970-03-01,2.15896616000458
1970-04-01,2.15896616000458
1970-05-01,2.14626635906338
1970-06-01,2.15896616000458
1970-07-01,2.18436576188699
