"Date","CANPIEAFD01GPM"
1960-01-01,0
1960-02-01,-0.588235294117656
1960-03-01,-0.591715976331348
1960-04-01,1.19047619047619
1960-05-01,0
1960-06-01,0.588235294117656
1960-07-01,1.75438596491226
1960-08-01,-0.574712643678148
1960-09-01,0
1960-10-01,0
1960-11-01,0.578034682080912
1960-12-01,0.574712643678181
1961-01-01,0.571428571428569
1961-02-01,0.568181818181794
1961-03-01,-0.564971751412406
1961-04-01,0
1961-05-01,-0.568181818181816
1961-06-01,-0.571428571428592
1961-07-01,0.574712643678181
1961-08-01,0
1961-09-01,0.571428571428569
1961-10-01,-0.568181818181816
1961-11-01,-0.571428571428592
1961-12-01,0.574712643678181
1962-01-01,1.14285714285712
1962-02-01,0
1962-03-01,0
1962-04-01,0
1962-05-01,0
1962-06-01,1.12994350282488
1962-07-01,1.11731843575421
1962-08-01,0.552486187845281
1962-09-01,-0.549450549450526
1962-10-01,0
1962-11-01,0
1962-12-01,0
1963-01-01,0.552486187845281
1963-02-01,0
1963-03-01,0
1963-04-01,0
1963-05-01,1.0989010989011
1963-06-01,1.63043478260871
1963-07-01,0.534759358288768
1963-08-01,-1.06382978723404
1963-09-01,0.537634408602149
1963-10-01,0
1963-11-01,1.06951871657754
1963-12-01,-1.05820105820105
1964-01-01,0.534759358288768
1964-02-01,-0.531914893617019
1964-03-01,0
1964-04-01,0
1964-05-01,0
1964-06-01,-0.534759358288768
1964-07-01,0.537634408602149
1964-08-01,-0.534759358288768
1964-09-01,0
1964-10-01,0
1964-11-01,-0.537634408602169
1964-12-01,-0.540540540540539
1965-01-01,-0.543478260869542
1965-02-01,1.09289617486336
1965-03-01,0
1965-04-01,0
1965-05-01,0.54054054054056
1965-06-01,1.61290322580645
1965-07-01,0
1965-08-01,0.529100529100527
1965-09-01,-0.526315789473682
1965-10-01,0.529100529100527
1965-11-01,1.05263157894736
1965-12-01,0.520833333333352
1966-01-01,1.55440414507769
1966-02-01,1.53061224489795
1966-03-01,-0.502512562814069
1966-04-01,-1.01010101010101
1966-05-01,0.510204081632651
1966-06-01,0.507614213197968
1966-07-01,0.505050505050503
1966-08-01,0.502512562814088
1966-09-01,0.499999999999998
1966-10-01,-0.497512437810944
1966-11-01,-1.00000000000002
1966-12-01,0.505050505050503
1967-01-01,0
1967-02-01,0
1967-03-01,0
1967-04-01,0
1967-05-01,0.502512562814088
1967-06-01,0.499999999999998
1967-07-01,-0.497512437810944
1967-08-01,0
1967-09-01,0.499999999999998
1967-10-01,-0.497512437810944
1967-11-01,0
1967-12-01,0
1968-01-01,0
1968-02-01,0
1968-03-01,-0.500000000000018
1968-04-01,0.502512562814088
1968-05-01,0
1968-06-01,0.999999999999977
1968-07-01,0.495049504950512
1968-08-01,0.985221674876844
1968-09-01,0.487804878048798
1968-10-01,-0.4854368932039
1968-11-01,0
1968-12-01,0.975609756097558
1969-01-01,0
1969-02-01,0.483091787439631
1969-03-01,0
1969-04-01,1.44230769230769
1969-05-01,0.947867298578214
1969-06-01,1.87793427230046
1969-07-01,0
1969-08-01,-0.92165898617513
1969-09-01,0
1969-10-01,-0.465116279069766
1969-11-01,0
1969-12-01,0.467289719626167
1970-01-01,1.86046511627906
1970-02-01,0
1970-03-01,0
1970-04-01,0
1970-05-01,0
1970-06-01,0
