"Date","LRUN55FECAM156S"
2012-09-01,5.75730869696981
2012-10-01,5.7074348003461
2012-11-01,5.81983877556942
2012-12-01,6.31222983375344
2013-01-01,6.06694298746452
2013-02-01,6.57097865225207
2013-03-01,5.6386165592137
2013-04-01,5.86252659884254
2013-05-01,5.42709737735187
2013-06-01,6.53608957121693
2013-07-01,6.44894292410572
2013-08-01,5.82736601223536
2013-09-01,5.88353588979212
2013-10-01,5.8466622643439
2013-11-01,6.2016704611589
2013-12-01,5.82664088147083
2014-01-01,6.08752398527392
2014-02-01,6.38513461281112
2014-03-01,5.77432250746485
2014-04-01,5.84811542588002
2014-05-01,6.09899630436447
2014-06-01,4.99458186923276
2014-07-01,5.65258084306155
2014-08-01,5.48209022343914
2014-09-01,5.14917064315117
2014-10-01,5.97294404209424
2014-11-01,6.17551824302803
2014-12-01,5.92769161660137
2015-01-01,5.71787697090961
2015-02-01,5.93734335110316
2015-03-01,5.45076560677554
2015-04-01,5.79543418803796
2015-05-01,5.30691747754064
2015-06-01,5.69136979466558
2015-07-01,5.77972816917205
2015-08-01,5.54711328144176
2015-09-01,5.42197715279621
2015-10-01,5.5015050296698
2015-11-01,5.74168232676869
2015-12-01,5.96015451798358
2016-01-01,5.61623828180463
2016-02-01,5.9747679701403
2016-03-01,6.07405681762754
2016-04-01,6.22773047703191
2016-05-01,6.07857460025678
2016-06-01,5.68111886153515
2016-07-01,6.19531791757096
2016-08-01,6.18308851999907
2016-09-01,5.71387730106174
2016-10-01,5.38810613581458
2016-11-01,5.42569379692179
2016-12-01,5.826612959571
2017-01-01,5.44906923210387
2017-02-01,5.80659038949659
2017-03-01,5.6912883023213
2017-04-01,5.57958859191218
2017-05-01,5.44918179386672
2017-06-01,5.86183577609055
2017-07-01,5.86627199654874
2017-08-01,5.47943241303183
2017-09-01,5.28550389249149
2017-10-01,5.20176614077388
2017-11-01,4.64358063163722
2017-12-01,4.50616310049945
2018-01-01,4.74832111270345
2018-02-01,4.69283658684724
2018-03-01,5.05664585509717
2018-04-01,4.6713889552011
2018-05-01,4.52866246033266
2018-06-01,4.9949740676548
2018-07-01,5.11088644873196
2018-08-01,5.43535495569578
2018-09-01,5.25152012618169
2018-10-01,4.93969420034969
2018-11-01,5.2112356964885
2018-12-01,4.83289392211629
2019-01-01,4.76861149958749
2019-02-01,5.28049465890701
2019-03-01,5.52398211466867
2019-04-01,4.71702583590068
2019-05-01,4.7439781073672
2019-06-01,4.63237962473585
2019-07-01,4.42188877062304
2019-08-01,4.49786013677856
2019-09-01,5.29714819537846
2019-10-01,4.62296511832433
2019-11-01,4.86408751935751
2019-12-01,4.65933068920271
2020-01-01,4.41084185125321
2020-02-01,5.32092909298904
2020-03-01,7.40552147672752
2020-04-01,12.7892130244725
2020-05-01,11.1806398434293
2020-06-01,10.0682692280115
2020-07-01,8.04434902109861
2020-08-01,6.9821177670367
2020-09-01,6.95623058348605
2020-10-01,7.22660516909447
2020-11-01,6.94656728385232
2020-12-01,8.30840696485702
2021-01-01,8.35492484290334
2021-02-01,8.61272781330239
2021-03-01,6.80703809222652
2021-04-01,8.53239515879686
2021-05-01,8.61324004782866
2021-06-01,8.04228932436914
2021-07-01,7.65879331262265
2021-08-01,6.93814140549375
2021-09-01,7.51946347357895
2021-10-01,7.67162466834508
2021-11-01,7.18859328735143
2021-12-01,6.4996801389103
2022-01-01,6.41649516018475
2022-02-01,5.40016051403802
2022-03-01,5.03667820796472
2022-04-01,5.0496898670332
2022-05-01,4.5116113858592
2022-06-01,3.97328934360168
2022-07-01,4.56610159176791
2022-08-01,5.15044565500273
2022-09-01,4.48155369042846
2022-10-01,4.59499262743308
2022-11-01,4.27653808535132
2022-12-01,4.07873950432634
2023-01-01,4.68173949427424
2023-02-01,4.1138481030633
2023-03-01,4.22397605033547
2023-04-01,3.81868640869257
2023-05-01,3.78415961133203
2023-06-01,4.67833470496091
2023-07-01,4.4275044045204
2023-08-01,5.06824923320302
2023-09-01,4.88055625402374
2023-10-01,4.77933747651031
2023-11-01,4.72419047867741
