"Date","CANCPALTT01IXOBSAM"
1992-01-01,65.6570977087174
1992-02-01,65.7361074532526
1992-03-01,66.0521464313932
1992-04-01,66.1311561759284
1992-05-01,66.2891756649987
1992-06-01,66.447195154069
1992-07-01,66.447195154069
1992-08-01,66.5262048986042
1992-09-01,66.6052146431393
1992-10-01,66.6842243876745
1992-11-01,66.7632341322096
1992-12-01,66.92125362128
1993-01-01,67.0792731103503
1993-02-01,67.3163023439558
1993-03-01,67.3163023439558
1993-04-01,67.3953120884909
1993-05-01,67.4743218330261
1993-06-01,67.4743218330261
1993-07-01,67.5533315775612
1993-08-01,67.7113510666316
1993-09-01,67.7903608111667
1993-10-01,67.948380300237
1993-11-01,68.0273900447722
1993-12-01,68.0273900447722
1994-01-01,67.948380300237
1994-02-01,67.3953120884909
1994-03-01,67.3953120884909
1994-04-01,67.3953120884909
1994-05-01,67.3163023439558
1994-06-01,67.3953120884909
1994-07-01,67.6323413220964
1994-08-01,67.7903608111667
1994-09-01,67.8693705557019
1994-10-01,67.7903608111667
1994-11-01,68.0273900447722
1994-12-01,68.2644192783777
1995-01-01,68.422438767448
1995-02-01,68.7384777455886
1995-03-01,68.896497234659
1995-04-01,69.0545167237293
1995-05-01,69.2915459573348
1995-06-01,69.2915459573348
1995-07-01,69.3705557018699
1995-08-01,69.2915459573348
1995-09-01,69.3705557018699
1995-10-01,69.3705557018699
1995-11-01,69.4495654464051
1995-12-01,69.4495654464051
1996-01-01,69.5285751909402
1996-02-01,69.6075849354754
1996-03-01,69.923623913616
1996-04-01,70.0816434026863
1996-05-01,70.2396628917567
1996-06-01,70.2396628917567
1996-07-01,70.2396628917567
1996-08-01,70.3186726362918
1996-09-01,70.397682380827
1996-10-01,70.6347116144325
1996-11-01,70.8717408480379
1996-12-01,71.0297603371082
1997-01-01,71.1087700816434
1997-02-01,71.1877798261786
1997-03-01,71.2667895707137
1997-04-01,71.2667895707137
1997-05-01,71.2667895707137
1997-06-01,71.3457993152489
1997-07-01,71.424809059784
1997-08-01,71.5828285488544
1997-09-01,71.5828285488544
1997-10-01,71.5828285488544
1997-11-01,71.5038188043192
1997-12-01,71.5828285488544
1998-01-01,71.9778772715301
1998-02-01,71.9778772715301
1998-03-01,71.9778772715301
1998-04-01,71.898867526995
1998-05-01,71.9778772715301
1998-06-01,72.0568870160653
1998-07-01,72.0568870160653
1998-08-01,72.1358967606005
1998-09-01,71.9778772715301
1998-10-01,72.372925994206
1998-11-01,72.372925994206
1998-12-01,72.372925994206
1999-01-01,72.5309454832763
1999-02-01,72.5309454832763
1999-03-01,72.6889649723466
1999-04-01,73.0840136950224
1999-05-01,73.1630234395576
1999-06-01,73.1630234395576
1999-07-01,73.3210429286279
1999-08-01,73.6370819067685
1999-09-01,73.874111140374
1999-10-01,73.9531208849091
1999-11-01,74.0321306294443
1999-12-01,74.2691598630498
2000-01-01,74.2691598630498
2000-02-01,74.5061890966553
2000-03-01,74.9012378193311
2000-04-01,74.5851988411904
2000-05-01,74.8222280747959
2000-06-01,75.2962865420069
2000-07-01,75.5333157756123
2000-08-01,75.4543060310772
2000-09-01,75.7703450092178
2000-10-01,76.0863839873584
2000-11-01,76.4814327100342
2000-12-01,76.6394521991046
2001-01-01,76.4814327100342
2001-02-01,76.5604424545694
2001-03-01,76.7184619436397
2001-04-01,77.2715301553858
2001-05-01,77.7455886225968
2001-06-01,77.7455886225968
2001-07-01,77.5085593889913
2001-08-01,77.5875691335265
2001-09-01,77.7455886225968
2001-10-01,77.5085593889913
2001-11-01,76.9554911772452
2001-12-01,77.1925204108507
2002-01-01,77.5085593889913
2002-02-01,77.7455886225968
2002-03-01,78.0616276007374
2002-04-01,78.6146958124836
2002-05-01,78.5356860679484
2002-06-01,78.6937055570187
2002-07-01,79.2467737687648
2002-08-01,79.5628127469055
2002-09-01,79.6418224914406
2002-10-01,80.0368712141164
2002-11-01,80.2739004477219
2002-12-01,80.1948907031868
2003-01-01,80.9059784040032
2003-02-01,81.301027126679
2003-03-01,81.3800368712141
2003-04-01,80.826968659468
2003-05-01,80.6689491703977
2003-06-01,80.826968659468
2003-07-01,80.9849881485383
2003-08-01,81.2220173821438
2003-09-01,81.3800368712141
2003-10-01,81.301027126679
2003-11-01,81.4590466157493
2003-12-01,81.8540953384251
2004-01-01,81.9331050829602
2004-02-01,81.9331050829602
2004-03-01,81.9331050829602
2004-04-01,82.1701343165657
2004-05-01,82.7232025283118
2004-06-01,82.802212272847
2004-07-01,82.802212272847
2004-08-01,82.7232025283118
2004-09-01,82.802212272847
2004-10-01,83.1182512509876
2004-11-01,83.5132999736634
2004-12-01,83.5923097181986
2005-01-01,83.5923097181986
2005-02-01,83.6713194627338
2005-03-01,83.9083486963392
2005-04-01,84.0663681854096
2005-05-01,83.9873584408744
2005-06-01,84.2243876744799
2005-07-01,84.3824071635502
2005-08-01,84.777455886226
2005-09-01,85.5675533315776
2005-10-01,85.4095338425072
2005-11-01,85.251514353437
2005-12-01,85.3305240979721
2006-01-01,86.0416117987885
2006-02-01,85.7255728206479
2006-03-01,85.804582565183
2006-04-01,86.1996312878588
2006-05-01,86.278641032394
2006-06-01,86.1996312878588
2006-07-01,86.278641032394
2006-08-01,86.4366605214643
2006-09-01,86.1206215433237
2006-10-01,86.1996312878588
2006-11-01,86.5156702659995
2006-12-01,86.8317092441401
2007-01-01,87.0687384777456
2007-02-01,87.3847774558862
2007-03-01,87.8588359230972
2007-04-01,88.0958651567027
2007-05-01,88.0958651567027
2007-06-01,87.9378456676324
2007-07-01,88.0168554121675
2007-08-01,87.9378456676324
2007-09-01,88.253884645773
2007-10-01,88.4119041348433
2007-11-01,88.6489333684488
2007-12-01,88.9649723465894
2008-01-01,88.8069528575191
2008-02-01,88.9649723465894
2008-03-01,89.1229918356597
2008-04-01,89.5180405583356
2008-05-01,90.1501185146168
2008-06-01,90.7821964708981
2008-07-01,91.1772451935739
2008-08-01,91.1772451935739
2008-09-01,91.256254938109
2008-10-01,90.6241769818278
