"Date","CANSPASTT01GYM"
1960-01-01,-5.8166820735263
1960-02-01,-9.60221657489763
1960-03-01,-8.996392201468
1960-04-01,-11.4155411949076
1960-05-01,-8.96676567250742
1960-06-01,-11.9035161155295
1960-07-01,-17.5136903966876
1960-08-01,-7.39313984168866
1960-09-01,-7.57906014482048
1960-10-01,-7.57404977919031
1960-11-01,-3.5180266359567
1960-12-01,-1.86456250337785
1961-01-01,8.64477161192905
1961-02-01,16.0416219276497
1961-03-01,18.2716531588712
1961-04-01,25.9123797407967
1961-05-01,24.7350232638956
1961-06-01,28.8174853002316
1961-07-01,34.0626644537101
1961-08-01,27.7261762303645
1961-09-01,32.2327264005757
1961-10-01,33.0507796881248
1961-11-01,32.0081627938317
1961-12-01,28.6577082644932
1962-01-01,18.6292564280751
1962-02-01,15.5467698519515
1962-03-01,13.2758706097984
1962-04-01,5.38488254609748
1962-05-01,-5.21289603615596
1962-06-01,-12.0199179307483
1962-07-01,-11.515060013588
1962-08-01,-10.731068942954
1962-09-01,-13.5671100362757
1962-10-01,-12.7449212645751
1962-11-01,-8.68030742755473
1962-12-01,-10.2532638938432
1963-01-01,-3.3595477644509
1963-02-01,-7.04124867139381
1963-03-01,-4.15300068512121
1963-04-01,3.24619878660775
1963-05-01,14.3694583693931
1963-06-01,17.8125982601404
1963-07-01,11.984711984712
1963-08-01,10.0686346371693
1963-09-01,19.0228035814214
1963-10-01,18.1384535904942
1963-11-01,8.46096108085663
1963-12-01,11.7203771125137
1964-01-01,9.32731212777889
1964-02-01,12.0463622836557
1964-03-01,13.0292614673318
1964-04-01,11.7872377470184
1964-05-01,13.8104824317186
1964-06-01,17.9707308393755
1964-07-01,23.9882983910288
1964-08-01,22.4179682770311
1964-09-01,23.9443448620376
1964-10-01,23.4144279404691
1964-11-01,25.1711698446588
1964-12-01,21.4626232727583
1965-01-01,24.9445553337769
1965-02-01,25.4543167076717
1965-03-01,19.6921379458819
1965-04-01,18.2747968745944
1965-05-01,14.046466116366
1965-06-01,6.46908738986715
1965-07-01,3.03037750688163
1965-08-01,6.1915830077642
1965-09-01,3.53133631266374
1965-10-01,4.98429121489146
1965-11-01,1.60569344782966
1965-12-01,3.23480135437537
