"Date","CANLOLITONOSTSAM"
1960-01-01,99.6775332450754
1960-02-01,99.5078315416817
1960-03-01,99.3334338395978
1960-04-01,99.1801637388569
1960-05-01,99.0728800251295
1960-06-01,99.0219414671851
1960-07-01,99.0211311160021
1960-08-01,99.063357358916
1960-09-01,99.1167518806955
1960-10-01,99.1797145215733
1960-11-01,99.2653579118864
1960-12-01,99.3881537575452
1961-01-01,99.5570043460817
1961-02-01,99.7784301145095
1961-03-01,100.04676859584
1961-04-01,100.343988138126
1961-05-01,100.641105293736
1961-06-01,100.921484272693
1961-07-01,101.164416769678
1961-08-01,101.343596452847
1961-09-01,101.435722308582
1961-10-01,101.449347610567
1961-11-01,101.398051395467
1961-12-01,101.281268493998
1962-01-01,101.094068900736
1962-02-01,100.853005193989
1962-03-01,100.565866735754
1962-04-01,100.248385011287
1962-05-01,99.9350052233616
1962-06-01,99.6646823503344
1962-07-01,99.4706179583855
1962-08-01,99.3710689657964
1962-09-01,99.3706980023751
1962-10-01,99.4542077872569
1962-11-01,99.5888193858579
1962-12-01,99.7411550881048
1963-01-01,99.8914603747606
1963-02-01,100.035371673846
1963-03-01,100.177810551021
1963-04-01,100.317595192546
1963-05-01,100.421026044219
1963-06-01,100.464646953372
1963-07-01,100.475029975969
1963-08-01,100.483854678683
1963-09-01,100.519307967228
1963-10-01,100.572124164626
1963-11-01,100.641919362044
1963-12-01,100.734172625301
1964-01-01,100.842566398395
1964-02-01,100.943684816843
1964-03-01,101.030943893488
1964-04-01,101.087519075688
1964-05-01,101.119835569008
1964-06-01,101.140381689425
1964-07-01,101.1541132607
1964-08-01,101.167733759041
1964-09-01,101.180869377353
1964-10-01,101.190771647557
1964-11-01,101.204308733444
1964-12-01,101.220535468514
1965-01-01,101.233938692423
1965-02-01,101.238942370584
1965-03-01,101.23144979493
1965-04-01,101.192501712393
1965-05-01,101.121585150939
1965-06-01,101.036870732996
1965-07-01,100.967822539038
1965-08-01,100.924195236718
1965-09-01,100.907443586808
1965-10-01,100.9206702729
1965-11-01,100.955294739835
1965-12-01,100.992805835154
1966-01-01,100.999333053149
1966-02-01,100.94402619493
1966-03-01,100.813773930958
1966-04-01,100.61489328413
1966-05-01,100.373790328807
1966-06-01,100.126005900715
