"Date","M0584BUSM391NNBR"
1884-02-01,4.96
1884-03-01,4.56
1884-04-01,3.62
1884-05-01,2.98
1884-06-01,3.45
1884-07-01,1.77
1884-08-01,1.91
1884-09-01,3.11
1884-10-01,3.66
1884-11-01,2.96
1884-12-01,2.02
1885-01-01,2.11
1885-02-01,2.17
1885-03-01,2.66
1885-04-01,2.11
1885-05-01,2.06
1885-06-01,2.79
1885-07-01,2.06
1885-08-01,3.86
1885-09-01,4.06
1885-10-01,3.63
1885-11-01,2.35
1885-12-01,2.61
1886-01-01,2
1886-02-01,2.25
1886-03-01,2.47
1886-04-01,1.62
1886-05-01,1.91
1886-06-01,2.3
1886-07-01,1.76
1886-08-01,4.95
1886-09-01,4.96
1886-10-01,5.41
1886-11-01,5.26
1886-12-01,5.02
1887-01-01,4.73
1887-02-01,4.74
1887-03-01,3.9
1887-04-01,3.93
1887-05-01,3.45
1887-06-01,2.77
1887-07-01,2.08
1887-08-01,4.73
1887-09-01,5.23
1887-10-01,6.05
1887-11-01,6.45
1887-12-01,6.04
1888-01-01,5.45
1888-02-01,4.8
1888-03-01,4.12
1888-04-01,3.73
1888-05-01,5.4
1888-06-01,4.84
1888-07-01,2.21
1888-08-01,3.56
1888-09-01,6.92
1888-10-01,8.56
1888-11-01,7.57
1888-12-01,8.62
1889-01-01,8.08
1889-02-01,7.92
1889-03-01,7.19
1889-04-01,7.14
1889-05-01,6.34
1889-06-01,5.25
1889-07-01,3.6
1889-08-01,6.13
1889-09-01,5.74
1889-10-01,7
1889-11-01,5.12
1889-12-01,5.12
