"Date","LRIN64FECAM156N"
1976-01-01,50.4045102560343
1976-02-01,50.1170212765957
1976-03-01,49.7498838983613
1976-04-01,49.6484793920216
1976-05-01,48.6808555612804
1976-06-01,47.7108243141701
1976-07-01,46.6068586311677
1976-08-01,46.8301262699184
1976-09-01,48.4543512730799
1976-10-01,48.5294117647059
1976-11-01,48.4806918534776
1976-12-01,48.5827213315767
1977-01-01,49.2545669978256
1977-02-01,48.6729229489446
1977-03-01,48.3309106011837
1977-04-01,48.3070503932723
1977-05-01,47.51632719043
1977-06-01,46.7827120001033
1977-07-01,45.8277462609593
1977-08-01,46.0318890190073
1977-09-01,47.482846349549
1977-10-01,47.3164222384747
1977-11-01,47.5874439461883
1977-12-01,47.8107886790522
1978-01-01,48.5227809781706
1978-02-01,47.7755250372977
1978-03-01,46.9699092055164
1978-04-01,47.1396055592996
1978-05-01,46.0436129163282
1978-06-01,45.1268205498726
1978-07-01,43.8530971882873
1978-08-01,43.9623356926188
1978-09-01,45.3354370463869
1978-10-01,45.253312155706
1978-11-01,45.2286232248968
1978-12-01,45.4534024040638
1979-01-01,46.0838344401622
1979-02-01,45.4669658189293
1979-03-01,44.8912145414486
1979-04-01,45.0376813767763
1979-05-01,44.4075539523447
1979-06-01,43.4298107845337
1979-07-01,42.3821197904352
1979-08-01,42.330060892258
1979-09-01,44.1457875730613
1979-10-01,43.412773125898
1979-11-01,43.6087714741568
1979-12-01,44.0639241209816
1980-01-01,44.1062248030477
1980-02-01,44.0280684476179
1980-03-01,43.2889948859166
1980-04-01,43.2072554121054
1980-05-01,42.4861831060133
1980-06-01,41.3596555604482
1980-07-01,41.0197525133455
1980-08-01,41.0515401036902
1980-09-01,42.4173415332156
1980-10-01,42.1788728625982
1980-11-01,42.6801569275243
1980-12-01,43.0969855037302
1981-01-01,43.191811519593
1981-02-01,42.3681250226797
1981-03-01,41.8759740495089
1981-04-01,42.0853846896419
1981-05-01,40.5621037915492
1981-06-01,39.1797735231471
1981-07-01,39.2308894418599
1981-08-01,39.3013677245818
1981-09-01,40.1913990358094
1981-10-01,40.2812717123074
1981-11-01,40.5614656503165
1981-12-01,41.3938198553583
1982-01-01,42.0499044890162
1982-02-01,41.7493441450036
1982-03-01,41.0253966741316
1982-04-01,41.2899387160112
1982-05-01,40.2707939564685
1982-06-01,39.4030772153101
1982-07-01,38.8580576307364
1982-08-01,39.270866645347
1982-09-01,40.8825199981067
1982-10-01,40.6386324139643
1982-11-01,40.7459901259065
1982-12-01,41.0228573451494
1983-01-01,41.502227880331
1983-02-01,41.1162790697674
1983-03-01,40.1232970187534
1983-04-01,40.2219270508857
1983-05-01,39.1104222441407
1983-06-01,38.012272241972
1983-07-01,37.7190822870139
1983-08-01,37.7976364764995
1983-09-01,39.3001755412522
1983-10-01,39.3332397857761
1983-11-01,39.7188891095818
1983-12-01,39.877887904365
1984-01-01,40.6582768635044
1984-02-01,39.9046864440353
1984-03-01,39.2150242175857
1984-04-01,39.5272824557118
1984-05-01,37.9821717048452
1984-06-01,37.4689365260004
1984-07-01,36.9479216214021
1984-08-01,37.0475991746076
1984-09-01,37.9202094386396
1984-10-01,38.0799722238296
1984-11-01,38.0889598223579
1984-12-01,38.532216122508
1985-01-01,39.1036226946751
1985-02-01,38.4570109636468
1985-03-01,37.6284439113838
1985-04-01,37.6359697640118
1985-05-01,36.6617538688283
1985-06-01,36.0329988954345
1985-07-01,35.4483059908258
1985-08-01,35.3935230392776
1985-09-01,36.6395041891427
1985-10-01,36.5422329261999
1985-11-01,36.5325112878458
1985-12-01,36.826494737927
1986-01-01,37.1391631674695
1986-02-01,36.7736845715854
1986-03-01,36.175949728649
1986-04-01,36.1561993470767
