"Date","CANSACRMISMEI"
1960-01-01,61.2861135001274
1960-02-01,64.102007475731
1960-03-01,60.563614387966
1960-04-01,62.2359724727593
1960-05-01,61.5724185096087
1960-06-01,64.1744258016586
1960-07-01,58.9687270704442
1960-08-01,59.1489308117059
1960-09-01,63.8527537027709
1960-10-01,65.3364873107294
1960-11-01,65.929307095067
1960-12-01,64.7975602340589
1961-01-01,58.8659940964538
1961-02-01,58.9114660685479
1961-03-01,56.5789223148332
1961-04-01,56.8467017060539
1961-05-01,58.507270761045
1961-06-01,60.0246873112955
1961-07-01,69.5754855981661
1961-08-01,64.2535807160446
1961-09-01,59.4082894673536
1961-10-01,58.9552538935274
1961-11-01,74.3281487555544
1961-12-01,65.5806886423458
1962-01-01,72.6928419072822
1962-02-01,65.2724897203748
1962-03-01,73.305871456995
1962-04-01,71.8642415269013
1962-05-01,74.8973904802877
1962-06-01,69.6647453952397
1962-07-01,69.4879099482072
1962-08-01,63.6338145778735
1962-09-01,50.2953694302777
1962-10-01,71.8692939682451
1962-11-01,74.5790866756291
1962-12-01,75.3689516723744
1963-01-01,70.3350359468487
1963-02-01,75.5508395607507
1963-03-01,72.052866003736
1963-04-01,79.3974315704866
1963-05-01,76.2211301123597
1963-06-01,82.6006793824471
1963-07-01,71.7935073480883
1963-08-01,65.8434155922227
1963-09-01,68.2820606141568
1963-10-01,85.094901259163
1963-11-01,92.7779803959473
1963-12-01,86.7453654314665
1964-01-01,88.4446698700932
1964-02-01,87.2708193312202
1964-03-01,88.9398091217843
1964-04-01,87.4392340426798
1964-05-01,89.2109568072342
1964-06-01,85.0645866111002
1964-07-01,90.6542708844424
1964-08-01,85.8174003713244
1964-09-01,94.7198020190758
1964-10-01,87.2186107706678
1964-11-01,81.1304189514053
1964-12-01,68.8513023388901
1965-01-01,92.3401021461524
1965-02-01,92.5977766546856
1965-03-01,92.5320949172164
1965-04-01,101.582701511052
1965-05-01,96.8839310613309
1965-06-01,100.631158391306
1965-07-01,100.50821565194
1965-08-01,106.08947918971
1965-09-01,87.6413316964312
1965-10-01,104.782581028783
1965-11-01,106.301681726149
1965-12-01,107.642262829366
1966-01-01,98.9217490699914
1966-02-01,101.158296438174
1966-03-01,111.630323196728
1966-04-01,91.925801955962
1966-05-01,81.9438620077549
1966-06-01,89.3507410177456
1966-07-01,99.8631873070502
1966-08-01,108.238450907933
1966-09-01,98.1099901607564
1966-10-01,96.4578418413383
1966-11-01,98.8308051258032
1966-12-01,99.1592138131493
1967-01-01,96.0267001800018
1967-02-01,90.7586880055474
1967-03-01,97.8792620060568
1967-04-01,96.9546652401439
1967-05-01,100.538530300003
1967-06-01,105.329928841027
1967-07-01,90.3460719624715
1967-08-01,93.8794126088927
1967-09-01,92.0874800789632
1967-10-01,89.2985324571931
1967-11-01,90.3831231989926
1967-12-01,96.3938442509836
1968-01-01,100.727154776838
1968-02-01,96.3753186327231
1968-03-01,103.453788955368
1968-04-01,93.0676536996577
1968-05-01,103.233165683356
1968-06-01,101.909426051284
1968-07-01,110.003437084029
1968-08-01,111.013925352787
1968-09-01,97.1988665717603
1968-10-01,107.453638352532
1968-11-01,109.297779443014
1968-12-01,111.532642664082
1969-01-01,111.189076652704
1969-02-01,118.34838603685
1969-03-01,107.73152262644
1969-04-01,108.191294788725
1969-05-01,99.789084834008
1969-06-01,103.346003540034
1969-07-01,98.6674428556875
1969-08-01,99.0800588987634
1969-09-01,124.694252364645
1969-10-01,103.142221739168
1969-11-01,113.622669233295
1969-12-01,97.3032836928652
1970-01-01,92.9767097554695
1970-02-01,87.134403414938
1970-03-01,90.9978368958199
1970-04-01,88.3520417787905
1970-05-01,91.1696199015086
1970-06-01,92.8487145747603
1970-07-01,94.3391847711772
1970-08-01,91.9375909857642
1970-09-01,94.7955886392326
1970-10-01,92.1447410808594
1970-11-01,83.5892737387146
1970-12-01,77.2198293513148
1971-01-01,87.3971303648149
1971-02-01,97.1601311881246
1971-03-01,102.017211466618
1971-04-01,112.347769867546
1971-05-01,111.077922943141
1971-06-01,105.990114509948
1971-07-01,108.236766760819
1971-08-01,101.897637021481
1971-09-01,125.413383182577
1971-10-01,120.482200431042
1971-11-01,118.26417868112
1971-12-01,116.51603397617
1972-01-01,107.812361687941
1972-02-01,107.495742030397
1972-03-01,117.238533088331
1972-04-01,111.342334040133
1972-05-01,124.719514571364
1972-06-01,122.311184197493
1972-07-01,115.867637337051
1972-08-01,102.808760610478
1972-09-01,124.618465744488
1972-10-01,134.982707087709
1972-11-01,134.58019592732
1972-12-01,135.370060924066
1973-01-01,130.278884196644
1973-02-01,139.726949509524
1973-03-01,169.551510761894
1973-04-01,151.537873224182
1973-05-01,122.936002777008
1973-06-01,135.188173035689
1973-07-01,125.453802713328
1973-08-01,124.168798464891
1973-09-01,135.149437652054
1973-10-01,131.051907722243
1973-11-01,138.175850016982
1973-12-01,135.70520619987
1974-01-01,142.692732578326
1974-02-01,137.579661938415
1974-03-01,129.362708166304
1974-04-01,132.638374304192
1974-05-01,141.6165625721
1974-06-01,132.00008254776
1974-07-01,143.98784170945
1974-08-01,149.409111271333
1974-09-01,134.219788444797
1974-10-01,117.507996626666
1974-11-01,112.214722245493
1974-12-01,114.53716111652
1975-01-01,117.486102714177
1975-02-01,144.124257625733
1975-03-01,125.704740633402
1975-04-01,123.574294533439
1975-05-01,126.937536321286
1975-06-01,135.37174507118
1975-07-01,138.389736700535
1975-08-01,138.864666186851
1975-09-01,135.102281532845
1975-10-01,145.778090092265
1975-11-01,156.728414631365
1975-12-01,195.489060473778
1976-01-01,111.43664627855
