"Date","MAM2A2CAM189N"
1987-05-01,2.59145e+11
1987-06-01,2.61608e+11
1987-07-01,2.64057e+11
1987-08-01,2.64205e+11
1987-09-01,2.66228e+11
1987-10-01,2.67538e+11
1987-11-01,2.64364e+11
1987-12-01,2.67704e+11
1988-01-01,2.66536e+11
1988-02-01,2.67764e+11
1988-03-01,2.71379e+11
1988-04-01,2.7392e+11
1988-05-01,2.77724e+11
1988-06-01,2.83018e+11
1988-07-01,2.85507e+11
1988-08-01,2.88473e+11
1988-09-01,2.90915e+11
1988-10-01,2.93003e+11
1988-11-01,2.986e+11
1988-12-01,3.0238e+11
1989-01-01,3.02404e+11
1989-02-01,3.03792e+11
1989-03-01,3.0851e+11
1989-04-01,3.11617e+11
1989-05-01,3.16998e+11
1989-06-01,3.21594e+11
1989-07-01,3.24802e+11
1989-08-01,3.27478e+11
1989-09-01,3.30754e+11
1989-10-01,3.33104e+11
1989-11-01,3.40382e+11
1989-12-01,3.45478e+11
1990-01-01,3.45696e+11
1990-02-01,3.47989e+11
1990-03-01,3.49547e+11
1990-04-01,3.53518e+11
1990-05-01,3.56244e+11
1990-06-01,3.57249e+11
1990-07-01,3.58656e+11
1990-08-01,3.60524e+11
1990-09-01,3.62276e+11
1990-10-01,3.64903e+11
1990-11-01,3.69635e+11
1990-12-01,3.73909e+11
1991-01-01,3.73449e+11
1991-02-01,3.73247e+11
1991-03-01,3.77034e+11
1991-04-01,3.80044e+11
1991-05-01,3.82794e+11
1991-06-01,3.82758e+11
1991-07-01,3.83946e+11
1991-08-01,3.8294e+11
1991-09-01,3.84482e+11
1991-10-01,3.85401e+11
1991-11-01,3.88043e+11
1991-12-01,3.91322e+11
1992-01-01,3.89944e+11
1992-02-01,3.89716e+11
1992-03-01,3.9027e+11
1992-04-01,3.94748e+11
1992-05-01,3.94393e+11
1992-06-01,3.95212e+11
1992-07-01,3.98098e+11
1992-08-01,3.97901e+11
1992-09-01,3.99688e+11
1992-10-01,3.9843e+11
1992-11-01,4.02612e+11
1992-12-01,4.04448e+11
1993-01-01,3.99664e+11
1993-02-01,3.98842e+11
1993-03-01,4.00713e+11
1993-04-01,4.05397e+11
1993-05-01,4.06665e+11
1993-06-01,4.09861e+11
1993-07-01,4.09178e+11
1993-08-01,4.08964e+11
1993-09-01,4.09106e+11
1993-10-01,4.09292e+11
1993-11-01,4.12209e+11
1993-12-01,4.15341e+11
1994-01-01,4.12949e+11
1994-02-01,4.10891e+11
1994-03-01,4.08172e+11
1994-04-01,4.10956e+11
1994-05-01,4.11271e+11
1994-06-01,4.14142e+11
1994-07-01,4.17057e+11
1994-08-01,4.1752e+11
1994-09-01,4.1846e+11
1994-10-01,4.20836e+11
1994-11-01,4.23123e+11
1994-12-01,4.26028e+11
1995-01-01,4.24982e+11
1995-02-01,4.2383e+11
1995-03-01,4.25435e+11
1995-04-01,4.29408e+11
1995-05-01,4.29642e+11
1995-06-01,4.34158e+11
1995-07-01,4.35503e+11
1995-08-01,4.36063e+11
1995-09-01,4.37986e+11
1995-10-01,4.3954e+11
1995-11-01,4.42282e+11
1995-12-01,4.4504e+11
1996-01-01,4.42629e+11
1996-02-01,4.42484e+11
1996-03-01,4.4332e+11
1996-04-01,4.45359e+11
1996-05-01,4.46231e+11
1996-06-01,4.49377e+11
1996-07-01,4.47344e+11
1996-08-01,4.47531e+11
1996-09-01,4.48072e+11
1996-10-01,4.49979e+11
1996-11-01,4.49708e+11
1996-12-01,4.52033e+11
1997-01-01,4.4955e+11
1997-02-01,4.4721e+11
1997-03-01,4.45393e+11
1997-04-01,4.46177e+11
1997-05-01,4.47136e+11
1997-06-01,4.49316e+11
1997-07-01,4.47111e+11
1997-08-01,4.4608e+11
1997-09-01,4.44931e+11
1997-10-01,4.45706e+11
1997-11-01,4.47434e+11
1997-12-01,4.48721e+11
1998-01-01,4.44597e+11
1998-02-01,4.40268e+11
1998-03-01,4.36584e+11
1998-04-01,4.38633e+11
1998-05-01,4.39425e+11
1998-06-01,4.40646e+11
1998-07-01,4.4173e+11
1998-08-01,4.4275e+11
1998-09-01,4.4402e+11
1998-10-01,4.46766e+11
1998-11-01,4.48242e+11
1998-12-01,4.51738e+11
1999-01-01,4.5148e+11
1999-02-01,4.50008e+11
1999-03-01,4.50656e+11
1999-04-01,4.54498e+11
1999-05-01,4.55839e+11
1999-06-01,4.5672e+11
1999-07-01,4.58527e+11
1999-08-01,4.60989e+11
1999-09-01,4.61739e+11
1999-10-01,4.6469e+11
1999-11-01,4.69367e+11
1999-12-01,4.77142e+11
2000-01-01,4.76535e+11
2000-02-01,4.78316e+11
2000-03-01,4.81413e+11
2000-04-01,4.87869e+11
2000-05-01,4.8728e+11
2000-06-01,4.92306e+11
2000-07-01,4.94324e+11
2000-08-01,4.95099e+11
2000-09-01,4.97213e+11
2000-10-01,4.99874e+11
2000-11-01,5.01462e+11
2000-12-01,5.1032e+11
2001-01-01,5.06263e+11
2001-02-01,5.07614e+11
2001-03-01,5.09186e+11
2001-04-01,5.13222e+11
2001-05-01,5.1481e+11
2001-06-01,5.15013e+11
2001-07-01,5.17046e+11
2001-08-01,5.16883e+11
2001-09-01,5.23788e+11
2001-10-01,5.25249e+11
2001-11-01,5.31796e+11
2001-12-01,5.40224e+11
2002-01-01,5.36709e+11
2002-02-01,5.36116e+11
2002-03-01,5.37415e+11
2002-04-01,5.41028e+11
2002-05-01,5.41989e+11
2002-06-01,5.47885e+11
2002-07-01,5.50008e+11
2002-08-01,5.53438e+11
2002-09-01,5.55731e+11
2002-10-01,5.5951e+11
2002-11-01,5.63909e+11
2002-12-01,5.69587e+11
2003-01-01,5.66562e+11
2003-02-01,5.65725e+11
2003-03-01,5.66229e+11
2003-04-01,5.71393e+11
2003-05-01,5.74555e+11
2003-06-01,5.81597e+11
2003-07-01,5.86568e+11
2003-08-01,5.89285e+11
2003-09-01,5.90115e+11
2003-10-01,5.91352e+11
2003-11-01,5.9705e+11
2003-12-01,6.04554e+11
2004-01-01,6.03004e+11
2004-02-01,6.04227e+11
2004-03-01,6.03464e+11
2004-04-01,6.10927e+11
2004-05-01,6.16126e+11
2004-06-01,6.22906e+11
2004-07-01,6.24924e+11
2004-08-01,6.2467e+11
2004-09-01,6.24606e+11
2004-10-01,6.27387e+11
2004-11-01,6.30109e+11
2004-12-01,6.42028e+11
2005-01-01,6.40398e+11
2005-02-01,6.40577e+11
2005-03-01,6.39814e+11
2005-04-01,6.48139e+11
2005-05-01,6.51865e+11
2005-06-01,6.57359e+11
2005-07-01,6.57064e+11
2005-08-01,6.55354e+11
2005-09-01,6.59131e+11
2005-10-01,6.63881e+11
2005-11-01,6.67588e+11
2005-12-01,6.8008e+11
2006-01-01,6.75086e+11
2006-02-01,6.78128e+11
2006-03-01,6.79846e+11
2006-04-01,6.90584e+11
2006-05-01,6.92848e+11
2006-06-01,7.0146e+11
2006-07-01,7.08107e+11
2006-08-01,7.1027e+11
2006-09-01,7.17025e+11
2006-10-01,7.22163e+11
2006-11-01,7.30021e+11
2006-12-01,7.42935e+11
2007-01-01,7.36283e+11
2007-02-01,7.35089e+11
2007-03-01,7.37148e+11
2007-04-01,7.46785e+11
2007-05-01,7.48708e+11
2007-06-01,7.59765e+11
2007-07-01,7.68184e+11
2007-08-01,7.70372e+11
2007-09-01,7.75958e+11
2007-10-01,7.72264e+11
2007-11-01,7.77759e+11
2007-12-01,7.93518e+11
2008-01-01,7.90623e+11
2008-02-01,7.92094e+11
2008-03-01,7.97204e+11
2008-04-01,8.09264e+11
2008-05-01,8.1756e+11
2008-06-01,8.28655e+11
2008-07-01,8.32602e+11
2008-08-01,8.37972e+11
2008-09-01,8.47206e+11
2008-10-01,8.61106e+11
2008-11-01,8.80433e+11
2008-12-01,9.03149e+11
2009-01-01,9.06132e+11
2009-02-01,9.08622e+11
2009-03-01,9.16645e+11
2009-04-01,9.30105e+11
2009-05-01,9.36698e+11
2009-06-01,9.45446e+11
2009-07-01,9.54907e+11
2009-08-01,9.60831e+11
2009-09-01,9.64367e+11
2009-10-01,9.70187e+11
2009-11-01,9.77157e+11
2009-12-01,9.87484e+11
2010-01-01,9.7899e+11
2010-02-01,9.80671e+11
2010-03-01,9.79881e+11
2010-04-01,9.88935e+11
2010-05-01,9.99648e+11
2010-06-01,1.009424e+12
2010-07-01,1.014449e+12
2010-08-01,1.01481e+12
2010-09-01,1.020397e+12
2010-10-01,1.026068e+12
2010-11-01,1.026603e+12
2010-12-01,1.041045e+12
2011-01-01,1.033828e+12
2011-02-01,1.030461e+12
2011-03-01,1.031194e+12
2011-04-01,1.038539e+12
2011-05-01,1.042383e+12
2011-06-01,1.053886e+12
2011-07-01,1.056981e+12
2011-08-01,1.059322e+12
2011-09-01,1.074491e+12
2011-10-01,1.08629e+12
2011-11-01,1.092304e+12
2011-12-01,1.108132e+12
2012-01-01,1.103908e+12
2012-02-01,1.098166e+12
2012-03-01,1.096977e+12
2012-04-01,1.108454e+12
2012-05-01,1.116227e+12
2012-06-01,1.137544e+12
2012-07-01,1.14476e+12
2012-08-01,1.145568e+12
2012-09-01,1.145134e+12
2012-10-01,1.149127e+12
2012-11-01,1.158715e+12
2012-12-01,1.173414e+12
2013-01-01,1.168166e+12
2013-02-01,1.1724e+12
2013-03-01,1.180179e+12
2013-04-01,1.188366e+12
2013-05-01,1.189296e+12
2013-06-01,1.201187e+12
2013-07-01,1.205082e+12
2013-08-01,1.214108e+12
2013-09-01,1.219261e+12
2013-10-01,1.224951e+12
2013-11-01,1.236084e+12
2013-12-01,1.253791e+12
2014-01-01,1.250503e+12
2014-02-01,1.243535e+12
2014-03-01,1.244208e+12
2014-04-01,1.249348e+12
2014-05-01,1.256032e+12
2014-06-01,1.264477e+12
2014-07-01,1.267625e+12
2014-08-01,1.276573e+12
2014-09-01,1.284653e+12
2014-10-01,1.292679e+12
2014-11-01,1.29687e+12
2014-12-01,1.312591e+12
2015-01-01,1.304841e+12
2015-02-01,1.304263e+12
2015-03-01,1.304809e+12
2015-04-01,1.31428e+12
2015-05-01,1.317199e+12
2015-06-01,1.326588e+12
2015-07-01,1.341747e+12
2015-08-01,1.35126e+12
2015-09-01,1.36165e+12
2015-10-01,1.365126e+12
2015-11-01,1.376625e+12
2015-12-01,1.391706e+12
2016-01-01,1.391157e+12
2016-02-01,1.393445e+12
2016-03-01,1.39245e+12
2016-04-01,1.405947e+12
2016-05-01,1.414057e+12
2016-06-01,1.426487e+12
2016-07-01,1.446688e+12
2016-08-01,1.453756e+12
2016-09-01,1.467295e+12
2016-10-01,1.480426e+12
2016-11-01,1.494371e+12
2016-12-01,1.511634e+12
2017-01-01,1.514646e+12
2017-02-01,1.503434e+12
2017-03-01,1.51184e+12
2017-04-01,1.530521e+12
