"Date","CANODMNTO02MLM"
1960-01-01,1.824e+09
1960-02-01,1838200000
1960-03-01,2013900000
1960-04-01,1.851e+09
1960-05-01,1978800000
1960-06-01,2031900000
1960-07-01,1848400000
1960-08-01,1923400000
1960-09-01,2010400000
1960-10-01,1949400000
1960-11-01,1972900000
1960-12-01,1.882e+09
1961-01-01,1782900000
1961-02-01,1722600000
1961-03-01,1976700000
1961-04-01,1841100000
1961-05-01,2017600000
1961-06-01,2085300000
1961-07-01,1899500000
1961-08-01,2055300000
1961-09-01,2050300000
1961-10-01,2074300000
1961-11-01,2171900000
1961-12-01,1940800000
1962-01-01,1997600000
1962-02-01,1905900000
1962-03-01,2193800000
1962-04-01,2038200000
1962-05-01,2321900000
1962-06-01,2.349e+09
1962-07-01,2114100000
1962-08-01,2149800000
1962-09-01,2149300000
1962-10-01,2340200000
1962-11-01,2270600000
1962-12-01,2069200000
1963-01-01,2140900000
1963-02-01,2065200000
1963-03-01,2223600000
1963-04-01,2243300000
1963-05-01,2508600000
1963-06-01,2373100000
1963-07-01,2340200000
1963-08-01,2332700000
1963-09-01,2440700000
1963-10-01,2.585e+09
1963-11-01,2498200000
1963-12-01,2380700000
1964-01-01,2.529e+09
1964-02-01,2350100000
1964-03-01,2636800000
1964-04-01,2621300000
1964-05-01,2595200000
1964-06-01,2790500000
1964-07-01,2505600000
1964-08-01,2412700000
1964-09-01,2697700000
1964-10-01,2737400000
1964-11-01,2688800000
1964-12-01,2646100000
1965-01-01,2435100000
1965-02-01,2499900000
1965-03-01,3034700000
1965-04-01,2826500000
1965-05-01,2877400000
1965-06-01,3047400000
1965-07-01,2721800000
1965-08-01,2782600000
1965-09-01,3028100000
1965-10-01,3005200000
1965-11-01,3139300000
1965-12-01,3.005e+09
1966-01-01,2869900000
1966-02-01,2904400000
1966-03-01,3.452e+09
1966-04-01,3.16e+09
1966-05-01,3310200000
1966-06-01,3351600000
1966-07-01,2838300000
1966-08-01,3191100000
1966-09-01,3197800000
1966-10-01,3.25e+09
1966-11-01,3317300000
1966-12-01,3324700000
1967-01-01,3073700000
1967-02-01,2893600000
1967-03-01,3380700000
1967-04-01,3113700000
1967-05-01,3364600000
1967-06-01,3393800000
1967-07-01,3041800000
1967-08-01,3216400000
1967-09-01,3311300000
1967-10-01,3.428e+09
1967-11-01,3405100000
1967-12-01,3272400000
1968-01-01,3205200000
1968-02-01,3.089e+09
1968-03-01,3445700000
1968-04-01,3417800000
1968-05-01,3723300000
1968-06-01,3537700000
1968-07-01,3321900000
1968-08-01,3391300000
1968-09-01,3687800000
1968-10-01,3982600000
1968-11-01,3826400000
1968-12-01,3469400000
1969-01-01,3642400000
1969-02-01,3576600000
1969-03-01,3951400000
1969-04-01,3833400000
1969-05-01,4046700000
1969-06-01,4.054e+09
1969-07-01,3740200000
1969-08-01,3.626e+09
1969-09-01,4103100000
1969-10-01,4125600000
1969-11-01,3976700000
1969-12-01,3947700000
1970-01-01,3.637e+09
1970-02-01,3615100000
1970-03-01,3888300000
1970-04-01,3960200000
1970-05-01,3928900000
1970-06-01,4135700000
1970-07-01,3733200000
1970-08-01,3.742e+09
1970-09-01,4006700000
1970-10-01,3999500000
1970-11-01,3.813e+09
1970-12-01,3728500000
1971-01-01,3622600000
1971-02-01,3836800000
1971-03-01,4406700000
1971-04-01,4.252e+09
1971-05-01,4136800000
1971-06-01,4552800000
1971-07-01,3750600000
1971-08-01,4170800000
1971-09-01,4704200000
1971-10-01,4393200000
1971-11-01,4549200000
1971-12-01,4207600000
1972-01-01,3997900000
1972-02-01,4360300000
1972-03-01,4798800000
1972-04-01,4661700000
1972-05-01,4974400000
1972-06-01,5086700000
1972-07-01,4144800000
1972-08-01,4530600000
1972-09-01,5.04e+09
1972-10-01,5213800000
1972-11-01,5261200000
1972-12-01,4764600000
1973-01-01,5052300000
1973-02-01,5127200000
1973-03-01,5816200000
1973-04-01,5497500000
1973-05-01,5921500000
1973-06-01,5739900000
1973-07-01,5572300000
1973-08-01,5505900000
1973-09-01,6024800000
1973-10-01,6624700000
1973-11-01,6497700000
1973-12-01,6139100000
1974-01-01,6499100000
1974-02-01,6537700000
1974-03-01,7013200000
1974-04-01,6994500000
1974-05-01,7653700000
1974-06-01,7368300000
1974-07-01,6942400000
1974-08-01,7058600000
1974-09-01,7281900000
1974-10-01,7.844e+09
1974-11-01,7393700000
1974-12-01,6909200000
1975-01-01,6907400000
1975-02-01,6626700000
1975-03-01,7054800000
1975-04-01,7105400000
1975-05-01,7546500000
1975-06-01,7289500000
1975-07-01,7055100000
1975-08-01,7081600000
1975-09-01,7683600000
1975-10-01,8059400000
1975-11-01,7694300000
1975-12-01,7455400000
1976-01-01,7.177e+09
1976-02-01,7574900000
1976-03-01,8499400000
1976-04-01,8431700000
1976-05-01,8.39e+09
1976-06-01,8732100000
1976-07-01,7.407e+09
1976-08-01,8141300000
1976-09-01,8310100000
1976-10-01,8135200000
1976-11-01,8553500000
1976-12-01,8046700000
1977-01-01,8242500000
1977-02-01,8.682e+09
1977-03-01,9985300000
1977-04-01,9200700000
1977-05-01,9333500000
1977-06-01,10063200000
1977-07-01,8148500000
1977-08-01,8954900000
1977-09-01,9450900000
1977-10-01,9838900000
1977-11-01,9717800000
1977-12-01,8920300000
1978-01-01,9388300000
1978-02-01,9616100000
1978-03-01,1.1249e+10
1978-04-01,10592300000
1978-05-01,1.1431e+10
1978-06-01,11811300000
1978-07-01,9779800000
1978-08-01,10356400000
1978-09-01,12270100000
1978-10-01,12306300000
1978-11-01,12289700000
1978-12-01,11334400000
1979-01-01,12527300000
1979-02-01,11673100000
1979-03-01,13738200000
1979-04-01,12468100000
1979-05-01,13601300000
1979-06-01,13228900000
1979-07-01,11768700000
1979-08-01,13058500000
1979-09-01,12978300000
1979-10-01,14413400000
1979-11-01,14030400000
1979-12-01,12095200000
1980-01-01,NA
1980-02-01,NA
1980-03-01,NA
1980-04-01,NA
1980-05-01,NA
1980-06-01,NA
1980-07-01,NA
1980-08-01,NA
1980-09-01,NA
1980-10-01,NA
1980-11-01,NA
1980-12-01,NA
1981-01-01,14142090000
1981-02-01,14981876000
1981-03-01,16761675000
1981-04-01,16636857000
1981-05-01,16556769000
1981-06-01,17656511000
1981-07-01,15556796000
1981-08-01,14695720000
1981-09-01,16929794000
1981-10-01,16617566000
1981-11-01,15647122000
1981-12-01,14627412000
1982-01-01,14409702000
1982-02-01,15024158000
1982-03-01,17258214000
1982-04-01,15653933000
1982-05-01,15514317000
1982-06-01,17234522000
1982-07-01,14220973000
1982-08-01,15138310000
1982-09-01,16047187000
1982-10-01,15192443000
1982-11-01,15840052000
1982-12-01,14206749000
1983-01-01,14951623000
1983-02-01,15259793000
1983-03-01,17213416000
1983-04-01,16326368000
1983-05-01,17651290000
1983-06-01,18066938000
1983-07-01,15748333000
1983-08-01,17360540000
1983-09-01,21986174000
1983-10-01,18284266000
1983-11-01,18549367000
1983-12-01,16492089000
1984-01-01,17331399000
1984-02-01,18199471000
1984-03-01,20257181000
1984-04-01,18854655000
1984-05-01,20657444000
1984-06-01,20570346000
1984-07-01,18088932000
1984-08-01,19933241000
1984-09-01,19222259000
1984-10-01,20646225000
1984-11-01,19919568000
1984-12-01,17137475000
1985-01-01,18977252000
1985-02-01,18740433000
1985-03-01,21828139000
1985-04-01,20553825000
1985-05-01,22114023000
1985-06-01,21605184000
1985-07-01,19382279000
1985-08-01,20712749000
1985-09-01,21586155000
1985-10-01,22495550000
1985-11-01,21424625000
1985-12-01,19172283000
1986-01-01,21777658000
1986-02-01,20733840000
1986-03-01,21551254000
1986-04-01,22034059000
1986-05-01,21932160000
1986-06-01,21657131000
1986-07-01,19715882000
1986-08-01,20326692000
1986-09-01,21727803000
1986-10-01,22527362000
1986-11-01,20714805000
1986-12-01,20047393000
1987-01-01,20789794000
1987-02-01,21506254000
1987-03-01,23147505000
1987-04-01,22462299000
1987-05-01,23080588000
1987-06-01,23659143000
1987-07-01,21361803000
1987-08-01,21859961000
1987-09-01,24231220000
1987-10-01,24173642000
1987-11-01,24218006000
1987-12-01,22532209000
1988-01-01,22938126000
1988-02-01,24350415000
1988-03-01,30254970000
1988-04-01,24438989000
1988-05-01,26602143000
1988-06-01,26520338000
1988-07-01,22175264000
1988-08-01,24718010000
1988-09-01,26204522000
1988-10-01,25183494000
1988-11-01,25986164000
1988-12-01,23348994000
1989-01-01,24808499000
1989-02-01,25234695000
1989-03-01,27207106000
1989-04-01,25444110000
1989-05-01,27440986000
1989-06-01,26989212000
1989-07-01,23547006000
1989-08-01,25518625000
1989-09-01,26399624000
1989-10-01,27038047000
1989-11-01,26069072000
1989-12-01,22899279000
1990-01-01,23943721000
1990-02-01,23599445000
1990-03-01,26468064000
1990-04-01,24146936000
1990-05-01,27314889000
1990-06-01,26288528000
1990-07-01,22791115000
1990-08-01,24625008000
1990-09-01,24403073000
1990-10-01,26601703000
1990-11-01,24329849000
1990-12-01,21185217000
1991-01-01,22359489000
1991-02-01,21171513000
1991-03-01,23382044000
1991-04-01,24319949000
1991-05-01,25201759000
1991-06-01,24509083000
1991-07-01,21495012000
1991-08-01,23266138000
1991-09-01,24416715000
1991-10-01,25392489000
1991-11-01,23382041000
1991-12-01,20859445000
1992-01-01,20532164000
1992-02-01,21792493000
1992-03-01,23948450000
1992-04-01,23446770000
1992-05-01,23991809000
1992-06-01,25047740000
1992-07-01,21152201000
1992-08-01,23619857000
1992-09-01,24832945000
1992-10-01,24936111000
1992-11-01,24195516000
1992-12-01,23006548000
1993-01-01,22753626000
1993-02-01,24708166000
1993-03-01,28108638000
1993-04-01,25345295000
1993-05-01,25601505000
1993-06-01,27237955000
1993-07-01,22163384000
1993-08-01,25479252000
1993-09-01,27415936000
1993-10-01,26715338000
1993-11-01,26824584000
1993-12-01,25349649000
1994-01-01,24204525000
1994-02-01,25020237000
1994-03-01,29516498000
1994-04-01,28718139000
1994-05-01,30074343000
1994-06-01,30895703000
1994-07-01,25741016000
1994-08-01,30862995000
1994-09-01,31607222000
1994-10-01,30973150000
1994-11-01,32335420000
1994-12-01,30134276000
1995-01-01,30526294000
1995-02-01,30939777000
1995-03-01,35015538000
1995-04-01,31927307000
1995-05-01,34622341000
1995-06-01,33883034000
1995-07-01,28783397000
1995-08-01,33266183000
1995-09-01,33645951000
1995-10-01,33514217000
1995-11-01,33281304000
1995-12-01,30440472000
1996-01-01,31898942000
1996-02-01,31680805000
1996-03-01,32581091000
1996-04-01,32592874000
1996-05-01,36144469000
1996-06-01,34422838000
1996-07-01,31306837000
1996-08-01,33876402000
1996-09-01,34750537000
1996-10-01,34834901000
1996-11-01,34386166000
1996-12-01,32300946000
1997-01-01,34955688000
1997-02-01,33141988000
1997-03-01,35674744000
1997-04-01,38268463000
1997-05-01,38515847000
1997-06-01,36070957000
1997-07-01,34361454000
1997-08-01,35823108000
1997-09-01,38511120000
1997-10-01,39526639000
1997-11-01,37500923000
1997-12-01,34368283000
1998-01-01,34633713000
1998-02-01,34544458000
1998-03-01,38530737000
1998-04-01,37178540000
1998-05-01,37714881000
1998-06-01,37450820000
1998-07-01,32464305000
1998-08-01,36970578000
1998-09-01,39214254000
1998-10-01,40629220000
1998-11-01,38326106000
1998-12-01,34926963000
1999-01-01,37271189000
1999-02-01,39860217000
1999-03-01,44451759000
1999-04-01,41007384000
1999-05-01,42087595000
1999-06-01,44153491000
1999-07-01,38772351000
1999-08-01,44643074000
1999-09-01,47123949000
1999-10-01,45835110000
1999-11-01,46254914000
1999-12-01,44400373000
2000-01-01,42549540000
2000-02-01,43605830000
2000-03-01,50201621000
2000-04-01,43241080000
2000-05-01,49521575000
2000-06-01,50193554000
2000-07-01,43329552000
2000-08-01,48754127000
2000-09-01,47710934000
2000-10-01,51138646000
2000-11-01,49702202000
2000-12-01,43839344000
2001-01-01,43118032000
2001-02-01,44451324000
2001-03-01,47756334000
2001-04-01,45453622000
2001-05-01,51317993000
2001-06-01,47156184000
2001-07-01,41509040000
2001-08-01,47124285000
2001-09-01,44177016000
2001-10-01,44898793000
2001-11-01,45002172000
2001-12-01,38460688000
2002-01-01,41179280000
2002-02-01,42337576000
2002-03-01,45950271000
2002-04-01,48871364000
2002-05-01,50367897000
2002-06-01,47465698000
2002-07-01,42752500000
2002-08-01,49612947000
2002-09-01,47856907000
2002-10-01,50022686000
2002-11-01,47762637000
2002-12-01,41740569000
2003-01-01,42048217000
2003-02-01,43808382000
2003-03-01,48384735000
2003-04-01,45809452000
2003-05-01,48420578000
2003-06-01,46872020000
2003-07-01,43628546000
2003-08-01,45343510000
2003-09-01,50520503000
2003-10-01,49190270000
2003-11-01,46812131000
2003-12-01,44112005000
2004-01-01,42813550000
2004-02-01,42893266000
2004-03-01,50296845000
2004-04-01,48905272000
2004-05-01,49938139000
2004-06-01,51621207000
2004-07-01,45213725000
2004-08-01,49694099000
2004-09-01,50622893000
2004-10-01,49374315000
2004-11-01,48458619000
2004-12-01,44777207000
2005-01-01,47930318000
2005-02-01,45788927000
2005-03-01,51430869000
2005-04-01,50241180000
2005-05-01,51423835000
2005-06-01,51940755000
2005-07-01,43883605000
2005-08-01,52267506000
2005-09-01,51360640000
2005-10-01,51731892000
2005-11-01,50410466000
2005-12-01,46002480000
2006-01-01,47129227000
2006-02-01,45916244000
2006-03-01,53427675000
2006-04-01,46685613000
2006-05-01,52004349000
2006-06-01,52230301000
2006-07-01,45711368000
2006-08-01,51153056000
2006-09-01,49153206000
2006-10-01,49187919000
2006-11-01,49967637000
2006-12-01,46589835000
2007-01-01,52319644000
2007-02-01,48754808000
2007-03-01,54207825000
2007-04-01,51523760000
2007-05-01,55324244000
2007-06-01,52559233000
2007-07-01,48455155000
2007-08-01,51587067000
2007-09-01,47905476000
2007-10-01,50834175000
2007-11-01,52604610000
2007-12-01,45614639000
2008-01-01,46021896000
2008-02-01,46672605000
2008-03-01,51541833000
2008-04-01,49858528000
2008-05-01,54778147000
2008-06-01,54901438000
2008-07-01,52132430000
2008-08-01,52988046000
2008-09-01,51616440000
2008-10-01,56084587000
2008-11-01,46333620000
2008-12-01,39146376000
2009-01-01,35172806000
2009-02-01,37499304000
2009-03-01,41584898000
2009-04-01,36619703000
2009-05-01,36026163000
2009-06-01,42956573000
2009-07-01,38651709000
2009-08-01,38475834000
2009-09-01,40925627000
2009-10-01,41633899000
2009-11-01,40680522000
2009-12-01,41418811000
2010-01-01,38939278000
2010-02-01,40107830000
2010-03-01,45957367000
2010-04-01,44010415000
2010-05-01,46469022000
2010-06-01,48198081000
2010-07-01,41357022000
2010-08-01,46247519000
2010-09-01,44428942000
2010-10-01,45608851000
2010-11-01,45348174000
2010-12-01,43076998000
2011-01-01,43421056000
2011-02-01,42519530000
2011-03-01,55070043000
2011-04-01,45624058000
2011-05-01,47817361000
2011-06-01,50401447000
2011-07-01,45050447000
2011-08-01,49682682000
2011-09-01,52005707000
2011-10-01,49670571000
2011-11-01,51176092000
2011-12-01,46150672000
2012-01-01,45768245000
2012-02-01,46449013000
2012-03-01,52946785000
2012-04-01,48014360000
2012-05-01,52820756000
2012-06-01,52438495000
2012-07-01,44749385000
2012-08-01,49625590000
2012-09-01,47851301000
2012-10-01,50688167000
2012-11-01,52495999000
2012-12-01,46232181000
2013-01-01,49708224000
2013-02-01,45810248000
2013-03-01,49084749000
2013-04-01,48804131000
2013-05-01,52074329000
2013-06-01,51728935000
2013-07-01,47150094000
2013-08-01,50498203000
2013-09-01,47921625000
2013-10-01,52742245000
2013-11-01,50742218000
2013-12-01,49735001000
2014-01-01,50226393000
2014-02-01,58648581000
2014-03-01,51753202000
2014-04-01,50414641000
2014-05-01,53419600000
2014-06-01,53563441000
2014-07-01,51845054000
2014-08-01,51134614000
2014-09-01,55424178000
2014-10-01,55495470000
2014-11-01,51092950000
2014-12-01,50434688000
2015-01-01,55563400000
2015-02-01,43583858000
2015-03-01,53503871000
2015-04-01,47131967000
2015-05-01,50023380000
2015-06-01,52470126000
2015-07-01,53318508000
2015-08-01,51490227000
2015-09-01,51454550000
2015-10-01,50510805000
2015-11-01,50828234000
2015-12-01,47485428000
2016-01-01,48487088000
2016-02-01,45746493000
2016-03-01,49829493000
2016-04-01,49995026000
2016-05-01,53374538000
2016-06-01,55839685000
2016-07-01,47316725000
2016-08-01,52113746000
2016-09-01,52985684000
2016-10-01,52460665000
2016-11-01,53610605000
2016-12-01,49462862000
2017-01-01,50670795000
2017-02-01,49835045000
2017-03-01,58505264000
2017-04-01,53233739000
2017-05-01,57630857000
2017-06-01,55337354000
2017-07-01,48283411000
2017-08-01,56157004000
2017-09-01,53547699000
2017-10-01,57276402000
2017-11-01,57223366000
2017-12-01,51262645000
2018-01-01,57475729000
2018-02-01,54521586000
2018-03-01,59341664000
2018-04-01,57151588000
2018-05-01,64318990000
2018-06-01,62139381000
2018-07-01,55911516000
2018-08-01,61101169000
2018-09-01,57957129000
2018-10-01,61310828000
2018-11-01,60020209000
2018-12-01,58254964000
2019-01-01,57698748000
2019-02-01,51413664000
2019-03-01,58644380000
2019-04-01,57365531000
2019-05-01,64233689000
2019-06-01,56654804000
2019-07-01,53991507000
2019-08-01,59792769000
2019-09-01,57899567000
2019-10-01,60533878000
2019-11-01,56621154000
2019-12-01,53894668000
2020-01-01,53915389000
2020-02-01,54807020000
2020-03-01,52887059000
2020-04-01,33788462000
2020-05-01,40318898000
2020-06-01,48048260000
2020-07-01,48485357000
2020-08-01,49303175000
