"Date","CANPROMANMISMEI"
1961-01-01,24.4700248818166
1961-02-01,24.4350804491038
1961-03-01,24.5369397529689
1961-04-01,24.8930755672127
1961-05-01,24.8930755672127
1961-06-01,25.3875021151711
1961-07-01,25.6811840496727
1961-08-01,25.4663129634171
1961-09-01,26.1295136863929
1961-10-01,26.3733812168145
1961-11-01,26.5228244290546
1961-12-01,26.7800749337067
1962-01-01,26.9265441516733
1962-02-01,27.3250593843135
1962-03-01,27.7295226055005
1962-04-01,27.9258062275472
1962-05-01,28.3748793628358
1962-06-01,28.8960718592551
1962-07-01,29.1659618395692
1962-08-01,28.2469976090781
1962-09-01,29.2083412579657
1962-10-01,29.1027644612588
1962-11-01,29.0507195614737
1962-12-01,29.0455150714952
1963-01-01,29.1049949569639
1963-02-01,29.1548093610439
1963-03-01,29.5793470435766
1963-04-01,29.6254439548148
1963-05-01,29.9362263563887
1963-06-01,30.6410629991926
1963-07-01,30.0544426287577
1963-08-01,29.7681956799397
1963-09-01,31.1533335127917
1963-10-01,31.1481290228132
1963-11-01,31.5659752182307
1963-12-01,31.7763853130761
1964-01-01,32.205383987019
1964-02-01,32.8589192286062
1964-03-01,32.6098472082061
1964-04-01,32.6633791051279
1964-05-01,33.1087347475746
1964-06-01,33.0187714208033
1964-07-01,32.6723010879482
1964-08-01,33.1347571974672
1964-09-01,34.0284424766342
1964-10-01,33.7570654991833
1964-11-01,34.4425711792099
1964-12-01,34.3838347923096
1965-01-01,35.0009386040472
1965-02-01,34.7957329991802
1965-03-01,35.6544738456343
1965-04-01,35.5979679544391
1965-05-01,36.1585658749814
1965-06-01,36.2269677432704
1965-07-01,37.2738137275193
1965-08-01,35.9258508230852
1965-09-01,36.8968599533615
1965-10-01,37.8983525249404
1965-11-01,37.9295794648115
1965-12-01,38.6031891677443
1966-01-01,38.6054196634494
1966-02-01,38.8693616552167
1966-03-01,38.6938959930841
1966-04-01,38.9065365836346
1966-05-01,38.8009597869277
1966-06-01,38.6738215317384
1966-07-01,39.0708497672419
1966-08-01,37.9444494361787
1966-09-01,39.073080262947
1966-10-01,39.5504063438331
1966-11-01,39.2321889565757
1966-12-01,39.3682491945853
1967-01-01,39.545945352423
1967-02-01,39.2299584608706
1967-03-01,39.301334323433
1967-04-01,39.5682503094738
1967-05-01,39.1295861541422
1967-06-01,39.3548662203548
1967-07-01,39.6470611577198
1967-08-01,39.9541260664518
1967-09-01,39.8983636738249
1967-10-01,39.3935281459095
1967-11-01,40.2411165138382
1967-12-01,40.7058031190623
1968-01-01,40.5853563509883
1968-02-01,40.0939037973032
1968-03-01,40.3801507461213
1968-04-01,41.5913099139774
1968-05-01,42.1050674247131
1968-06-01,42.3935448692362
1968-07-01,42.090197453346
1968-08-01,42.662691350982
1968-09-01,43.2232892715244
1968-10-01,43.5980125499771
1968-11-01,44.1928114046639
1968-12-01,44.1288705277851
1969-01-01,44.0366767053086
1969-02-01,44.7727402879836
1969-03-01,45.5757187418108
1969-04-01,44.9764588957138
1969-05-01,45.4359410109594
1969-06-01,45.6247896473225
1969-07-01,46.1853875678648
1969-08-01,45.2656798388053
1969-09-01,45.1303630993641
1969-10-01,44.5653041874116
1969-11-01,44.9541539386631
1969-12-01,45.0054553398798
1970-01-01,44.3541505939977
1970-02-01,44.7682792965735
1970-03-01,44.0143717482579
1970-04-01,43.417342397866
1970-05-01,43.2039583087471
1970-06-01,42.8812799300795
1970-07-01,42.9058153828353
1970-08-01,43.2678991856259
1970-09-01,42.1563688259299
1970-10-01,42.2307186827657
1970-11-01,42.7571156691636
1970-12-01,42.9719867554192
1971-01-01,43.8247796133265
1971-02-01,44.4389094307906
1971-03-01,44.5489472189077
1971-04-01,44.6991339297161
1971-05-01,45.4084315639302
1971-06-01,45.7742328595626
1971-07-01,45.6039716874085
1971-08-01,47.1534227038677
1971-09-01,47.5103020166798
1971-10-01,47.8872557908376
1971-11-01,47.3630893001448
1971-12-01,47.879820805154
1972-01-01,48.0612344558335
1972-02-01,47.2998919218343
1972-03-01,48.0173680403003
1972-04-01,49.296185577877
1972-05-01,48.8805698781646
1972-06-01,49.5095696669959
1972-07-01,49.6716523548981
1972-08-01,50.1036250231144
1972-09-01,51.0032582908283
1972-10-01,51.367572589324
1972-11-01,52.1400676018485
1972-12-01,52.6984350266858
1973-01-01,53.001782442576
1973-02-01,54.5452854704884
1973-03-01,54.994358605777
1973-04-01,54.2144286075689
1973-05-01,54.2404510574614
1973-06-01,54.5549509518771
1973-07-01,55.9386017875924
1973-08-01,54.3088529257504
1973-09-01,54.6932416855918
1973-10-01,55.7482661540925
1973-11-01,56.4226193555938
1973-12-01,56.4664857711269
1974-01-01,57.7073848817173
1974-02-01,57.6516224890904
1974-03-01,57.5854511165065
1974-04-01,56.3988274014063
1974-05-01,57.4137029472157
1974-06-01,56.5638840835819
1974-07-01,56.2441796991877
1974-08-01,56.2330272206623
1974-09-01,55.3661078899562
1974-10-01,55.4977071365557
1974-11-01,54.4939840692717
1974-12-01,54.2203765961157
1975-01-01,52.1385806047118
1975-02-01,52.1608855617625
1975-03-01,51.3512156208201
1975-04-01,51.8768691086496
1975-05-01,51.122961560334
1975-06-01,51.5259377843843
1975-07-01,52.2092129687058
1975-08-01,51.9014045614054
1975-09-01,52.1170191462294
1975-10-01,52.0337473065732
1975-11-01,53.1980660646227
1975-12-01,54.5891518860216
1976-01-01,54.179484174856
1976-02-01,54.9735406458629
1976-03-01,56.0159256387016
1976-04-01,56.9044064278901
1976-05-01,57.3720670273876
1976-06-01,56.4724337596738
1976-07-01,56.7103533015485
1976-08-01,57.4716958355477
1976-09-01,56.9363768663295
1976-10-01,55.6055144289677
1976-11-01,57.1133295255988
1976-12-01,57.5750421365495
1977-01-01,58.4523704472126
1977-02-01,57.9125904865843
1977-03-01,58.1081306100626
1977-04-01,57.7133328702642
1977-05-01,58.1512535270274
1977-06-01,58.8821126197238
1977-07-01,58.5891741837906
1977-08-01,58.3207712006131
1977-09-01,58.1051566157892
1977-10-01,58.5891741837906
1977-11-01,58.4352699801404
1977-12-01,58.4114780259529
1978-01-01,58.8382462041907
1978-02-01,59.2590663938816
1978-03-01,59.320033276487
1978-04-01,61.27543451127
1978-05-01,60.7691119862178
1978-06-01,61.4977405832092
1978-07-01,61.4672571419065
1978-08-01,61.441234692014
1978-09-01,63.1282329436195
1978-10-01,62.9713547456959
1978-11-01,63.8524005492008
1978-12-01,64.6880929400358
1979-01-01,64.557980690573
1979-02-01,64.408537478333
1979-03-01,64.4776828451903
1979-04-01,63.3973794253653
1979-05-01,64.7416248369576
1979-06-01,64.0256357156283
1979-07-01,63.9847432943686
1979-08-01,64.3498010914326
1979-09-01,63.9906912829154
1979-10-01,64.1126250481263
1979-11-01,63.5616926089726
1979-12-01,62.6546243555751
1980-01-01,63.5787930760448
1980-02-01,62.1787852718256
1980-03-01,62.6873382925829
1980-04-01,61.2419770756939
1980-05-01,59.1557200928798
1980-06-01,58.8345287113489
1980-07-01,59.1832295399091
1980-08-01,58.9966113992511
1980-09-01,60.9646521096962
1980-10-01,61.816701469035
1980-11-01,61.86428537741
1980-12-01,62.5720960144873
1981-01-01,62.6293454042509
1981-02-01,63.3148510842775
1981-03-01,63.3155945828459
1981-04-01,64.4576083838446
1981-05-01,63.9594643430444
1981-06-01,64.2769382317335
1981-07-01,64.2442242947257
1981-08-01,60.4166936648159
1981-09-01,62.0702344808453
1981-10-01,61.4337997063304
1981-11-01,60.4635340746225
1981-12-01,60.0776583176444
1982-01-01,58.7512568716927
1982-02-01,59.0204033534385
1982-03-01,57.9980928219455
