"Date","LRHUTTFECAM156S"
1967-08-01,3.54365635075044
1967-09-01,3.82203230222424
1967-10-01,3.7218293486939
1967-11-01,3.72468622392218
1967-12-01,4.07978778901103
1968-01-01,3.8768473793059
1968-02-01,3.90585744447908
1968-03-01,4.10530590265682
1968-04-01,4.27012214267786
1968-05-01,4.37019639853435
1968-06-01,4.69582704962189
1968-07-01,4.88422014736023
1968-08-01,4.79738097696864
1968-09-01,4.44953897097315
1968-10-01,4.40273911211524
1968-11-01,4.19990861099319
1968-12-01,4.44664493402731
1969-01-01,4.62358029368823
1969-02-01,4.34826289931531
1969-03-01,4.37084647689044
1969-04-01,4.53783065951548
1969-05-01,4.81968160144888
1969-06-01,4.54651089377767
1969-07-01,4.48792588058597
1969-08-01,4.74855265122161
1969-09-01,4.71618863874343
1969-10-01,5.02442055726183
1969-11-01,4.90105110646007
1969-12-01,4.75331762568324
1970-01-01,4.69343848121095
1970-02-01,5.01639338533404
1970-03-01,5.09242200935884
1970-04-01,5.23559859689561
1970-05-01,5.63928947614979
1970-06-01,5.93341322816691
1970-07-01,6.67595548391364
1970-08-01,6.22829393882337
1970-09-01,5.96646886718582
1970-10-01,6.14708665019211
1970-11-01,6.4813380044626
1970-12-01,6.77548910775139
1971-01-01,6.47962240792753
1971-02-01,6.71543152600461
1971-03-01,6.49361542552696
1971-04-01,7.26881282848758
1971-05-01,6.49748744576314
1971-06-01,6.39514688607282
1971-07-01,6.49355082391365
1971-08-01,6.29259138988509
1971-09-01,6.53648513638783
1971-10-01,7.185625635462
1971-11-01,6.81733845479575
1971-12-01,6.47813631951731
1972-01-01,6.89087354251986
1972-02-01,6.68118363819895
1972-03-01,7.20542961237742
1972-04-01,6.61215267571069
1972-05-01,6.93210558789674
1972-06-01,6.88839709121914
1972-07-01,6.82409863268995
1972-08-01,6.82190008376391
1972-09-01,7.08887560119789
1972-10-01,7.24175949943628
1972-11-01,7.34978620979924
1972-12-01,7.20902417132852
1973-01-01,7.19434165112544
1973-02-01,6.93945231548429
1973-03-01,6.62942789951112
1973-04-01,6.81335314847452
1973-05-01,6.59227091710449
1973-06-01,6.54735017803965
1973-07-01,6.43456754024894
1973-08-01,6.42167175170447
1973-09-01,6.8319114619348
1973-10-01,7.14037567907448
1973-11-01,6.28837505080622
1973-12-01,6.18332993677086
1974-01-01,6.20142754169572
1974-02-01,6.12020722559996
1974-03-01,6.3084223587033
1974-04-01,6.22116944468502
1974-05-01,6.26072810942304
1974-06-01,6.16059914384291
1974-07-01,6.28771595942012
1974-08-01,6.45140081647386
1974-09-01,6.75320214643541
1974-10-01,6.21117479617538
1974-11-01,6.55236372698171
1974-12-01,6.87165529227309
1975-01-01,7.22652513043483
1975-02-01,7.74492614322974
1975-03-01,8.0211074996452
1975-04-01,7.91260369069129
1975-05-01,8.12343707681139
1975-06-01,8.20505421303168
1975-07-01,8.29416534276579
1975-08-01,8.38382834461714
1975-09-01,8.05058924161799
1975-10-01,8.44473965754838
1975-11-01,8.8514582907682
1975-12-01,8.41649850978976
1976-01-01,8.1
1976-02-01,8.1
1976-03-01,7.6
1976-04-01,8
1976-05-01,8.1
1976-06-01,7.8
1976-07-01,8.5
1976-08-01,8.3
1976-09-01,8.5
1976-10-01,8.3
1976-11-01,8.5
1976-12-01,8.5
1977-01-01,8.7
1977-02-01,9
1977-03-01,8.8
1977-04-01,9.2
1977-05-01,8.8
1977-06-01,8.8
1977-07-01,9.1
1977-08-01,9.3
1977-09-01,9.3
1977-10-01,9.8
1977-11-01,9.7
1977-12-01,9.5
1978-01-01,9.4
1978-02-01,9.4
1978-03-01,9.7
1978-04-01,9.3
1978-05-01,9.9
1978-06-01,9.6
1978-07-01,9.6
1978-08-01,9.6
1978-09-01,9.6
1978-10-01,9.4
1978-11-01,9.5
1978-12-01,9.6
1979-01-01,9.4
1979-02-01,9.1
1979-03-01,9
1979-04-01,9
1979-05-01,8.7
1979-06-01,8.7
1979-07-01,8.6
1979-08-01,8.5
1979-09-01,8.3
1979-10-01,8.6
1979-11-01,8.3
1979-12-01,8.3
1980-01-01,8.5
1980-02-01,8.5
1980-03-01,8.5
1980-04-01,8.4
1980-05-01,8.7
1980-06-01,8.5
1980-07-01,8.4
1980-08-01,8.5
1980-09-01,8.1
1980-10-01,8.1
1980-11-01,7.8
1980-12-01,8
1981-01-01,8.1
1981-02-01,8.1
1981-03-01,8.1
1981-04-01,7.9
1981-05-01,7.8
1981-06-01,7.9
1981-07-01,7.8
1981-08-01,7.8
1981-09-01,8.8
1981-10-01,9
1981-11-01,9.1
1981-12-01,9
1982-01-01,8.7
1982-02-01,9.1
1982-03-01,9.4
1982-04-01,9.9
1982-05-01,10.3
1982-06-01,10.7
1982-07-01,11.4
1982-08-01,11.3
1982-09-01,11.4
1982-10-01,11.9
1982-11-01,12.2
1982-12-01,12.5
1983-01-01,12.3
1983-02-01,12.3
1983-03-01,12.2
1983-04-01,12
1983-05-01,11.8
1983-06-01,11.6
1983-07-01,11.3
1983-08-01,11.1
1983-09-01,11
1983-10-01,11.1
1983-11-01,10.8
1983-12-01,11.1
1984-01-01,11.1
1984-02-01,11.3
1984-03-01,11.1
1984-04-01,11.3
1984-05-01,11.5
1984-06-01,11.2
1984-07-01,11.2
1984-08-01,11.1
1984-09-01,11.8
1984-10-01,11.5
1984-11-01,11.5
1984-12-01,11.3
1985-01-01,10.3
1985-02-01,10.8
1985-03-01,10.8
1985-04-01,11.1
1985-05-01,10.7
1985-06-01,10.7
1985-07-01,10.6
1985-08-01,10.4
1985-09-01,10.4
1985-10-01,10.3
1985-11-01,10.6
1985-12-01,10.2
1986-01-01,10.1
1986-02-01,10.1
1986-03-01,10
1986-04-01,10
1986-05-01,9.7
1986-06-01,9.6
1986-07-01,9.7
1986-08-01,9.6
1986-09-01,9.5
1986-10-01,9.7
1986-11-01,9.7
1986-12-01,9.7
1987-01-01,9.8
1987-02-01,9.8
1987-03-01,9.8
1987-04-01,9.6
1987-05-01,9.3
1987-06-01,9.4
1987-07-01,9.2
1987-08-01,9
1987-09-01,8.9
1987-10-01,8.7
1987-11-01,8.7
1987-12-01,8.4
1988-01-01,8.5
1988-02-01,8.2
1988-03-01,8.2
1988-04-01,8
1988-05-01,8.1
1988-06-01,8
1988-07-01,8.3
1988-08-01,8.5
1988-09-01,8.3
1988-10-01,8
1988-11-01,8.2
1988-12-01,7.6
1989-01-01,7.8
1989-02-01,7.8
1989-03-01,7.7
1989-04-01,8
1989-05-01,8
1989-06-01,7.7
1989-07-01,7.7
1989-08-01,7.7
1989-09-01,7.6
1989-10-01,7.4
1989-11-01,7.6
1989-12-01,7.8
1990-01-01,7.8
1990-02-01,7.9
1990-03-01,7.3
1990-04-01,7.7
1990-05-01,7.9
1990-06-01,7.7
1990-07-01,7.9
1990-08-01,8
1990-09-01,8.4
1990-10-01,8.7
1990-11-01,8.9
1990-12-01,9.1
1991-01-01,9.4
1991-02-01,9.6
1991-03-01,9.9
1991-04-01,9.7
1991-05-01,9.5
1991-06-01,9.9
1991-07-01,9.9
1991-08-01,9.7
1991-09-01,9.6
1991-10-01,9.7
1991-11-01,9.8
1991-12-01,9.6
1992-01-01,9.7
1992-02-01,9.7
1992-03-01,10
1992-04-01,9.8
1992-05-01,9.9
1992-06-01,10.1
1992-07-01,10.3
1992-08-01,10.4
1992-09-01,10.5
1992-10-01,10.2
1992-11-01,11.1
1992-12-01,10.9
1993-01-01,10.4
1993-02-01,10.3
1993-03-01,10.5
1993-04-01,11.1
1993-05-01,11.1
1993-06-01,10.8
1993-07-01,10.9
1993-08-01,10.5
1993-09-01,10.5
1993-10-01,10.6
1993-11-01,10.5
1993-12-01,10.8
1994-01-01,10.6
1994-02-01,10.2
1994-03-01,9.9
1994-04-01,10.4
1994-05-01,10.2
1994-06-01,9.8
1994-07-01,9.5
1994-08-01,9.7
1994-09-01,9.5
1994-10-01,9.6
1994-11-01,9
1994-12-01,9
1995-01-01,9.3
1995-02-01,9.3
1995-03-01,9.4
1995-04-01,9.1
1995-05-01,9
1995-06-01,9
1995-07-01,9.2
1995-08-01,9.2
1995-09-01,8.9
1995-10-01,8.9
1995-11-01,9
1995-12-01,9
1996-01-01,9
1996-02-01,9.1
1996-03-01,9.1
1996-04-01,8.9
1996-05-01,8.7
1996-06-01,9.4
1996-07-01,9.5
1996-08-01,9.3
1996-09-01,9.8
1996-10-01,9.7
1996-11-01,9.5
1996-12-01,9.4
1997-01-01,9.2
1997-02-01,9.1
1997-03-01,9
1997-04-01,9.1
1997-05-01,9.1
1997-06-01,9.2
1997-07-01,8.7
1997-08-01,8.7
1997-09-01,8.7
1997-10-01,8.9
1997-11-01,8.9
1997-12-01,8.3
1998-01-01,8.8
1998-02-01,8.5
1998-03-01,8.3
1998-04-01,8.1
1998-05-01,8.1
1998-06-01,8
1998-07-01,7.8
1998-08-01,7.7
1998-09-01,7.9
1998-10-01,7.5
1998-11-01,7.5
1998-12-01,7.8
1999-01-01,7.6
1999-02-01,7.6
1999-03-01,7.6
1999-04-01,8
1999-05-01,7.8
1999-06-01,7.4
1999-07-01,7.3
1999-08-01,7
1999-09-01,7
1999-10-01,6.8
1999-11-01,6.6
1999-12-01,6.6
2000-01-01,6.5
2000-02-01,6.8
2000-03-01,6.8
2000-04-01,6.6
2000-05-01,6.5
2000-06-01,6.4
2000-07-01,6.7
2000-08-01,6.8
2000-09-01,6.8
2000-10-01,7
2000-11-01,6.8
2000-12-01,6.7
2001-01-01,6.8
2001-02-01,6.7
2001-03-01,6.7
2001-04-01,6.7
2001-05-01,6.6
2001-06-01,6.8
2001-07-01,6.8
2001-08-01,6.9
2001-09-01,6.9
2001-10-01,6.9
2001-11-01,6.9
2001-12-01,7.3
2002-01-01,7.1
2002-02-01,7.2
2002-03-01,7.3
2002-04-01,7.2
2002-05-01,7.3
2002-06-01,7.3
2002-07-01,7.2
2002-08-01,7
2002-09-01,7.1
2002-10-01,7.1
2002-11-01,7.1
2002-12-01,7
2003-01-01,7.1
2003-02-01,7
2003-03-01,7
2003-04-01,7.4
2003-05-01,7.4
2003-06-01,7.1
2003-07-01,7.1
2003-08-01,7.2
2003-09-01,7.5
2003-10-01,7.1
2003-11-01,7
2003-12-01,6.9
2004-01-01,7
2004-02-01,6.9
2004-03-01,6.8
2004-04-01,6.8
2004-05-01,6.6
2004-06-01,6.8
2004-07-01,6.8
2004-08-01,6.9
2004-09-01,6.6
2004-10-01,6.9
2004-11-01,7.1
2004-12-01,6.8
2005-01-01,6.6
2005-02-01,6.7
2005-03-01,6.5
2005-04-01,6.3
2005-05-01,6.7
2005-06-01,6.5
2005-07-01,6.2
2005-08-01,6.3
2005-09-01,6.5
2005-10-01,6.7
2005-11-01,6
2005-12-01,6.5
2006-01-01,6.5
2006-02-01,6.4
2006-03-01,6.3
2006-04-01,6.4
2006-05-01,6.1
2006-06-01,6.1
2006-07-01,6.3
2006-08-01,6.2
2006-09-01,5.9
2006-10-01,6
2006-11-01,6.1
2006-12-01,5.9
2007-01-01,6
2007-02-01,5.9
2007-03-01,5.9
2007-04-01,5.8
2007-05-01,5.8
2007-06-01,5.8
2007-07-01,5.8
2007-08-01,5.6
2007-09-01,5.8
2007-10-01,5.5
2007-11-01,5.8
2007-12-01,5.7
2008-01-01,5.7
2008-02-01,5.8
2008-03-01,5.8
2008-04-01,5.6
2008-05-01,5.7
2008-06-01,5.5
2008-07-01,5.6
2008-08-01,5.8
2008-09-01,5.7
2008-10-01,5.8
2008-11-01,6
2008-12-01,6.5
2009-01-01,6.5
2009-02-01,6.7
2009-03-01,7
2009-04-01,7
2009-05-01,7.2
2009-06-01,7.4
2009-07-01,7.5
2009-08-01,7.4
2009-09-01,7.1
2009-10-01,7.3
2009-11-01,7.4
2009-12-01,7.4
2010-01-01,7.3
2010-02-01,7.3
2010-03-01,7.3
2010-04-01,7.3
2010-05-01,7.1
2010-06-01,7.2
2010-07-01,7.3
2010-08-01,7.4
2010-09-01,7.6
2010-10-01,7.6
2010-11-01,7.2
2010-12-01,7.3
2011-01-01,7.3
2011-02-01,7.3
2011-03-01,7.2
2011-04-01,7.3
2011-05-01,7.2
2011-06-01,7.2
2011-07-01,6.9
2011-08-01,7
2011-09-01,7.1
2011-10-01,7.2
2011-11-01,7.3
2011-12-01,6.9
2012-01-01,7.2
2012-02-01,7.2
2012-03-01,6.9
2012-04-01,7
2012-05-01,7.2
2012-06-01,7
2012-07-01,6.8
2012-08-01,6.8
2012-09-01,6.8
2012-10-01,6.8
2012-11-01,6.8
2012-12-01,6.8
2013-01-01,6.7
2013-02-01,6.9
2013-03-01,7
2013-04-01,6.8
2013-05-01,6.5
2013-06-01,6.7
2013-07-01,6.9
2013-08-01,6.6
2013-09-01,6.6
2013-10-01,6.6
2013-11-01,6.5
2013-12-01,6.8
2014-01-01,6.7
2014-02-01,6.7
2014-03-01,6.5
2014-04-01,6.6
2014-05-01,6.8
2014-06-01,6.6
2014-07-01,6.5
2014-08-01,6.5
2014-09-01,6.3
2014-10-01,6.3
2014-11-01,6.4
2014-12-01,6.3
2015-01-01,6.3
2015-02-01,6.2
2015-03-01,6.3
2015-04-01,6.3
2015-05-01,6.2
2015-06-01,6.3
2015-07-01,6.2
2015-08-01,6.3
2015-09-01,6.4
2015-10-01,6.3
2015-11-01,6.4
2015-12-01,6.4
2016-01-01,6.5
2016-02-01,6.4
2016-03-01,6.4
2016-04-01,6.4
2016-05-01,6.3
2016-06-01,6.1
2016-07-01,6.3
2016-08-01,6.1
2016-09-01,6.2
2016-10-01,6.2
2016-11-01,6.1
2016-12-01,6.3
2017-01-01,6.1
2017-02-01,6
2017-03-01,6
2017-04-01,5.9
2017-05-01,6
2017-06-01,6
2017-07-01,5.9
2017-08-01,5.9
2017-09-01,5.7
2017-10-01,6
2017-11-01,5.8
2017-12-01,5.6
2018-01-01,5.6
2018-02-01,5.6
2018-03-01,5.4
2018-04-01,5.4
2018-05-01,5.6
2018-06-01,5.7
2018-07-01,5.4
2018-08-01,5.7
2018-09-01,5.6
2018-10-01,5.4
2018-11-01,5.4
2018-12-01,5.3
2019-01-01,5.3
2019-02-01,5.2
2019-03-01,5.4
2019-04-01,5.4
2019-05-01,4.9
2019-06-01,5
2019-07-01,5.3
2019-08-01,5.2
2019-09-01,5.4
2019-10-01,5.4
2019-11-01,5.6
2019-12-01,5.3
2020-01-01,5.3
2020-02-01,5.4
2020-03-01,9.2
2020-04-01,14.1
2020-05-01,14.1
2020-06-01,12.5
2020-07-01,10.3
2020-08-01,9.4
2020-09-01,8.6
2020-10-01,8.6
2020-11-01,8.3
2020-12-01,8.9
2021-01-01,9.6
2021-02-01,8.7
2021-03-01,7.5
2021-04-01,8.2
2021-05-01,8.3
2021-06-01,7.4
2021-07-01,7
2021-08-01,6.7
2021-09-01,6.6
2021-10-01,6.3
2021-11-01,5.7
2021-12-01,5.8
2022-01-01,6.6
2022-02-01,5.1
2022-03-01,5.4
2022-04-01,5.1
2022-05-01,4.8
2022-06-01,4.7
2022-07-01,4.8
2022-08-01,5.2
2022-09-01,4.9
2022-10-01,5.3
2022-11-01,4.9
2022-12-01,4.8
2023-01-01,4.8
2023-02-01,4.9
2023-03-01,4.8
2023-04-01,4.7
2023-05-01,4.9
2023-06-01,5.3
2023-07-01,5.6
2023-08-01,5.4
2023-09-01,5.3
2023-10-01,5.5
2023-11-01,5.5
