"Date","LRHUTTFECAM156S"
1960-01-01,3.27809136347496
1960-02-01,3.40455214826128
1960-03-01,3.340540528796
1960-04-01,3.61080305045141
1960-05-01,3.57194347501093
1960-06-01,3.58290761651124
1960-07-01,3.29605599352606
1960-08-01,3.73324844176656
1960-09-01,3.96103925953101
1960-10-01,3.86697639567696
1960-11-01,4.02266206248654
1960-12-01,3.85826675599897
1961-01-01,4.04282408756152
1961-02-01,3.88299697218234
1961-03-01,4.05941617168972
1961-04-01,4.07923734472527
1961-05-01,3.82476239183911
1961-06-01,3.61152400820226
1961-07-01,3.65206801165042
1961-08-01,3.54328016244206
1961-09-01,3.71941555693497
1961-10-01,3.40357065648711
1961-11-01,3.43058062585465
1961-12-01,3.49038878646822
1962-01-01,3.21699321340366
1962-02-01,3.55855802624319
1962-03-01,3.17111855169657
1962-04-01,3.2377711901126
1962-05-01,3.24052716402149
1962-06-01,3.23631242579021
1962-07-01,3.42618806751227
1962-08-01,3.09655835098149
1962-09-01,3.15665305592329
1962-10-01,3.29211924319636
1962-11-01,3.71445171910419
1962-12-01,3.44809328876762
1963-01-01,3.41385416852718
1963-02-01,3.53469364946084
1963-03-01,3.44109851722926
1963-04-01,3.35046646031066
1963-05-01,3.30127221119631
1963-06-01,3.39697994249671
1963-07-01,3.30626603403737
1963-08-01,3.37105115165865
1963-09-01,3.37454395286625
1963-10-01,3.21915241318688
1963-11-01,3.2091916393745
1963-12-01,3.00233996458765
1964-01-01,3.09086639689647
1964-02-01,2.94831158068613
1964-03-01,2.99286370673294
1964-04-01,3.01457434803445
1964-05-01,3.20767351052921
1964-06-01,3.33316257822481
1964-07-01,3.08619236627429
1964-08-01,3.25764526813981
1964-09-01,3.09971746585875
1964-10-01,3.20025383945156
1964-11-01,2.96974138862112
1964-12-01,3.44094021961061
1965-01-01,2.96841241987164
1965-02-01,2.65417039308629
1965-03-01,3.02119333968232
1965-04-01,2.97549143301131
1965-05-01,2.68147358591354
1965-06-01,2.80793052565795
1965-07-01,2.86447799172898
1965-08-01,2.38614661122834
1965-09-01,2.44618256359017
1965-10-01,2.27489647420826
1965-11-01,2.6627390687922
1965-12-01,2.72832496428272
1966-01-01,3.13775805121905
1966-02-01,3.17650569154258
1966-03-01,3.2393240768457
1966-04-01,3.06569801248027
1966-05-01,3.45044000001805
1966-06-01,3.12320634852724
1966-07-01,3.42774540326915
1966-08-01,3.83177767689387
1966-09-01,3.7023409899935
1966-10-01,3.57212950764858
1966-11-01,3.74474775252556
1966-12-01,3.38094318863286
1967-01-01,3.43655844920573
1967-02-01,3.72022710834213
1967-03-01,3.65737092692728
1967-04-01,3.88561343360486
1967-05-01,3.74878804681632
1967-06-01,3.75709722699136
1967-07-01,3.7982959586277
