"Date","LRAC55FECAM156N"
1976-01-01,31.092609723507
1976-02-01,31.2058190759144
1976-03-01,30.8862568919747
1976-04-01,31.355587217586
1976-05-01,31.4566849259485
1976-06-01,31.2000808816095
1976-07-01,31.5561378754283
1976-08-01,32.5597749648383
1976-09-01,33.0494037478705
1976-10-01,32.4970011995202
1976-11-01,31.678133413102
1976-12-01,31.9840875186474
1977-01-01,31.7172318064644
1977-02-01,31.1220958971824
1977-03-01,31.1341222879684
1977-04-01,31.3692701160732
1977-05-01,31.2120023534026
1977-06-01,30.6759268316541
1977-07-01,30.9328649492584
1977-08-01,31.3485113835376
1977-09-01,32.0714424383615
1977-10-01,32.3649041255084
1977-11-01,31.7549284885968
1977-12-01,31.0185185185185
1978-01-01,30.2482201269963
1978-02-01,30.2495201535509
1978-03-01,30.1944630711754
1978-04-01,30.7934990439771
1978-05-01,30.7963757749165
1978-06-01,31.0328415040457
1978-07-01,31.3064133016627
1978-08-01,31.5984072810011
1978-09-01,31.9106652786978
1978-10-01,31.7872662006424
1978-11-01,31.8464730290456
1978-12-01,31.557145546978
1979-01-01,32.1150051677159
1979-02-01,32.9301453352086
1979-03-01,33.5268233311488
1979-04-01,33.5295216741405
1979-05-01,33.1872026863166
1979-06-01,33.6995995902784
1979-07-01,32.8283297704248
1979-08-01,32.2694377435517
1979-09-01,33.0554011487864
1979-10-01,33.0559408229311
1979-11-01,32.9917843625958
1979-12-01,32.64817033828
1980-01-01,33.189219023089
1980-02-01,32.8526818515797
1980-03-01,33.1162876008804
1980-04-01,32.5828299469156
1980-05-01,33.5404294198264
1980-06-01,32.6465493663962
1980-07-01,32.365522890689
1980-08-01,31.5708185700009
1980-09-01,31.8466140875714
1980-10-01,32.7601809954751
1980-11-01,32.3335441322613
1980-12-01,32.1731289449955
1981-01-01,31.2455003599712
1981-02-01,31.9533004041311
1981-03-01,32.2097714029583
1981-04-01,32.2384319341269
1981-05-01,32.728734810579
1981-06-01,32.6379602389231
1981-07-01,32.1110715557138
1981-08-01,32.566198684912
1981-09-01,33.8535201276822
1981-10-01,32.7815155807366
1981-11-01,32.9916040653999
1981-12-01,32.8214632424323
1982-01-01,32.8606658446362
1982-02-01,32.8791208791209
1982-03-01,32.7716341934351
1982-04-01,33.1872754359828
1982-05-01,33.5141282477474
1982-06-01,32.5418994413408
1982-07-01,32.0491588947965
1982-08-01,32.4519439853875
1982-09-01,32.7979859362792
1982-10-01,32.9636048526863
1982-11-01,33.5553633217993
1982-12-01,32.7575783746438
