"Date","CANLOLITOTRSTSAM"
1961-02-01,18.0201687212121
1961-03-01,18.1707866892695
1961-04-01,18.3286629753143
1961-05-01,18.4876590763946
1961-06-01,18.6441773584644
1961-07-01,18.7936586752507
1961-08-01,18.9302254351152
1961-09-01,19.0485392858884
1961-10-01,19.1501880525931
1961-11-01,19.2379111964408
1961-12-01,19.3113517873956
1962-01-01,19.3691689241661
1962-02-01,19.4148399680937
1962-03-01,19.4499321213345
1962-04-01,19.4778575645912
1962-05-01,19.5063860940282
1962-06-01,19.5444870857032
1962-07-01,19.5999835066836
1962-08-01,19.6773826298727
1962-09-01,19.7781039499185
1962-10-01,19.8989034674279
1962-11-01,20.0323393742194
1962-12-01,20.1706722163731
1963-01-01,20.309251792648
1963-02-01,20.4470215933838
1963-03-01,20.5851401622234
1963-04-01,20.7233110072711
1963-05-01,20.8533171538037
1963-06-01,20.9692801483783
1963-07-01,21.0775018131899
1963-08-01,21.1856742306366
1963-09-01,21.3007765760289
1963-10-01,21.4205800812031
1963-11-01,21.5450360353345
1963-12-01,21.6755709054125
1964-01-01,21.8106508761208
1964-02-01,21.9443590434019
1964-03-01,22.0749676156158
1964-04-01,22.1980847654449
1964-05-01,22.3152404712874
1964-06-01,22.4295710973183
1964-07-01,22.5423109693867
1964-08-01,22.6551770845272
1964-09-01,22.7680557873551
1964-10-01,22.8802022579247
1964-11-01,22.9934134598516
1964-12-01,23.1074317471329
1965-01-01,23.2207664690099
1965-02-01,23.3318804932597
1965-03-01,23.4396086690623
1965-04-01,23.5387191673371
1965-05-01,23.6289295601348
1965-06-01,23.7150888218794
1965-07-01,23.8052553569409
1965-08-01,23.9021707129548
1965-09-01,24.0063130864933
1965-10-01,24.1186285158182
1965-11-01,24.2367945056909
1965-12-01,24.3556420575022
1966-01-01,24.4655547114356
1966-02-01,24.557608948231
1966-03-01,24.6278054508078
1966-04-01,24.6776663279166
1966-05-01,24.7145472986951
1966-06-01,24.7485875061131
1966-07-01,24.7858754807295
1966-08-01,24.8303112713075
1966-09-01,24.8870420165812
1966-10-01,24.9573745895907
1966-11-01,25.0380745588304
1966-12-01,25.128478993157
1967-01-01,25.227480008489
1967-02-01,25.3344671703921
1967-03-01,25.4480044652835
1967-04-01,25.5685139392666
1967-05-01,25.6957598796751
1967-06-01,25.8319775405495
1967-07-01,25.9738528820564
1967-08-01,26.1152725426879
1967-09-01,26.2480004973942
1967-10-01,26.366375324133
1967-11-01,26.4718102505053
1967-12-01,26.5662926931002
1968-01-01,26.6506428521403
1968-02-01,26.7340137980617
1968-03-01,26.8303393935726
1968-04-01,26.9466228141715
1968-05-01,27.077065851217
1968-06-01,27.2211605950355
1968-07-01,27.3793368497403
1968-08-01,27.5482913715021
1968-09-01,27.7222885482155
1968-10-01,27.8936092467378
1968-11-01,28.0527376870641
1968-12-01,28.1934517403342
1969-01-01,28.3156620855713
1969-02-01,28.4152484168731
1969-03-01,28.4913184135136
1969-04-01,28.5422740848425
1969-05-01,28.5720712763341
1969-06-01,28.5832776450829
1969-07-01,28.5899132846424
1969-08-01,28.6039673709612
1969-09-01,28.6261660306027
1969-10-01,28.6522390785448
1969-11-01,28.6751999075557
1969-12-01,28.6932106331342
1970-01-01,28.7089632110075
1970-02-01,28.7287589607477
1970-03-01,28.7515756077954
1970-04-01,28.7821100391782
1970-05-01,28.8274934141341
1970-06-01,28.8908630715486
1970-07-01,28.9681818888708
1970-08-01,29.0629771916321
1970-09-01,29.1789426029198
1970-10-01,29.3292905347228
1970-11-01,29.5283697351827
1970-12-01,29.7712012929195
1971-01-01,30.0382433307515
1971-02-01,30.3092408891425
1971-03-01,30.5642004952574
1971-04-01,30.7969543537446
1971-05-01,31.0044244920673
1971-06-01,31.1881116337686
1971-07-01,31.3511476485836
1971-08-01,31.4971195261305
1971-09-01,31.6320117881021
1971-10-01,31.7678604300989
1971-11-01,31.9207601454836
1971-12-01,32.0949709549616
1972-01-01,32.2789808172232
1972-02-01,32.4586134860523
1972-03-01,32.630056024547
1972-04-01,32.7964639742225
1972-05-01,32.9617348347485
1972-06-01,33.1316470251254
1972-07-01,33.3172371913941
1972-08-01,33.5283692794095
1972-09-01,33.7579262961449
1972-10-01,33.9919492777147
1972-11-01,34.2157114711264
1972-12-01,34.4109241723449
1973-01-01,34.5665833531413
1973-02-01,34.678552876397
1973-03-01,34.7519915942009
1973-04-01,34.7965761405579
1973-05-01,34.8275608173356
1973-06-01,34.8624059617411
