"Date","LRIN24MACAM156S"
1995-01-01,34.6839996467896
1995-02-01,34.7342021160806
1995-03-01,34.2126870430401
1995-04-01,34.8544999246132
1995-05-01,34.8588861262622
1995-06-01,34.7128000264731
1995-07-01,34.7820765517474
1995-08-01,35.2268341520287
1995-09-01,36.0560944000574
1995-10-01,35.3590517173755
1995-11-01,36.6226826454306
1995-12-01,35.0803693639481
1996-01-01,35.7179549492951
1996-02-01,34.8744083713942
1996-03-01,35.4503319575909
1996-04-01,35.4753824615842
1996-05-01,35.7881251388051
1996-06-01,36.2388394703653
1996-07-01,36.5672093312225
1996-08-01,36.3413423073572
1996-09-01,36.3491781131405
1996-10-01,36.2315577732746
1996-11-01,35.9246734187241
1996-12-01,36.6148378337514
1997-01-01,35.5976949772734
1997-02-01,36.311672956252
1997-03-01,37.0841205373503
1997-04-01,37.2106407170276
1997-05-01,37.0320778009596
1997-06-01,35.748678558467
1997-07-01,36.8894402523964
1997-08-01,36.3831836825833
1997-09-01,36.2608888824293
1997-10-01,35.8808081786905
1997-11-01,35.8535376199684
1997-12-01,36.200912622426
1998-01-01,36.525370190497
1998-02-01,36.854838020489
1998-03-01,37.1590634137142
1998-04-01,36.7096181185576
1998-05-01,37.331026080838
1998-06-01,35.7128104277057
1998-07-01,36.2847253489525
1998-08-01,36.2332700286368
1998-09-01,36.329738287728
1998-10-01,37.315517285247
1998-11-01,36.2319273357955
1998-12-01,36.125242200262
1999-01-01,35.6240234425149
1999-02-01,35.5220906025671
1999-03-01,35.0870685875119
1999-04-01,34.5434464827756
1999-05-01,34.9718828743103
1999-06-01,35.0950002814693
1999-07-01,34.5967929544246
1999-08-01,35.7229848529247
1999-09-01,33.8325311590292
1999-10-01,33.7644713466106
1999-11-01,34.1239274753444
1999-12-01,33.8070368765608
2000-01-01,34.5505194011486
2000-02-01,34.8279566871297
2000-03-01,34.8047338405309
2000-04-01,33.8426419880713
2000-05-01,34.2647616999615
2000-06-01,35.5490869803166
2000-07-01,34.7250465470927
2000-08-01,34.4139730059534
2000-09-01,33.6865299085429
2000-10-01,33.0060787359213
2000-11-01,33.5423573831925
2000-12-01,32.7314252316513
2001-01-01,34.0719749527421
2001-02-01,33.7224223454794
2001-03-01,33.7293698743327
2001-04-01,33.2042592718265
2001-05-01,33.9851661760363
2001-06-01,34.5831391088152
2001-07-01,34.511801182792
2001-08-01,33.8581158051106
2001-09-01,33.8963370864974
2001-10-01,33.9986810488206
2001-11-01,34.1072735049731
2001-12-01,33.9098490781775
2002-01-01,32.2982511947291
2002-02-01,32.6504274508795
2002-03-01,32.1093733552303
2002-04-01,32.7299032876845
2002-05-01,32.3963661155892
2002-06-01,33.1346464174127
2002-07-01,32.1532061982145
2002-08-01,31.4665930543449
2002-09-01,31.9845122113349
2002-10-01,32.3419961264213
2002-11-01,32.0831463156102
2002-12-01,31.7680095098431
2003-01-01,31.8726180211496
2003-02-01,31.5323442991414
2003-03-01,31.7635788796552
2003-04-01,31.768198503949
2003-05-01,31.9864609944941
2003-06-01,31.4477755904934
2003-07-01,31.7308100658521
2003-08-01,31.5390476916461
2003-09-01,31.9528768048553
2003-10-01,32.2120042342936
2003-11-01,32.0263109752778
2003-12-01,32.4047716518928
2004-01-01,32.0521145214045
2004-02-01,32.6346971779148
2004-03-01,33.0798927382162
2004-04-01,32.1525578902158
2004-05-01,32.5774560624748
2004-06-01,32.6060729171562
2004-07-01,32.3813177068208
2004-08-01,32.8616476917665
2004-09-01,31.7680239409932
2004-10-01,32.0972168778832
2004-11-01,32.2738514102085
2004-12-01,32.5277509914647
2005-01-01,33.6362349230551
2005-02-01,33.3426418653167
2005-03-01,34.1535638737048
2005-04-01,35.0581231381026
2005-05-01,33.7247727143521
2005-06-01,34.2081823405743
2005-07-01,33.2507293171185
2005-08-01,34.0293935923014
2005-09-01,34.1727011394343
2005-10-01,33.8167052364701
2005-11-01,34.318142985926
2005-12-01,33.8398026318156
2006-01-01,33.4432887056549
2006-02-01,33.2898514923232
2006-03-01,32.5783821665032
2006-04-01,33.6785163789997
2006-05-01,33.2346574153224
2006-06-01,33.4481033714088
2006-07-01,32.6219568332887
2006-08-01,32.4101520865579
2006-09-01,32.5572748214938
2006-10-01,32.6633998316651
2006-11-01,32.376908423776
2006-12-01,32.6675801969278
2007-01-01,31.5991375099624
2007-02-01,32.3369818850083
2007-03-01,32.0552469790032
2007-04-01,31.6596831136881
2007-05-01,31.4210612204157
2007-06-01,31.5597339666556
2007-07-01,31.004280501907
2007-08-01,31.3346189173918
2007-09-01,32.6147564836504
2007-10-01,31.7398256410052
2007-11-01,31.4023826650211
2007-12-01,31.3098600633152
2008-01-01,31.8347407601053
2008-02-01,31.9700735143941
2008-03-01,31.796531959575
2008-04-01,31.1665421682899
2008-05-01,31.8675435824558
2008-06-01,30.9798690208068
2008-07-01,31.5915751635206
2008-08-01,31.0919468328588
2008-09-01,30.5155609337503
2008-10-01,31.1054054459579
2008-11-01,30.9561907872702
2008-12-01,32.1138083355275
2009-01-01,32.6262419048107
2009-02-01,31.9513413520042
2009-03-01,32.3754230445571
2009-04-01,32.8403450312149
2009-05-01,32.4208742813918
2009-06-01,33.0191225695438
2009-07-01,34.1486639783265
2009-08-01,34.545580538436
2009-09-01,34.9740345668721
2009-10-01,34.6810336658096
2009-11-01,34.1388828154003
2009-12-01,34.3243621962436
2010-01-01,34.546871703268
2010-02-01,34.4363894390145
2010-03-01,34.2251490107547
2010-04-01,34.1096952418263
2010-05-01,34.6756875841644
2010-06-01,34.6818794049817
2010-07-01,34.3219646145235
2010-08-01,34.6656197410168
2010-09-01,35.4309073816981
2010-10-01,35.6667689070457
2010-11-01,35.1303273081959
2010-12-01,34.7998378567824
2011-01-01,34.3402974057409
2011-02-01,34.4996495267974
2011-03-01,34.7699747473381
2011-04-01,34.7325159701694
2011-05-01,35.1101254896309
2011-06-01,34.1220355397179
2011-07-01,33.5921913201518
2011-08-01,34.7024598710658
2011-09-01,33.7205887206396
2011-10-01,34.0582904459021
2011-11-01,34.4193711372453
2011-12-01,34.9676459826678
2012-01-01,35.4682834068692
2012-02-01,35.915646259778
2012-03-01,36.0003220456386
2012-04-01,34.7191070560734
2012-05-01,34.8460613733586
2012-06-01,35.2384426189462
2012-07-01,35.534311463816
2012-08-01,35.3474455321982
2012-09-01,35.0687512732053
2012-10-01,35.3588370873045
2012-11-01,35.4907707415206
