"Date","CANCPGRGO01GPM"
1961-02-01,0
1961-03-01,0
1961-04-01,0
1961-05-01,0
1961-06-01,0
1961-07-01,0
1961-08-01,0
1961-09-01,0
1961-10-01,0
1961-11-01,0
1961-12-01,0
1962-01-01,0
1962-02-01,0
1962-03-01,0
1962-04-01,0
1962-05-01,0
1962-06-01,0.571428571428572
1962-07-01,1.13636363636364
1962-08-01,0
1962-09-01,-0.561797752809005
1962-10-01,0.564971751412446
1962-11-01,0
1962-12-01,0
1963-01-01,0
1963-02-01,0.561797752808974
1963-03-01,0
1963-04-01,0
1963-05-01,0
1963-06-01,0.558659217877096
1963-07-01,0.555555555555572
1963-08-01,0
1963-09-01,-0.55248618784532
1963-10-01,0.555555555555572
1963-11-01,0
1963-12-01,0
1964-01-01,0
1964-02-01,0
1964-03-01,0
1964-04-01,0.552486187845289
1964-05-01,0
1964-06-01,0
1964-07-01,0.549450549450565
1964-08-01,-0.54644808743171
1964-09-01,0
1964-10-01,0
1964-11-01,0
1964-12-01,0
1965-01-01,0
1965-02-01,0
1965-03-01,0
1965-04-01,0.549450549450565
1965-05-01,1.09289617486337
1965-06-01,0.540540540540556
1965-07-01,0.537634408602136
1965-08-01,-0.534759358288756
1965-09-01,0
1965-10-01,0
1965-11-01,0.537634408602136
1965-12-01,0
1966-01-01,0.534759358288771
1966-02-01,1.06382978723404
1966-03-01,0
1966-04-01,1.05263157894737
1966-05-01,0
1966-06-01,0.520833333333334
1966-07-01,0.518134715025893
1966-08-01,0
1966-09-01,0
1966-10-01,0
1966-11-01,0
1966-12-01,0
1967-01-01,0
1967-02-01,0
1967-03-01,0
1967-04-01,0.515463917525788
1967-05-01,0.512820512820513
1967-06-01,0.510204081632654
1967-07-01,1.01522842639593
1967-08-01,0.502512562814085
1967-09-01,-0.500000000000014
1967-10-01,0
1967-11-01,0
1967-12-01,0.502512562814085
1968-01-01,0.5
1968-02-01,0
1968-03-01,0.497512437810932
1968-04-01,0.990099009900991
1968-05-01,0
1968-06-01,0
1968-07-01,0.98039215686276
1968-08-01,0
1968-09-01,0
1968-10-01,0.48543689320387
1968-11-01,0
1968-12-01,0
1969-01-01,0
1969-02-01,0
1969-03-01,0
1969-04-01,0.966183574879228
1969-05-01,0.478468899521532
1969-06-01,1.42857142857144
1969-07-01,0
1969-08-01,0
1969-09-01,-0.469483568075131
1969-10-01,0
1969-11-01,0.471698113207561
1969-12-01,0.469483568075105
1970-01-01,0
1970-02-01,0.467289719626169
1970-03-01,0
1970-04-01,0
1970-05-01,0
1970-06-01,0.930232558139536
1970-07-01,0.460829493087558
1970-08-01,-0.917431192660539
1970-09-01,-0.462962962962976
1970-10-01,0
1970-11-01,-0.465116279069768
1970-12-01,-0.467289719626156
1971-01-01,0
1971-02-01,0.469483568075105
1971-03-01,0.467289719626169
1971-04-01,1.3953488372093
1971-05-01,0.458715596330276
1971-06-01,0.45662100456621
1971-07-01,0.454545454545468
1971-08-01,0.452488687782793
1971-09-01,-0.900900900900902
1971-10-01,0
1971-11-01,0.454545454545468
1971-12-01,0.904977375565599
1972-01-01,0.448430493273531
1972-02-01,0.892857142857156
1972-03-01,0
1972-04-01,0.442477876106195
1972-05-01,0
1972-06-01,0.440528634361234
1972-07-01,0.877192982456141
1972-08-01,0.434782608695653
1972-09-01,0.432900432900421
1972-10-01,0
1972-11-01,0
1972-12-01,0.431034482758633
1973-01-01,1.71673819742488
1973-02-01,0.843881856540085
1973-03-01,0
1973-04-01,2.09205020920502
1973-05-01,0.409836065573771
1973-06-01,1.22448979591838
1973-07-01,1.20967741935483
1973-08-01,1.59362549800797
1973-09-01,0.392156862745098
1973-10-01,0.390625
1973-11-01,0.778210116731518
1973-12-01,0.772200772200773
1974-01-01,0.766283524904215
1974-02-01,1.14068441064639
1974-03-01,1.50375939849624
1974-04-01,0
1974-05-01,2.22222222222222
1974-06-01,2.17391304347824
1974-07-01,0.354609929078034
1974-08-01,0.706713780918728
1974-09-01,1.05263157894737
1974-10-01,0.694444444444426
1974-11-01,1.72413793103448
1974-12-01,0.677966101694916
1975-01-01,0.336700336700337
1975-02-01,1.00671140939599
1975-03-01,0.332225913621244
1975-04-01,0
1975-05-01,1.32450331125828
1975-06-01,1.30718954248366
1975-07-01,1.93548387096774
1975-08-01,0.632911392405064
1975-09-01,0
1975-10-01,0.628930817610064
1975-11-01,0.3125
1975-12-01,0
1976-01-01,0.311526479750779
1976-02-01,0
1976-03-01,0
1976-04-01,0.310559006211163
1976-05-01,1.23839009287928
1976-06-01,0
1976-07-01,0
1976-08-01,0
1976-09-01,0.3058103975535
1976-10-01,0.304878048780505
1976-11-01,0.303951367781155
1976-12-01,0.303030303030303
1977-01-01,0.906344410876134
1977-02-01,1.19760479041915
1977-03-01,0.887573964497059
1977-04-01,0.879765395894413
1977-05-01,0.872093023255831
1977-06-01,0.864553314121038
1977-07-01,0.857142857142842
1977-08-01,0.28328611898017
1977-09-01,0.847457627118661
1977-10-01,0.560224089635839
1977-11-01,1.11420612813371
1977-12-01,0.826446280991752
1978-01-01,0.273224043715847
1978-02-01,0.54495912806538
1978-03-01,1.3550135501355
1978-04-01,0.534759358288771
1978-05-01,1.86170212765958
1978-06-01,1.0443864229765
1978-07-01,2.0671834625323
1978-08-01,-0.506329113924065
1978-09-01,-0.508905852417289
1978-10-01,1.53452685421995
1978-11-01,0.503778337531487
1978-12-01,0.501253132832081
1979-01-01,0.997506234413966
1979-02-01,1.23456790123457
1979-03-01,1.70731707317073
1979-04-01,0.959232613908874
1979-05-01,0.712589073634192
1979-06-01,0.235849056603774
1979-07-01,0.941176470588236
1979-08-01,0.233100233100233
1979-09-01,1.16279069767442
1979-10-01,0.689655172413794
1979-11-01,0.913242009132434
1979-12-01,1.13122171945701
1980-01-01,0.447427293064865
1980-02-01,1.11358574610245
1980-03-01,0.881057268722456
1980-04-01,0.655021834061148
1980-05-01,1.51843817787418
1980-06-01,1.49572649572651
1980-07-01,0.63157894736841
1980-08-01,1.04602510460251
1980-09-01,0.828157349896493
1980-10-01,1.02669404517454
1980-11-01,1.62601626016259
1980-12-01,0.800000000000001
1981-01-01,1.19047619047619
1981-02-01,0.980392156862746
1981-03-01,1.55339805825243
1981-04-01,0.573613766730402
1981-05-01,0.760456273764259
1981-06-01,1.88679245283019
1981-07-01,0.740740740740741
1981-08-01,0.735294117647039
1981-09-01,0.547445255474473
1981-10-01,0.544464609800363
1981-11-01,0.7220216606498
1981-12-01,0.17921146953407
1982-01-01,0.178890876565295
1982-02-01,1.25
1982-03-01,1.58730158730159
1982-04-01,0.347222222222203
1982-05-01,1.73010380622838
1982-06-01,1.02040816326531
1982-07-01,0
1982-08-01,0.336700336700337
1982-09-01,0.671140939597316
1982-10-01,0
1982-11-01,1
1982-12-01,-0.165016501650165
1983-01-01,-0.495867768595023
1983-02-01,0.498338870431876
1983-03-01,1.32231404958678
1983-04-01,0
1983-05-01,0
1983-06-01,1.79445350734095
1983-07-01,0.320512820512821
1983-08-01,0.319488817891374
1983-09-01,-0.159235668789809
1983-10-01,0.637958532695375
1983-11-01,0
1983-12-01,0.316957210776545
1984-01-01,0.789889415481833
1984-02-01,0.940438871473355
1984-03-01,0.15527950310559
1984-04-01,0.155038759689905
1984-05-01,0
1984-06-01,0.464396284829739
1984-07-01,0.616332819722651
1984-08-01,-0.30627871362942
1984-09-01,0
1984-10-01,0.307219662058389
1984-11-01,0.765696784073508
1984-12-01,0
1985-01-01,0.911854103343466
1985-02-01,0.451807228915663
1985-03-01,0.14992503748126
1985-04-01,0.299401197604791
1985-05-01,0.149253731343267
1985-06-01,0.894187779433699
1985-07-01,0
1985-08-01,0
1985-09-01,0
1985-10-01,0.147710487444592
1985-11-01,0.589970501474943
1985-12-01,0.733137829912024
1986-01-01,0.727802037845706
1986-02-01,0.289017341040463
1986-03-01,-0.288184438040346
1986-04-01,0
1986-05-01,0.289017341040463
1986-06-01,0
1986-07-01,0.432276657060519
1986-08-01,0.286944045911048
1986-09-01,0.143061516452075
1986-10-01,0.285714285714286
1986-11-01,0.85470085470084
1986-12-01,0
1987-01-01,0.564971751412446
1987-02-01,0.421348314606726
1987-03-01,0.41958041958042
1987-04-01,0.41782729805014
1987-05-01,0.554785020804439
1987-06-01,0.413793103448276
1987-07-01,0.549450549450565
1987-08-01,-0.409836065573771
1987-09-01,0
1987-10-01,0.411522633744856
1987-11-01,0.546448087431679
1987-12-01,-0.135869565217391
1988-01-01,0.680272108843538
1988-02-01,0.135135135135135
1988-03-01,0
1988-04-01,0.67476383265857
1988-05-01,0.804289544235926
1988-06-01,0.132978723404255
1988-07-01,0.53120849933599
1988-08-01,0.132100396301189
1988-09-01,0
1988-10-01,0
1988-11-01,0.395778364116095
1988-12-01,-0.131406044678055
1989-01-01,0.526315789473699
1989-02-01,0.785340314136112
1989-03-01,0.25974025974026
1989-04-01,0.259067357512954
1989-05-01,1.55038759689921
1989-06-01,0.381679389312992
1989-07-01,0.506970849176173
1989-08-01,-0.252206809583873
1989-09-01,0
1989-10-01,0.252844500632126
1989-11-01,0.504413619167718
1989-12-01,-0.501882057716437
1990-01-01,1.38713745271122
1990-02-01,0.497512437810932
1990-03-01,0.247524752475262
1990-04-01,-0.246913580246928
1990-05-01,0.371287128712872
1990-06-01,0.61652281134402
1990-07-01,0.245098039215686
1990-08-01,-0.122249388753043
1990-09-01,0
1990-10-01,0.856793145654836
1990-11-01,0.849514563106783
1990-12-01,-0.24067388688326
1991-01-01,2.77442702050664
1991-02-01,-0.469483568075131
1991-03-01,0.825471698113208
1991-04-01,-0.116959064327472
1991-05-01,0.585480093676815
1991-06-01,0.698486612339918
1991-07-01,-0.115606936416172
1991-08-01,-0.115740740740754
1991-09-01,-0.463499420625712
1991-10-01,-0.582072176949942
1991-11-01,0.468384074941439
1991-12-01,-0.815850815850816
1992-01-01,0.82256169212691
