"Date","CANCPGRGO01GPM"
1992-02-01,0
1992-03-01,0.46620046620048
1992-04-01,0
1992-05-01,0
1992-06-01,0.464037122969825
1992-07-01,0.115473441108545
1992-08-01,-0.115340253748558
1992-09-01,-0.346420323325635
1992-10-01,-0.115874855156418
1992-11-01,0.812064965197216
1992-12-01,0
1993-01-01,0.575373993095512
1993-02-01,0.457665903890148
1993-03-01,-0.227790432801822
1993-04-01,-0.114155251141553
1993-05-01,0.228571428571429
1993-06-01,0.228050171037641
1993-07-01,0
1993-08-01,-0.227531285551776
1993-09-01,0
1993-10-01,0
1993-11-01,0.912200684150514
1993-12-01,-0.112994350282473
1994-01-01,0.113122171945689
1994-02-01,-1.92090395480226
1994-03-01,-0.230414746543779
1994-04-01,0
1994-05-01,-0.461893764434168
1994-06-01,0.464037122969825
1994-07-01,0.115473441108545
1994-08-01,0.115340253748558
1994-09-01,-0.230414746543779
1994-10-01,-0.346420323325635
1994-11-01,0.926998841251449
1994-12-01,0
1995-01-01,0.803673938002297
1995-02-01,0.455580865603645
1995-03-01,0.226757369614525
1995-04-01,0.339366515837092
1995-05-01,0.112739571589628
1995-06-01,-0.112612612612613
1995-07-01,-0.112739571589628
1995-08-01,-0.451467268623025
1995-09-01,0.113378684807256
1995-10-01,-0.113250283125708
1995-11-01,0.453514739229025
1995-12-01,0
1996-01-01,0.112866817155756
1996-02-01,0.338218714768884
1996-03-01,0.449438202247204
1996-04-01,0.559284116331084
1996-05-01,0.333704115684094
1996-06-01,-0.110864745011099
1996-07-01,-0.554938956714762
1996-08-01,0.111607142857155
1996-09-01,0.111482720178372
1996-10-01,0.556792873051225
1996-11-01,0.664451827242526
1996-12-01,0
1997-01-01,0.220022002200208
1997-02-01,0.329308452250287
1997-03-01,0.109409190371991
1997-04-01,-0.327868852459017
1997-05-01,0
1997-06-01,0.109649122807018
1997-07-01,-0.328587075575028
1997-08-01,0.21978021978022
1997-09-01,-0.10964912280703
1997-10-01,0.219538968166862
1997-11-01,0.109529025191676
1997-12-01,-0.218818380743983
1998-01-01,0.657894736842106
1998-02-01,-0.217864923747289
1998-03-01,-0.109170305676844
1998-04-01,-0.218579234972678
1998-05-01,0.328587075575016
1998-06-01,0.109170305676868
1998-07-01,-0.436205016357688
1998-08-01,0
1998-09-01,-0.547645125958379
1998-10-01,0.550660792951542
1998-11-01,0.438116100766704
1998-12-01,-0.436205016357688
1999-01-01,0.547645125958379
1999-02-01,-0.108932461873638
1999-03-01,0.545256270447111
1999-04-01,0.650759219088926
1999-05-01,0.215517241379323
1999-06-01,0
1999-07-01,0.107526881720418
1999-08-01,0.42964554242751
1999-09-01,0.213903743315508
1999-10-01,0.32017075773746
1999-11-01,-0.106382978723404
1999-12-01,0.212992545260904
2000-01-01,-0.10626992561104
2000-02-01,0.74468085106383
2000-03-01,1.16156282998943
2000-04-01,-0.939457202505208
2000-05-01,0.421496311907259
2000-06-01,0.94438614900316
2000-07-01,0.103950103950092
2000-08-01,-0.415368639667694
2000-09-01,0.729927007299259
2000-10-01,0.310559006211192
2000-11-01,0.825593395252839
2000-12-01,0.102354145342875
2001-01-01,-0.817995910020451
2001-02-01,0.41237113402063
2001-03-01,0.718685831622166
2001-04-01,1.01936799184506
2001-05-01,1.31180625630676
2001-06-01,-0.298804780876505
2001-07-01,-1.19880119880118
2001-08-01,-0.101112234580396
2001-09-01,0.404858299595153
2001-10-01,-0.907258064516141
2001-11-01,-1.52594099694812
2001-12-01,0.206611570247934
2002-01-01,0.515463917525774
2002-02-01,0.71794871794873
2002-03-01,1.0183299389002
2002-04-01,0.705645161290323
2002-05-01,-0.300300300300312
2002-06-01,0.30120481927712
2002-07-01,0.600600600600601
2002-08-01,0.398009950248756
2002-09-01,0
2002-10-01,0.495540138751228
2002-11-01,0.295857988165692
2002-12-01,-1.37659783677485
2003-01-01,1.59521435692924
2003-02-01,1.07948969578017
2003-03-01,0.582524271844661
2003-04-01,-1.64092664092663
2003-05-01,-0.0981354268891179
2003-06-01,-0.294695481335942
2003-07-01,0.0985221674876739
2003-08-01,0.295275590551192
2003-09-01,0
2003-10-01,-0.98135426889107
2003-11-01,0.594648166501487
2003-12-01,0.0985221674876739
2004-01-01,0.295275590551192
2004-02-01,0.196270853778192
2004-03-01,0.489715964740462
2004-04-01,0.292397660818725
2004-05-01,1.45772594752186
2004-06-01,-0.0957854406130375
2004-07-01,-0.479386385426644
2004-08-01,-0.385356454720617
2004-09-01,0
2004-10-01,0.386847195357834
2004-11-01,0.48169556840076
2004-12-01,-0.479386385426644
2005-01-01,-0.289017341040473
2005-02-01,0.579710144927537
2005-03-01,1.05667627281461
2005-04-01,0.38022813688213
2005-05-01,-0.28409090909092
2005-06-01,0.189933523266857
2005-07-01,0.18957345971564
2005-08-01,0.851466414380333
2005-09-01,1.50093808630394
2005-10-01,-1.20147874306838
2005-11-01,-0.467726847521058
2005-12-01,-0.37593984962406
2006-01-01,1.22641509433961
2006-02-01,-0.838769804287036
2006-03-01,0.751879699248121
2006-04-01,0.83955223880596
2006-05-01,0.277520814061065
2006-06-01,-0.461254612546116
2006-07-01,0.185356811862816
2006-08-01,0
2006-09-01,-1.57261794634597
2006-10-01,-0.751879699248121
2006-11-01,0.473484848484838
2006-12-01,0
2007-01-01,0.188501413760603
2007-02-01,1.03480714957668
2007-03-01,1.30353817504656
2007-04-01,0.36764705882353
2007-05-01,0.366300366300346
2007-06-01,-0.638686131386832
2007-07-01,-0.275482093663922
2007-08-01,-0.828729281767967
2007-09-01,0.0928505106778191
2007-10-01,-0.64935064935066
2007-11-01,0.466853408029889
2007-12-01,-0.185873605947956
2008-01-01,-0.0931098696461929
2008-02-01,0.0931966449207933
2008-03-01,0.651769087523268
2008-04-01,1.01757631822388
2008-05-01,1.0989010989011
2008-06-01,1.08695652173911
2008-07-01,0.448028673835136
2008-08-01,-0.535236396074934
2008-09-01,0
2008-10-01,-2.3318385650224
2008-11-01,-0.734618916437119
2008-12-01,-1.48011100832563
2009-01-01,-0.28169014084506
2009-02-01,1.03578154425611
2009-03-01,0.279589934762359
2009-04-01,-0.557620817843867
2009-05-01,1.02803738317756
2009-06-01,0.462534690101768
2009-07-01,-0.828729281767967
2009-08-01,0.0928505106778191
2009-09-01,-0.371057513914657
2009-10-01,-0.37243947858473
2009-11-01,1.49532710280374
2009-12-01,-0.920810313075507
2010-01-01,0.743494423791822
2010-02-01,0.0922509225092149
2010-03-01,0.460829493087568
2010-04-01,0.36697247706422
2010-05-01,0
2010-06-01,-0.639853747714819
2010-07-01,0.367985280588777
2010-08-01,0
2010-09-01,0.0916590284143091
2010-10-01,0.457875457875448
2010-11-01,0.364630811303555
2010-12-01,-0.0908265213442225
2011-01-01,0.454545454545445
2011-02-01,0.271493212669694
2011-03-01,1.98555956678701
2011-04-01,0.619469026548663
2011-05-01,0.615655233069491
2011-06-01,-1.39860139860142
2011-07-01,0.0886524822695135
2011-08-01,0.265721877767946
2011-09-01,0.265017667844513
2011-10-01,0.352422907488987
2011-11-01,-0.0877963125548825
2011-12-01,-1.05448154657294
2012-01-01,0.888099467140321
2012-02-01,0.440140845070433
2012-03-01,0.613496932515328
2012-04-01,0.435540069686421
2012-05-01,-0.520381613183001
2012-06-01,-1.0462074978204
2012-07-01,-0.264317180616731
2012-08-01,0.706713780918728
2012-09-01,0.175438596491228
2012-10-01,0.262697022767066
2012-11-01,-0.611353711790403
2012-12-01,-1.05448154657294
2013-01-01,0.266429840142106
2013-02-01,2.03720106288752
2013-03-01,0.173611111111111
2013-04-01,-0.433275563258242
2013-05-01,0.0870322019147182
2013-06-01,-0.17391304347828
2013-07-01,-0.0871080139372726
2013-08-01,0
2013-09-01,0.0871839581516905
2013-10-01,-0.435540069686402
2013-11-01,0
2013-12-01,-0.437445319335093
2014-01-01,0.351493848857665
2014-02-01,1.22591943957967
2014-03-01,1.21107266435986
2014-04-01,0.427350427350437
2014-05-01,0.340425531914894
2014-06-01,-0.08481764206956
2014-07-01,-0.594227504244473
2014-08-01,-0.341588385994876
2014-09-01,0.171379605826907
2014-10-01,0
2014-11-01,-0.598802395209572
2014-12-01,-1.37693631669537
2015-01-01,-0.523560209424065
2015-02-01,1.14035087719297
2015-03-01,1.47441457068516
2015-04-01,-0.256410256410247
2015-05-01,0.771208226221071
2015-06-01,0.340136054421769
2015-07-01,-0.0847457627118551
2015-08-01,-0.339270568278202
2015-09-01,-0.595744680851074
2015-10-01,0.256849315068503
2015-11-01,0.170794192997438
2015-12-01,-0.852514919011084
2016-01-01,0.257953568357686
2016-02-01,-0.0857632933104537
2016-03-01,1.11587982832617
2016-04-01,0.67911714770798
2016-05-01,0.252951096121426
2016-06-01,0.168208578637511
2016-07-01,-0.755667506297221
2016-08-01,-0.253807106598994
2016-09-01,-0.08481764206956
2016-10-01,0.424448217317497
2016-11-01,-0.591715976331371
2016-12-01,-0.170068027210866
2017-01-01,1.27768313458262
2017-02-01,-0.168208578637511
2017-03-01,0.0842459983150708
2017-04-01,0.589225589225599
2017-05-01,-0.418410041841014
2017-06-01,-0.420168067226882
2017-07-01,-0.168776371308017
2017-08-01,0.0845308537616324
2017-09-01,0.337837837837819
2017-10-01,0
2017-11-01,0.925925925925936
2017-12-01,-0.417014178482059
2018-01-01,0.670016750418742
2018-02-01,0.415973377703837
2018-03-01,0.165700082850042
2018-04-01,0.909842845326708
2018-05-01,-0.327868852459017
2018-06-01,0.0822368421052724
2018-07-01,-0.0821692686935178
2018-08-01,-0.164473684210508
2018-09-01,-0.247116968698527
2018-10-01,0.247729149463263
2018-11-01,-0.741350906095562
2018-12-01,-0.746887966804989
2019-01-01,0.334448160535117
2019-02-01,1.16666666666669
2019-03-01,1.07084019769357
2019-04-01,0.814995925020376
2019-05-01,0.161681487469685
2019-06-01,-0.887812752219542
2019-07-01,0.325732899022802
2019-08-01,-0.56818181818181
2019-09-01,0.163265306122449
2019-10-01,0.244498777506104
2019-11-01,0.243902439024399
2019-12-01,-0.56772100567722
2020-01-01,0.897226753670483
2020-02-01,0.161681487469685
2020-03-01,-1.53349475383375
2020-04-01,-1.47540983606558
2020-05-01,0.665557404326124
2020-06-01,1.32231404958678
2020-07-01,0.244698205546502
2020-08-01,-0.488201790073231
2020-09-01,-0.0817661488144
2020-10-01,0.572831423895263
2020-11-01,0.244100895036606
2020-12-01,-0.56818181818181
2021-01-01,1.06122448979591
2021-02-01,1.13085621970921
2021-03-01,0.798722044728435
2021-04-01,0.475435816164818
2021-05-01,0.867507886435341
2021-06-01,0.156372165754478
2021-07-01,0.780640124902421
2021-08-01,0.232378001549196
2021-09-01,0.154559505409583
2021-10-01,1.0030864197531
2021-11-01,0.611153552330006
2021-12-01,-0.683371298405459
2022-01-01,1.4525993883792
2022-02-01,1.50715900527506
2022-03-01,2.30141054194507
2022-04-01,0.362844702467352
2022-05-01,2.09689081706433
2022-06-01,0.849858356940526
2022-07-01,-0.632022471910121
2022-08-01,-0.777385159010594
2022-09-01,-0.142450142450158
2022-10-01,1.21255349500714
2022-11-01,0.21141649048625
2022-12-01,-1.68776371308015
2023-01-01,1.00143061516451
2023-02-01,0.424929178470271
2023-03-01,0.634696755994335
2023-04-01,0.840925017519288
2023-05-01,0.138985406532314
2023-06-01,0.208188757807086
2023-07-01,0.207756232686958
2023-08-01,0.621976503109891
2023-09-01,-0.274725274725275
2023-10-01,-0.757575757575751
