"Date","LRAC55MACAM156S"
1976-01-01,76.7286652078775
1976-02-01,74.7899159663866
1976-03-01,73.094512195122
1976-04-01,76.0156419726266
1976-05-01,74.7832683138275
1976-06-01,75.9865931452048
1976-07-01,76.0112177758602
1976-08-01,75.992682664371
1976-09-01,78.9665914706199
1976-10-01,75.1822469982847
1976-11-01,76.4233732876713
1976-12-01,76.4127764127764
1977-01-01,76.849285866553
1977-02-01,75.0159540523293
1977-03-01,73.9541303886176
1977-04-01,75.1112523839796
1977-05-01,75.0158595897653
1977-06-01,74.1452089489236
1977-07-01,74.575914023812
1977-08-01,74.0483701366982
1977-09-01,74.7034743360974
1977-10-01,73.3361282884394
1977-11-01,75.1700324369572
1977-12-01,75.2325216846066
1978-01-01,76.1398017736046
1978-02-01,74.8307115324513
1978-03-01,75.2600915522264
1978-04-01,75.4726781633077
1978-05-01,75.1840713470911
1978-06-01,74.2389728722303
1978-07-01,75.4033926354986
1978-08-01,74.8864105741429
1978-09-01,76.1472620398061
1978-10-01,74.4413551642467
1978-11-01,75.2776635129576
1978-12-01,74.9049820236261
1979-01-01,76.2564102564103
1979-02-01,73.7607537894306
1979-03-01,74.2047662882275
1979-04-01,75.6152353722046
1979-05-01,75.6296522891812
1979-06-01,75.4302005905712
1979-07-01,76.9269880008135
1979-08-01,77.1527213647441
1979-09-01,76.0470540513132
1979-10-01,74.2431912524046
1979-11-01,74.1178849459104
1979-12-01,73.7554276481874
1980-01-01,74.029640084686
1980-02-01,72.5689551036843
1980-03-01,73.0370966120438
1980-04-01,73.1232436772381
1980-05-01,74.1683366733467
1980-06-01,74.9250149970006
1980-07-01,76.3079073482428
1980-08-01,77.0756503538324
1980-09-01,75.7111597374179
1980-10-01,75.0943396226416
1980-11-01,74.8983840586895
1980-12-01,73.8394536276354
1981-01-01,72.0169893322796
1981-02-01,72.0031545741326
1981-03-01,71.1544139356362
1981-04-01,70.7731604283328
1981-05-01,72.8743748161223
1981-06-01,74.3371490069465
1981-07-01,76.184429031943
1981-08-01,77.5209674273454
1981-09-01,75.1191982095943
1981-10-01,74.5920745920747
1981-11-01,75.3999806070009
1981-12-01,74.2884801548887
1982-01-01,72.7782071097372
1982-02-01,71.9078376554516
1982-03-01,72.4980754426482
1982-04-01,71.8759004898665
1982-05-01,71.8723037100949
1982-06-01,70.737305154442
1982-07-01,70.6005919984723
1982-08-01,69.1369784720899
1982-09-01,68.6347214299296
1982-10-01,68.5519073828051
1982-11-01,71.538170107975
1982-12-01,73.3812269590699
1983-01-01,75.2570512215829
1983-02-01,74.9082352941176
1983-03-01,75.4062940347581
1983-04-01,74.3108944309019
1983-05-01,71.8855218855219
1983-06-01,68.978715459298
1983-07-01,69.7334079045488
1983-08-01,69.4131870175765
1983-09-01,69.1607872261418
1983-10-01,69.557964970809
1983-11-01,70.3145235892692
1983-12-01,71.5090506095308
