"Date","LRAC55MACAM156S"
1984-01-01,71.5207373271889
1984-02-01,72.3484500045994
1984-03-01,72.2538574577517
1984-04-01,71.1980933174443
1984-05-01,70.6544622425629
1984-06-01,70.0082244357123
1984-07-01,69.5410165161055
1984-08-01,68.6930368209989
1984-09-01,68.3717120233003
1984-10-01,69.5110868774991
1984-11-01,70.2822910048107
1984-12-01,69.5774392455568
1985-01-01,70.6484332548451
1985-02-01,69.4625407166124
1985-03-01,69.7460001807828
1985-04-01,69.038374717833
1985-05-01,68.4675746369622
1985-06-01,67.4925668979187
1985-07-01,68.8534917206624
1985-08-01,68.7825930588024
1985-09-01,68.4234153348896
1985-10-01,68.804377074177
1985-11-01,69.910394265233
1985-12-01,69.3285586392122
1986-01-01,69.2094437488821
1986-02-01,68.7606112054329
1986-03-01,68.2114474506652
1986-04-01,68.4295014715063
1986-05-01,68.1903234429297
1986-06-01,68.0697695114354
1986-07-01,67.535123599502
1986-08-01,67.0309168443497
1986-09-01,66.2880468542018
1986-10-01,66.2174144351835
1986-11-01,66.1911934083459
1986-12-01,66.0410764872521
1987-01-01,66.4101883788803
1987-02-01,66.7609118218767
1987-03-01,66.2076271186441
1987-04-01,65.9611992945326
1987-05-01,65.4744075411858
1987-06-01,64.5842498900132
1987-07-01,65.5151195499297
1987-08-01,65.7534246575342
1987-09-01,65.6669297553276
1987-10-01,65.8840021026809
1987-11-01,65.8030634573304
1987-12-01,65.6903034012416
1988-01-01,63.5720524017467
1988-02-01,63.5491188274298
1988-03-01,62.6656206415621
1988-04-01,63.8477617139871
1988-05-01,65.010874293171
1988-06-01,65.9482009386407
1988-07-01,66.3829787234042
1988-08-01,68.1419769157338
1988-09-01,66.678227694442
1988-10-01,67.3541901377936
1988-11-01,65.9130284130284
1988-12-01,64.9406875054117
1989-01-01,64.1398407753548
1989-02-01,64.264705882353
1989-03-01,63.5278858625162
1989-04-01,64.6184426583701
1989-05-01,64.3319803091804
1989-06-01,66.3530427276651
1989-07-01,64.8347856095246
1989-08-01,66.6896551724138
1989-09-01,66.8705841805962
1989-10-01,67.6855519200964
1989-11-01,64.9883810999226
1989-12-01,64.5130763936683
1990-01-01,63.754407085734
1990-02-01,62.9963898916967
1990-03-01,60.8848797250859
1990-04-01,62.6749077174006
1990-05-01,62.5493223537485
1990-06-01,64.0579461683525
1990-07-01,64.1174959321744
1990-08-01,64.801026957638
1990-09-01,64.876421790815
1990-10-01,65.863453815261
1990-11-01,64.1844577284372
1990-12-01,63.7023128787232
1991-01-01,63.8751492410029
1991-02-01,63.4108923548964
1991-03-01,63.7734241908007
1991-04-01,63.3106382978724
1991-05-01,62.0683789760163
1991-06-01,61.5842257351691
1991-07-01,61.717489170135
1991-08-01,60.6963906581741
1991-09-01,60.5111224316522
1991-10-01,63.1556611780682
1991-11-01,61.8954692007466
1991-12-01,60.9687818120122
1992-01-01,61.1177069199457
1992-02-01,61.6160759708326
1992-03-01,62.5222476481058
1992-04-01,61.3045319779754
1992-05-01,61.2310557954449
1992-06-01,60.1540023692672
1992-07-01,59.8579040852576
1992-08-01,57.6126468847747
1992-09-01,58.8135879668751
1992-10-01,62.3194526564744
1992-11-01,62.1580547112462
1992-12-01,62.187711006077
1993-01-01,62.3049017126466
1993-02-01,62.1753794266442
1993-03-01,62.8349907298163
1993-04-01,61.285160855651
1993-05-01,60.0370339197037
1993-06-01,59.2988061207331
1993-07-01,59.1279509367386
1993-08-01,58.9795233299765
1993-09-01,57.185980211303
1993-10-01,59.3498659517426
1993-11-01,59.6015402645237
1993-12-01,59.5232120451694
1994-01-01,59.0388633514417
1994-02-01,60.3940557689097
1994-03-01,60.1718241721578
1994-04-01,61.2115657028581
1994-05-01,60
1994-06-01,59.6291368701148
1994-07-01,58.822063465692
1994-08-01,59.1618257261411
1994-09-01,58.3381706609172
1994-10-01,60.4044087179912
1994-11-01,59.7896306112308
1994-12-01,60.0993377483444
1995-01-01,59.3698312934171
1995-02-01,58.8940320714168
1995-03-01,59.3953910960601
1995-04-01,58.578856152513
1995-05-01,57.7741137675186
1995-06-01,58.1500700107075
1995-07-01,57.8670177748519
1995-08-01,57.8873818331278
1995-09-01,56.9727332457293
1995-10-01,58.6246512391269
1995-11-01,58.1208493891941
1995-12-01,57.9081005815382
1996-01-01,57.8559738134206
1996-02-01,57.6215774417654
1996-03-01,58.3231284186464
1996-04-01,57.6088729407927
1996-05-01,57.2068403908795
1996-06-01,58.2804620139906
1996-07-01,57.943469785575
1996-08-01,57.75596300503
1996-09-01,57.7331280887953
1996-10-01,58.4526988751315
1996-11-01,59.1221404898553
1996-12-01,60.2842606799645
1997-01-01,59.3870967741936
1997-02-01,60.0660597760412
1997-03-01,60.4200193112327
1997-04-01,60.3919049148731
1997-05-01,60.035281853901
1997-06-01,59.9951984635083
1997-07-01,59.4119527005433
1997-08-01,59.3475833466262
1997-09-01,59.8965380023876
1997-10-01,60.0365398363651
1997-11-01,59.23576977961
1997-12-01,59.009258526549
1998-01-01,59.2405463014131
1998-02-01,58.9824367960936
1998-03-01,58.7158126375354
1998-04-01,58.0189789036154
1998-05-01,58.1187886376086
1998-06-01,58.0602372034956
1998-07-01,58.9691684833385
1998-08-01,58.8642013673089
1998-09-01,59.3817787418656
1998-10-01,59.418721496483
1998-11-01,59.0775875366343
1998-12-01,58.9733723256888
1999-01-01,60.4588704726827
1999-02-01,59.5622560648963
1999-03-01,59.395281362144
1999-04-01,60.9977151561309
1999-05-01,60.7202552803525
1999-06-01,60.2454359518218
1999-07-01,60.5682762789995
1999-08-01,60.904295403165
1999-09-01,60.2661454026013
1999-10-01,61.5165379134479
1999-11-01,60.8666367310283
1999-12-01,60.0164264914508
2000-01-01,60.7818317200298
2000-02-01,60.3891281746621
2000-03-01,60.004444773687
2000-04-01,60.0798108187999
2000-05-01,61.0800058936202
2000-06-01,61.0862056294554
2000-07-01,60.4281211054908
2000-08-01,60.9645597369382
2000-09-01,60.4883381924198
2000-10-01,60.7516719976737
2000-11-01,60.9745486186644
2000-12-01,60.3457004411658
2001-01-01,60.6237395563238
2001-02-01,60.0057463008188
2001-03-01,61.9934125733925
2001-04-01,60.3322875071306
2001-05-01,60.8497939462839
2001-06-01,61.0898796886058
2001-07-01,61.8457203240578
2001-08-01,61.5114728790962
2001-09-01,61.1965334078837
2001-10-01,60.7600222717149
2001-11-01,60.4365904365904
2001-12-01,60.832068442114
2002-01-01,63.6812170218598
2002-02-01,62.7148703956344
2002-03-01,62.9956545355785
2002-04-01,63.3202808533621
2002-05-01,63.0241935483871
2002-06-01,62.8244581214878
2002-07-01,63.1379333288975
2002-08-01,62.9911868000795
2002-09-01,63.2120253164557
2002-10-01,62.6723571897571
2002-11-01,64.3207534828962
2002-12-01,64.0734949179046
2003-01-01,65.0282082874003
2003-02-01,64.5390529103947
2003-03-01,64.6006307523975
2003-04-01,65.8616271620756
2003-05-01,65.0711596145255
2003-06-01,65.3877913993521
2003-07-01,64.7259840526516
2003-08-01,65.4117795434481
2003-09-01,65.6328478151683
2003-10-01,65.6844344344344
2003-11-01,65.6337676912526
2003-12-01,65.7924176507147
2004-01-01,65.7959891062144
2004-02-01,67.0879053137714
2004-03-01,66.3328623210665
2004-04-01,66.050214329455
2004-05-01,66.558857631049
2004-06-01,66.1116849972656
2004-07-01,65.3242899533701
2004-08-01,65.108846408973
2004-09-01,65.3843842038829
2004-10-01,65.875868679607
2004-11-01,66.6149161043769
2004-12-01,66.5337459826211
2005-01-01,67.3464548257055
2005-02-01,67.0642418516769
2005-03-01,66.9570335491466
2005-04-01,67.0969256043182
2005-05-01,66.2011336410916
2005-06-01,66.489981360671
2005-07-01,66.6860195076637
2005-08-01,66.3794598970682
2005-09-01,66.701256773896
2005-10-01,66.5344827586207
2005-11-01,66.5501632957085
2005-12-01,66.1620201096892
2006-01-01,66.2172923777019
2006-02-01,65.9576881628949
2006-03-01,66.0502205632847
2006-04-01,65.5652664223287
2006-05-01,66.0019100050559
2006-06-01,66.4967510643065
2006-07-01,66.9831341449794
2006-08-01,66.4663662159907
2006-09-01,66.0065457369501
2006-10-01,66.4048672566372
2006-11-01,67.0637546878447
2006-12-01,67.4586151900126
2007-01-01,66.2303521551016
2007-02-01,67.2456169097165
2007-03-01,66.4542483660131
2007-04-01,66.6938022359709
2007-05-01,66.8163861680827
2007-06-01,67.051586445068
2007-07-01,67.2850459751573
2007-08-01,67.4013299013299
2007-09-01,66.6149732620321
2007-10-01,67.2230814356568
2007-11-01,66.9875545154771
2007-12-01,67.7311548458968
2008-01-01,67.4998678856418
2008-02-01,67.2271122120909
2008-03-01,66.7455185827682
2008-04-01,65.3429035469168
2008-05-01,66.7415495533149
2008-06-01,67.3503383654347
2008-07-01,66.8172143487515
2008-08-01,67.0997463636834
2008-09-01,66.8248645860201
2008-10-01,67.0181575021861
2008-11-01,67.1163315551908
2008-12-01,67.6419437340154
2009-01-01,69.0982311260641
2009-02-01,69.24718073758
2009-03-01,68.8091981968293
2009-04-01,68.2860317139683
2009-05-01,67.3865981976539
2009-06-01,66.4710897146582
2009-07-01,67.1066446677666
2009-08-01,66.8743458106963
2009-09-01,66.2180951435098
2009-10-01,66.0742574257426
2009-11-01,67.826473201066
2009-12-01,68.4710398110329
2010-01-01,69.1474236407315
2010-02-01,69.6883852691218
2010-03-01,68.6355668095052
2010-04-01,67.9693188989757
2010-05-01,68.0782074238978
2010-06-01,67.4155136672612
2010-07-01,67.5591232455297
2010-08-01,67.3691268738924
2010-09-01,68.620146152744
2010-10-01,68.5752393655028
2010-11-01,69.6389548693587
2010-12-01,69.6076573161486
2011-01-01,69.3008974964572
2011-02-01,69.803145898088
2011-03-01,69.3493070237256
2011-04-01,69.0602296695571
2011-05-01,67.6731793960924
2011-06-01,68.2524136001119
2011-07-01,68.2662322550617
2011-08-01,68.1138558692422
2011-09-01,68.3383545770568
2011-10-01,67.9870430356316
2011-11-01,68.3668283668284
2011-12-01,69.2577386169673
2012-01-01,69.4082431498964
2012-02-01,69.2332444607888
2012-03-01,68.9295878086845
2012-04-01,68.8350359613358
2012-05-01,68.6713926366339
2012-06-01,68.6298680546044
2012-07-01,68.5526855268553
2012-08-01,69.6348174087044
2012-09-01,69.8669935085569
2012-10-01,70.7023108291799
2012-11-01,70.1763907734057
2012-12-01,70.2496501286624
2013-01-01,70.6605430230987
2013-02-01,70.0674157303371
2013-03-01,70.134122818822
2013-04-01,70.3566155085239
2013-05-01,70.3996427774057
2013-06-01,69.9612316741678
2013-07-01,70.091131362525
2013-08-01,70.3021697652749
2013-09-01,69.6414342629482
2013-10-01,69.8714266778598
2013-11-01,70.2831436888066
2013-12-01,69.3594541052168
2014-01-01,69.7842990818434
2014-02-01,70.0140326258551
2014-03-01,70.4849864308851
2014-04-01,70.3436831302677
2014-05-01,70.8215297450425
2014-06-01,71.3708099647841
2014-07-01,70.9382051727131
2014-08-01,69.6812196812197
2014-09-01,69.8530682800346
2014-10-01,70.2860100944739
2014-11-01,69.8975198070961
2014-12-01,69.0495636848214
2015-01-01,70.1256917335164
2015-02-01,70.9448178432296
2015-03-01,70.6649004358602
2015-04-01,70.6675197270207
2015-05-01,71.4687100893998
2015-06-01,71.5420223383021
2015-07-01,71.8155228688907
2015-08-01,71.3995599932307
2015-09-01,70.8948923596454
2015-10-01,70.2397505582944
2015-11-01,71.0380215343203
2015-12-01,71.2780250230918
2016-01-01,71.8486866909639
2016-02-01,72.4001003176726
2016-03-01,71.8184094133356
2016-04-01,71.8492294877134
2016-05-01,70.8984375
2016-06-01,70.9764393562303
2016-07-01,71.0167736591427
2016-08-01,71.4203042328042
2016-09-01,71.6137020222864
2016-10-01,72.1709387620539
2016-11-01,71.3409867094597
2016-12-01,71.9163448105843
2017-01-01,72.2784862027964
2017-02-01,71.6467409105798
2017-03-01,71.4443399697478
2017-04-01,71.1171884566717
2017-05-01,71.3051979794688
2017-06-01,70.8801041158289
2017-07-01,70.6907053234255
2017-08-01,71.4812563323202
2017-09-01,71.2135313397807
2017-10-01,71.8787878787879
2017-11-01,71.9247992899504
2017-12-01,71.7761753212746
2018-01-01,71.1557788944724
2018-02-01,70.5809145288851
2018-03-01,71.5545578449451
2018-04-01,71.0050412098904
2018-05-01,72.1967003555307
2018-06-01,72.7076935348782
2018-07-01,72.5274725274725
2018-08-01,72.3136880617196
2018-09-01,72.4033840409898
2018-10-01,72.2962786638102
2018-11-01,73.2871012482663
2018-12-01,72.8625712476251
2019-01-01,73.16812900166
2019-02-01,72.4663429270796
2019-03-01,72.5243522498718
2019-04-01,72.7691580688352
2019-05-01,74.0137659783678
2019-06-01,73.3404038023411
2019-07-01,73.2451838192019
2019-08-01,73.1511254019293
2019-09-01,72.9057283911919
2019-10-01,72.4360731487645
2019-11-01,72.4685897686798
2019-12-01,72.404350207339
2020-01-01,73.5160710096191
2020-02-01,72.6764636910811
2020-03-01,72.5529255526912
2020-04-01,71.268496466638
2020-05-01,70.5521951219512
2020-06-01,69.932142578582
2020-07-01,70.4382407985028
2020-08-01,71.1879605442707
2020-09-01,71.6385326108144
2020-10-01,72.6315789473684
2020-11-01,72.6326459007446
2020-12-01,73.8167641325536
2021-01-01,76.0733086371612
2021-02-01,74.1527902351519
2021-03-01,74.8060050692143
2021-04-01,73.6088906219536
2021-05-01,74.6568398065824
2021-06-01,74.4111683044767
2021-07-01,73.6523909821359
2021-08-01,73.5198844787886
2021-09-01,73.1188254129408
2021-10-01,73.5310204719487
2021-11-01,73.6963489953874
2021-12-01,72.7667396745932
2022-01-01,74.1487279843444
2022-02-01,72.6108412971957
2022-03-01,72.5274294670846
2022-04-01,72.2400815430453
2022-05-01,72.7062330835916
2022-06-01,71.9045563360936
2022-07-01,72.3138548539114
2022-08-01,71.5633476158654
2022-09-01,72.0928402832416
2022-10-01,72.2591819863796
2022-11-01,72.6133722075568
2022-12-01,72.5229665260419
2023-01-01,73.4562539481996
2023-02-01,72.853699972344
2023-03-01,73.0924329880604
2023-04-01,72.7085723327663
2023-05-01,73.4856283157811
2023-06-01,72.996632996633
2023-07-01,73.1272294887039
2023-08-01,72.7568425228084
2023-09-01,72.459510955859
2023-10-01,73.9403328963572
2023-11-01,74.024012085553
