"Date","CPGRLE01CAM659N"
1962-01-01,-0.0940801370566299
1962-02-01,-0.0940801370566299
1962-03-01,0
1962-04-01,0.648302397905822
1962-05-01,0.584941546375218
1962-06-01,1.20237078245571
1962-07-01,1.26729646221043
1962-08-01,2.01116326121657
1962-09-01,1.13848432764005
1962-10-01,1.97523087497635
1962-11-01,1.97523087497635
1962-12-01,1.9449652049917
1963-01-01,2.0409074192713
1963-02-01,1.88478224355206
1963-03-01,1.94490719371742
1963-04-01,1.22675356713612
1963-05-01,1.13116473212833
1963-06-01,0.360926483222193
1963-07-01,1.98232939691184
1963-08-01,1.84762351814944
1963-09-01,1.85831598080655
1963-10-01,1.30182380190423
1963-11-01,1.96850018434028
1963-12-01,1.96850018434028
1964-01-01,2.09479152326448
1964-02-01,2.2512385108871
1964-03-01,2.03407426176782
1964-04-01,2.85631315556141
1964-05-01,2.76142188030433
1964-06-01,2.76652646194743
1964-07-01,1.70636645917124
1964-08-01,1.25153480654133
1964-09-01,2.10025921780914
1964-10-01,2.24728678454029
1964-11-01,1.48839592271662
1964-12-01,2.05181037348721
1965-01-01,2.08273067035427
1965-02-01,1.99233891506042
1965-03-01,2.11253818918492
1965-04-01,2.09692364000468
1965-05-01,1.85830257267973
1965-06-01,3.16270106464436
1965-07-01,2.5615941018268
1965-08-01,2.73833544030917
1965-09-01,2.58298552410326
1965-10-01,2.33805690098565
1965-11-01,2.89529091409768
1965-12-01,2.79073202160453
1966-01-01,2.75959727502773
1966-02-01,3.40307762018088
1966-03-01,3.80633100260668
1966-04-01,3.7209209778665
1966-05-01,3.96390555784225
1966-06-01,3.46460363305289
1966-07-01,3.67629460206694
1966-08-01,3.68698912463259
1966-09-01,3.8269715433243
1966-10-01,3.85338812581836
1966-11-01,3.46952266555533
1966-12-01,3.71238645475887
1967-01-01,3.71238645475887
1967-02-01,3.32974398283176
1967-03-01,3.60004347412778
1967-04-01,3.46536699045588
1967-05-01,4.10757323275271
1967-06-01,3.99827696395591
1967-07-01,4.27069812814691
1967-08-01,4.4824492137783
1967-09-01,4.55499908106542
1967-10-01,4.60496753768504
1967-11-01,4.43380029281366
1967-12-01,4.32038603674614
1968-01-01,4.7005089283985
1968-02-01,4.60976369688527
1968-03-01,4.65956838008918
1968-04-01,3.90500573205079
1968-05-01,3.37333870766505
1968-06-01,3.43732523713072
1968-07-01,4.25528314462542
1968-08-01,4.1292899482162
1968-09-01,3.87553840118012
1968-10-01,3.86933431689254
1968-11-01,5.11135326613271
1968-12-01,4.34655081131078
1969-01-01,3.91550289407029
1969-02-01,3.99169036384922
1969-03-01,3.85599883914696
1969-04-01,5.86372616327601
1969-05-01,5.75180360100358
1969-06-01,5.40589626706482
1969-07-01,4.94384593960736
1969-08-01,4.84913726392024
1969-09-01,5.02615295343309
1969-10-01,5.01840665905302
1969-11-01,3.70819702894541
1969-12-01,5.04698354951542
1970-01-01,5.72847744922628
1970-02-01,5.338498935093
1970-03-01,4.68334086087636
1970-04-01,3.30307521487315
1970-05-01,3.60104178830246
1970-06-01,3.20350971332908
1970-07-01,3.71826641216825
1970-08-01,3.37144340684217
1970-09-01,2.87998999800492
