"Date","CANSLRTTO01GYSAM"
1971-01-01,3.00901888949819
1971-02-01,7.76390526202982
1971-03-01,8.59117253678111
1971-04-01,10.3923121917555
1971-05-01,9.07681380122326
1971-06-01,8.77130283450343
1971-07-01,6.48347170647314
1971-08-01,6.95493280669327
1971-09-01,8.8274501479641
1971-10-01,9.6273982643883
1971-11-01,10.4911859659625
1971-12-01,5.3949651642382
1972-01-01,8.6281619610271
1972-02-01,3.31417656146475
1972-03-01,7.0086972566597
1972-04-01,6.62726469577613
1972-05-01,7.95304662292642
1972-06-01,6.95389402174879
1972-07-01,5.49145009979599
1972-08-01,6.40518219596395
1972-09-01,5.71008875514248
1972-10-01,6.81199423133338
1972-11-01,4.91407472881326
1972-12-01,7.51671105750704
1973-01-01,5.71712090357286
1973-02-01,8.09636608287596
1973-03-01,8.27420882722649
1973-04-01,6.10984251241714
1973-05-01,0.592204666212495
1973-06-01,1.74413495995124
1973-07-01,4.38309911643848
1973-08-01,1.51600576671723
1973-09-01,0.81324461536262
1973-10-01,0.886261833775325
1973-11-01,3.13414882432947
1973-12-01,0.702608598213897
1974-01-01,4.92176069336741
1974-02-01,6.82116634789577
1974-03-01,1.63181412919823
1974-04-01,1.32349661958656
1974-05-01,6.83554857061944
1974-06-01,4.91554786160164
1974-07-01,4.28565305936962
1974-08-01,9.86040002897986
1974-09-01,5.03575426896235
1974-10-01,2.26070984771396
1974-11-01,-0.637598010882727
1974-12-01,0.458406162138163
1975-01-01,0.445715623983967
1975-02-01,0.142942737713494
1975-03-01,0.614636406262965
1975-04-01,-0.25049453964901
1975-05-01,2.13593464752945
1975-06-01,2.39556523546395
1975-07-01,3.00233115203398
1975-08-01,0.835874701724001
1975-09-01,1.78115654243922
1975-10-01,4.73800394044132
1975-11-01,9.71747688927226
1975-12-01,15.2453920736447
1976-01-01,4.44160475022885
1976-02-01,2.73685251339808
1976-03-01,5.87046839741891
1976-04-01,10.7345887207526
1976-05-01,4.34620889762952
1976-06-01,7.50569117303475
1976-07-01,6.11037526872577
1976-08-01,5.59084576961011
1976-09-01,7.21471328863019
1976-10-01,7.53064219818474
1976-11-01,2.54821516061369
1976-12-01,1.657582398007
1977-01-01,7.7912502664701
1977-02-01,6.71912729612721
1977-03-01,3.81661218429143
1977-04-01,-0.563030090166863
1977-05-01,1.13952936450729
1977-06-01,-1.5832166439938
1977-07-01,-1.14085045209904
1977-08-01,0.9655631426236
1977-09-01,-0.0194829819749813
1977-10-01,-1.49030333932474
1977-11-01,1.25405947838691
1977-12-01,-4.2475656281246
1978-01-01,-2.92523192174194
1978-02-01,0.910879281313971
1978-03-01,0.0552291504336762
1978-04-01,1.81051599656389
1978-05-01,2.55851330818683
1978-06-01,3.09307746082966
1978-07-01,0.221605143601738
1978-08-01,0.282774904434694
1978-09-01,6.38185026249645
1978-10-01,1.7640727836116
1978-11-01,0.166048183824638
