"Date","MAM2A4CAM189N"
1968-01-01,3.7152e+10
1968-02-01,3.7052e+10
1968-03-01,3.7117e+10
1968-04-01,3.7728e+10
1968-05-01,3.8279e+10
1968-06-01,3.8424e+10
1968-07-01,3.8964e+10
1968-08-01,3.9393e+10
1968-09-01,3.965e+10
1968-10-01,3.9921e+10
1968-11-01,4.0639e+10
1968-12-01,4.1339e+10
1969-01-01,4.138e+10
1969-02-01,4.0864e+10
1969-03-01,4.1169e+10
1969-04-01,4.1875e+10
1969-05-01,4.214e+10
1969-06-01,4.2321e+10
1969-07-01,4.2744e+10
1969-08-01,4.2624e+10
1969-09-01,4.2945e+10
1969-10-01,4.3285e+10
1969-11-01,4.3976e+10
1969-12-01,4.4914e+10
1970-01-01,4.4334e+10
1970-02-01,4.4283e+10
1970-03-01,4.4652e+10
1970-04-01,4.5342e+10
1970-05-01,4.5642e+10
1970-06-01,4.5967e+10
1970-07-01,4.6583e+10
1970-08-01,4.6705e+10
1970-09-01,4.7132e+10
1970-10-01,4.7273e+10
1970-11-01,4.8116e+10
1970-12-01,4.9184e+10
1971-01-01,4.8965e+10
1971-02-01,4.9173e+10
1971-03-01,5.0068e+10
1971-04-01,5.0876e+10
1971-05-01,5.1554e+10
1971-06-01,5.2403e+10
1971-07-01,5.2934e+10
1971-08-01,5.3361e+10
1971-09-01,5.3923e+10
1971-10-01,5.4184e+10
1971-11-01,5.5106e+10
1971-12-01,5.6966e+10
1972-01-01,5.7173e+10
1972-02-01,5.7231e+10
1972-03-01,5.7911e+10
1972-04-01,5.8567e+10
1972-05-01,5.9179e+10
1972-06-01,5.9736e+10
1972-07-01,6.0979e+10
1972-08-01,6.124e+10
1972-09-01,6.2033e+10
1972-10-01,6.2702e+10
1972-11-01,6.4051e+10
1972-12-01,6.551e+10
1973-01-01,6.5685e+10
1973-02-01,6.5714e+10
1973-03-01,6.6272e+10
1973-04-01,6.7168e+10
1973-05-01,6.8438e+10
1973-06-01,6.911e+10
1973-07-01,7.0564e+10
1973-08-01,7.1204e+10
1973-09-01,7.1965e+10
1973-10-01,7.2865e+10
1973-11-01,7.4076e+10
1973-12-01,7.5659e+10
1974-01-01,7.6217e+10
1974-02-01,7.6602e+10
1974-03-01,7.7699e+10
1974-04-01,7.9091e+10
1974-05-01,8.1113e+10
1974-06-01,8.1214e+10
1974-07-01,8.2755e+10
1974-08-01,8.3082e+10
1974-09-01,8.397e+10
1974-10-01,8.4661e+10
1974-11-01,8.6172e+10
1974-12-01,8.8773e+10
1975-01-01,8.9564e+10
1975-02-01,9.0246e+10
1975-03-01,9.1577e+10
1975-04-01,9.3241e+10
1975-05-01,9.4191e+10
1975-06-01,9.5198e+10
1975-07-01,9.7104e+10
1975-08-01,9.7594e+10
1975-09-01,9.8835e+10
1975-10-01,9.9907e+10
1975-11-01,1.02007e+11
1975-12-01,1.05325e+11
1976-01-01,1.0454e+11
1976-02-01,1.05065e+11
1976-03-01,1.06111e+11
1976-04-01,1.07698e+11
1976-05-01,1.09427e+11
1976-06-01,1.11385e+11
1976-07-01,1.12589e+11
1976-08-01,1.1337e+11
1976-09-01,1.14617e+11
1976-10-01,1.15569e+11
1976-11-01,1.17752e+11
1976-12-01,1.20315e+11
1977-01-01,1.21083e+11
1977-02-01,1.21618e+11
1977-03-01,1.22927e+11
1977-04-01,1.25038e+11
1977-05-01,1.2699e+11
1977-06-01,1.28783e+11
1977-07-01,1.30162e+11
1977-08-01,1.31153e+11
1977-09-01,1.32125e+11
1977-10-01,1.33346e+11
1977-11-01,1.35822e+11
1977-12-01,1.38481e+11
1978-01-01,1.38923e+11
1978-02-01,1.39523e+11
1978-03-01,1.40927e+11
1978-04-01,1.42606e+11
1978-05-01,1.44774e+11
1978-06-01,1.46196e+11
1978-07-01,1.48578e+11
1978-08-01,1.49794e+11
1978-09-01,1.51476e+11
1978-10-01,1.52774e+11
1978-11-01,1.5667e+11
1978-12-01,1.59667e+11
1979-01-01,1.60199e+11
1979-02-01,1.6057e+11
1979-03-01,1.61294e+11
1979-04-01,1.64137e+11
1979-05-01,1.67063e+11
1979-06-01,1.69098e+11
1979-07-01,1.72156e+11
1979-08-01,1.73752e+11
1979-09-01,1.75564e+11
1979-10-01,1.77538e+11
1979-11-01,1.7955e+11
1979-12-01,1.82626e+11
1980-01-01,1.83265e+11
1980-02-01,1.84157e+11
1980-03-01,1.86542e+11
1980-04-01,1.89332e+11
1980-05-01,1.90938e+11
1980-06-01,1.92736e+11
1980-07-01,1.95691e+11
1980-08-01,1.96909e+11
1980-09-01,1.99225e+11
1980-10-01,2.02089e+11
1980-11-01,2.04954e+11
1980-12-01,2.08413e+11
1981-01-01,2.07746e+11
1981-02-01,2.09045e+11
1981-03-01,2.10676e+11
1981-04-01,2.14308e+11
1981-05-01,2.16668e+11
1981-06-01,2.18481e+11
1981-07-01,2.22127e+11
1981-08-01,2.24553e+11
1981-09-01,2.26873e+11
1981-10-01,2.28189e+11
1981-11-01,2.31637e+11
1981-12-01,2.37434e+11
1982-01-01,2.37938e+11
1982-02-01,2.38736e+11
1982-03-01,2.39608e+11
1982-04-01,2.41673e+11
1982-05-01,2.44916e+11
1982-06-01,2.46293e+11
1982-07-01,2.47098e+11
1982-08-01,2.47746e+11
1982-09-01,2.48969e+11
1982-10-01,2.49959e+11
1982-11-01,2.56199e+11
1982-12-01,2.62006e+11
1983-01-01,2.62542e+11
1983-02-01,2.63186e+11
1983-03-01,2.64054e+11
1983-04-01,2.65838e+11
1983-05-01,2.67876e+11
1983-06-01,2.69289e+11
1983-07-01,2.71191e+11
1983-08-01,2.72341e+11
1983-09-01,2.7356e+11
1983-10-01,2.74401e+11
1983-11-01,2.78227e+11
1983-12-01,2.83728e+11
1984-01-01,2.83218e+11
1984-02-01,2.83585e+11
1984-03-01,2.83728e+11
1984-04-01,2.86024e+11
1984-05-01,2.89218e+11
1984-06-01,2.90312e+11
1984-07-01,2.92385e+11
1984-08-01,2.92385e+11
1984-09-01,2.93596e+11
1984-10-01,2.95384e+11
1984-11-01,2.99798e+11
1984-12-01,3.0864e+11
1985-01-01,3.09729e+11
1985-02-01,3.10149e+11
1985-03-01,3.11881e+11
1985-04-01,3.14852e+11
1985-05-01,3.19044e+11
1985-06-01,3.20532e+11
1985-07-01,3.23233e+11
1985-08-01,3.24214e+11
1985-09-01,3.26707e+11
1985-10-01,3.29252e+11
1985-11-01,3.36989e+11
1985-12-01,3.43606e+11
1986-01-01,3.45069e+11
