"Date","LRHUADTTCAM156N"
1976-01-01,5.92642501010646
1976-02-01,5.85568061387387
1976-03-01,5.55362721277334
1976-04-01,5.71371795721004
1976-05-01,4.77332630469162
1976-06-01,4.29788518844271
1976-07-01,4.57799671592775
1976-08-01,4.82211268158105
1976-09-01,4.63938883853425
1976-10-01,4.69591794446747
1976-11-01,4.85929850533068
1976-12-01,5.21379562234223
1977-01-01,6.44780039395929
1977-02-01,6.57275771751736
1977-03-01,6.83516113578393
1977-04-01,6.73351141393416
1977-05-01,5.53409730393411
1977-06-01,5.12158986410545
1977-07-01,5.02758806960682
1977-08-01,5.46780228059198
1977-09-01,5.34303875851436
1977-10-01,5.2278668030458
1977-11-01,5.6800192500095
1977-12-01,6.15966877492443
1978-01-01,7.0183292615853
1978-02-01,7.12856491565777
1978-03-01,7.51883463069106
1978-04-01,7.26087445206249
1978-05-01,6.26035356657189
1978-06-01,5.65645379598868
1978-07-01,5.52931575953906
1978-08-01,5.95011949261597
1978-09-01,5.66422365674902
1978-10-01,5.3658477433124
1978-11-01,5.65043914069533
1978-12-01,5.9267860416794
1979-01-01,6.93240264511389
1979-02-01,6.64211142550493
1979-03-01,6.90441984281247
1979-04-01,6.54959772606831
1979-05-01,5.48517149385685
1979-06-01,4.95766249254621
1979-07-01,4.6856500472392
1979-08-01,4.99416930436231
1979-09-01,4.73713454786196
1979-10-01,4.81690804191687
1979-11-01,4.97634525312349
1979-12-01,5.24090590596535
1980-01-01,6.37604182721377
1980-02-01,6.49029109043964
1980-03-01,6.47849682932261
1980-04-01,6.34129836187987
1980-05-01,5.71011097839574
1980-06-01,4.9541730315234
1980-07-01,4.88988167952253
1980-08-01,5.24838262476895
1980-09-01,5.00730994152047
1980-10-01,4.77711730007872
1980-11-01,5.05035511201443
1980-12-01,5.26182675173881
1981-01-01,6.24633397357011
1981-02-01,6.10453199726714
1981-03-01,6.28651501282616
1981-04-01,5.88348112547666
1981-05-01,5.2522769179192
1981-06-01,4.91626687988628
1981-07-01,4.91154953562106
1981-08-01,5.0418670942455
1981-09-01,5.68640977628856
1981-10-01,5.73230968052833
1981-11-01,5.86215246439342
1981-12-01,6.62192890022739
1982-01-01,7.25784813522941
1982-02-01,7.45108072931152
1982-03-01,8.0826426267763
1982-04-01,8.28343093655057
1982-05-01,7.88045255378981
1982-06-01,7.92512683462069
1982-07-01,8.24177024399834
1982-08-01,8.88030888030888
1982-09-01,8.92009643347496
1982-10-01,9.27441117419745
1982-11-01,9.96719465586869
1982-12-01,10.4512676607825
1983-01-01,11.3478973238667
1983-02-01,11.2018834353166
1983-03-01,11.3314053127678
1983-04-01,10.7602426465101
1983-05-01,9.74560142107934
1983-06-01,9.28417993429366
1983-07-01,8.86106863744478
1983-08-01,8.95815307995864
1983-09-01,8.3834153491781
1983-10-01,8.26667225815921
1983-11-01,8.54710759473668
1983-12-01,9.01252179426216
1984-01-01,10.0244654823955
1984-02-01,10.0411479215024
1984-03-01,10.5077382568558
1984-04-01,10.1295261137994
1984-05-01,9.48316786724184
1984-06-01,8.85919835560123
1984-07-01,8.51460148601941
1984-08-01,9.09006833478909
1984-09-01,9.15716385383407
1984-10-01,8.88482446781486
1984-11-01,9.31627674852062
1984-12-01,9.26632609097064
1985-01-01,10.0421413118149
1985-02-01,9.98356321017652
1985-03-01,10.4716323872414
1985-04-01,9.79342543493354
1985-05-01,8.76878739968379
1985-06-01,8.38799205327104
1985-07-01,8.22692192041696
1985-08-01,8.50798403193613
1985-09-01,7.92842163573774
1985-10-01,8.07198806783947
1985-11-01,8.36679723343167
1985-12-01,8.33209284785694
1986-01-01,9.01478126117535
1986-02-01,8.80836195547813
1986-03-01,9.18065928026772
1986-04-01,8.75785271150948
1986-05-01,7.76069877519153
1986-06-01,7.53173483779972
1986-07-01,7.63428973909981
1986-08-01,7.98405522337271
1986-09-01,7.44897074547504
1986-10-01,7.368400785552
1986-11-01,7.7401053626908
1986-12-01,8.01197581582823
1987-01-01,9.01325878904354
1987-02-01,8.81602350939602
1987-03-01,9.07951632036123
1987-04-01,8.55318337781166
1987-05-01,7.4310441147229
1987-06-01,7.06363490732277
1987-07-01,7.10431228246541
