"Date","CANCP050000GYM"
2015-12-01,2.24706610000001
2016-01-01,2.74696975397468
2016-02-01,2.77006363762412
2016-03-01,2.50385562296377
2016-04-01,2.1925046789576
2016-05-01,2.47256909457638
2016-06-01,2.52462583776835
2016-07-01,2.10956234243768
2016-08-01,2.58798731288489
2016-09-01,1.79239416471583
2016-10-01,1.74810776941133
2016-11-01,2.02507878811976
2016-12-01,2.39902619562793
2017-01-01,1.15310247541376
2017-02-01,0.995248716108271
2017-03-01,0.296998686242604
2017-04-01,0.00710021673867797
2017-05-01,-0.146846245636083
2017-06-01,-0.558641473611166
2017-07-01,-0.465186876015205
2017-08-01,-0.686701753299242
2017-09-01,-0.215094146834284
2017-10-01,-0.00969084683925023
2017-11-01,0.361934778369888
2017-12-01,0.573065902578776
2018-01-01,0.961538461538462
2018-02-01,1.0496183206107
2018-03-01,1.1472275334608
2018-04-01,1.53256704980843
2018-05-01,1.14832535885168
2018-06-01,1.14832535885168
2018-07-01,1.43815915627997
2018-08-01,1.14613180515759
2018-09-01,1.14832535885168
2018-10-01,1.71919770773637
2018-11-01,0.854700854700866
2018-12-01,0.189933523266857
2019-01-01,0.190476190476191
2019-02-01,0.944287063267234
2019-03-01,1.13421550094518
2019-04-01,1.22641509433961
2019-05-01,1.32450331125828
2019-06-01,1.60832544938506
2019-07-01,1.41776937618146
2019-08-01,1.32200188857411
2019-09-01,1.32450331125828
2019-10-01,1.22065727699532
2019-11-01,1.50659133709981
2019-12-01,1.3270142180095
2020-01-01,1.04562737642585
2020-02-01,0.374181478016818
2020-03-01,0.841121495327114
2020-04-01,1.86393289841566
2020-05-01,1.12044817927171
2020-06-01,1.11731843575419
2020-07-01,1.93163050490773
2020-08-01,2.32991612301958
2020-09-01,2.98786181139123
2020-10-01,2.87569573283858
2020-11-01,3.15398886827458
2020-12-01,3.46117867165572
2021-01-01,3.76293508936971
2021-02-01,4.00745573159366
2021-03-01,4.35588507877662
2021-04-01,3.01921317474839
2021-05-01,3.87811634349031
2021-06-01,4.14364640883977
2021-07-01,4.23082087809544
2021-08-01,4.37158469945354
2021-09-01,3.80779691749774
2021-10-01,3.24616771866547
2021-11-01,4.04676258992805
2021-12-01,4.43037974683546
2022-01-01,4.71441523118767
2022-02-01,4.83870967741936
2022-03-01,6.74955595026644
2022-04-01,6.83836589698048
2022-05-01,8.26666666666666
2022-06-01,8.22281167108753
2022-07-01,7.36842105263156
2022-08-01,7.59162303664923
2022-09-01,7.77292576419214
2022-10-01,7.59825327510917
2022-11-01,6.82800345721694
2022-12-01,5.28138528138528
2023-01-01,5.36796536796537
2023-02-01,4.44444444444445
2023-03-01,2.41264559068219
2023-04-01,2.16126350789693
2023-05-01,0.246305418719203
2023-06-01,0.326797385620915
2023-07-01,-0.326797385620915
2023-08-01,0.0811030008110211
2023-09-01,-1.05348460291735
2023-10-01,-1.2987012987013
