"Date","CANXTNTVA01CXMLM"
1974-02-01,69421688.2681357
1974-03-01,1763801.09103038
1974-04-01,129657104.594421
1974-05-01,195371869.446351
1974-06-01,15023112.7943313
1974-07-01,64151453.4247563
1974-08-01,63613751.7306684
1974-09-01,81182543.6937058
1974-10-01,3437802.04105759
1974-11-01,-21860866.1190277
1974-12-01,-17955317.1054428
1975-01-01,-126020014.661232
1975-02-01,-78118067.8721788
1975-03-01,-364378286.427664
1975-04-01,-247581810.191808
1975-05-01,-88877036.503412
1975-06-01,-155495103.543161
1975-07-01,-7729536.79522789
1975-08-01,-264157027.531298
1975-09-01,-58025558.9712054
1975-10-01,-67888326.5929845
1975-11-01,-34449185.1997119
1975-12-01,125465398.610102
1976-01-01,-35112635.0951553
1976-02-01,-21258127.1185662
1976-03-01,-244903523.554142
1976-04-01,-44045892.7728004
1976-05-01,88047921.5079217
1976-06-01,72908149.7467945
1976-07-01,172796527.531415
1976-08-01,206295067.027737
1976-09-01,315531988.777655
1976-10-01,253536128.778697
1976-11-01,-74761199.1796522
1976-12-01,307783842.284635
1977-01-01,132991555.035431
1977-02-01,56344950.9930401
1977-03-01,153343391.319849
1977-04-01,-39977944.2387036
1977-05-01,10791810.7172718
1977-06-01,146457002.915227
1977-07-01,292908430.141618
1977-08-01,142591071.774746
1977-09-01,216921535.184607
1977-10-01,344336098.637922
1977-11-01,37309036.4736787
1977-12-01,544363605.977764
1978-01-01,288541704.316451
1978-02-01,167501849.173515
1978-03-01,457220884.401401
1978-04-01,-32657001.8763115
1978-05-01,281543484.803947
1978-06-01,123470102.800469
1978-07-01,73075210.046026
1978-08-01,179698505.725712
1978-09-01,569234468.472616
1978-10-01,22180036.7774204
1978-11-01,312451975.085116
1978-12-01,250932943.307103
1979-01-01,215187865.300598
1979-02-01,79672588.2773221
1979-03-01,-92023784.7245708
1979-04-01,-13124840.3783689
1979-05-01,131913156.467737
1979-06-01,174764955.862029
1979-07-01,124321577.632091
1979-08-01,-101374807.51404
1979-09-01,756247568.160352
1979-10-01,128897678.027034
1979-11-01,174934309.094788
1979-12-01,786993044.115568
1980-01-01,366243613.850977
1980-02-01,621012838.279037
1980-03-01,410429838.193522
1980-04-01,-145653117.400534
1980-05-01,319886524.384022
1980-06-01,723796802.672611
1980-07-01,433288952.121906
1980-08-01,629215756.848247
1980-09-01,740216743.182358
1980-10-01,384611125.350107
1980-11-01,753127391.917556
1980-12-01,659304802.311722
1981-01-01,560481662.668194
1981-02-01,280995208.363054
1981-03-01,125451624.705999
1981-04-01,-116610334.458001
1981-05-01,197023390.275008
1981-06-01,396531298.083606
1981-07-01,541902.391190331
1981-08-01,155005394.546663
1981-09-01,113641523.295134
1981-10-01,314431877.47583
1981-11-01,929868354.634465
1981-12-01,668699634.091841
1982-01-01,854017805.678746
1982-02-01,740907188.094834
1982-03-01,727518660.553761
1982-04-01,818856080.503163
1982-05-01,1268401280.48919
1982-06-01,1451696913.28989
1982-07-01,986572331.942496
1982-08-01,878738515.849448
1982-09-01,1674192501.94415
1982-10-01,1242039295.61791
1982-11-01,1184801778.21805
1982-12-01,1663453029.82521
1983-01-01,897816991.83598
1983-02-01,1118482087.4138
1983-03-01,1050740051.48446
1983-04-01,970002753.228091
1983-05-01,1229160045.62147
1983-06-01,1488318379.63561
1983-07-01,811720124.421989
1983-08-01,633122532.47428
1983-09-01,881746949.596636
1983-10-01,733638285.573771
1983-11-01,1077499939.61161
1983-12-01,1351277340.32101
1984-01-01,1156925587.33115
1984-02-01,728421754.781757
1984-03-01,672908531.701636
1984-04-01,855636725.518686
1984-05-01,1061671619.74921
1984-06-01,1316509040.48963
1984-07-01,1053035556.30062
1984-08-01,552153010.945854
1984-09-01,1303758943.39805
1984-10-01,1295868034.13105
1984-11-01,1571741361.48115
1984-12-01,1457706954.60436
1985-01-01,980571657.957026
1985-02-01,1002890167.57402
1985-03-01,1417883471.95003
1985-04-01,862135064.49751
1985-05-01,1109176991.66378
1985-06-01,1009440446.89447
1985-07-01,-319725097.567531
1985-08-01,397472728.016186
1985-09-01,1309896200.64583
1985-10-01,1266794415.2083
1985-11-01,731519654.762102
1985-12-01,1273533757.22231
1986-01-01,490785572.333619
1986-02-01,-70582521.0481896
1986-03-01,652023041.91762
1986-04-01,250104839.008008
1986-05-01,509514058.243129
1986-06-01,429751979.903633
1986-07-01,-354193829.673605
1986-08-01,67631573.9242041
1986-09-01,1111127505.1832
1986-10-01,909027142.409593
1986-11-01,860075447.373362
1986-12-01,1018942547.942
1987-01-01,284702894.238563
1987-02-01,685357217.430749
1987-03-01,482616048.382278
1987-04-01,618473278.613342
1987-05-01,868518353.608549
1987-06-01,95846081.8430002
1987-07-01,14781248.6466247
1987-08-01,605584205.159869
1987-09-01,753797438.414621
1987-10-01,914936004.253248
1987-11-01,676813934.458254
1987-12-01,685558865.689775
1988-01-01,-1635725023.18932
1988-02-01,598120218.666022
1988-03-01,205497126.890334
1988-04-01,715860348.697525
1988-05-01,409459744.203834
1988-06-01,1316351682.01174
1988-07-01,643051133.703883
1988-08-01,179923583.59375
1988-09-01,646159206.486189
1988-10-01,803647504.34738
1988-11-01,1036398195.09647
1988-12-01,1086172282.59875
1989-01-01,655927432.254197
1989-02-01,205923093.585595
1989-03-01,-79321492.8257348
1989-04-01,-153508864.508288
1989-05-01,-31180417.2725748
1989-06-01,127178242.624187
1989-07-01,287035868.741698
1989-08-01,-198421033.286793
1989-09-01,635845481.399659
1989-10-01,-224252714.928618
1989-11-01,805559064.186497
1989-12-01,953344753.66336
1990-01-01,504483815.58811
1990-02-01,92684557.6282166
1990-03-01,309111276.269476
1990-04-01,629024847.18945
1990-05-01,1210603732.13018
1990-06-01,1119290650.33474
1990-07-01,990491006.909311
1990-08-01,767228320.081248
1990-09-01,1710298802.41406
1990-10-01,1373058415.89136
1990-11-01,1020426811.37043
1990-12-01,1237626972.90106
1991-01-01,568639708.056452
1991-02-01,687155460.590917
1991-03-01,739169140.893958
1991-04-01,704727172.770482
1991-05-01,1178361766.97355
1991-06-01,1170752601.79907
1991-07-01,513197635.507875
1991-08-01,782276751.263636
1991-09-01,464801301.908077
1991-10-01,242958057.780939
1991-11-01,490576123.496354
1991-12-01,1646686129.82251
1992-01-01,621357617.963747
1992-02-01,866341835.119652
1992-03-01,600857422.764893
1992-04-01,981394165.880445
1992-05-01,1511421948.57751
1992-06-01,698400760.785494
1992-07-01,628739452.81735
1992-08-01,1062647161.25887
1992-09-01,982257146.245231
1992-10-01,1336309382.87802
1992-11-01,1279853483.02175
1992-12-01,1597265562.66119
1993-01-01,1570938338.05049
1993-02-01,790202364.706367
1993-03-01,809771678.212523
1993-04-01,850274283.120303
1993-05-01,1430324289.57113
1993-06-01,1548463437.30499
1993-07-01,798464453.003622
1993-08-01,458419316.141318
1993-09-01,1254995969.78908
1993-10-01,1492316874.81307
1993-11-01,1167478359.93978
1993-12-01,1414735425.78049
1994-01-01,1097942503.92935
1994-02-01,792537317.900678
1994-03-01,707099589.526703
1994-04-01,1153545642.05903
1994-05-01,661574115.912921
1994-06-01,1722791398.09191
1994-07-01,1955115538.92272
1994-08-01,714003546.831906
1994-09-01,1396794064.14018
1994-10-01,1885356043.98685
1994-11-01,2249547404.33267
1994-12-01,2432120461.59056
1995-01-01,1990850000.46516
1995-02-01,1883573379.38857
1995-03-01,1483627978.28983
1995-04-01,2175025438.24644
1995-05-01,1230400234.96674
1995-06-01,2165774131.09127
1995-07-01,1697415878.38325
1995-08-01,2073599353.65479
1995-09-01,2845845121.8642
1995-10-01,2707847749.07082
1995-11-01,2738857317.87239
1995-12-01,3804968882.87704
1996-01-01,2462205589.54973
1996-02-01,1713836223.5068
1996-03-01,2454707118.82887
1996-04-01,2528288406.11839
1996-05-01,3363098250.72596
1996-06-01,3269149118.5617
1996-07-01,2440356658.42698
1996-08-01,3059015274.73656
1996-09-01,2756276379.78122
1996-10-01,1969632284.05018
1996-11-01,2282758105.48334
1996-12-01,3406321393.38936
1997-01-01,2395668230.09327
1997-02-01,1927662869.15164
1997-03-01,2414361574.82719
1997-04-01,950493371.742896
1997-05-01,1688256176.19358
1997-06-01,1036920197.74254
1997-07-01,1241315297.3143
1997-08-01,1461228767.8645
1997-09-01,867819096.20203
1997-10-01,639492592.008014
1997-11-01,1424760677.17748
1997-12-01,2120384236.34954
1998-01-01,1012856719.0516
1998-02-01,801541588.401033
1998-03-01,766786473.375372
1998-04-01,848299740.035674
1998-05-01,1265490303.19585
1998-06-01,417843607.821231
1998-07-01,1252155475.30445
1998-08-01,1527653265.05536
1998-09-01,1347326368.12493
1998-10-01,1065397642.09435
1998-11-01,1253336277.26656
1998-12-01,1847120758.32895
1999-01-01,2133513820.03768
1999-02-01,1683856255.19611
1999-03-01,1299161387.73569
1999-04-01,1306599725.91862
1999-05-01,1764549034.62233
1999-06-01,1904591595.22432
1999-07-01,2249618645.28735
1999-08-01,2489283832.33533
1999-09-01,1999917946.90988
1999-10-01,2104019629.02613
1999-11-01,2162907499.51169
1999-12-01,2485801978.05019
2000-01-01,3244590299.99253
2000-02-01,2286772981.18903
2000-03-01,2726187473.87545
2000-04-01,2336231502.30452
2000-05-01,2596568465.01004
2000-06-01,3312654160.11476
2000-07-01,3371603713.39683
2000-08-01,3240860962.08023
2000-09-01,3124707770.77946
2000-10-01,3329574979.31798
2000-11-01,3120671237.94599
2000-12-01,5088333465.34579
2001-01-01,5802505291.92307
2001-02-01,4102757079.45627
2001-03-01,3676978456.67535
2001-04-01,3231851914.3268
2001-05-01,3682796762.51857
2001-06-01,2763592728.77486
2001-07-01,2756427622.18491
2001-08-01,2230884649.33741
2001-09-01,2977788116.52518
2001-10-01,1919925419.84586
2001-11-01,3242224663.86483
2001-12-01,3086031743.22676
2002-01-01,3069361624.92564
2002-02-01,2769435333.24899
2002-03-01,2355087246.94845
2002-04-01,2462782421.6155
2002-05-01,2741098559.57626
2002-06-01,1790585841.40033
2002-07-01,2255232880.179
2002-08-01,2168979697.48328
2002-09-01,2702307785.67274
2002-10-01,2578967220.85419
2002-11-01,2731038085.00461
2002-12-01,2548496927.86286
2003-01-01,3428377092.09292
2003-02-01,2391546179.38454
2003-03-01,3318232126.2434
2003-04-01,1537962685.50243
2003-05-01,1785870330.5448
2003-06-01,1777790284.2905
2003-07-01,2750608344.522
2003-08-01,3165568767.42099
2003-09-01,2898157149.58041
2003-10-01,2947096665.70286
2003-11-01,2994802790.88174
2003-12-01,3152057745.64158
2004-01-01,4398806290.92257
2004-02-01,3477184053.51474
2004-03-01,3487321951.3986
2004-04-01,3752180252.43518
2004-05-01,3004744707.19662
2004-06-01,5276028310.44974
2004-07-01,3534555040.73668
2004-08-01,3817633475.53973
2004-09-01,2923293827.9364
2004-10-01,2871935473.15532
2004-11-01,3365464322.68124
2004-12-01,3332587343.63747
2005-01-01,4092345176.34614
2005-02-01,2932669465.19235
2005-03-01,2248085656.71768
2005-04-01,3048419888.85136
2005-05-01,2661518496.4822
2005-06-01,2584191804.14952
2005-07-01,3675752514.37966
2005-08-01,3760417243.90592
2005-09-01,4240045570.433
2005-10-01,5775796868.6594
2005-11-01,4872176536.43559
2005-12-01,6203481680.68652
2006-01-01,5692402091.59903
2006-02-01,4240012706.06721
2006-03-01,2778656619.44409
2006-04-01,2940600797.06532
2006-05-01,2175940609.27099
2006-06-01,3009264559.04284
2006-07-01,2994927788.74306
2006-08-01,1984851200.33344
2006-09-01,2553149262.10932
2006-10-01,2147339212.97726
2006-11-01,2830267818.58682
2006-12-01,4707290144.44787
2007-01-01,5104932258.28698
2007-02-01,3094712939.54003
2007-03-01,3385000438.88073
2007-04-01,4026688746.98753
2007-05-01,3922275489.4507
2007-06-01,4672557263.07663
2007-07-01,2632096894.34636
2007-08-01,2665297899.23955
2007-09-01,2293660932.21731
2007-10-01,2001663281.21827
2007-11-01,2890566178.49879
2007-12-01,2897507550.46076
2008-01-01,4157375493.62348
2008-02-01,4035115839.44409
2008-03-01,4474512355.55381
2008-04-01,5327991025.26246
2008-05-01,4447332272.00364
2008-06-01,4310293290.85458
2008-07-01,6120492610.83744
2008-08-01,5587283080.26028
2008-09-01,3612322356.27495
2008-10-01,2809859310.54804
2008-11-01,2120016406.89089
2008-12-01,561636084.390914
2009-01-01,287040429.949921
2009-02-01,184222159.707431
2009-03-01,527474740.21071
2009-04-01,-925339769.773486
2009-05-01,-717291459.781531
2009-06-01,-409972634.586975
2009-07-01,-569791747.309746
2009-08-01,-1386847983.18224
2009-09-01,-1185611571.29042
2009-10-01,-352166975.721249
2009-11-01,-806980300.44077
2009-12-01,209349492.95078
2010-01-01,2119947938.0737
2010-02-01,425725237.802281
2010-03-01,-441036974.075648
2010-04-01,-38788426.7631101
2010-05-01,-238887617.30373
2010-06-01,-1075339346.70286
2010-07-01,-2075030493.11726
2010-08-01,-1841996768.13556
2010-09-01,-2615253267.61431
2010-10-01,-1804135514.01869
2010-11-01,-366880581.609297
2010-12-01,3318561504.94025
2011-01-01,1686962771.30947
2011-02-01,-370419113.180806
2011-03-01,35937500
2011-04-01,-1407273540.81734
2011-05-01,-493236964.377904
2011-06-01,-1640150704.68394
2011-07-01,-136742726.185731
2011-08-01,-805376915.58154
2011-09-01,1014555353.902
2011-10-01,-1066903084.31711
2011-11-01,103841717.682548
2011-12-01,2942683251.88804
2012-01-01,1435868443.48724
2012-02-01,-589288786.922856
2012-03-01,100759516.837482
2012-04-01,310749232.540292
2012-05-01,-790365076.631652
2012-06-01,-1564370106.10203
2012-07-01,-2051360681.46155
2012-08-01,-2458377502.29971
2012-09-01,-1037820709.39385
2012-10-01,-644413592.489753
2012-11-01,-1110282248.87146
2012-12-01,1522477262.88436
2013-01-01,1005563105.51927
2013-02-01,-97227722.7722772
2013-03-01,583832418.859852
2013-04-01,-1159294957.60821
2013-05-01,297396295.086557
2013-06-01,-868300487.237292
2013-07-01,-1722733751.00832
2013-08-01,-2023206133.54886
2013-09-01,-308242524.04587
2013-10-01,-281380669.784217
2013-11-01,-478089548.444499
2013-12-01,1477987340.74425
2014-01-01,2257731548.85448
2014-02-01,881904718.83691
2014-03-01,2131566085.30124
2014-04-01,-598659261.311706
2014-05-01,567185490.739659
2014-06-01,1349645028.19541
2014-07-01,1388890463.59922
2014-08-01,-276594074.946046
2014-09-01,1829540339.53179
2014-10-01,214858285.785165
2014-11-01,325667371.05875
2014-12-01,3056213630.62843
2015-01-01,1795211636.93193
2015-02-01,-290470874.893474
2015-03-01,-1559937289.38784
2015-04-01,-2632043018.67335
2015-05-01,-2560564999.58939
2015-06-01,-228684508.658613
2015-07-01,-996341843.088418
2015-08-01,-1267637636.62192
2015-09-01,-215732831.724691
2015-10-01,-1700481612.42727
2015-11-01,-1511606467.04955
2015-12-01,1590065675.19937
2016-01-01,1491221719.45701
2016-02-01,-1134219984.87721
2016-03-01,-1715903892.79591
2016-04-01,-3087780956.273
2016-05-01,-2954418304.27809
2016-06-01,-2780709241.87165
2016-07-01,-1970686406.2637
2016-08-01,-1998006068.77725
2016-09-01,-2493199462.75929
2016-10-01,-226487896.359208
2016-11-01,1556703784.98653
2016-12-01,2426205736.88744
2017-01-01,2023404533.59584
2017-02-01,-236861979.265995
2017-03-01,-46624650.7699304
2017-04-01,-973820119.364777
2017-05-01,-603485469.75222
2017-06-01,-2247924336.11227
2017-07-01,-2522815199.13627
2017-08-01,-3584897721.27626
2017-09-01,-2499449710.51672
2017-10-01,-769475483.866314
2017-11-01,-1693621385.2558
2017-12-01,629472176.85096
2018-01-01,1166617706.71591
2018-02-01,-1601808660.27225
2018-03-01,-2262335653.51895
2018-04-01,-2172302755.58748
2018-05-01,-1851787421.3369
2018-06-01,-284518980.268647
2018-07-01,-393014884.042921
2018-08-01,-1294535644.85527
2018-09-01,-275820808.517003
2018-10-01,112022223.262219
2018-11-01,-181733662.97768
2018-12-01,59419299.3204266
2019-01-01,-1846299271.21699
2019-02-01,-2898641793.98271
2019-03-01,-1471777353.49016
2019-04-01,-1693612943.99859
2019-05-01,886144194.95618
2019-06-01,243616084.531846
2019-07-01,-861879791.576781
2019-08-01,-1830194622.87538
2019-09-01,-129048381.007174
2019-10-01,-736535551.944307
2019-11-01,-33237529.6314016
2019-12-01,2937580242.14146
2020-01-01,697500132.936297
2020-02-01,-378349894.610057
2020-03-01,-883927611.539151
2020-04-01,-2774676716.82043
2020-05-01,-299736275.41842
2020-06-01,-1908958863.76368
2020-07-01,-2686807579.0016
2020-08-01,-2688894887.43724
2020-09-01,-1536253906.26343
2020-10-01,-2480180288.6683
2020-11-01,-1243708565.82635
2020-12-01,589457356.974126
2021-01-01,2737490316.71363
2021-02-01,1461509386.41804
2021-03-01,-907367321.816345
2021-04-01,-866226148.178585
2021-05-01,-481385757.49244
2021-06-01,2752434805.25277
2021-07-01,149648456.074251
2021-08-01,1112983484.22576
2021-09-01,1129982345.59573
2021-10-01,606077658.975802
2021-11-01,2925713954.95229
2021-12-01,1568016635.91604
2022-01-01,4867624194.30313
2022-02-01,2782157390.84279
2022-03-01,2068752554.69187
2022-04-01,763856675.755484
2022-05-01,5457922306.67746
2022-06-01,3695125931.18126
2022-07-01,2863144568.91349
2022-08-01,194775514.050783
2022-09-01,678685807.25037
2022-10-01,228830526.030407
2022-11-01,1025037356.57442
2022-12-01,4313646152.40566
2023-01-01,4933334236.06714
2023-02-01,1142646872.97894
2023-03-01,1616780376.81647
2023-04-01,874398392.25196
2023-05-01,-506457712.914778
2023-06-01,-3089822530.54745
2023-07-01,-597390571.177379
2023-08-01,-1348991881.50939
2023-09-01,466719197.405357
