"Date","LREM55FECAM156S"
2000-07-01,38.7933790271739
2000-08-01,39.6379694212579
2000-09-01,38.5994303220178
2000-10-01,39.3518610704817
2000-11-01,39.7548675764472
2000-12-01,39.6887510264372
2001-01-01,39.1867607131618
2001-02-01,38.9735164215088
2001-03-01,39.9093727286229
2001-04-01,39.4599970964465
2001-05-01,39.0770421839596
2001-06-01,39.2258583951808
2001-07-01,38.8569526570681
2001-08-01,38.7942020343258
2001-09-01,39.1382615424952
2001-10-01,39.2260157386145
2001-11-01,39.4630012857533
2001-12-01,40.7919547914862
2002-01-01,40.851423008938
2002-02-01,39.9776947107964
2002-03-01,39.8332327287188
2002-04-01,39.831404049241
2002-05-01,39.8646497096551
2002-06-01,40.2335051558195
2002-07-01,40.7156068589982
2002-08-01,41.9720448286912
2002-09-01,41.7191207971305
2002-10-01,42.8945418970134
2002-11-01,43.2186426563155
2002-12-01,44.4989943295609
2003-01-01,45.1537796474376
2003-02-01,45.0296376442467
2003-03-01,45.1912466016299
2003-04-01,44.3401111791276
2003-05-01,44.8974495769051
2003-06-01,45.0415432561883
2003-07-01,44.90089942119
2003-08-01,45.0072650956576
2003-09-01,45.6378049952268
2003-10-01,45.3934336119398
2003-11-01,46.5439896368577
2003-12-01,47.2407596328225
2004-01-01,46.6005513951284
2004-02-01,46.1120811877811
2004-03-01,45.1192302031096
2004-04-01,45.9124725416678
2004-05-01,46.231910452792
2004-06-01,45.1876648997836
2004-07-01,45.4331445462703
2004-08-01,45.8460176263575
2004-09-01,46.7049783230766
2004-10-01,46.7845559121465
2004-11-01,47.2124587201493
2004-12-01,46.6723424966148
2005-01-01,46.0697466959208
2005-02-01,46.5299144796101
2005-03-01,46.6884962288978
2005-04-01,46.8967063529379
2005-05-01,47.0829437199273
2005-06-01,46.7436999743378
2005-07-01,46.8542170664509
2005-08-01,47.02763937142
2005-09-01,46.5177591197262
2005-10-01,47.0068871143753
2005-11-01,46.8457832473837
2005-12-01,47.024428984989
2006-01-01,46.8146535197073
2006-02-01,47.5288186236139
2006-03-01,47.6844031946587
2006-04-01,47.3094569942107
2006-05-01,47.9821126630681
2006-06-01,47.7974456281792
2006-07-01,48.2520439005016
2006-08-01,47.4942392366448
2006-09-01,48.1648741546092
2006-10-01,47.5612396370323
2006-11-01,47.9922586835403
2006-12-01,48.1502393243487
2007-01-01,48.4893943105786
2007-02-01,49.0064046194817
2007-03-01,49.3896560393464
2007-04-01,49.9128760714538
2007-05-01,49.2020273160202
2007-06-01,48.8598717174425
2007-07-01,48.9113614539771
2007-08-01,49.3399020103899
2007-09-01,49.5520741218077
2007-10-01,50.1545561286647
2007-11-01,50.1123891366802
2007-12-01,49.9556055376465
2008-01-01,50.6682122147285
2008-02-01,50.3981653126621
2008-03-01,51.4467105146278
2008-04-01,50.803090734425
2008-05-01,50.772336742946
2008-06-01,50.7823409628852
2008-07-01,50.3623355707562
2008-08-01,49.4020092864729
2008-09-01,49.9293385449947
2008-10-01,50.7311192822347
2008-11-01,50.6044988621514
2008-12-01,50.5806718307859
2009-01-01,51.1968894977219
2009-02-01,51.5551009836613
2009-03-01,51.971314788427
2009-04-01,52.0932638227773
2009-05-01,52.4550049507857
2009-06-01,52.727404295877
2009-07-01,52.2513810881488
2009-08-01,51.8529606846674
2009-09-01,52.3638351829895
2009-10-01,52.1389796424005
2009-11-01,51.6972817138494
2009-12-01,51.3304614943213
2010-01-01,51.3491956954374
2010-02-01,51.2578050754246
2010-03-01,51.1025015505903
2010-04-01,51.0353933861295
2010-05-01,51.7638530868044
2010-06-01,52.5509718664406
2010-07-01,52.9137190260169
2010-08-01,52.3150234548554
2010-09-01,52.9608673969353
2010-10-01,53.3704318610803
2010-11-01,53.6895991898476
2010-12-01,53.3033441085378
2011-01-01,53.7629921466537
2011-02-01,53.4575645921543
2011-03-01,52.4203879639333
2011-04-01,53.154467309521
2011-05-01,53.1456186433878
2011-06-01,53.2642845611133
2011-07-01,52.6847596915524
2011-08-01,52.1452043015799
2011-09-01,51.9136907900832
2011-10-01,51.4559880449097
2011-11-01,51.8254087816424
2011-12-01,52.7990298890563
2012-01-01,52.9846000397131
2012-02-01,53.488609857191
2012-03-01,54.1282958800595
2012-04-01,54.3399004496433
2012-05-01,53.965871256638
2012-06-01,53.7249445706637
2012-07-01,53.1288258638719
2012-08-01,54.2703182672889
2012-09-01,53.9445497695855
2012-10-01,53.5096333400472
2012-11-01,53.6284441232246
2012-12-01,53.7540027141635
2013-01-01,54.491067617537
2013-02-01,54.9080843428407
2013-03-01,54.7119368055971
2013-04-01,54.7828757896741
2013-05-01,55.6082627713197
2013-06-01,54.4683836228913
2013-07-01,54.6789931118574
2013-08-01,55.3148457730536
2013-09-01,55.1518059569094
2013-10-01,55.0267058494887
2013-11-01,55.0895366621388
2013-12-01,55.59407732458
2014-01-01,55.659574059564
2014-02-01,55.1874746405604
2014-03-01,54.8071556223082
2014-04-01,55.6088711507753
2014-05-01,55.285700294233
2014-06-01,55.8730376318719
2014-07-01,55.3968552944902
2014-08-01,54.7952012889782
2014-09-01,54.7958697939141
2014-10-01,54.2077906287931
2014-11-01,54.1939196524819
2014-12-01,54.1263669265275
2015-01-01,54.6815368823176
2015-02-01,55.0350017411358
2015-03-01,55.9639109014546
2015-04-01,55.0257296123032
2015-05-01,55.238563068393
2015-06-01,55.0310470736101
2015-07-01,54.4693923578051
2015-08-01,54.8352890224946
2015-09-01,54.6634858677943
2015-10-01,55.1979976112059
2015-11-01,55.1274291333254
2015-12-01,55.2621510837215
2016-01-01,55.5895545885685
2016-02-01,55.541316193966
2016-03-01,55.586142291417
2016-04-01,55.8269569684281
2016-05-01,56.4381298625977
2016-06-01,56.1914566675124
2016-07-01,55.8354582159042
2016-08-01,56.3074947496532
2016-09-01,56.8328971796676
2016-10-01,56.9833602944063
2016-11-01,56.1530573320872
2016-12-01,56.1478684705758
2017-01-01,56.5634811609127
2017-02-01,56.2633798197567
2017-03-01,55.927686223389
2017-04-01,56.030083196687
2017-05-01,56.0578496337357
2017-06-01,56.8100452548141
2017-07-01,56.8076356755024
2017-08-01,57.4496587625721
2017-09-01,57.0146996916051
2017-10-01,57.2640697104458
2017-11-01,58.0771392934889
2017-12-01,58.9255464642839
2018-01-01,58.2139015393355
2018-02-01,57.7859243898174
2018-03-01,57.0326742592602
2018-04-01,57.0401744632652
2018-05-01,57.2982438230289
2018-06-01,57.1905102143477
2018-07-01,57.6686498556983
2018-08-01,57.81584029587
2018-09-01,58.2486827213362
2018-10-01,58.4059718753372
2018-11-01,58.4140158436495
2018-12-01,57.8158158703468
2019-01-01,56.8094991532832
2019-02-01,56.1824911212765
2019-03-01,56.5186892957064
2019-04-01,57.2105598851683
2019-05-01,57.1539835159267
2019-06-01,58.0627838144209
2019-07-01,58.2088550889994
2019-08-01,58.3949206670865
2019-09-01,58.5764097638973
2019-10-01,59.1283502025848
2019-11-01,59.0130949904678
2019-12-01,58.6982786717184
2020-01-01,58.6338952136488
2020-02-01,58.4591852943475
2020-03-01,54.8409910422357
2020-04-01,49.5858559850031
2020-05-01,50.328596950321
2020-06-01,52.6683482416118
2020-07-01,54.3529188995744
2020-08-01,55.5163962585049
2020-09-01,55.8675657461144
2020-10-01,56.7873495414333
2020-11-01,57.2717066870006
2020-12-01,57.1303120440029
2021-01-01,56.8037899780064
2021-02-01,57.0760573263849
2021-03-01,58.074220366653
2021-04-01,57.3846934555224
2021-05-01,57.1389332448302
2021-06-01,57.7219231080779
2021-07-01,57.520295749458
2021-08-01,58.1520918379296
2021-09-01,58.094654789197
2021-10-01,57.4838657310678
2021-11-01,57.9648474266317
2021-12-01,58.0027092350634
2022-01-01,57.7180389403352
2022-02-01,58.3022830089816
2022-03-01,58.3405225959292
2022-04-01,58.1227157594701
2022-05-01,58.5605045601117
2022-06-01,58.1432916209459
2022-07-01,58.1846813794502
2022-08-01,57.9770268284064
2022-09-01,59.0708033749988
2022-10-01,59.2181024013649
2022-11-01,58.9908898502235
2022-12-01,59.0957565060798
2023-01-01,59.4145011063286
2023-02-01,60.724743654972
2023-03-01,60.3235317148118
2023-04-01,60.6513899132233
2023-05-01,60.794298185455
2023-06-01,60.4836524623129
2023-07-01,60.8420368461595
2023-08-01,58.9441354468905
2023-09-01,59.2017766690662
2023-10-01,59.1854303862264
2023-11-01,59.4101286507158
