"Date","LREM55FECAM156S"
1995-01-01,33.9841779330355
1995-02-01,33.6031750226947
1995-03-01,33.4508321101878
1995-04-01,32.349958177383
1995-05-01,32.8698598669662
1995-06-01,33.1975051331626
1995-07-01,33.105047769716
1995-08-01,33.5389778018773
1995-09-01,33.8804534130645
1995-10-01,33.7200706426445
1995-11-01,33.2511411222061
1995-12-01,32.8001389781056
1996-01-01,33.4695174415707
1996-02-01,33.5764930407161
1996-03-01,33.587102542654
1996-04-01,33.2392227469937
1996-05-01,34.068409245667
1996-06-01,34.6618718313831
1996-07-01,34.0188941790842
1996-08-01,34.4510318708339
1996-09-01,33.5332567270539
1996-10-01,33.0431705714612
1996-11-01,32.9989151956369
1996-12-01,32.5473890810969
1997-01-01,32.6787894819774
1997-02-01,33.4900841342656
1997-03-01,33.9008702945668
1997-04-01,33.9642342150849
1997-05-01,33.7263661694568
1997-06-01,34.2342537251463
1997-07-01,34.2433768455227
1997-08-01,34.5132924384141
1997-09-01,33.8292815338038
1997-10-01,34.4082126591151
1997-11-01,35.0711686971466
1997-12-01,35.4995954723574
1998-01-01,34.7989558639737
1998-02-01,36.2770053616841
1998-03-01,36.1377449397431
1998-04-01,35.6601427317058
1998-05-01,35.0913214819814
1998-06-01,35.9823080912414
1998-07-01,36.2647293639585
1998-08-01,35.9350192265392
1998-09-01,36.7617944728668
1998-10-01,36.8110585321812
1998-11-01,37.1322004288194
1998-12-01,36.5902560541087
1999-01-01,36.1642018392489
1999-02-01,36.6496216870125
1999-03-01,36.8589420397014
1999-04-01,37.5816949023387
1999-05-01,37.2447503949105
1999-06-01,36.7692871863003
1999-07-01,37.4862494888882
1999-08-01,37.2137622204502
1999-09-01,37.4227478934964
1999-10-01,37.2211901758596
1999-11-01,37.6903194326445
1999-12-01,38.8467739146148
2000-01-01,39.4375598054314
2000-02-01,39.170820332392
2000-03-01,38.5734231010973
2000-04-01,39.0213279974882
2000-05-01,38.7279264566894
2000-06-01,38.2200008610397
