"Date","TRESEGCAM194N"
2001-04-01,25993815376.0001
2001-05-01,26271673791
2001-06-01,26252080680
2001-07-01,26610511267
2001-08-01,26951621014
2001-09-01,26287522588
2001-10-01,27109985002.9999
2001-11-01,27076775554.9999
2001-12-01,27023961548
2002-01-01,26849864255.0001
2002-02-01,27300644162.0001
2002-03-01,27061327443
2002-04-01,27364866487
2002-05-01,27424627672
2002-06-01,27747520949
2002-07-01,27334376291.0001
2002-08-01,27762623229.0001
2002-09-01,27493574136
2002-10-01,28026829912
2002-11-01,27404284406.0001
2002-12-01,27203716273.0001
2003-01-01,27180250643.0001
2003-02-01,26059390966
2003-03-01,26027815259.9999
2003-04-01,26100363397
2003-05-01,26246364438
2003-06-01,26120891719.0001
2003-07-01,25614811202
2003-08-01,25575774151.0001
2003-09-01,25605612943.0001
2003-10-01,24995898071.9999
2003-11-01,24885823702.9999
2003-12-01,24376061175.9999
2004-01-01,24521102400
2004-02-01,24281844812
2004-03-01,24562796030
2004-04-01,24151802621
2004-05-01,24464051055
2004-06-01,24125598563.9999
2004-07-01,24115469737.0001
2004-08-01,24538081806.9999
2004-09-01,24653097939
2004-10-01,24295778669
2004-11-01,22157747567
2004-12-01,22169016428
2005-01-01,22719151186
2005-02-01,23181949442
2005-03-01,23960019686
2005-04-01,23442004702
2005-05-01,23722607638
2005-06-01,23943283276
2005-07-01,22924237034
2005-08-01,23462722076.0001
2005-09-01,23144612810
2005-10-01,23629435179.9999
2005-11-01,23975842791
2005-12-01,23062279870.9999
2006-01-01,22759755379
2006-02-01,22733640392.9999
2006-03-01,24961917454
2006-04-01,24231462181
2006-05-01,23834466862.9999
2006-06-01,24230378016
2006-07-01,24477867464
2006-08-01,24040655871
2006-09-01,24351817384
2006-10-01,24037503553
2006-11-01,24147441560
2006-12-01,23260939191
2007-01-01,24049067599
2007-02-01,24082588771
2007-03-01,25977323897.0001
2007-04-01,26315087748.9999
2007-05-01,26456077135
2007-06-01,25958063289.9999
2007-07-01,26273023939.9999
2007-08-01,26247972385.9999
2007-09-01,26274489310
2007-10-01,25899832861.0001
2007-11-01,25636990889
2007-12-01,25939742257
2008-01-01,26427685719
2008-02-01,27014036074
2008-03-01,26117500402.0001
2008-04-01,26793885252
2008-05-01,26834602317.9999
2008-06-01,26783491722.9999
2008-07-01,26256757888
2008-08-01,27074049717.9999
2008-09-01,27538312775.9999
2008-10-01,27764691309.0001
2008-11-01,27867808680.9999
2008-12-01,28421981736
2009-01-01,28573293551
2009-02-01,29364981904
2009-03-01,29044129864
2009-04-01,28393510276.0001
2009-05-01,28915771034
2009-06-01,28707071722.0001
2009-07-01,29170729038.0001
2009-08-01,34141210576
2009-09-01,36640817480
2009-10-01,35299597453.9999
2009-11-01,34960140175
2009-12-01,34597257169
2010-01-01,36584664211.0001
2010-02-01,37336457909
2010-03-01,37242862723.9999
2010-04-01,37531244285
2010-05-01,37912521378
2010-06-01,37363634078.0001
2010-07-01,37657862696
2010-08-01,38298563496.0001
2010-09-01,38173105172.0001
2010-10-01,37410209480
2010-11-01,36978271724.0001
2010-12-01,37010826231.9999
2011-01-01,37492858921.9999
2011-02-01,38255637726.9999
2011-03-01,38122019580.9999
2011-04-01,38774022510.0001
2011-05-01,39877679512
2011-06-01,38941656687.0001
2011-07-01,39437045981
2011-08-01,39951124884.9999
2011-09-01,40689387742.0001
2011-10-01,41137562327.9999
2011-11-01,42247769552.9999
2011-12-01,42762696633.9999
2012-01-01,42670610131
2012-02-01,44730915792
2012-03-01,44650223800.0001
2012-04-01,44734803240
2012-05-01,45375581346.9999
2012-06-01,43519807197.9999
2012-07-01,43852454560.0001
2012-08-01,44022066091.0001
2012-09-01,44058565999
2012-10-01,44052440737
2012-11-01,44327519141.9999
2012-12-01,44481802743.9999
2013-01-01,44579441028.0001
2013-02-01,45676273965.9999
2013-03-01,46726712717.9999
2013-04-01,47372383129
2013-05-01,47074121119
2013-06-01,45722996582.0001
2013-07-01,46009725602
2013-08-01,46057469716.0001
2013-09-01,46452525716.0001
2013-10-01,46401465579.9999
2013-11-01,46844374037
2013-12-01,46637332597
2014-01-01,47359140706.9999
2014-02-01,49787419475.0001
2014-03-01,49381105467.0001
2014-04-01,49798182481.0001
2014-05-01,50481341805.9999
2014-06-01,48999635926.0001
2014-07-01,49201916816.0001
2014-08-01,49717145782.0001
2014-09-01,49623251278.9999
2014-10-01,49921675417.0001
2014-11-01,50537042803.9999
2014-12-01,51479795372.0001
2015-01-01,52997351660.0001
2015-02-01,53043170196
2015-03-01,56228202440.9999
2015-04-01,55267636077.9999
2015-05-01,55486879969.0002
2015-06-01,54239755548.9999
2015-07-01,55119887264.0001
2015-08-01,55381761076.9999
2015-09-01,55800410415.9999
2015-10-01,56585188593
2015-11-01,56924530371
2015-12-01,57511501253.0001
2016-01-01,58789234555.9999
2016-02-01,58849930477.0001
2016-03-01,58340336350.0001
2016-04-01,59210967282.9999
2016-05-01,60089355054.0001
2016-06-01,59707243281.9998
2016-07-01,59498507850.9998
2016-08-01,60068651066.9999
2016-09-01,60320030430.9999
2016-10-01,60693240271
2016-11-01,61406432340.9999
2016-12-01,61531024815.0001
2017-01-01,62394337135.0001
2017-02-01,60633445082.0001
2017-03-01,60839193910.0001
2017-04-01,61785874413
2017-05-01,61827885273.9998
2017-06-01,60821348269.0001
2017-07-01,60343153302.9999
2017-08-01,60248629645
2017-09-01,59712282961.9999
2017-10-01,59400219659.9998
2017-11-01,61365039219.9999
2017-12-01,60863438766.0002
2018-01-01,59533434071
2018-02-01,59814779229.9998
2018-03-01,57293525992.0002
2018-04-01,57174436082.9999
2018-05-01,57020209886.0001
2018-06-01,58130413840.0001
2018-07-01,58238060896
2018-08-01,57969809567
2018-09-01,57826977113
2018-10-01,59392719001
2018-11-01,59287947097.9998
2018-12-01,60343767302.9999
2019-01-01,62735095558.0002
2019-02-01,60387483294.9999
2019-03-01,60076429464.0002
2019-04-01,62088342410.9999
2019-05-01,62212229150
2019-06-01,62076850485.0001
2019-07-01,61988111185.0002
2019-08-01,62957754168.0002
2019-09-01,62523362315.0001
2019-10-01,61994744277.9998
2019-11-01,61921813586.9998
2019-12-01,61683202743.0001
2020-01-01,62799219055.9998
2020-02-01,63765111555.0002
2020-03-01,63086562960
2020-04-01,63906936268.0001
2020-05-01,63681366511.0001
2020-06-01,63442036996.0001
2020-07-01,63974746302
2020-08-01,63354741850.0001
2020-09-01,64051504136.9999
2020-10-01,64373428137.0001
2020-11-01,64150865638
2020-12-01,62785611538
2021-01-01,61845384272.0001
2021-02-01,59978700224
2021-03-01,58830526497.9999
2021-04-01,58731242665.0002
2021-05-01,61755751591.9999
2021-06-01,62431196395.0001
2021-07-01,63130110469
2021-08-01,74802922278.0001
2021-09-01,75362194776.9999
2021-10-01,73598125195
2021-11-01,73976930849.9998
2021-12-01,76175756627
2022-01-01,75013328955.0001
2022-02-01,73762924048.0002
2022-03-01,75060570739.0001
2022-04-01,78566708452.9999
2022-05-01,79938602064.9999
2022-06-01,80045051966.0001
2022-07-01,80566294981.9997
2022-08-01,82811445125
2022-09-01,80297464573.9999
2022-10-01,80639148906
2022-11-01,80742493958
2022-12-01,80364337209.0002
2023-01-01,81278581426.9999
2023-02-01,81625843728
2023-03-01,81513396245.0001
2023-04-01,84653109911.0002
2023-05-01,85512185920.0002
2023-06-01,85676929235.9998
2023-07-01,84884551547
2023-08-01,85848661111.9999
2023-09-01,85126125182.0002
2023-10-01,85250017882
