"Date","LFAC64FECAM647S"
1990-12-01,6296900
1991-01-01,6306200
1991-02-01,6315800
1991-03-01,6353600
1991-04-01,6343800
1991-05-01,6355000
1991-06-01,6383700
1991-07-01,6380200
1991-08-01,6379800
1991-09-01,6350600
1991-10-01,6365800
1991-11-01,6347800
1991-12-01,6339300
1992-01-01,6342400
1992-02-01,6355800
1992-03-01,6350900
1992-04-01,6341400
1992-05-01,6334100
1992-06-01,6346400
1992-07-01,6365700
1992-08-01,6368000
1992-09-01,6356700
1992-10-01,6358300
1992-11-01,6431400
1992-12-01,6412700
1993-01-01,6381700
1993-02-01,6379900
1993-03-01,6405900
1993-04-01,6421600
1993-05-01,6422800
1993-06-01,6430900
1993-07-01,6434500
1993-08-01,6434200
1993-09-01,6451000
1993-10-01,6452000
1993-11-01,6481800
1993-12-01,6473600
1994-01-01,6473400
1994-02-01,6451500
1994-03-01,6445200
1994-04-01,6473100
1994-05-01,6489500
1994-06-01,6483400
1994-07-01,6483100
1994-08-01,6510500
1994-09-01,6533400
1994-10-01,6546500
1994-11-01,6549200
1994-12-01,6571000
1995-01-01,6572300
1995-02-01,6576900
1995-03-01,6587900
1995-04-01,6560500
1995-05-01,6558800
1995-06-01,6579100
1995-07-01,6578100
1995-08-01,6584300
1995-09-01,6581100
1995-10-01,6599800
1995-11-01,6582100
1995-12-01,6591800
1996-01-01,6593100
1996-02-01,6634200
1996-03-01,6619500
1996-04-01,6623200
1996-05-01,6629200
1996-06-01,6689800
1996-07-01,6685400
1996-08-01,6684000
1996-09-01,6695600
1996-10-01,6689800
1996-11-01,6690200
1996-12-01,6688600
1997-01-01,6705900
1997-02-01,6713000
1997-03-01,6722700
1997-04-01,6764000
1997-05-01,6755200
1997-06-01,6795500
1997-07-01,6781900
1997-08-01,6812700
1997-09-01,6784500
1997-10-01,6809000
1997-11-01,6826800
1997-12-01,6796100
1998-01-01,6833100
1998-02-01,6864000
1998-03-01,6872400
1998-04-01,6894600
1998-05-01,6889500
1998-06-01,6898200
1998-07-01,6914000
1998-08-01,6929800
1998-09-01,6963400
1998-10-01,6969500
1998-11-01,6990500
1998-12-01,7010900
1999-01-01,7025300
1999-02-01,7016200
1999-03-01,7014000
1999-04-01,7078300
1999-05-01,7074900
1999-06-01,7062800
1999-07-01,7087600
1999-08-01,7087600
1999-09-01,7079300
1999-10-01,7076900
1999-11-01,7078400
1999-12-01,7094100
2000-01-01,7117400
2000-02-01,7158800
2000-03-01,7166200
2000-04-01,7172300
2000-05-01,7181800
2000-06-01,7203600
2000-07-01,7206700
2000-08-01,7236500
2000-09-01,7253700
2000-10-01,7291500
2000-11-01,7289000
2000-12-01,7293200
2001-01-01,7305400
2001-02-01,7291100
2001-03-01,7320200
2001-04-01,7336300
2001-05-01,7339200
2001-06-01,7338900
2001-07-01,7349400
2001-08-01,7346000
2001-09-01,7357000
2001-10-01,7369800
2001-11-01,7410600
2001-12-01,7435100
2002-01-01,7459300
2002-02-01,7452300
2002-03-01,7491000
2002-04-01,7515600
2002-05-01,7539400
2002-06-01,7576700
2002-07-01,7607000
2002-08-01,7647200
2002-09-01,7652600
2002-10-01,7672300
2002-11-01,7681100
2002-12-01,7707200
2003-01-01,7711800
2003-02-01,7734100
2003-03-01,7751000
2003-04-01,7747200
2003-05-01,7763300
2003-06-01,7768900
2003-07-01,7799900
2003-08-01,7828700
2003-09-01,7834500
2003-10-01,7838600
2003-11-01,7847500
2003-12-01,7884200
2004-01-01,7861300
2004-02-01,7874400
2004-03-01,7872900
2004-04-01,7889300
2004-05-01,7904500
2004-06-01,7930100
2004-07-01,7911700
2004-08-01,7900000
2004-09-01,7912800
2004-10-01,7918600
2004-11-01,7948400
2004-12-01,7934800
2005-01-01,7934300
2005-02-01,7954200
2005-03-01,7928300
2005-04-01,7937900
2005-05-01,7944900
2005-06-01,7949800
2005-07-01,7933700
2005-08-01,7967200
2005-09-01,7976800
2005-10-01,8001100
2005-11-01,7984900
2005-12-01,8004300
2006-01-01,8054700
2006-02-01,8037200
2006-03-01,8051900
2006-04-01,8092700
2006-05-01,8100300
2006-06-01,8103100
2006-07-01,8130700
2006-08-01,8093600
2006-09-01,8106600
2006-10-01,8124000
2006-11-01,8134100
2006-12-01,8167400
2007-01-01,8195900
2007-02-01,8207600
2007-03-01,8250400
2007-04-01,8222100
2007-05-01,8225100
2007-06-01,8243500
2007-07-01,8282800
2007-08-01,8291600
2007-09-01,8324200
2007-10-01,8324900
2007-11-01,8325200
2007-12-01,8321400
2008-01-01,8313100
2008-02-01,8346600
2008-03-01,8334500
2008-04-01,8332400
2008-05-01,8362900
2008-06-01,8346900
2008-07-01,8343900
2008-08-01,8359100
2008-09-01,8362400
2008-10-01,8405600
2008-11-01,8391600
2008-12-01,8444900
2009-01-01,8410100
2009-02-01,8444200
2009-03-01,8469600
2009-04-01,8471500
2009-05-01,8485200
2009-06-01,8475000
2009-07-01,8468000
2009-08-01,8494800
2009-09-01,8487700
2009-10-01,8464100
2009-11-01,8522600
2009-12-01,8498800
2010-01-01,8526000
2010-02-01,8522900
2010-03-01,8529800
2010-04-01,8542700
2010-05-01,8544500
2010-06-01,8587000
2010-07-01,8594400
2010-08-01,8594700
2010-09-01,8589800
2010-10-01,8598200
2010-11-01,8573200
2010-12-01,8578900
2011-01-01,8630500
2011-02-01,8627700
2011-03-01,8604600
2011-04-01,8626700
2011-05-01,8612000
2011-06-01,8618900
2011-07-01,8617400
2011-08-01,8618300
2011-09-01,8607800
2011-10-01,8610400
2011-11-01,8621500
2011-12-01,8619000
2012-01-01,8645500
2012-02-01,8628900
2012-03-01,8654900
2012-04-01,8703000
2012-05-01,8685400
2012-06-01,8669400
2012-07-01,8674800
2012-08-01,8709700
2012-09-01,8735700
2012-10-01,8741000
2012-11-01,8761800
2012-12-01,8785000
2013-01-01,8769100
2013-02-01,8808600
2013-03-01,8784400
2013-04-01,8760600
2013-05-01,8760900
2013-06-01,8784100
2013-07-01,8785400
2013-08-01,8799300
2013-09-01,8779700
2013-10-01,8783500
2013-11-01,8766100
2013-12-01,8777000
2014-01-01,8758600
2014-02-01,8752800
2014-03-01,8745800
2014-04-01,8753400
2014-05-01,8780900
2014-06-01,8775400
2014-07-01,8789500
2014-08-01,8752500
2014-09-01,8762200
2014-10-01,8757000
2014-11-01,8775000
2014-12-01,8744200
2015-01-01,8755800
2015-02-01,8774600
2015-03-01,8805700
2015-04-01,8783000
2015-05-01,8777200
2015-06-01,8761300
2015-07-01,8771600
2015-08-01,8796400
2015-09-01,8798600
2015-10-01,8788300
2015-11-01,8794800
2015-12-01,8804800
2016-01-01,8816900
2016-02-01,8809100
2016-03-01,8836100
2016-04-01,8865800
2016-05-01,8853800
2016-06-01,8836300
2016-07-01,8826100
2016-08-01,8819200
2016-09-01,8845600
2016-10-01,8870200
2016-11-01,8858300
2016-12-01,8890200
2017-01-01,8941500
2017-02-01,8932000
2017-03-01,8931200
2017-04-01,8928500
2017-05-01,8957400
2017-06-01,8991900
2017-07-01,8991000
2017-08-01,8967400
2017-09-01,8967500
2017-10-01,8997200
2017-11-01,9009900
2017-12-01,9022500
2018-01-01,8985200
2018-02-01,8994000
2018-03-01,9008500
2018-04-01,9002800
2018-05-01,9031100
2018-06-01,9048500
2018-07-01,9092800
2018-08-01,9138300
2018-09-01,9136000
2018-10-01,9133200
2018-11-01,9144400
2018-12-01,9150600
2019-01-01,9140200
2019-02-01,9151400
2019-03-01,9148300
2019-04-01,9206500
2019-05-01,9193200
2019-06-01,9229300
2019-07-01,9214900
2019-08-01,9221000
2019-09-01,9273800
2019-10-01,9276600
2019-11-01,9289300
2019-12-01,9279700
2020-01-01,9292700
2020-02-01,9256400
2020-03-01,8912500
2020-04-01,8385400
2020-05-01,8579500
2020-06-01,8970100
2020-07-01,9088900
2020-08-01,9159300
2020-09-01,9230600
2020-10-01,9269000
2020-11-01,9256000
2020-12-01,9224700
2021-01-01,9187200
2021-02-01,9214300
2021-03-01,9256000
2021-04-01,9220600
2021-05-01,9217800
2021-06-01,9282300
2021-07-01,9314200
2021-08-01,9340900
2021-09-01,9439200
2021-10-01,9423000
2021-11-01,9436300
2021-12-01,9449100
2022-01-01,9421900
2022-02-01,9445100
2022-03-01,9479200
2022-04-01,9470300
2022-05-01,9519600
2022-06-01,9456700
2022-07-01,9443300
2022-08-01,9414500
2022-09-01,9468100
2022-10-01,9541700
2022-11-01,9525100
2022-12-01,9539200
2023-01-01,9604700
2023-02-01,9610400
2023-03-01,9654900
2023-04-01,9658100
2023-05-01,9667300
2023-06-01,9674900
2023-07-01,9728800
2023-08-01,9696600
2023-09-01,9738000
2023-10-01,9750400
2023-11-01,9763200
