"Date","LRIN55MACAM156S"
1995-01-01,40.0512062036677
1995-02-01,40.1499683276338
1995-03-01,40.3866169597724
1995-04-01,41.3917190934844
1995-05-01,42.0757194596855
1995-06-01,42.2162719971459
1995-07-01,41.833159461043
1995-08-01,42.2345762804815
1995-09-01,43.1613106594898
1995-10-01,42.3986063030296
1995-11-01,42.2311886484408
1995-12-01,42.30213402621
1996-01-01,42.0896370455633
1996-02-01,41.7669624198391
1996-03-01,42.0005070105246
1996-04-01,42.4853956897733
1996-05-01,42.7258343996268
1996-06-01,41.8677115044707
1996-07-01,41.1833431490768
1996-08-01,41.8480503033369
1996-09-01,42.2425098744903
1996-10-01,41.5621621051383
1996-11-01,40.5588034118057
1996-12-01,40.2668654221632
1997-01-01,40.7354600350352
1997-02-01,39.9554273321429
1997-03-01,40.3767747667316
1997-04-01,40.5572674091076
1997-05-01,40.1168913143318
1997-06-01,39.8708224522833
1997-07-01,40.1178428289027
1997-08-01,39.868675631393
1997-09-01,40.3177423423378
1997-10-01,40.1750383881453
1997-11-01,40.293586386216
1997-12-01,41.0766194534966
1998-01-01,40.8987322895093
1998-02-01,41.091469397184
1998-03-01,41.7579034834212
1998-04-01,42.6460811046985
1998-05-01,42.15153105489
1998-06-01,41.5684815065473
1998-07-01,40.6875522339695
1998-08-01,40.263825271886
1998-09-01,40.2834811740031
1998-10-01,40.7510483911948
1998-11-01,40.5082183403721
1998-12-01,40.7562046825739
1999-01-01,39.8098327510028
1999-02-01,40.6613303742013
1999-03-01,40.8246019516372
1999-04-01,39.5652966436095
1999-05-01,39.9988926535749
1999-06-01,39.4443912853157
1999-07-01,39.7246050158489
1999-08-01,38.9293279379111
1999-09-01,39.0891706046566
1999-10-01,38.9129294029238
1999-11-01,39.132794778845
1999-12-01,39.2645888163533
2000-01-01,39.0311122038553
2000-02-01,39.2912800512518
2000-03-01,39.6554543485138
2000-04-01,39.3942039962894
2000-05-01,39.1964645068615
2000-06-01,38.843400541459
2000-07-01,39.7719075556411
2000-08-01,38.9524040964394
2000-09-01,39.4575698066356
2000-10-01,40.0749272357544
2000-11-01,39.4113774464767
2000-12-01,38.6355339734104
2001-01-01,39.5421516111767
2001-02-01,39.6461905367997
2001-03-01,38.655075617465
2001-04-01,39.2603310693267
2001-05-01,39.0328895028994
2001-06-01,38.7396906016191
2001-07-01,39.0299120914443
2001-08-01,38.4170499256318
2001-09-01,39.093913704468
2001-10-01,39.5026192575262
2001-11-01,39.5398808178412
2001-12-01,38.5763744890079
2002-01-01,37.3866105313912
2002-02-01,37.4068670850274
2002-03-01,37.6100907929222
2002-04-01,37.070771720303
2002-05-01,36.8389729963956
2002-06-01,36.9960173917313
2002-07-01,37.2520802847031
2002-08-01,37.2452683313499
2002-09-01,36.4864609374577
2002-10-01,36.6603148058643
2002-11-01,35.4257146825408
2002-12-01,35.6112570674587
2003-01-01,35.0393422993397
2003-02-01,34.8946694377317
2003-03-01,35.5498289304932
2003-04-01,34.5711355337935
2003-05-01,35.0804275223902
2003-06-01,34.8404996662274
2003-07-01,35.2541130198054
2003-08-01,34.5087008896052
2003-09-01,33.947516459285
2003-10-01,33.7081271407651
2003-11-01,34.0192869009499
2003-12-01,34.0232009363138
2004-01-01,34.1705867422704
2004-02-01,33.4107825701506
2004-03-01,34.4010472307824
2004-04-01,34.4025284925685
2004-05-01,34.1356185220756
